instance_id,seed,arm,complete_candidate_budget_cap,complete_candidate_evaluations_consumed,termination_reason,evaluation_index,segment,view,source,status,failure_category,complete_objective_cny,incumbent_best_cny,relative_gap_to_final_search_best
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,19,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2350.178404050372,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,20,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2351.6645758645523,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,21,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2349.393935580853,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,22,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2352.3068512219993,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,23,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2351.617406472532,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,24,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2353.536212040947,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,25,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2359.182179049926,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,26,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2356.181741571442,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,27,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2354.447277946637,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,28,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2361.5174484309405,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,29,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2354.6721498808333,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,30,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2359.766965347625,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,31,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2357.72038549165,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,32,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2350.948260711518,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,33,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2360.3086585702404,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,34,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2356.860329595611,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,35,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2357.8534990256626,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,36,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2353.3508739819817,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,37,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2360.1169029831194,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,38,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2368.0231746903946,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,39,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2364.7003879832023,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,40,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2361.350525795969,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,41,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2365.7112424435636,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,42,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2361.6993393683383,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,43,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2372.6334151955502,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,44,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2376.444179816251,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,45,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2385.4390579103315,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,46,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2460.1295900189884,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,47,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2465.063041245213,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,48,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2493.003899661738,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,49,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,PASS,FEASIBLE,2483.089818479435,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,50,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,51,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,52,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,53,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,54,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,55,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,56,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,57,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,58,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,59,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,60,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,61,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,62,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,63,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,64,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,65,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,66,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,67,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,68,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,69,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,70,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,71,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,72,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,73,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,74,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,75,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,76,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,77,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,78,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,79,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,80,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,81,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,82,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,83,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,84,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,85,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,86,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,87,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,88,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,89,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,90,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,91,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,92,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,93,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,94,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,95,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,96,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,97,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,98,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,99,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,100,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,101,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
cn-prd-50c-01-V2-LOCATIONS,1,JOINT,1500,331,CANDIDATES_EXHAUSTED,102,MULTI_VIEW_SEARCH,cv_only,terminal_population_archive,INFEASIBLE_OR_ERROR,LEGITIMATE_INFEASIBLE,NA_INFEASIBLE,2346.067129601132,0.024400368811878292
