instance,seed,algorithm,time_limit_seconds,elapsed_seconds,route_count,distance_double,lexicographic_score,evaluations,feasible,independent_recompute_pass,violation_count,solution_sha256,education,status
C1_2_1,1,hgs_with_project_alns_offspring_education,2.0,2.1094876659917645,20,2707.4150620429973,950267.415062043,,True,True,0,5629de9a0066cfc72fd2e9a8913ce9857d68826b8497100dbd8e4087b8d561c5,"{""education_accepted"": 1, ""education_calls"": 15, ""project_alns_complete_evaluations"": 30}",OK
C2_2_1,1,hgs_with_project_alns_offspring_education,2.0,2.261970999999903,6,1931.4425029392016,279107.4425029392,,True,True,0,5820dca206644f52579c0ffa812c626ba47ae4d292ba1a221f5f6baac20f5943,"{""education_accepted"": 4, ""education_calls"": 21, ""project_alns_complete_evaluations"": 42}",OK
R1_2_1,1,hgs_with_project_alns_offspring_education,2.0,2.1165498750051484,23,8368.181231135713,1065540.1812311357,,True,True,0,c9f7802134b3c791b1d83c9f82b605497da3da9be9a1c6b37fd94ff40ff3d1ce,"{""education_accepted"": 0, ""education_calls"": 31, ""project_alns_complete_evaluations"": 62}",OK
R2_2_1,1,hgs_with_project_alns_offspring_education,2.0,2.1940537089831196,7,9496.841670301008,331244.841670301,,True,True,0,75a48f5b1ec446981f127d512890479f6b08fafa7b35ff2eb73cd7d1d55c4375,"{""education_accepted"": 0, ""education_calls"": 30, ""project_alns_complete_evaluations"": 60}",OK
RC1_2_1,1,hgs_with_project_alns_offspring_education,2.0,2.094904542027507,20,6386.578383526032,925666.5783835261,,True,True,0,3068418f95a09a0b349b55aa2d1f97ae6f9dfd8574419f0cbce3f44976c81c12,"{""education_accepted"": 0, ""education_calls"": 34, ""project_alns_complete_evaluations"": 68}",OK
RC2_2_1,1,hgs_with_project_alns_offspring_education,2.0,2.0931796659715474,10,8946.19641570803,468586.19641570805,,True,True,0,f1c1ea1f3693242eb466307b7e8512b182b518bed6265d0e2b8f1744fd9c8176,"{""education_accepted"": 0, ""education_calls"": 25, ""project_alns_complete_evaluations"": 50}",OK
