active_flags,actual_evals,algorithm,battery_kwh,best_cost,category,charging_action_count,checkpoint_operator,checkpoint_path,checkpoint_readable,commit_hash,comparison_mode,cv_physical_vehicle_count,cv_route_count,elapsed_seconds,ev_physical_vehicle_count,ev_route_count,eval_budget_backstop,evals_per_second,failure_reason,feasible,gate_status,instance,max_trips_per_physical_vehicle,numpy,python,queue_action,replicate,route_count,runtime_cap_seconds,scenario,scenario_label,seed,size,status,timings,violation_count,winner_all_cv,winner_all_ev,winner_ev_route_share,worker_stderr_tail,worker_stdout_tail
{},16000,LNS,150.0,476.14411336859115,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc150/e2-multidepot-10c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,1,2,32.082769499997084,1,1,16000,498.71006304494546,,True,OK,e2-multidepot-10c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,3,300.0,wc150,150kWh same wall-clock,1,10,OK,{},0,False,False,0.3333333333333333,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,150.0,360.2189817754974,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc150/e2-multidepot-10c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,1,1,10.414238707999175,1,1,16000,1536.3581005407916,,True,OK,e2-multidepot-10c-01,1,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,2,300.0,wc150,150kWh same wall-clock,1,10,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.012908048200188205}, ""checkpoint_model_cost"": {""count"": 6.0, ""seconds"": 0.0002453319902997464}, ""destroy:random_customer_removal"": {""count"": 942.0, ""seconds"": 0.0314333409696701}, ""destroy:route_segment_removal"": {""count"": 10516.0, ""seconds"": 0.26377721183234826}, ""destroy:shaw_related_removal"": {""count"": 942.0, ""seconds"": 0.05692132389958715}, ""destroy:vehicle_type_swap"": {""count"": 942.0, ""seconds"": 0.3857618548863684}, ""destroy:whole_route_removal"": {""count"": 1652.0, ""seconds"": 0.02858312409807695}, ""destroy:worst_customer_removal"": {""count"": 942.0, ""seconds"": 0.023719782984699123}, ""final_check"": {""count"": 1.0, ""seconds"": 8.98750004125759e-05}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 2.056099276902387}, ""history_model_cost"": {""count"": 6.0, ""seconds"": 0.00027504199533723295}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00015087499923538417}, ""local_search"": {""count"": 2788.0, ""seconds"": 0.00304216101358179}, ""repair:greedy_insert_repair"": {""count"": 11458.0, ""seconds"": 4.752768304220808}, ""repair:regret2_insert_repair"": {""count"": 2519.0, ""seconds"": 1.5942548882230767}, ""repair:regret3_insert_repair"": {""count"": 1959.0, ""seconds"": 1.0466052090268931}, ""repair_full_check"": {""count"": 16975.0, ""seconds"": 1.5543778982173535}, ""repair_solution_score"": {""count"": 1881.0, ""seconds"": 0.07790602705790661}, ""route_model_cost"": {""count"": 866.0, ""seconds"": 0.018303930999536533}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.005357498994271737}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.004597496015776414}}",0,False,False,0.5,,
{},16000,LNS,150.0,5488.782859056312,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc150/e2-multidepot-150c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,10,21,846.7132951670064,1,1,16000,18.89659710238062,,True,OK,e2-multidepot-150c-01,3,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,22,900.0,wc150,150kWh same wall-clock,1,150,OK,{},0,False,False,0.045454545454545456,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,150.0,5488.782859056312,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc150/e2-multidepot-150c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,10,21,646.8291538339981,1,1,16000,24.73605264259043,,True,OK,e2-multidepot-150c-01,3,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,22,900.0,wc150,150kWh same wall-clock,1,150,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.004412458118167706}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00035858299816027284}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.6489716529904399}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.7627331852272619}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 38.6230606896861}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 5.864422154481872}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.6933837958204094}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.7829159789107507}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0004831670084968209}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 13.529711299823248}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00048099999548867345}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0008903749985620379}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 190.68936804849363}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 200.5224218238145}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 202.75966123878607}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 17.57948100248177}, ""repair_solution_score"": {""count"": 4645.0, ""seconds"": 1.669243380354601}, ""route_model_cost"": {""count"": 1314460.0, ""seconds"": 32.951642410844215}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.10729011999501381}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.049748873032513075}}",0,False,False,0.045454545454545456,,
{},16000,LNS,150.0,621.371321439464,multidepot,0,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc150/e2-multidepot-15c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,2,2,32.08867541699874,0,0,16000,498.6182755154835,,True,OK,e2-multidepot-15c-01,1,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,2,300.0,wc150,150kWh same wall-clock,1,15,OK,{},0,True,False,0.0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,150.0,621.371321439464,multidepot,0,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc150/e2-multidepot-15c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,2,2,14.446237249998376,0,0,16000,1107.5548409674498,,True,OK,e2-multidepot-15c-01,1,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,2,300.0,wc150,150kWh same wall-clock,1,15,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.005438011772639584}, ""checkpoint_model_cost"": {""count"": 2.0, ""seconds"": 9.208399569615722e-05}, ""destroy:random_customer_removal"": {""count"": 2180.0, ""seconds"": 0.07548208504158538}, ""destroy:route_segment_removal"": {""count"": 2319.0, ""seconds"": 0.0654812588400091}, ""destroy:shaw_related_removal"": {""count"": 6284.0, ""seconds"": 0.5592846449217177}, ""destroy:vehicle_type_swap"": {""count"": 1449.0, ""seconds"": 0.13002710001455853}, ""destroy:whole_route_removal"": {""count"": 2255.0, ""seconds"": 0.04439114587876247}, ""destroy:worst_customer_removal"": {""count"": 1449.0, ""seconds"": 0.04264669711119495}, ""final_check"": {""count"": 1.0, ""seconds"": 4.141699901083484e-05}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 1.3441693248023512}, ""history_model_cost"": {""count"": 2.0, ""seconds"": 0.00011262599582551047}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00012916699779452756}, ""local_search"": {""count"": 376.0, ""seconds"": 0.0004555790146696381}, ""repair:greedy_insert_repair"": {""count"": 3627.0, ""seconds"": 2.6437469420561683}, ""repair:regret2_insert_repair"": {""count"": 3769.0, ""seconds"": 2.270340082977782}, ""repair:regret3_insert_repair"": {""count"": 8540.0, ""seconds"": 6.390015370947367}, ""repair_full_check"": {""count"": 19822.0, ""seconds"": 1.315216899914958}, ""route_model_cost"": {""count"": 3481.0, ""seconds"": 0.06989307399635436}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.008403709980484564}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.006644662971666548}}",0,True,False,0.0,,
{},10810,LNS,150.0,6608.239546640648,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc150/e2-multidepot-200c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,14,28,905.8139958749962,1,1,16000,11.934017413318703,,True,OK,e2-multidepot-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,29,900.0,wc150,150kWh same wall-clock,1,200,OK,{},0,False,False,0.034482758620689655,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",7864,alns_e2_throughput,150.0,6608.239546640648,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc150/e2-multidepot-200c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,14,28,907.5436910409917,1,1,16000,8.665147559981,,True,OK,e2-multidepot-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,29,900.0,wc150,150kWh same wall-clock,1,200,OK,"{""acceptance"": {""count"": 7832.0, ""seconds"": 0.00238759903004393}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0004905829991912469}, ""destroy:random_customer_removal"": {""count"": 1307.0, ""seconds"": 0.4848516128840856}, ""destroy:route_segment_removal"": {""count"": 1305.0, ""seconds"": 0.6044304281385848}, ""destroy:shaw_related_removal"": {""count"": 1305.0, ""seconds"": 45.192536039234255}, ""destroy:vehicle_type_swap"": {""count"": 1305.0, ""seconds"": 5.283603660776862}, ""destroy:whole_route_removal"": {""count"": 1305.0, ""seconds"": 0.5686312219477259}, ""destroy:worst_customer_removal"": {""count"": 1305.0, ""seconds"": 0.5949593796249246}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0006670419970760122}, ""full_candidate_score"": {""count"": 7832.0, ""seconds"": 9.459261286465335}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0005810830043628812}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0012106670037610456}, ""repair:greedy_insert_repair"": {""count"": 2611.0, ""seconds"": 275.9532651274785}, ""repair:regret2_insert_repair"": {""count"": 2611.0, ""seconds"": 294.17685473154415}, ""repair:regret3_insert_repair"": {""count"": 2610.0, ""seconds"": 276.25614675614634}, ""repair_full_check"": {""count"": 15664.0, ""seconds"": 13.014957418476115}, ""repair_solution_score"": {""count"": 3157.0, ""seconds"": 1.5490605898958165}, ""route_model_cost"": {""count"": 1581449.0, ""seconds"": 42.71936810464831}, ""scan_build"": {""count"": 32.0, ""seconds"": 0.08208670698513743}, ""scan_score"": {""count"": 32.0, ""seconds"": 0.03504504200827796}}",0,False,False,0.034482758620689655,,
{},16000,LNS,150.0,1130.7005298293218,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc150/e2-multidepot-20c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,2,4,90.35284770799626,1,1,16000,177.08351652301042,,True,OK,e2-multidepot-20c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,5,300.0,wc150,150kWh same wall-clock,1,20,OK,{},0,False,False,0.2,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,150.0,1130.7005298293218,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc150/e2-multidepot-20c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,2,4,24.534280125000805,1,1,16000,652.148745285408,,True,OK,e2-multidepot-20c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,5,300.0,wc150,150kWh same wall-clock,1,20,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.003909519989974797}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 7.137499778764322e-05}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.13730486565327737}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.11917466425074963}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 0.5228784150822321}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 1.5043515009529074}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.09474522923119366}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.12353004087344743}, ""final_check"": {""count"": 1.0, ""seconds"": 9.695799963083118e-05}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 2.5762285087330383}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00011258300219196826}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00019770800281548873}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 6.452399866349879}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 6.397121274036181}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 6.627731529944867}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 2.576761856871599}, ""repair_solution_score"": {""count"": 5310.0, ""seconds"": 0.3454987903314759}, ""route_model_cost"": {""count"": 9852.0, ""seconds"": 0.19661527175776428}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.01082475596194854}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.007912209970527329}}",0,False,False,0.2,,
{},16000,LNS,150.0,828.678306576153,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc150/e2-multidepot-25c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,2,4,135.36444454099546,1,1,16000,118.1994286184535,,True,OK,e2-multidepot-25c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,5,300.0,wc150,150kWh same wall-clock,1,25,OK,{},0,False,False,0.2,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,150.0,828.678306576153,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc150/e2-multidepot-25c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,2,4,33.10062375000416,1,1,16000,483.37457689140945,,True,OK,e2-multidepot-25c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,5,300.0,wc150,150kWh same wall-clock,1,25,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.003994754297309555}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 7.495799945900217e-05}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.1472309130258509}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.1272937902031117}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 0.6947893392571132}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 2.3954887922955095}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.10077123290102463}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.13668711279024137}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00010512500011827797}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 2.8349074417492375}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00010508400009712204}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0002299999978276901}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 9.125630917966191}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 8.87398626114009}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 9.018228637520224}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 2.8958465120667825}, ""repair_solution_score"": {""count"": 7965.0, ""seconds"": 0.5716187030993751}, ""route_model_cost"": {""count"": 21848.0, ""seconds"": 0.4841206355195027}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.013831168027536478}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.00913854903774336}}",0,False,False,0.2,,
{},16000,LNS,150.0,2020.688951370618,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc150/e2-multidepot-50c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,4,8,256.7063207500032,1,1,16000,62.32803287918184,,True,OK,e2-multidepot-50c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,9,600.0,wc150,150kWh same wall-clock,1,50,OK,{},0,False,False,0.1111111111111111,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,150.0,2020.688951370618,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc150/e2-multidepot-50c-01__alns_e2_throughput__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,4,8,79.74973666699952,1,1,16000,200.62762171628344,,True,OK,e2-multidepot-50c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,9,600.0,wc150,150kWh same wall-clock,1,50,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.003928081496269442}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0001347499928670004}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.23337848887604196}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.22493303730152547}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 2.895982285248465}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 5.353781802230515}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.19203726688283496}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.2378852641559206}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00017279198800679296}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 4.87119489829638}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00017845800903160125}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00035195799136999995}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 22.31853959149157}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 22.48075087959296}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 23.091193258442217}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 5.399220245715696}, ""repair_solution_score"": {""count"": 10620.0, ""seconds"": 1.3863094691187143}, ""route_model_cost"": {""count"": 143678.0, ""seconds"": 3.1733368936693296}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.028073328896425664}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.016624878087895922}}",0,False,False,0.1111111111111111,,
{},16000,LNS,150.0,3062.7977925322516,multidepot,1,,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_09w_stage_a_data/checkpoints/wc150/e2-multidepot-75c-01__LNS__seed1.json,True,7cb71f35c46fbd099747fc0d18c15a95315b746d,wallclock,6,12,365.9869075000024,1,1,16000,43.717410847544855,,True,OK,e2-multidepot-75c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,SKIPPED_EXISTING,1,13,900.0,wc150,150kWh same wall-clock,1,75,OK,{},0,False,False,0.07692307692307693,,
