instance_id,node_id,node_type,declared_city,latitude,longitude,osm_type,osm_id,name,tag_country,source_response_path,gis_status,boundary_memberships,boundary_source_date,boundary_source_class
cn-prd-100c-03-V2-LOCATIONS,C068,customer,shenzhen,22.5147521,114.0655368,node,4574586484,7-Eleven,HK,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/shenzhen__named_poi__e1__a1.json,FAIL_CITY_BOUNDARY,,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-prd-150c-02-V2-LOCATIONS,C112,customer,shenzhen,22.495288,114.049223,node,2898691302,Mai Po March Headquarters,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/shenzhen__named_poi__e1__a1.json,FAIL_CITY_BOUNDARY,,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-prd-150c-03-V2-LOCATIONS,C109,customer,shenzhen,22.5147521,114.0655368,node,4574586484,7-Eleven,HK,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/shenzhen__named_poi__e1__a1.json,FAIL_CITY_BOUNDARY,,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-prd-20c-02-V2-LOCATIONS,C007,customer,shenzhen,22.5147521,114.0655368,node,4574586484,7-Eleven,HK,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/shenzhen__named_poi__e1__a1.json,FAIL_CITY_BOUNDARY,,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
cn-prd-50c-01-V2-LOCATIONS,C044,customer,shenzhen,22.495288,114.049223,node,2898691302,Mai Po March Headquarters,,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/shenzhen__named_poi__e1__a1.json,FAIL_CITY_BOUNDARY,,2026-07-16,COMPUTATIONAL_VALIDATION_BOUNDARY_NOT_OFFICIAL_CHINA_SURVEY
