region,customer_size,city,latitude,longitude,replicates,instances,osm_identities,names,classification
prd,50,shenzhen,22.5441780,114.0611223,02|03,cn-prd-50c-02-V2-LOCATIONS|cn-prd-50c-03-V2-LOCATIONS,relation:10111074|way:925221213,深圳海关,EXACT_PHYSICAL_POINT_REUSED_ACROSS_CELL_REPLICATES
