declared_city,osm_type,osm_id,latitude,longitude,name,tag_country,boundary_memberships,gis_status,source_response_path
beijing,node,11203976629,39.9145875,116.3541828,STEFANO+RICCI,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
beijing,node,11203976630,39.9148236,116.3544747,Canali,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
beijing,node,11203976631,39.9146828,116.3546809,潮Maree,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
beijing,node,11203976632,39.9147406,116.3548728,Dior,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
beijing,node,11203976633,39.9143604,116.3549402,LV路易威登,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
beijing,node,11203976634,39.9145436,116.3556512,Gucci,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
beijing,node,11203976636,39.9144129,116.3561514,Max Mara,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
beijing,node,11203976637,39.914088,116.3571584,北京金融街丽思卡尔顿酒店意味轩,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
beijing,node,11203976638,39.9138712,116.3555878,Zilli,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
beijing,node,11203976639,39.9140173,116.3553436,Lane Crawford,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
beijing,node,11203976640,39.9147331,116.3544727,伊豆野菜村,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
beijing,node,11203976642,39.9137688,116.357068,西贝莜面村,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
beijing,node,11233300437,39.8789131,116.3831,中国移动,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
beijing,node,11243564183,39.9624474,116.3013758,宫门口馒头铺,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
beijing,node,11253010704,39.9680857,116.4096387,和平西桥果蔬社区便民店,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
beijing,node,11264735385,39.92296,116.30875,沪上阿姨,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
beijing,node,11280517855,39.9109339,116.3672314,Apple Store,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
beijing,node,11280517856,39.9105026,116.3672052,波司登,,beijing,PASS_DECLARED_CITY_BOUNDARY,data/ChinaInstances/china9_city_full_pool_20260718_rerun_overpass_v2/raw/beijing__named_poi__e1__a1.json
