all_cv_winner_share_75_200,all_ev_winner_share_75_200,alns_wins_75_200,battery_kwh,battery_label,ev_share_delta_vs_wc80,gap_delta_vs_wc80,lns_wins_75_200,majority_all_cv_or_all_ev,mean_gap_pct_alns_minus_lns_75_200,mean_winner_charging_action_count_75_200,mean_winner_ev_route_share_75_200,non_tie_pairs_75_200,pairs_75_200,scenario,stage_a_signal_for_stage_b,ties_75_200,wilcoxon_method,wilcoxon_p_less_alns_minus_lns
0.0,0.0,0,80.0,80 (Goeke old anchor),0.0,0.0,0,False,0.0,1.0,0.05185185185185185,0,2,wc80,False,2,all_zero,1.0
0.0,0.0,0,100.0,100 (boundary),0.0,0.0,0,False,0.0,1.0,0.05185185185185185,0,2,wc100,False,2,all_zero,1.0
0.0,0.0,0,150.0,150 (source-supported vehicle class),0.0,0.0,0,False,0.0,1.0,0.05185185185185185,0,2,wc150,False,2,all_zero,1.0
0.0,0.0,0,280.0,280 (modern truck),0.0,0.0,0,False,0.0,1.0,0.05185185185185185,0,2,wc280,False,2,all_zero,1.0
