active_flags,actual_evals,algorithm,battery_kwh,best_cost,category,charging_action_count,checkpoint_path,checkpoint_readable,commit_hash,comparison_mode,cv_physical_vehicle_count,cv_route_count,elapsed_seconds,ev_physical_vehicle_count,ev_route_count,eval_budget_backstop,evals_per_second,feasible,gate_status,instance,max_trips_per_physical_vehicle,numpy,python,replicate,route_count,runtime_cap_seconds,scenario,scenario_label,seed,size,status,timings,violation_count,winner_all_cv,winner_all_ev,winner_ev_route_share
{},16000,LNS,150.0,573.7936728978657,vanilla,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_smoke_data/checkpoints/wc150/e2-vanilla-10c-01__LNS__seed1.json,True,9b6e2e2629fa88ad616f1d06fd76c2f4d96339b1,wallclock,1,2,33.15496262500528,1,1,16000,482.5823567037561,True,OK,e2-vanilla-10c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,3,300.0,wc150,150kWh same wall-clock,1,10,OK,{},0,False,False,0.3333333333333333
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,150.0,396.37361362956347,vanilla,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_smoke_data/checkpoints/wc150/e2-vanilla-10c-01__alns_e2_throughput__seed1.json,True,9b6e2e2629fa88ad616f1d06fd76c2f4d96339b1,wallclock,1,1,13.784033542004181,1,1,16000,1160.7632810267828,True,OK,e2-vanilla-10c-01,1,2.3.5,/opt/anaconda3/bin/python3.13,1,2,300.0,wc150,150kWh same wall-clock,1,10,OK,"{""acceptance"": {""count"": 15937.0, ""seconds"": 0.029924993476015516}, ""checkpoint_model_cost"": {""count"": 9.0, ""seconds"": 0.0015045809996081516}, ""destroy:random_customer_removal"": {""count"": 954.0, ""seconds"": 0.05491133428586181}, ""destroy:route_segment_removal"": {""count"": 9997.0, ""seconds"": 0.33897775622608606}, ""destroy:shaw_related_removal"": {""count"": 954.0, ""seconds"": 0.07459775083407294}, ""destroy:vehicle_type_swap"": {""count"": 954.0, ""seconds"": 0.15284871713083703}, ""destroy:whole_route_removal"": {""count"": 2124.0, ""seconds"": 0.047227080940501764}, ""destroy:worst_customer_removal"": {""count"": 954.0, ""seconds"": 0.0316854582488304}, ""final_check"": {""count"": 1.0, ""seconds"": 8.758298645261675e-05}, ""full_candidate_score"": {""count"": 15937.0, ""seconds"": 2.4308274432842154}, ""history_model_cost"": {""count"": 9.0, ""seconds"": 0.0008078760001808405}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00015370799519587308}, ""local_search"": {""count"": 3238.0, ""seconds"": 0.007005099672824144}, ""repair:greedy_insert_repair"": {""count"": 8962.0, ""seconds"": 4.68381891080935}, ""repair:regret2_insert_repair"": {""count"": 3897.0, ""seconds"": 2.149050842039287}, ""repair:regret3_insert_repair"": {""count"": 3078.0, ""seconds"": 2.5004585274291458}, ""repair_full_check"": {""count"": 17023.0, ""seconds"": 1.8543399056070484}, ""repair_solution_score"": {""count"": 954.0, ""seconds"": 0.03602117362606805}, ""route_model_cost"": {""count"": 900.0, ""seconds"": 0.0964316299505299}, ""scan_build"": {""count"": 63.0, ""seconds"": 0.005576588024268858}, ""scan_score"": {""count"": 63.0, ""seconds"": 0.005080873990664259}}",0,False,False,0.5
{},16000,LNS,280.0,3960.9142264324673,multidepot,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_smoke_data/checkpoints/wc280/e2-multidepot-100c-01__LNS__seed1.json,True,9b6e2e2629fa88ad616f1d06fd76c2f4d96339b1,wallclock,7,14,567.2988291660004,1,1,16000,28.2038304636059,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,900.0,wc280,280kWh same wall-clock,1,100,OK,{},0,False,False,0.06666666666666667
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,280.0,3960.9142264324673,multidepot,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_smoke_data/checkpoints/wc280/e2-multidepot-100c-01__alns_e2_throughput__seed1.json,True,9b6e2e2629fa88ad616f1d06fd76c2f4d96339b1,wallclock,7,14,303.5779895410087,1,1,16000,52.70474326610772,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,900.0,wc280,280kWh same wall-clock,1,100,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.004645856126444414}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0002497500099707395}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.5275677191675641}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.49330657882092055}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 15.053143581040786}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 5.430735195695888}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.45011110401537735}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.5456347790459404}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0003240000078221783}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 9.673534054600168}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0003990420082118362}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0006470410007750615}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 91.11336636723718}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 92.3623933904455}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 93.21093631189433}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 11.819701903412351}, ""repair_solution_score"": {""count"": 5724.0, ""seconds"": 1.4877899735001847}, ""route_model_cost"": {""count"": 631670.0, ""seconds"": 16.31617789551092}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.06987870299781207}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.03450612598680891}}",0,False,False,0.06666666666666667
{},11011,LNS,280.0,6633.4344963179965,threeshift,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_smoke_data/checkpoints/wc280/e2-threeshift-200c-01__LNS__seed1.json,True,9b6e2e2629fa88ad616f1d06fd76c2f4d96339b1,wallclock,14,26,903.8513540000131,1,1,16000,12.182312889470806,True,OK,e2-threeshift-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,27,900.0,wc280,280kWh same wall-clock,1,200,OK,{},0,False,False,0.037037037037037035
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",8341,alns_e2_throughput,280.0,6633.4344963179965,threeshift,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_smoke_data/checkpoints/wc280/e2-threeshift-200c-01__alns_e2_throughput__seed1.json,True,9b6e2e2629fa88ad616f1d06fd76c2f4d96339b1,wallclock,14,26,906.3323485830042,1,1,16000,9.20302581391986,True,OK,e2-threeshift-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,27,900.0,wc280,280kWh same wall-clock,1,200,OK,"{""acceptance"": {""count"": 8307.0, ""seconds"": 0.0025973700976464897}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00046708399895578623}, ""destroy:random_customer_removal"": {""count"": 1386.0, ""seconds"": 0.5330431558249984}, ""destroy:route_segment_removal"": {""count"": 1383.0, ""seconds"": 0.6258760515484028}, ""destroy:shaw_related_removal"": {""count"": 1386.0, ""seconds"": 46.20451341762964}, ""destroy:vehicle_type_swap"": {""count"": 1383.0, ""seconds"": 13.13004178191477}, ""destroy:whole_route_removal"": {""count"": 1383.0, ""seconds"": 0.5778328581072856}, ""destroy:worst_customer_removal"": {""count"": 1386.0, ""seconds"": 0.6137680408428423}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0007893329893704504}, ""full_candidate_score"": {""count"": 8307.0, ""seconds"": 9.954090752624325}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0007006670057307929}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0011720839975168929}, ""repair:greedy_insert_repair"": {""count"": 2769.0, ""seconds"": 271.7940354388993}, ""repair:regret2_insert_repair"": {""count"": 2769.0, ""seconds"": 284.343978400022}, ""repair:regret3_insert_repair"": {""count"": 2769.0, ""seconds"": 281.1899656327878}, ""repair_full_check"": {""count"": 16614.0, ""seconds"": 14.219984456154634}, ""repair_solution_score"": {""count"": 8156.0, ""seconds"": 4.058286846324336}, ""route_model_cost"": {""count"": 949742.0, ""seconds"": 28.16498037445126}, ""scan_build"": {""count"": 34.0, ""seconds"": 0.11168524701497518}, ""scan_score"": {""count"": 34.0, ""seconds"": 0.05190383401350118}}",0,False,False,0.037037037037037035
{},16000,LNS,280.0,573.7936728978657,vanilla,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_smoke_data/checkpoints/wc280/e2-vanilla-10c-01__LNS__seed1.json,True,9b6e2e2629fa88ad616f1d06fd76c2f4d96339b1,wallclock,1,2,29.895120125001995,1,1,16000,535.2044057056263,True,OK,e2-vanilla-10c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,3,300.0,wc280,280kWh same wall-clock,1,10,OK,{},0,False,False,0.3333333333333333
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,280.0,396.37361362956347,vanilla,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_smoke_data/checkpoints/wc280/e2-vanilla-10c-01__alns_e2_throughput__seed1.json,True,9b6e2e2629fa88ad616f1d06fd76c2f4d96339b1,wallclock,1,1,11.176597792000393,1,1,16000,1431.5626541962472,True,OK,e2-vanilla-10c-01,1,2.3.5,/opt/anaconda3/bin/python3.13,1,2,300.0,wc280,280kWh same wall-clock,1,10,OK,"{""acceptance"": {""count"": 15937.0, ""seconds"": 0.020336208064691164}, ""checkpoint_model_cost"": {""count"": 9.0, ""seconds"": 0.00038562600093428046}, ""destroy:random_customer_removal"": {""count"": 954.0, ""seconds"": 0.04244857601588592}, ""destroy:route_segment_removal"": {""count"": 9997.0, ""seconds"": 0.27588528821070213}, ""destroy:shaw_related_removal"": {""count"": 954.0, ""seconds"": 0.06349096506892238}, ""destroy:vehicle_type_swap"": {""count"": 954.0, ""seconds"": 0.14030673692468554}, ""destroy:whole_route_removal"": {""count"": 2124.0, ""seconds"": 0.03982975510007236}, ""destroy:worst_customer_removal"": {""count"": 954.0, ""seconds"": 0.026703936033300124}, ""final_check"": {""count"": 1.0, ""seconds"": 7.983400428202003e-05}, ""full_candidate_score"": {""count"": 15937.0, ""seconds"": 2.049076137394877}, ""history_model_cost"": {""count"": 9.0, ""seconds"": 0.0004067499830853194}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00016104200039990246}, ""local_search"": {""count"": 3238.0, ""seconds"": 0.004385089720017277}, ""repair:greedy_insert_repair"": {""count"": 8962.0, ""seconds"": 3.874630779027939}, ""repair:regret2_insert_repair"": {""count"": 3897.0, ""seconds"": 1.83658658566128}, ""repair:regret3_insert_repair"": {""count"": 3078.0, ""seconds"": 2.1160034359490965}, ""repair_full_check"": {""count"": 17023.0, ""seconds"": 1.5715446540998528}, ""repair_solution_score"": {""count"": 954.0, ""seconds"": 0.032851543044671416}, ""route_model_cost"": {""count"": 900.0, ""seconds"": 0.04650158387084957}, ""scan_build"": {""count"": 63.0, ""seconds"": 0.0054225859785219654}, ""scan_score"": {""count"": 63.0, ""seconds"": 0.004566170944599435}}",0,False,False,0.5
{},16000,LNS,80.0,3960.9142264324673,multidepot,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_smoke_data/checkpoints/wc80/e2-multidepot-100c-01__LNS__seed1.json,True,9b6e2e2629fa88ad616f1d06fd76c2f4d96339b1,wallclock,7,14,598.9323409589997,1,1,16000,26.71420276684523,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,900.0,wc80,Goeke80 same wall-clock,1,100,OK,{},0,False,False,0.06666666666666667
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,80.0,3960.9142264324673,multidepot,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_smoke_data/checkpoints/wc80/e2-multidepot-100c-01__alns_e2_throughput__seed1.json,True,9b6e2e2629fa88ad616f1d06fd76c2f4d96339b1,wallclock,7,14,308.39550404201145,1,1,16000,51.881430793557826,True,OK,e2-multidepot-100c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,15,900.0,wc80,Goeke80 same wall-clock,1,100,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.0046904433984309435}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00024579098680987954}, ""destroy:random_customer_removal"": {""count"": 2658.0, ""seconds"": 0.507084626951837}, ""destroy:route_segment_removal"": {""count"": 2655.0, ""seconds"": 0.49503785313572735}, ""destroy:shaw_related_removal"": {""count"": 2655.0, ""seconds"": 14.83629772401764}, ""destroy:vehicle_type_swap"": {""count"": 2655.0, ""seconds"": 9.771254320832668}, ""destroy:whole_route_removal"": {""count"": 2655.0, ""seconds"": 0.4415303449786734}, ""destroy:worst_customer_removal"": {""count"": 2658.0, ""seconds"": 0.5527588477852987}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0004960420046700165}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 9.629798052221304}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0003161249915137887}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.001019875009660609}, ""repair:greedy_insert_repair"": {""count"": 5312.0, ""seconds"": 91.41576543747215}, ""repair:regret2_insert_repair"": {""count"": 5312.0, ""seconds"": 92.71980572010216}, ""repair:regret3_insert_repair"": {""count"": 5312.0, ""seconds"": 93.41704736107204}, ""repair_full_check"": {""count"": 31872.0, ""seconds"": 11.539779720784281}, ""repair_solution_score"": {""count"": 7234.0, ""seconds"": 1.8978008816338843}, ""route_model_cost"": {""count"": 628491.0, ""seconds"": 16.152331253135344}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.0679105820163386}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.03480329198646359}}",0,False,False,0.06666666666666667
{},10491,LNS,80.0,6633.4344963179965,threeshift,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_smoke_data/checkpoints/wc80/e2-threeshift-200c-01__LNS__seed1.json,True,9b6e2e2629fa88ad616f1d06fd76c2f4d96339b1,wallclock,14,26,903.8565305839875,1,1,16000,11.606930574724839,True,OK,e2-threeshift-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,27,900.0,wc80,Goeke80 same wall-clock,1,200,OK,{},0,False,False,0.037037037037037035
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",8069,alns_e2_throughput,80.0,6633.4344963179965,threeshift,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_smoke_data/checkpoints/wc80/e2-threeshift-200c-01__alns_e2_throughput__seed1.json,True,9b6e2e2629fa88ad616f1d06fd76c2f4d96339b1,wallclock,14,26,906.1260742919985,1,1,16000,8.90494184962585,True,OK,e2-threeshift-200c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,27,900.0,wc80,Goeke80 same wall-clock,1,200,OK,"{""acceptance"": {""count"": 8036.0, ""seconds"": 0.0024498704151483253}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0004892089928034693}, ""destroy:random_customer_removal"": {""count"": 1341.0, ""seconds"": 0.49386650673113763}, ""destroy:route_segment_removal"": {""count"": 1338.0, ""seconds"": 0.608187725127209}, ""destroy:shaw_related_removal"": {""count"": 1340.0, ""seconds"": 44.78810081581469}, ""destroy:vehicle_type_swap"": {""count"": 1338.0, ""seconds"": 17.951896779981325}, ""destroy:whole_route_removal"": {""count"": 1338.0, ""seconds"": 0.5548756537464214}, ""destroy:worst_customer_removal"": {""count"": 1341.0, ""seconds"": 0.5904061902256217}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0006556249863933772}, ""full_candidate_score"": {""count"": 8036.0, ""seconds"": 9.573712035882636}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0007800409948686138}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.001263791011297144}, ""repair:greedy_insert_repair"": {""count"": 2679.0, ""seconds"": 271.85397585626924}, ""repair:regret2_insert_repair"": {""count"": 2679.0, ""seconds"": 285.9649246380577}, ""repair:regret3_insert_repair"": {""count"": 2678.0, ""seconds"": 275.95476052623417}, ""repair_full_check"": {""count"": 16072.0, ""seconds"": 13.463007815676974}, ""repair_solution_score"": {""count"": 5868.0, ""seconds"": 2.978435792028904}, ""route_model_cost"": {""count"": 923307.0, ""seconds"": 26.770770185132278}, ""scan_build"": {""count"": 33.0, ""seconds"": 0.09722486895043403}, ""scan_score"": {""count"": 33.0, ""seconds"": 0.049320913036353886}}",0,False,False,0.037037037037037035
{},16000,LNS,80.0,573.7936728978657,vanilla,1,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_smoke_data/checkpoints/wc80/e2-vanilla-10c-01__LNS__seed1.json,True,9b6e2e2629fa88ad616f1d06fd76c2f4d96339b1,wallclock,1,2,31.46819666599913,1,1,16000,508.44985398504696,True,OK,e2-vanilla-10c-01,2,2.3.5,/opt/anaconda3/bin/python3.13,1,3,300.0,wc80,Goeke80 same wall-clock,1,10,OK,{},0,False,False,0.3333333333333333
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,80.0,408.6283967549251,vanilla,2,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/high_tension_separation_probe_smoke_data/checkpoints/wc80/e2-vanilla-10c-01__alns_e2_throughput__seed1.json,True,9b6e2e2629fa88ad616f1d06fd76c2f4d96339b1,wallclock,1,1,13.47645950000151,1,1,16000,1187.255450884426,True,OK,e2-vanilla-10c-01,1,2.3.5,/opt/anaconda3/bin/python3.13,1,2,300.0,wc80,Goeke80 same wall-clock,1,10,OK,"{""acceptance"": {""count"": 15936.0, ""seconds"": 0.011520714600919746}, ""checkpoint_model_cost"": {""count"": 6.0, ""seconds"": 0.0002707090025069192}, ""destroy:random_customer_removal"": {""count"": 1389.0, ""seconds"": 0.06774129395489581}, ""destroy:route_segment_removal"": {""count"": 1389.0, ""seconds"": 0.04166131271631457}, ""destroy:shaw_related_removal"": {""count"": 7420.0, ""seconds"": 0.5382017445808742}, ""destroy:vehicle_type_swap"": {""count"": 1389.0, ""seconds"": 0.34942029605736025}, ""destroy:whole_route_removal"": {""count"": 2174.0, ""seconds"": 0.0460864952619886}, ""destroy:worst_customer_removal"": {""count"": 2175.0, ""seconds"": 0.06651941568998154}, ""final_check"": {""count"": 1.0, ""seconds"": 8.691599941812456e-05}, ""full_candidate_score"": {""count"": 15936.0, ""seconds"": 2.3040691603237065}, ""history_model_cost"": {""count"": 6.0, ""seconds"": 0.00030671000422444195}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.000163792006787844}, ""local_search"": {""count"": 809.0, ""seconds"": 0.001256253948668018}, ""repair:greedy_insert_repair"": {""count"": 3564.0, ""seconds"": 2.029081235828926}, ""repair:regret2_insert_repair"": {""count"": 8809.0, ""seconds"": 5.201265508570941}, ""repair:regret3_insert_repair"": {""count"": 3563.0, ""seconds"": 2.345356699632248}, ""repair_full_check"": {""count"": 17087.0, ""seconds"": 1.7157318912795745}, ""repair_solution_score"": {""count"": 1389.0, ""seconds"": 0.04922699328744784}, ""route_model_cost"": {""count"": 935.0, ""seconds"": 0.019300742860650644}, ""scan_build"": {""count"": 64.0, ""seconds"": 0.005494170967722312}, ""scan_score"": {""count"": 64.0, ""seconds"": 0.005266591950203292}}",0,False,False,0.5
