task_id,phase,instance_id,seed,arm,requested_complete_candidate_budget,observed_complete_candidate_evaluations,runner_expected_complete_candidate_evaluations,status,formal_result_eligible
E5-NONLINEAR-CHARGING-V2-20260730,CONVERGENCE_PROBE,cn-prd-50c-01-V2-LOCATIONS,1,L100_control,1500,331,1500,HALT_NONEXACT_BUDGET,0
