absolute_improvement,best_parent_objective,comparison_baseline,customer_count,error,generated_options_before_dedup,instance_id,new_boundary_columns,new_mip_charger_feasible,new_mip_dual_bound,new_mip_exact_cover,new_mip_fleet_feasible,new_mip_gap,new_mip_integral,new_mip_message,new_mip_node_count,new_mip_seconds,new_mip_status,new_mip_status_class,new_pool_columns,new_pool_objective,new_selected_routes,no_loss,old_mip_charger_feasible,old_mip_dual_bound,old_mip_exact_cover,old_mip_fleet_feasible,old_mip_gap,old_mip_integral,old_mip_message,old_mip_node_count,old_mip_seconds,old_mip_status,old_mip_status_class,old_pool_columns,old_pool_objective,old_selected_routes,parent_count,parent_objectives_json,peak_rss_bytes,relative_improvement_pct,selected_new_boundaries_json,selected_new_boundary_count,status,strict_improvement,wall_seconds,witness_path
0.0,9839.869279263292,9839.41006698713,200,,15075,cn-cy-200c-03-V2-LOCATIONS,5573,True,9839.41006698713,True,True,0.0,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,0.07827662501949817,0,OPTIMAL,5861,9839.41006698713,33,True,True,9839.410066987131,True,True,0.0,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.00236212502932176,0,OPTIMAL,96,9839.41006698713,33,5,"[9839.869279263292, 9849.289391636277, 9843.211686941131, 9843.863012538575, 9848.823661225786]",193134592,0.0,[],0,OK,False,53.17808512499323,baselines/algorithm_prototypes/route_column_mip_assembly_20260725/direct_headroom_gate_v1/witnesses/cn-cy-200c-03-V2-LOCATIONS.json
0.0,1247.0186692958644,1247.0186692958644,25,,1570,cn-jjj-25c-01-V2-LOCATIONS,307,True,1247.0186692958646,True,True,0.0,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,0.011787124967668205,0,OPTIMAL,318,1247.0186692958644,4,True,True,1247.0186692958646,True,True,0.0,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.02313729200977832,0,OPTIMAL,4,1247.0186692958644,4,5,"[1247.0186692958644, 1247.0186692958644, 1247.0186692958644, 1247.0186692958644, 1247.0186692958644]",105709568,0.0,[],0,OK,False,3.2413467500009574,baselines/algorithm_prototypes/route_column_mip_assembly_20260725/direct_headroom_gate_v1/witnesses/cn-jjj-25c-01-V2-LOCATIONS.json
0.0,4616.183683334074,4616.183683334074,100,,12004,cn-prd-100c-03-V2-LOCATIONS,2396,True,4616.183683334075,True,True,0.0,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),1,0.03914179198909551,0,OPTIMAL,2444,4616.183683334074,16,True,True,4616.183683334075,True,True,0.0,True,Optimization terminated successfully. (HiGHS Status 7: Optimal),0,0.0012017080443911254,0,OPTIMAL,16,4616.183683334074,16,5,"[4616.183683334074, 4616.183683334074, 4616.183683334074, 4616.183683334074, 4616.183683334074]",152829952,0.0,[],0,OK,False,28.25475154200103,baselines/algorithm_prototypes/route_column_mip_assembly_20260725/direct_headroom_gate_v1/witnesses/cn-prd-100c-03-V2-LOCATIONS.json
