active_flags,actual_evals,algorithm,best_cost,category,commit_hash,convergence_path,cv_route_count,elapsed_seconds,ev_route_count,eval_budget_backstop,evals_per_second,failure_reason,feasible,gate_status,instance,numpy,python,route_count,runtime_cap_seconds,seed,status,timings,violation_count,worker_stderr_tail,worker_stdout_tail
{},8879,LNS,9388.241203528394,multidepot,c769600e1e746ae20c0e6136ddcf9876ba62f641,,65,915.0070089169894,0,16000,9.703750805700674,Worker exceeded runtime cap plus hard-timeout grace; returned last feasible checkpoint.,True,OK,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,65,900.0,1,HALT_HARD_TIMEOUT_WITH_INCUMBENT,{},0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,9626.813314511974,multidepot,c769600e1e746ae20c0e6136ddcf9876ba62f641,baselines/e2_alns/convergence_throughput/e2-multidepot-200c-01__alns_e2_throughput__seed1.csv,12,414.6058374590066,62,16000,38.59087006121078,,True,OK,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,74,900.0,1,OK,"{""acceptance"": {""count"": 15938.0, ""seconds"": 0.10431923982105218}, ""checkpoint_model_cost"": {""count"": 45.0, ""seconds"": 0.03604350207024254}, ""destroy:random_customer_removal"": {""count"": 567.0, ""seconds"": 0.6765282900887541}, ""destroy:route_segment_removal"": {""count"": 8.0, ""seconds"": 0.012560916948132217}, ""destroy:shaw_related_removal"": {""count"": 3.0, ""seconds"": 0.3067978760227561}, ""destroy:vehicle_type_swap"": {""count"": 479.0, ""seconds"": 9.549142631003633}, ""destroy:whole_route_removal"": {""count"": 14798.0, ""seconds"": 23.627390697423834}, ""destroy:worst_customer_removal"": {""count"": 83.0, ""seconds"": 0.09851432891446166}, ""final_check"": {""count"": 1.0, ""seconds"": 0.005187292001210153}, ""full_candidate_score"": {""count"": 15938.0, ""seconds"": 91.0060677115107}, ""history_model_cost"": {""count"": 45.0, ""seconds"": 0.03648029192117974}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.001680207991739735}, ""local_search"": {""count"": 15724.0, ""seconds"": 0.022595581802306697}, ""repair:greedy_insert_repair"": {""count"": 1056.0, ""seconds"": 165.42552028154023}, ""repair:regret2_insert_repair"": {""count"": 6.0, ""seconds"": 1.0616759169788565}, ""repair:regret3_insert_repair"": {""count"": 14876.0, ""seconds"": 205.9690163960331}, ""repair_full_check"": {""count"": 17373.0, ""seconds"": 85.57039671111852}, ""repair_solution_score"": {""count"": 6361.0, ""seconds"": 5.4105720649822615}, ""route_model_cost"": {""count"": 34786.0, ""seconds"": 0.8539237579680048}, ""scan_build"": {""count"": 62.0, ""seconds"": 0.14009474898921326}, ""scan_score"": {""count"": 62.0, ""seconds"": 0.09917779298848473}}",0,,
{},8959,LNS,9498.939843227325,multidepot,c769600e1e746ae20c0e6136ddcf9876ba62f641,,66,915.0069639580033,0,16000,9.791182311057467,Worker exceeded runtime cap plus hard-timeout grace; returned last feasible checkpoint.,True,OK,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,66,900.0,2,HALT_HARD_TIMEOUT_WITH_INCUMBENT,{},0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,9650.637309280643,multidepot,c769600e1e746ae20c0e6136ddcf9876ba62f641,baselines/e2_alns/convergence_throughput/e2-multidepot-200c-01__alns_e2_throughput__seed2.csv,10,390.1919122499821,64,16000,41.005462947036605,,True,OK,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,74,900.0,2,OK,"{""acceptance"": {""count"": 15938.0, ""seconds"": 0.07890540733933449}, ""checkpoint_model_cost"": {""count"": 45.0, ""seconds"": 0.036309540999354795}, ""destroy:random_customer_removal"": {""count"": 472.0, ""seconds"": 0.5673530812491663}, ""destroy:route_segment_removal"": {""count"": 3.0, ""seconds"": 0.0045313329610507935}, ""destroy:shaw_related_removal"": {""count"": 3.0, ""seconds"": 0.24262337500113063}, ""destroy:vehicle_type_swap"": {""count"": 415.0, ""seconds"": 13.184114449220942}, ""destroy:whole_route_removal"": {""count"": 15042.0, ""seconds"": 24.13685792349861}, ""destroy:worst_customer_removal"": {""count"": 3.0, ""seconds"": 0.003412666992517188}, ""final_check"": {""count"": 1.0, ""seconds"": 0.005404166004154831}, ""full_candidate_score"": {""count"": 15938.0, ""seconds"": 89.16384043678408}, ""history_model_cost"": {""count"": 45.0, ""seconds"": 0.03692362896981649}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0016801669844426215}, ""local_search"": {""count"": 15713.0, ""seconds"": 0.020236326497979462}, ""repair:greedy_insert_repair"": {""count"": 15457.0, ""seconds"": 191.83217549911933}, ""repair:regret2_insert_repair"": {""count"": 6.0, ""seconds"": 2.2037867489852943}, ""repair:regret3_insert_repair"": {""count"": 475.0, ""seconds"": 150.24838550118147}, ""repair_full_check"": {""count"": 18045.0, ""seconds"": 87.54313894291408}, ""repair_solution_score"": {""count"": 5646.0, ""seconds"": 4.9017142730008345}, ""route_model_cost"": {""count"": 34348.0, ""seconds"": 0.848575667681871}, ""scan_build"": {""count"": 62.0, ""seconds"": 0.13673504313919693}, ""scan_score"": {""count"": 62.0, ""seconds"": 0.09762079708161764}}",0,,
{},5930,LNS,9509.817219845878,multidepot,c769600e1e746ae20c0e6136ddcf9876ba62f641,,66,915.0059550000005,0,16000,6.480832138409412,Worker exceeded runtime cap plus hard-timeout grace; returned last feasible checkpoint.,True,OK,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,66,900.0,3,HALT_HARD_TIMEOUT_WITH_INCUMBENT,{},0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,9505.902745985468,multidepot,c769600e1e746ae20c0e6136ddcf9876ba62f641,baselines/e2_alns/convergence_throughput/e2-multidepot-200c-01__alns_e2_throughput__seed3.csv,13,436.4621643339924,60,16000,36.65838944920865,,True,OK,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,73,900.0,3,OK,"{""acceptance"": {""count"": 15941.0, ""seconds"": 0.2975928763335105}, ""checkpoint_model_cost"": {""count"": 67.0, ""seconds"": 0.05568699905415997}, ""destroy:random_customer_removal"": {""count"": 626.0, ""seconds"": 0.7323327813646756}, ""destroy:route_segment_removal"": {""count"": 13655.0, ""seconds"": 22.912360213464126}, ""destroy:shaw_related_removal"": {""count"": 3.0, ""seconds"": 0.23823658199398778}, ""destroy:vehicle_type_swap"": {""count"": 271.0, ""seconds"": 5.63690670140204}, ""destroy:whole_route_removal"": {""count"": 1383.0, ""seconds"": 2.2074019194114953}, ""destroy:worst_customer_removal"": {""count"": 3.0, ""seconds"": 0.0032859160273801535}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0051079170079901814}, ""full_candidate_score"": {""count"": 15941.0, ""seconds"": 95.99324570025783}, ""history_model_cost"": {""count"": 67.0, ""seconds"": 0.05964666896034032}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0020273749832995236}, ""local_search"": {""count"": 14036.0, ""seconds"": 0.046495839313138276}, ""repair:greedy_insert_repair"": {""count"": 2260.0, ""seconds"": 225.9725787153002}, ""repair:regret2_insert_repair"": {""count"": 45.0, ""seconds"": 2.1196573728811927}, ""repair:regret3_insert_repair"": {""count"": 13636.0, ""seconds"": 166.67418725055177}, ""repair_full_check"": {""count"": 16419.0, ""seconds"": 85.36858969659079}, ""repair_solution_score"": {""count"": 3860.0, ""seconds"": 3.345963615254732}, ""route_model_cost"": {""count"": 42827.0, ""seconds"": 1.1821516156487633}, ""scan_build"": {""count"": 59.0, ""seconds"": 0.14068204106297344}, ""scan_score"": {""count"": 59.0, ""seconds"": 0.1002962470811326}}",0,,
{},4002,LNS,9412.070336728642,multidepot,c769600e1e746ae20c0e6136ddcf9876ba62f641,,65,915.0062055839808,0,16000,4.373740828834947,Worker exceeded runtime cap plus hard-timeout grace; returned last feasible checkpoint.,True,OK,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,65,900.0,4,HALT_HARD_TIMEOUT_WITH_INCUMBENT,{},0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,9568.428625951432,multidepot,c769600e1e746ae20c0e6136ddcf9876ba62f641,baselines/e2_alns/convergence_throughput/e2-multidepot-200c-01__alns_e2_throughput__seed4.csv,12,437.2966121250065,61,16000,36.58843804494467,,True,OK,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,73,900.0,4,OK,"{""acceptance"": {""count"": 15943.0, ""seconds"": 0.09482256951741874}, ""checkpoint_model_cost"": {""count"": 81.0, ""seconds"": 0.07131479203235358}, ""destroy:random_customer_removal"": {""count"": 705.0, ""seconds"": 0.8154662555025425}, ""destroy:route_segment_removal"": {""count"": 14734.0, ""seconds"": 23.89812362677185}, ""destroy:shaw_related_removal"": {""count"": 3.0, ""seconds"": 0.2494348740146961}, ""destroy:vehicle_type_swap"": {""count"": 491.0, ""seconds"": 13.945222994603682}, ""destroy:whole_route_removal"": {""count"": 7.0, ""seconds"": 0.010265126038575545}, ""destroy:worst_customer_removal"": {""count"": 3.0, ""seconds"": 0.0031892089755274355}, ""final_check"": {""count"": 1.0, ""seconds"": 0.005421542009571567}, ""full_candidate_score"": {""count"": 15943.0, ""seconds"": 91.44908441108419}, ""history_model_cost"": {""count"": 81.0, ""seconds"": 0.07243866822682321}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0016663749993313104}, ""local_search"": {""count"": 13908.0, ""seconds"": 0.02017849768162705}, ""repair:greedy_insert_repair"": {""count"": 1196.0, ""seconds"": 219.11009912355803}, ""repair:regret2_insert_repair"": {""count"": 485.0, ""seconds"": 7.156824704376049}, ""repair:regret3_insert_repair"": {""count"": 14262.0, ""seconds"": 163.81790012971032}, ""repair_full_check"": {""count"": 16613.0, ""seconds"": 81.73309870026424}, ""repair_solution_score"": {""count"": 6879.0, ""seconds"": 6.084724900545552}, ""route_model_cost"": {""count"": 44305.0, ""seconds"": 1.135301276226528}, ""scan_build"": {""count"": 57.0, ""seconds"": 0.12642020895145833}, ""scan_score"": {""count"": 57.0, ""seconds"": 0.09005516199977137}}",0,,
{},6979,LNS,9494.467859840639,multidepot,c769600e1e746ae20c0e6136ddcf9876ba62f641,,66,915.0051952500071,0,16000,7.627279097681108,Worker exceeded runtime cap plus hard-timeout grace; returned last feasible checkpoint.,True,OK,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,66,900.0,5,HALT_HARD_TIMEOUT_WITH_INCUMBENT,{},0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,9404.998765678223,multidepot,c769600e1e746ae20c0e6136ddcf9876ba62f641,baselines/e2_alns/convergence_throughput/e2-multidepot-200c-01__alns_e2_throughput__seed5.csv,12,355.1434952499985,60,16000,45.05221189180732,,True,OK,e2-multidepot-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,72,900.0,5,OK,"{""acceptance"": {""count"": 15942.0, ""seconds"": 0.08579033956630155}, ""checkpoint_model_cost"": {""count"": 73.0, ""seconds"": 0.05634408292826265}, ""destroy:random_customer_removal"": {""count"": 464.0, ""seconds"": 0.5099414579453878}, ""destroy:route_segment_removal"": {""count"": 14878.0, ""seconds"": 23.49218015759834}, ""destroy:shaw_related_removal"": {""count"": 3.0, ""seconds"": 0.23326020897366107}, ""destroy:vehicle_type_swap"": {""count"": 581.0, ""seconds"": 11.78389328691992}, ""destroy:whole_route_removal"": {""count"": 13.0, ""seconds"": 0.018770541064441204}, ""destroy:worst_customer_removal"": {""count"": 3.0, ""seconds"": 0.0029321670008357614}, ""final_check"": {""count"": 1.0, ""seconds"": 0.005008750013075769}, ""full_candidate_score"": {""count"": 15942.0, ""seconds"": 90.72303381672828}, ""history_model_cost"": {""count"": 73.0, ""seconds"": 0.056759619095828384}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0016641250113025308}, ""local_search"": {""count"": 13828.0, ""seconds"": 0.019922747887903824}, ""repair:greedy_insert_repair"": {""count"": 15464.0, ""seconds"": 174.5162064898468}, ""repair:regret2_insert_repair"": {""count"": 11.0, ""seconds"": 1.5681495839962736}, ""repair:regret3_insert_repair"": {""count"": 467.0, ""seconds"": 135.20781175544835}, ""repair_full_check"": {""count"": 16341.0, ""seconds"": 79.83582325655152}, ""repair_solution_score"": {""count"": 8150.0, ""seconds"": 6.770299759140471}, ""route_model_cost"": {""count"": 35678.0, ""seconds"": 0.8569169210968539}, ""scan_build"": {""count"": 58.0, ""seconds"": 0.12983533513033763}, ""scan_score"": {""count"": 58.0, ""seconds"": 0.09207199900993146}}",0,,
{},9388,LNS,4945.0376991632365,threeshift,c769600e1e746ae20c0e6136ddcf9876ba62f641,baselines/e2_alns/convergence_throughput/e2-threeshift-100c-01__LNS__seed1.csv,29,300.01703245798126,0,16000,31.29155675958108,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,29,300.0,1,HALT_RUNTIME_UNDER_EVAL,{},0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,4874.971895490413,threeshift,c769600e1e746ae20c0e6136ddcf9876ba62f641,baselines/e2_alns/convergence_throughput/e2-threeshift-100c-01__alns_e2_throughput__seed1.csv,10,132.0010950829892,22,16000,121.2111156346149,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,32,300.0,1,OK,"{""acceptance"": {""count"": 15939.0, ""seconds"": 0.06750541063956916}, ""checkpoint_model_cost"": {""count"": 42.0, ""seconds"": 0.016714329161914065}, ""destroy:random_customer_removal"": {""count"": 1180.0, ""seconds"": 0.410545617894968}, ""destroy:route_segment_removal"": {""count"": 14295.0, ""seconds"": 5.958434553002007}, ""destroy:shaw_related_removal"": {""count"": 3.0, ""seconds"": 0.02938329102471471}, ""destroy:vehicle_type_swap"": {""count"": 209.0, ""seconds"": 1.7781785109837074}, ""destroy:whole_route_removal"": {""count"": 249.0, ""seconds"": 0.09792386679328047}, ""destroy:worst_customer_removal"": {""count"": 3.0, ""seconds"": 0.001038374990457669}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0016297090041916817}, ""full_candidate_score"": {""count"": 15939.0, ""seconds"": 31.176118472067174}, ""history_model_cost"": {""count"": 42.0, ""seconds"": 0.017321460938546807}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0007468340045306832}, ""local_search"": {""count"": 11804.0, ""seconds"": 0.0158031937899068}, ""repair:greedy_insert_repair"": {""count"": 212.0, ""seconds"": 0.8461527420731727}, ""repair:regret2_insert_repair"": {""count"": 15706.0, ""seconds"": 117.72200371784857}, ""repair:regret3_insert_repair"": {""count"": 21.0, ""seconds"": 0.30046283491537906}, ""repair_full_check"": {""count"": 16399.0, ""seconds"": 25.531216564646456}, ""repair_solution_score"": {""count"": 2509.0, ""seconds"": 1.0272164376510773}, ""route_model_cost"": {""count"": 12745.0, ""seconds"": 0.3175491263100412}, ""scan_build"": {""count"": 61.0, ""seconds"": 0.06227970801410265}, ""scan_score"": {""count"": 61.0, ""seconds"": 0.049297081044642255}}",0,,
{},9472,LNS,4941.366750118891,threeshift,c769600e1e746ae20c0e6136ddcf9876ba62f641,baselines/e2_alns/convergence_throughput/e2-threeshift-100c-01__LNS__seed2.csv,29,300.0237035000173,0,16000,31.57083886873443,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,29,300.0,2,HALT_RUNTIME_UNDER_EVAL,{},0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,5186.520656410425,threeshift,c769600e1e746ae20c0e6136ddcf9876ba62f641,baselines/e2_alns/convergence_throughput/e2-threeshift-100c-01__alns_e2_throughput__seed2.csv,10,115.69827216700651,24,16000,138.2907428116519,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,34,300.0,2,OK,"{""acceptance"": {""count"": 15940.0, ""seconds"": 0.06823530490510166}, ""checkpoint_model_cost"": {""count"": 33.0, ""seconds"": 0.013535623991629109}, ""destroy:random_customer_removal"": {""count"": 690.0, ""seconds"": 0.25809691203176044}, ""destroy:route_segment_removal"": {""count"": 14908.0, ""seconds"": 6.776493037526961}, ""destroy:shaw_related_removal"": {""count"": 3.0, ""seconds"": 0.031211999972583726}, ""destroy:vehicle_type_swap"": {""count"": 196.0, ""seconds"": 1.7399489972740412}, ""destroy:whole_route_removal"": {""count"": 44.0, ""seconds"": 0.018261504999827594}, ""destroy:worst_customer_removal"": {""count"": 99.0, ""seconds"": 0.03777562596951611}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0016398330044467002}, ""full_candidate_score"": {""count"": 15940.0, ""seconds"": 32.34267667264794}, ""history_model_cost"": {""count"": 33.0, ""seconds"": 0.013843959895893931}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0007568339933641255}, ""local_search"": {""count"": 12113.0, ""seconds"": 0.0165346878929995}, ""repair:greedy_insert_repair"": {""count"": 15800.0, ""seconds"": 96.55387615016662}, ""repair:regret2_insert_repair"": {""count"": 102.0, ""seconds"": 5.052060994930798}, ""repair:regret3_insert_repair"": {""count"": 38.0, ""seconds"": 0.3346888770465739}, ""repair_full_check"": {""count"": 16764.0, ""seconds"": 27.009055743168574}, ""repair_solution_score"": {""count"": 2338.0, ""seconds"": 0.9915616665384732}, ""route_model_cost"": {""count"": 11560.0, ""seconds"": 0.26188744776300155}, ""scan_build"": {""count"": 60.0, ""seconds"": 0.059991622052621096}, ""scan_score"": {""count"": 60.0, ""seconds"": 0.04837425096775405}}",0,,
{},9371,LNS,4958.344723229885,threeshift,c769600e1e746ae20c0e6136ddcf9876ba62f641,baselines/e2_alns/convergence_throughput/e2-threeshift-100c-01__LNS__seed3.csv,30,300.0124512500188,0,16000,31.235370268651184,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,30,300.0,3,HALT_RUNTIME_UNDER_EVAL,{},0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_e2_throughput,4962.492327226075,threeshift,c769600e1e746ae20c0e6136ddcf9876ba62f641,baselines/e2_alns/convergence_throughput/e2-threeshift-100c-01__alns_e2_throughput__seed3.csv,12,156.4991202079982,20,16000,102.23699646831808,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,32,300.0,3,OK,"{""acceptance"": {""count"": 15939.0, ""seconds"": 0.07148340847925283}, ""checkpoint_model_cost"": {""count"": 44.0, ""seconds"": 0.016811205015983433}, ""destroy:random_customer_removal"": {""count"": 1761.0, ""seconds"": 0.6080960652325302}, ""destroy:route_segment_removal"": {""count"": 13990.0, ""seconds"": 5.693475452280836}, ""destroy:shaw_related_removal"": {""count"": 3.0, ""seconds"": 0.029398166050668806}, ""destroy:vehicle_type_swap"": {""count"": 174.0, ""seconds"": 1.7284560431435239}, ""destroy:whole_route_removal"": {""count"": 3.0, ""seconds"": 0.0011044159764423966}, ""destroy:worst_customer_removal"": {""count"": 8.0, ""seconds"": 0.00271262603928335}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0014215840201359242}, ""full_candidate_score"": {""count"": 15939.0, ""seconds"": 29.09355970445904}, ""history_model_cost"": {""count"": 44.0, ""seconds"": 0.01715141598833725}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0007489999989047647}, ""local_search"": {""count"": 11221.0, ""seconds"": 0.01495779977994971}, ""repair:greedy_insert_repair"": {""count"": 14164.0, ""seconds"": 51.57404626114294}, ""repair:regret2_insert_repair"": {""count"": 1769.0, ""seconds"": 92.21772238489939}, ""repair:regret3_insert_repair"": {""count"": 6.0, ""seconds"": 0.22198071001912467}, ""repair_full_check"": {""count"": 16385.0, ""seconds"": 23.580157738149865}, ""repair_solution_score"": {""count"": 2324.0, ""seconds"": 0.9182697841606569}, ""route_model_cost"": {""count"": 14928.0, ""seconds"": 0.3435548569250386}, ""scan_build"": {""count"": 61.0, ""seconds"": 0.06264357990585268}, ""scan_score"": {""count"": 61.0, ""seconds"": 0.05067775410134345}}",0,,
{},9167,LNS,4958.937270537301,threeshift,c769600e1e746ae20c0e6136ddcf9876ba62f641,baselines/e2_alns/convergence_throughput/e2-threeshift-100c-01__LNS__seed4.csv,30,300.02667008401477,0,16000,30.553950411918436,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,30,300.0,4,HALT_RUNTIME_UNDER_EVAL,{},0,,
