active_flags,actual_evals,algorithm,best_cost,category,commit_hash,convergence_path,cv_route_count,elapsed_seconds,ev_route_count,eval_budget_backstop,failure_reason,feasible,gate_status,instance,numpy,python,route_count,runtime_cap_seconds,seed,status,violation_count,worker_stderr_tail,worker_stdout_tail
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",1175,alns_sa_lns_cooling,4976.140410454817,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-100c-01__alns_sa_lns_cooling__seed3.csv,12,301.56128420800087,20,16000,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,32,300.0,3,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",2356,alns_sa_lns_cooling,4945.263898543205,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-100c-01__alns_sa_lns_cooling__seed4.csv,11,301.6054936250148,21,16000,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,32,300.0,4,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",1291,alns_sa_lns_cooling,5102.048264646878,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-100c-01__alns_sa_lns_cooling__seed5.csv,10,301.41026708399295,24,16000,,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,34,300.0,5,OK,0,,
{},16000,LNS,7464.210178857276,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-150c-01__LNS__seed1.csv,48,895.0296761250065,0,16000,,True,OK,e2-threeshift-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,48,900.0,1,OK,0,,
{},16000,LNS,7439.741686861522,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-150c-01__LNS__seed2.csv,48,873.3644380409969,0,16000,,True,OK,e2-threeshift-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,48,900.0,2,OK,0,,
{},16000,LNS,7459.639441382174,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-150c-01__LNS__seed3.csv,48,887.2506385830056,0,16000,,True,OK,e2-threeshift-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,48,900.0,3,OK,0,,
{},16000,LNS,7449.754118413921,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-150c-01__LNS__seed4.csv,48,883.5810781249893,0,16000,,True,OK,e2-threeshift-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,48,900.0,4,OK,0,,
{},15920,LNS,7445.310470539248,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-150c-01__LNS__seed5.csv,48,900.0636684579949,0,16000,,True,OK,e2-threeshift-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,48,900.0,5,HALT_RUNTIME_UNDER_EVAL,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""autofit"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",1270,alns_sa_autofit,8127.154903836861,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-150c-01__alns_sa_autofit__seed1.csv,48,902.6210751670005,5,16000,,True,OK,e2-threeshift-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,53,900.0,1,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""autofit"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",1312,alns_sa_autofit,8185.799968142037,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-150c-01__alns_sa_autofit__seed2.csv,46,902.2892425419996,8,16000,,True,OK,e2-threeshift-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,54,900.0,2,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""autofit"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",1353,alns_sa_autofit,8223.795297502866,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-150c-01__alns_sa_autofit__seed3.csv,45,901.908811500005,10,16000,,True,OK,e2-threeshift-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,55,900.0,3,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""autofit"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",1454,alns_sa_autofit,8202.947183986078,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-150c-01__alns_sa_autofit__seed4.csv,44,902.4865355840011,10,16000,,True,OK,e2-threeshift-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,54,900.0,4,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""autofit"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",1305,alns_sa_autofit,8143.803394212797,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-150c-01__alns_sa_autofit__seed5.csv,32,902.226068916003,24,16000,,True,OK,e2-threeshift-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,56,900.0,5,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_sa_lns_cooling,7636.9376665666,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-150c-01__alns_sa_lns_cooling__seed1.csv,14,857.8654266250087,39,16000,,True,OK,e2-threeshift-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,53,900.0,1,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",1765,alns_sa_lns_cooling,7266.048943730232,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-150c-01__alns_sa_lns_cooling__seed2.csv,15,902.3041859169898,35,16000,,True,OK,e2-threeshift-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,50,900.0,2,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",5882,alns_sa_lns_cooling,7711.283491517942,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-150c-01__alns_sa_lns_cooling__seed3.csv,14,901.3756744579878,40,16000,,True,OK,e2-threeshift-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,54,900.0,3,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_sa_lns_cooling,7589.467151117784,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-150c-01__alns_sa_lns_cooling__seed4.csv,15,586.2792312500242,37,16000,,True,OK,e2-threeshift-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,52,900.0,4,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",7263,alns_sa_lns_cooling,7580.914893275386,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-150c-01__alns_sa_lns_cooling__seed5.csv,13,901.7514743329957,41,16000,,True,OK,e2-threeshift-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,54,900.0,5,OK,0,,
{},9984,LNS,8967.188137272007,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-200c-01__LNS__seed1.csv,62,900.0496529999946,0,16000,,True,OK,e2-threeshift-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,62,900.0,1,HALT_RUNTIME_UNDER_EVAL,0,,
{},10086,LNS,8982.893040950465,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-200c-01__LNS__seed2.csv,62,900.072602041997,0,16000,,True,OK,e2-threeshift-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,62,900.0,2,HALT_RUNTIME_UNDER_EVAL,0,,
{},9942,LNS,9023.865534400882,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-200c-01__LNS__seed3.csv,63,900.0314218750282,0,16000,,True,OK,e2-threeshift-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,63,900.0,3,HALT_RUNTIME_UNDER_EVAL,0,,
{},9927,LNS,8987.12889058315,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-200c-01__LNS__seed4.csv,62,900.0703818339971,0,16000,,True,OK,e2-threeshift-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,62,900.0,4,HALT_RUNTIME_UNDER_EVAL,0,,
{},10155,LNS,8985.990256279352,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-200c-01__LNS__seed5.csv,62,900.0575239589962,0,16000,,True,OK,e2-threeshift-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,62,900.0,5,HALT_RUNTIME_UNDER_EVAL,0,,
,0,alns_sa_autofit,inf,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.0211175000004,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-threeshift-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,1,HALT_HARD_TIMEOUT,-1,,
,0,alns_sa_autofit,inf,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.0203751249937,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-threeshift-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,2,HALT_HARD_TIMEOUT,-1,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""autofit"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",534,alns_sa_autofit,10073.969917214288,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-200c-01__alns_sa_autofit__seed3.csv,55,902.9618855000008,18,16000,,True,OK,e2-threeshift-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,73,900.0,3,OK,0,,
,0,alns_sa_autofit,inf,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.0133824579825,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-threeshift-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,4,HALT_HARD_TIMEOUT,-1,,
,0,alns_sa_autofit,inf,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.0175142919761,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-threeshift-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,5,HALT_HARD_TIMEOUT,-1,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",823,alns_sa_lns_cooling,9263.728515880817,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-200c-01__alns_sa_lns_cooling__seed1.csv,12,902.3770666670171,59,16000,,True,OK,e2-threeshift-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,71,900.0,1,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",16000,alns_sa_lns_cooling,9317.960096575536,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-200c-01__alns_sa_lns_cooling__seed2.csv,13,833.0538125000021,58,16000,,True,OK,e2-threeshift-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,71,900.0,2,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",4396,alns_sa_lns_cooling,9478.381062979111,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-200c-01__alns_sa_lns_cooling__seed3.csv,12,901.6213560839824,61,16000,,True,OK,e2-threeshift-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,73,900.0,3,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",892,alns_sa_lns_cooling,9676.159853034145,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-200c-01__alns_sa_lns_cooling__seed4.csv,12,902.3860882080044,61,16000,,True,OK,e2-threeshift-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,73,900.0,4,OK,0,,
,0,alns_sa_lns_cooling,inf,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,,0,915.0086447499925,0,16000,Worker exceeded runtime cap plus hard-timeout grace.,False,HALT_HARD_TIMEOUT,e2-threeshift-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,0,900.0,5,HALT_HARD_TIMEOUT,-1,"/Volumes/移动硬盘（512G）/ReSETP/Reference Algorithm/ALNS-7.0.0@N-Wouda/alns/accept/SimulatedAnnealing.py:102: RuntimeWarning: overflow encountered in exp
  probability = np.exp(
",
{},16000,LNS,2355.672498655246,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-50c-01__LNS__seed1.csv,15,181.12362037500134,0,16000,,True,OK,e2-threeshift-50c-01,2.3.5,/opt/anaconda3/bin/python3.13,15,300.0,1,OK,0,,
{},16000,LNS,2358.6526503893247,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-50c-01__LNS__seed2.csv,15,184.30546033300925,0,16000,,True,OK,e2-threeshift-50c-01,2.3.5,/opt/anaconda3/bin/python3.13,15,300.0,2,OK,0,,
{},16000,LNS,2360.506383996435,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-50c-01__LNS__seed3.csv,15,183.8594086249941,0,16000,,True,OK,e2-threeshift-50c-01,2.3.5,/opt/anaconda3/bin/python3.13,15,300.0,3,OK,0,,
{},16000,LNS,2365.060745548055,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-50c-01__LNS__seed4.csv,15,183.02840866701445,0,16000,,True,OK,e2-threeshift-50c-01,2.3.5,/opt/anaconda3/bin/python3.13,15,300.0,4,OK,0,,
{},16000,LNS,2351.3471635682135,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-50c-01__LNS__seed5.csv,15,185.61815645798924,0,16000,,True,OK,e2-threeshift-50c-01,2.3.5,/opt/anaconda3/bin/python3.13,15,300.0,5,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""autofit"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",6264,alns_sa_autofit,2403.866881580915,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-50c-01__alns_sa_autofit__seed1.csv,6,301.66851195899653,11,16000,,True,OK,e2-threeshift-50c-01,2.3.5,/opt/anaconda3/bin/python3.13,17,300.0,1,OK,0,,
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""autofit"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",6216,alns_sa_autofit,2369.221436178748,threeshift,8ae7727ee6fd2b6d68b75a631e0476107e60cb32,baselines/e2_alns/convergence/e2-threeshift-50c-01__alns_sa_autofit__seed2.csv,6,301.46782820901717,11,16000,,True,OK,e2-threeshift-50c-01,2.3.5,/opt/anaconda3/bin/python3.13,17,300.0,2,OK,0,,
