instance_id,candidate_family,source_family,seed,arm,label_to_depot,source_label_by_depot,customer_count_by_depot,demand_kg_by_depot,payload_capacity_kg_by_depot,available_cv_by_depot,available_ev_by_depot,used_cv_by_depot,used_ev_by_depot,used_cv_total,used_ev_total,total_cost_cny,total_distance_km,total_emissions_kg,cross_contractor_customer_count,joint_relative_cost_change_pct,complete_candidate_evaluations,elapsed_seconds,mapping_sha256,initial_sha256,solution_sha256,status,status_reason
cn-prd-200c-02-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,1,HISTORICAL_STANDALONE,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_dongguan"", ""3"": ""D_foshan""}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5764.0, ""D_foshan"": 5763.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22985.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 25920.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 12, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 11, ""D_shenzhen"": 11}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",27,11,14127.202990431168,5568.01566004949,1401.995964063397,0,-33.02053585840217,32,35.42041629110463,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ab63cded596a6140f073287409be9f9c222bd07ecde759e5e2a895bf44c20a74,5c3b73a400acb713dbc75b03014f8c28e3932b576a27b5a5a414bd3c70c13e3c,PASS,
cn-prd-200c-02-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,1,JOINT_OPTIMIZED,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_dongguan"", ""3"": ""D_foshan""}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5764.0, ""D_foshan"": 5763.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22985.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 25920.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 12, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 3, ""D_foshan"": 3, ""D_guangzhou"": 9, ""D_shenzhen"": 8}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",23,11,9462.32486118658,2584.7946569960263,678.0922893111351,141,-33.02053585840217,32,31.9152946670074,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ab63cded596a6140f073287409be9f9c222bd07ecde759e5e2a895bf44c20a74,107c3ed052ba58c1a218912be407d83dd7d23f3163a4f0db0597e9cf8f6b8083,PASS,
cn-prd-200c-02-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,2,HISTORICAL_STANDALONE,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_dongguan"", ""3"": ""D_foshan""}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5764.0, ""D_foshan"": 5763.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22985.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 25920.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 12, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 11, ""D_shenzhen"": 11}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",27,11,14208.42742068338,5588.026266042358,1398.7350969499548,0,-34.9996899059527,32,34.45205483294558,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ab63cded596a6140f073287409be9f9c222bd07ecde759e5e2a895bf44c20a74,291ce5d4ad8f67a0e1802504a5316226bbb56d89ccba462d787eebea88cf1de8,PASS,
cn-prd-200c-02-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,2,JOINT_OPTIMIZED,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_dongguan"", ""3"": ""D_foshan""}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5764.0, ""D_foshan"": 5763.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22985.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 25920.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 12, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 3, ""D_foshan"": 2, ""D_guangzhou"": 9, ""D_shenzhen"": 9}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",23,11,9235.521882931844,2386.751397066883,629.510469578189,138,-34.9996899059527,32,31.392737540998496,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ab63cded596a6140f073287409be9f9c222bd07ecde759e5e2a895bf44c20a74,f7d50fb0453ad487980102fcebc05cef0d7140ec5c92b21bc77866971d88707a,PASS,
cn-prd-200c-02-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,3,HISTORICAL_STANDALONE,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_dongguan"", ""3"": ""D_foshan""}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5764.0, ""D_foshan"": 5763.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22985.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 25920.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 12, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 11, ""D_shenzhen"": 11}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",27,11,14236.457315657035,5559.920757078546,1430.9241839373942,0,-35.055895204710396,32,36.268426958005875,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ab63cded596a6140f073287409be9f9c222bd07ecde759e5e2a895bf44c20a74,16d7ec6110cd06df081c163f359b76d1163784dec4026f714c5918d681f53a7b,PASS,
cn-prd-200c-02-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,3,JOINT_OPTIMIZED,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_dongguan"", ""3"": ""D_foshan""}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5764.0, ""D_foshan"": 5763.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22985.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 25920.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 12, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 3, ""D_foshan"": 2, ""D_guangzhou"": 9, ""D_shenzhen"": 9}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",23,11,9245.739758216978,2397.346960227127,634.5212200777227,138,-35.055895204710396,32,53.50371095899027,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ab63cded596a6140f073287409be9f9c222bd07ecde759e5e2a895bf44c20a74,20d1d01ff3e39968829cfaf638e992059fe234fac6a210960d5bdc86d815093e,PASS,
cn-prd-200c-02-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,4,HISTORICAL_STANDALONE,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_dongguan"", ""3"": ""D_foshan""}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5764.0, ""D_foshan"": 5763.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22985.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 25920.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 12, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 11, ""D_shenzhen"": 11}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",27,11,14184.99284181828,5594.489849279075,1412.8397953284132,0,-33.36117978896372,32,36.77608149999287,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ab63cded596a6140f073287409be9f9c222bd07ecde759e5e2a895bf44c20a74,e86ef1d17ec79a0148540f0c1927ce91fc60214a51af5da09f7ca24cf03872db,PASS,
cn-prd-200c-02-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,4,JOINT_OPTIMIZED,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_dongguan"", ""3"": ""D_foshan""}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5764.0, ""D_foshan"": 5763.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22985.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 25920.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 12, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 3, ""D_foshan"": 3, ""D_guangzhou"": 9, ""D_shenzhen"": 8}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",23,11,9452.71187680765,2568.9028653186333,673.3451801849733,136,-33.36117978896372,32,32.579987750039436,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ab63cded596a6140f073287409be9f9c222bd07ecde759e5e2a895bf44c20a74,afbcec50abc3225158893172847f4b58075a669ff42f7e2fa810e68d5499cca0,PASS,
cn-prd-200c-02-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,5,HISTORICAL_STANDALONE,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_dongguan"", ""3"": ""D_foshan""}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5764.0, ""D_foshan"": 5763.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22985.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 25920.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 12, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 11, ""D_shenzhen"": 11}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",27,11,14173.201249932677,5584.002884666845,1403.3817835576708,0,-34.47016211009845,32,34.458198833977804,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ab63cded596a6140f073287409be9f9c222bd07ecde759e5e2a895bf44c20a74,d25abbe051ba025108d3fb08d199f404e4935f52c898d89c9f81d2525d008e1c,PASS,
cn-prd-200c-02-V2-LOCATIONS,Uniform_Unbalanced_Capacity_Rank_Aligned,Uniform_Unbalanced,5,JOINT_OPTIMIZED,"{""0"": ""D_guangzhou"", ""1"": ""D_shenzhen"", ""2"": ""D_dongguan"", ""3"": ""D_foshan""}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 0, ""D_shenzhen"": 1}","{""D_dongguan"": 20, ""D_foshan"": 20, ""D_guangzhou"": 80, ""D_shenzhen"": 80}","{""D_dongguan"": 5764.0, ""D_foshan"": 5763.0, ""D_guangzhou"": 21459.0, ""D_shenzhen"": 22985.0}","{""D_dongguan"": 12075.0, ""D_foshan"": 12075.0, ""D_guangzhou"": 25920.0, ""D_shenzhen"": 31090.0}","{""D_dongguan"": 5, ""D_foshan"": 5, ""D_guangzhou"": 12, ""D_shenzhen"": 14}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}","{""D_dongguan"": 2, ""D_foshan"": 3, ""D_guangzhou"": 9, ""D_shenzhen"": 9}","{""D_dongguan"": 2, ""D_foshan"": 2, ""D_guangzhou"": 3, ""D_shenzhen"": 4}",23,11,9287.675802890384,2401.2044588753633,643.775415057472,134,-34.47016211009845,32,36.198397167027,ee5a7c648addb21b772ce23bc6e230c0f4a27e6ae8daf40a325ac916d698da47,ab63cded596a6140f073287409be9f9c222bd07ecde759e5e2a895bf44c20a74,cf499e7f92e4a0dfeea6312bebabe565e47e0d2417e985cd5019d5b32530f848,PASS,
