implementation,instance,seed,iterations,runtime_seconds,cost,complete,feasible,completed_clients,total_clients,completed_delivery,total_delivery,no_duplicate_clients
frozen_pyvrp,PR17A,11,11868,95.2306692500133,6316228,True,True,360,360,4814000,4814000,True
