curve,instance,condition,arm,operating_day,seed_count,all_nonlinear_feasible,nl_saving_kg,nl_saving_pct,total_operational_reduction_pct,linear_saving_kg,direction_reversal_count,fixed_start_infeasible_count
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-02,3,True,0.713767749976237,0.6324324769970984,0.0399966015622713,0.6394919400965667,0,0
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-03,3,True,-0.4550022168445338,-0.33211216416754913,-0.02596747655016093,-0.4747518932481067,0,0
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-04,3,True,0.8939674614878849,0.6396918677559634,0.047985266701201124,0.9305794731814766,0,0
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-05,3,True,-0.14978771428332038,-0.10051840197878588,-0.008197791666117681,-0.15232410053954007,0,0
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-06,3,True,0.5734587964259106,0.27251569403044357,0.032086268918399045,0.5010089107469279,1,0
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-07,3,True,0.056792303263193844,0.01784355495386348,0.003094286671239944,0.0547645506537909,0,0
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-08,3,True,-4.844118888228991,-1.2279476112595158,-0.23757491605474765,-4.786946818067444,0,0
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-09,3,True,-1.5118516982878607,-0.4483255860542175,-0.07715200463647943,-1.5010990608399009,0,0
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-10,3,True,17.39822111592027,6.52503353876858,0.9110719105850258,17.37010685606043,0,0
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-11,3,True,-0.460878762617682,-0.2694164721952009,-0.02792410003821816,-0.4608787626176725,0,0
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-12,3,True,48.03037168922494,24.37494214188557,2.5940984144748316,50.592600115708244,0,2
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-13,3,True,9.473903143468002e-15,6.578067621247814e-15,5.094044124819499e-16,0.0,0,0
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-14,3,True,0.8394387865425585,0.6113689095120659,0.0464958449304505,0.8394387865425538,0,0
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-15,3,True,-1.9142891191935216,-1.3893173347111665,-0.10805644351639444,-2.004132037109585,0,0
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-16,3,True,0.8176857310985307,0.5215979535902683,0.047551498563027504,0.7933384465169695,0,0
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-17,3,True,2.4314071140953124,1.1062904193996195,0.13603725612851225,2.4195560184557316,0,0
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-18,3,True,-1.329207418600949,-0.5853247601216668,-0.06949175245015833,-1.3292074186009586,0,0
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-19,3,True,6.988900405146069,2.277256073688217,0.36442871647977987,7.872598337809809,0,1
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-20,3,True,-1.141469669490571,-0.5127298465860896,-0.060807472786136386,-1.1855037259723435,0,0
NL80_stress,L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-21,3,True,0.6928013425256646,0.22837644372341429,0.035732850335851545,0.6928013425256646,0,0
