instance,condition,arm,seed,operating_day,curve,curve_role,nonlinear_feasible,fixed_start_feasible,linear_early_actual_kg,linear_carbon_actual_kg,linear_saving_kg,nl_early_actual_kg,nl_carbon_actual_kg,nl_saving_kg,nl_saving_pct,total_operational_reduction_pct,fixed_start_regret_kg,direction_reversal,infeasible_nl_early_actions,infeasible_nl_carbon_actions,infeasible_fixed_start_actions,exact_capacity_excess,half_hour_capacity_excess
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-02,NL90_mild,primary,True,True,120.82699780181746,119.91752691281147,0.9094708890059877,120.82699780181744,119.91752691281145,0.9094708890059877,0.7527050291340663,0.04710338430509651,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-02,NL80_stress,secondary_stress,True,True,120.82699780181746,119.91752691281147,0.9094708890059877,120.82699780181746,119.88335534284927,0.9436424589681849,0.7809864319528684,0.048873200812359414,0.03246299146407239,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-03,NL90_mild,primary,True,True,148.81934206905146,149.22008807985605,-0.40074601080459615,148.81934206905143,149.22008807985605,-0.4007460108046246,-0.26928355228091283,-0.02045885859936196,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-03,NL80_stress,secondary_stress,True,True,148.81934206905146,149.22008807985605,-0.40074601080459615,148.81934206905146,149.2645111208069,-0.4451690517554425,-0.2991338663148277,-0.022726740721361514,-0.0324629914640866,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-04,NL90_mild,primary,True,True,145.63187619566293,144.15463328943142,1.4772429062315098,145.63187619566293,144.15463328943142,1.4772429062315098,1.0143678326623822,0.07553902812524861,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-04,NL80_stress,secondary_stress,True,True,145.63187619566293,144.15463328943142,1.4772429062315098,145.63187619566293,144.15463328943142,1.4772429062315098,1.0143678326623822,0.07553902812524861,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-05,NL90_mild,primary,True,True,162.14037608246286,162.39902353245475,-0.2586474499918836,162.14037608246284,162.39902353245475,-0.258647449991912,-0.15952069203315944,-0.01311526012250771,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-05,NL80_stress,secondary_stress,True,True,162.14037608246286,162.39902353245475,-0.2586474499918836,162.14037608246284,162.39902353245475,-0.258647449991912,-0.15952069203315944,-0.01311526012250771,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-06,NL90_mild,primary,True,True,249.83852106181996,249.34074181333494,0.497779248485017,249.83852106181993,249.34074181333494,0.49777924848498856,0.1992403919017029,0.024166283507944388,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-06,NL80_stress,secondary_stress,True,True,249.83852106181996,249.34074181333494,0.497779248485017,249.83852106181993,249.34074181333494,0.49777924848498856,0.1992403919017029,0.024166283507944388,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-07,NL90_mild,primary,True,True,364.65022047725654,364.77122246770483,-0.12100199044829196,364.65022047725654,364.77122246770483,-0.12100199044829196,-0.033183029559100165,-0.00556428062834601,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-07,NL80_stress,secondary_stress,True,True,364.65022047725654,364.77122246770483,-0.12100199044829196,364.65022047725654,364.77122246770483,-0.12100199044829196,-0.033183029559100165,-0.00556428062834601,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-08,NL90_mild,primary,True,True,420.8648689463463,425.1941836480911,-4.329314701744806,420.8648689463463,425.1941836480911,-4.329314701744806,-1.0286709633387638,-0.19406698841801454,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-08,NL80_stress,secondary_stress,True,True,420.8648689463463,425.1941836480911,-4.329314701744806,420.8648689463463,425.1941836480911,-4.329314701744806,-1.0286709633387638,-0.19406698841801454,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-09,NL90_mild,primary,True,True,363.06454515285253,364.09550794441316,-1.0309627915606256,363.0645451528526,364.09550794441316,-1.0309627915605688,-0.2839612970543644,-0.047443453383302775,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-09,NL80_stress,secondary_stress,True,True,363.06454515285253,364.09550794441316,-1.0309627915606256,363.0645451528526,364.14676529935645,-1.0822201465038574,-0.2980792701882349,-0.04980224455376031,-0.049548776445135445,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-10,NL90_mild,primary,True,True,287.8632450330478,269.94451260214,17.918732430907824,287.8632450330478,269.94451260214,17.918732430907824,6.224737871224471,0.8541541416816812,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-10,NL80_stress,secondary_stress,True,True,287.8632450330478,269.94451260214,17.918732430907824,287.8632450330478,269.9069238751816,17.956321157866228,6.237795712962512,0.8559459295180063,0.05809166893573092,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-11,NL90_mild,primary,True,True,208.93998386673877,209.10335662348942,-0.16337275675064689,208.93998386673874,209.1033566234894,-0.16337275675064689,-0.0781912364149724,-0.0080921254906945,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-11,NL80_stress,secondary_stress,True,True,208.93998386673877,209.10335662348942,-0.16337275675064689,208.93998386673877,209.10335662348942,-0.16337275675064689,-0.07819123641497239,-0.008092125490694498,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-12,NL90_mild,primary,True,True,217.47630305131958,166.01130141975312,51.46500163156645,217.47630305131958,166.01130141975307,51.46500163156651,23.664648014281315,2.5384146049455136,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-12,NL80_stress,secondary_stress,True,False,217.47630305131958,166.01130141975312,51.46500163156645,217.47630305131958,166.21633083952617,51.25997221179341,23.570371342801977,2.5283019136583085,,False,0,0,1,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-13,NL90_mild,primary,True,True,149.40182691839442,149.40182691839442,0.0,149.4018269183944,149.4018269183944,0.0,0.0,0.0,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-13,NL80_stress,secondary_stress,True,True,149.40182691839442,149.40182691839442,0.0,149.4018269183944,149.4018269183944,0.0,0.0,0.0,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-14,NL90_mild,primary,True,True,149.76740552741362,148.62142272420178,1.1459828032118367,149.76740552741364,148.6214227242018,1.1459828032118367,0.7651750387049833,0.058476334768845506,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-14,NL80_stress,secondary_stress,True,True,149.76740552741362,148.62142272420178,1.1459828032118367,149.76740552741364,148.6214227242018,1.1459828032118367,0.7651750387049833,0.058476334768845506,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-15,NL90_mild,primary,True,True,156.80440280399432,158.60843385592764,-1.8040310519333218,156.8044028039943,158.60843385592761,-1.8040310519333218,-1.150497702662318,-0.0917253519151049,0.0,False,0,0,0,0,0
