instance,condition,arm,seed,operating_day,curve,curve_role,nonlinear_feasible,fixed_start_feasible,linear_early_actual_kg,linear_carbon_actual_kg,linear_saving_kg,nl_early_actual_kg,nl_carbon_actual_kg,nl_saving_kg,nl_saving_pct,total_operational_reduction_pct,fixed_start_regret_kg,direction_reversal,infeasible_nl_early_actions,infeasible_nl_carbon_actions,infeasible_fixed_start_actions,exact_capacity_excess,half_hour_capacity_excess
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-15,NL80_stress,secondary_stress,True,True,156.80440280399432,158.60843385592764,-1.8040310519333218,156.8044028039943,158.60843385592761,-1.8040310519333218,-1.150497702662318,-0.0917253519151049,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-16,NL90_mild,primary,True,True,187.4267501749929,187.18440953142078,0.24234064357210627,187.42675017499286,187.18440953142078,0.24234064357207785,0.12929885587079437,0.012132822515154828,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-16,NL80_stress,secondary_stress,True,True,187.4267501749929,187.18440953142078,0.24234064357210627,187.42675017499286,187.18440953142078,0.24234064357207785,0.12929885587079437,0.012132822515154828,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-17,NL90_mild,primary,True,True,254.23025931267802,252.76674600745338,1.4635133052246374,254.23025931267804,252.7667460074534,1.4635133052246374,0.5756644819469192,0.07089976175159983,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-17,NL80_stress,secondary_stress,True,True,254.23025931267802,252.76674600745338,1.4635133052246374,254.23025931267804,252.7667460074534,1.4635133052246374,0.5756644819469192,0.07089976175159983,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-18,NL90_mild,primary,True,True,246.62490000229934,248.92698410398782,-2.3020841016884788,246.62490000229934,248.92698410398782,-2.3020841016884788,-0.9334353918306773,-0.11193666404039547,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-18,NL80_stress,secondary_stress,True,True,246.62490000229934,248.92698410398782,-2.3020841016884788,246.62490000229934,248.92698410398782,-2.3020841016884788,-0.9334353918306773,-0.11193666404039547,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-19,NL90_mild,primary,True,True,337.5627976486176,331.43457862269133,6.128219025926285,337.5627976486176,331.4063444908441,6.156453157773512,1.8237949207252413,0.2866755840444654,0.028234131847227673,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-19,NL80_stress,secondary_stress,True,True,337.5627976486176,331.43457862269133,6.128219025926285,337.5627976486176,331.40634449084416,6.156453157773456,1.8237949207252244,0.2866755840444628,0.02823413184717083,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-20,NL90_mild,primary,True,True,246.2620592710757,247.84690016539082,-1.584840894315107,246.26205927107569,247.8469001653908,-1.584840894315107,-0.6435586947523151,-0.07707498903303144,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-20,NL80_stress,secondary_stress,True,True,246.2620592710757,247.84690016539082,-1.584840894315107,246.26205927107569,247.8469001653908,-1.584840894315107,-0.6435586947523151,-0.07707498903303144,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-21,NL90_mild,primary,True,True,331.63655977195594,331.31437748945507,0.32218228250087577,331.63655977195594,331.31437748945507,0.32218228250087577,0.09714920535975248,0.015043950545233028,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-21,NL80_stress,secondary_stress,True,True,331.63655977195594,331.31437748945507,0.32218228250087577,331.63655977195594,331.31437748945507,0.32218228250087577,0.09714920535975248,0.015043950545233028,5.684341886080802e-14,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-22,NL90_mild,primary,True,True,436.1235711405319,350.3140564403353,85.80951470019659,436.12357114053185,350.3140564403353,85.80951470019653,19.675504920724904,3.8203885585367106,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-22,NL80_stress,secondary_stress,True,False,436.1235711405319,350.3140564403353,85.80951470019659,436.12357114053185,350.6728579249382,85.45071321559362,19.59323431937571,3.8044140935679702,,False,0,0,1,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-23,NL90_mild,primary,True,True,197.36783401644195,197.03684976996678,0.3309842464751682,197.36783401644195,197.03684976996675,0.33098424647519664,0.1676991836712479,0.01648871381860791,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-23,NL80_stress,secondary_stress,True,True,197.36783401644195,197.03684976996678,0.3309842464751682,197.36783401644195,197.03684976996675,0.33098424647519664,0.1676991836712479,0.01648871381860791,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-24,NL90_mild,primary,True,True,196.56209547461492,169.10868722667712,27.4534082479378,196.56209547461492,169.10868722667712,27.4534082479378,13.966786516825305,1.3682015698624268,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-24,NL80_stress,secondary_stress,True,True,196.56209547461492,169.10868722667712,27.4534082479378,196.56209547461492,169.10868722667715,27.453408247937773,13.966786516825291,1.3682015698624255,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-25,NL90_mild,primary,True,True,256.48767565699376,256.9266264171782,-0.43895076018446844,256.4876756569937,256.9266264171782,-0.4389507601845253,-0.17113912357003197,-0.021241697503019956,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-25,NL80_stress,secondary_stress,True,True,256.48767565699376,256.9266264171782,-0.43895076018446844,256.4876756569937,256.9266264171782,-0.4389507601845253,-0.17113912357003197,-0.021241697503019956,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-26,NL90_mild,primary,True,True,320.534588885467,320.4472553039304,0.08733358153659765,320.5345888854669,320.4472553039303,0.08733358153659765,0.027246226948631616,0.004099196413698233,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-26,NL80_stress,secondary_stress,True,True,320.534588885467,320.4472553039304,0.08733358153659765,320.5345888854669,320.4472553039303,0.08733358153659765,0.027246226948631616,0.004099196413698233,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-27,NL90_mild,primary,True,True,355.1464990711875,262.93052053471945,92.21597853646807,355.1464990711874,262.93052053471945,92.21597853646796,25.965616661755043,4.2591686960388415,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-27,NL80_stress,secondary_stress,True,False,355.1464990711875,262.93052053471945,92.21597853646807,355.14649907118746,263.3166592752921,91.82983979589534,25.856890054120587,4.241334150851812,,False,0,0,1,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-28,NL90_mild,primary,True,True,170.98579972008616,170.50620853795425,0.4795911821319123,170.9857997200861,170.50620853795425,0.4795911821318555,0.28048597188595464,0.02421008588315758,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-28,NL80_stress,secondary_stress,True,True,170.98579972008616,170.50620853795425,0.4795911821319123,170.9857997200861,170.5711345208824,0.4146651992037107,0.24251440756047707,0.02093257853668879,-0.07005171842246227,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-29,NL90_mild,primary,True,True,180.72288580160773,167.4619722023905,13.260913599217218,180.72288580160773,167.4619722023905,13.260913599217218,7.337705758956649,0.6661455137289255,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,1,2025-11-29,NL80_stress,secondary_stress,True,True,180.72288580160773,167.4619722023905,13.260913599217218,180.72288580160773,167.49272661535647,13.230159186251257,7.3206883165726655,0.6646006040157778,-0.010251470988663414,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-02,NL90_mild,primary,True,True,112.4174945253958,112.01034969377548,0.40714483162031456,112.47766254293617,112.1477262550682,0.3299362878679659,0.29333494349779815,0.018046513119280322,-0.023360350807962504,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-02,NL80_stress,secondary_stress,True,True,112.4174945253958,112.01034969377548,0.40714483162031456,113.18250170060246,112.58670100930534,0.5958006912971143,0.5264070703024079,0.03257592985382135,0.5304933729307635,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-03,NL90_mild,primary,True,True,148.13193526605733,148.53887995691437,-0.40694469085704554,148.2162753537593,148.58319167626797,-0.366916322508672,-0.247554677536542,-0.019684418964269854,0.04003242096956683,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-03,NL80_stress,secondary_stress,True,True,148.13193526605733,148.53887995691437,-0.40694469085704554,148.94525821323882,149.24853083393427,-0.30327262069545213,-0.2036134780882176,-0.016263685166525318,0.21415991229801534,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-04,NL90_mild,primary,True,True,140.01029882565228,139.06759449398737,0.9427043316649133,140.0544627905715,139.06226656414896,0.9921962264225499,0.7084359945789208,0.053463692039679905,0.018327929838420687,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-04,NL80_stress,secondary_stress,True,True,140.01029882565228,139.06759449398737,0.9427043316649133,140.27399521154106,139.44112691495693,0.8328682965841381,0.593743904797269,0.044873127076510505,-0.014008105242368174,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-05,NL90_mild,primary,True,True,152.27970782321069,152.4108564108874,-0.13114858767670512,152.41054791091267,152.4671510536962,-0.05660314278352985,-0.03713859936821147,-0.003029842000482138,0.07454544489314685,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-05,NL80_stress,secondary_stress,True,True,152.27970782321069,152.4108564108874,-0.13114858767670512,153.045006454665,153.10160959744854,-0.05660314278352985,-0.036984638763955247,-0.0030288133799201635,0.07454544489317527,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-06,NL90_mild,primary,True,True,226.63320006108066,226.639889082676,-0.006689021595349232,226.69788428910582,226.4872236536642,0.21066063544162716,0.09292571745970664,0.010844958402089534,0.2173496570369764,True,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-06,NL80_stress,secondary_stress,True,True,226.63320006108066,226.639889082676,-0.006689021595349232,227.34291671007537,227.13225607463374,0.21066063544162716,0.09266206244299985,0.01084135834204687,0.2173496570369764,True,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-07,NL90_mild,primary,True,True,355.7985988901914,355.6044440082383,0.19415488195306807,355.92527906559536,355.72504092581414,0.20023813978122007,0.056258476584439825,0.009665389864782947,0.006083257828152,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-07,NL80_stress,secondary_stress,True,True,355.7985988901914,355.6044440082383,0.19415488195306807,356.5201313111609,356.3198931713797,0.20023813978122007,0.056164609567715476,0.009662615418156982,0.006083257828152,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-08,NL90_mild,primary,True,True,417.2311770817201,422.38396181500764,-5.152784733287547,417.19851716942213,422.4546582008964,-5.256141031474272,-1.2598657030556464,-0.2464228974361925,-0.018104271876211442,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-08,NL80_stress,secondary_stress,True,True,417.2311770817201,422.38396181500764,-5.152784733287547,417.31002527466455,422.6343262184368,-5.3243009437722435,-1.2758622178482057,-0.24960537980028336,-0.018688280646415478,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-09,NL90_mild,primary,True,True,361.3286001395409,362.99024070606566,-1.6616405665247385,361.3866082447833,362.98426152657237,-1.5976532817890643,-0.4420897856588262,-0.07691512482032171,0.07516340751845974,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-09,NL80_stress,secondary_stress,True,True,361.3286001395409,362.99024070606566,-1.6616405665247385,362.0345667885357,363.6772079124611,-1.6426411239253866,-0.4537249408244636,-0.07905629374917357,0.07516340751845974,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-10,NL90_mild,primary,True,True,283.0185158346648,267.3341010378366,15.684414796828207,283.24871222055356,267.62427716061944,15.624435059934115,5.516153961458452,0.7816023534882766,0.04552836834835716,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-10,NL80_stress,secondary_stress,True,True,283.0185158346648,267.3341010378366,15.684414796828207,284.5405928344675,268.80942398501816,15.731168849449318,5.528620255107496,0.7864334064045334,-0.007300109627522033,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-11,NL90_mild,primary,True,True,208.89749999268415,208.8098165785243,0.08768341415984082,208.98400404530534,208.8963206311455,0.08768341415984082,0.04195699788622677,0.00455554721961848,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-11,NL80_stress,secondary_stress,True,True,208.89749999268415,208.8098165785243,0.08768341415984082,209.6038806065981,209.51619719243826,0.08768341415984082,0.0418329154527498,0.00455408056104609,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-12,NL90_mild,primary,True,False,214.1929735110753,159.62813053152965,54.56484297954566,214.15597351107525,161.33340391722106,52.82256959385418,24.665466355120103,2.7370152047266707,,False,0,0,1,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-12,NL80_stress,secondary_stress,True,False,214.1929735110753,159.62813053152965,54.56484297954566,213.97080144091365,166.88761432104482,47.083187119868825,22.004491642225528,2.4398617049895837,,False,0,0,1,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-13,NL90_mild,primary,True,True,143.1144479880151,143.1144479880151,0.0,143.22729618095946,143.22729618095946,0.0,0.0,0.0,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-13,NL80_stress,secondary_stress,True,True,143.1144479880151,143.1144479880151,0.0,144.02258670717143,144.0225867071714,2.842170943040401e-14,1.9734202863743444e-14,1.5282132374458499e-15,2.842170943040401e-14,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-14,NL90_mild,primary,True,True,144.41701730134844,143.79528279556115,0.6217345057872876,144.74689386264117,144.12515935685389,0.6217345057872876,0.4295321918115134,0.03341716693835956,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-14,NL80_stress,secondary_stress,True,True,144.41701730134844,143.79528279556115,0.6217345057872876,146.4030366344187,145.7813021286314,0.6217345057872876,0.42467323088373743,0.03338744715466204,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-15,NL90_mild,primary,True,True,149.70888174144218,151.46739010392722,-1.7585083624850313,149.663877688821,151.422386051306,-1.7585083624850029,-1.174971803243845,-0.09426768846434048,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-15,NL80_stress,secondary_stress,True,True,149.70888174144218,151.46739010392722,-1.7585083624850313,149.65322182914417,151.4117301916292,-1.7585083624850313,-1.1750554655566867,-0.09426822694765738,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-16,NL90_mild,primary,True,True,163.3752185545385,162.67849466346,0.6967238910785056,163.59041088780606,162.82064514298284,0.7697657448232178,0.47054453903850163,0.040958759884967964,0.07304185374474059,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-16,NL80_stress,secondary_stress,True,True,163.3752185545385,162.67849466346,0.6967238910785056,164.7103653789372,163.940599634114,0.7697657448232178,0.46734505327110015,0.04093436624190438,0.07304185374474059,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-17,NL90_mild,primary,True,True,255.9822611029315,254.5567250041196,1.4255360988118753,256.0334372257143,254.57234783998373,1.4610893857305598,0.570663504565027,0.07409886210855449,0.035553286918712956,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-17,NL80_stress,secondary_stress,True,True,255.9822611029315,254.5567250041196,1.4255360988118753,256.4159574888203,254.95486810308972,1.4610893857305882,0.5698121911130634,0.07408449013216266,0.035553286918684535,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-18,NL90_mild,primary,True,True,225.66695903433626,226.26366927910652,-0.5967102447702644,225.90483154300784,226.5015417877781,-0.5967102447702644,-0.264142311917159,-0.030731611909670224,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-18,NL80_stress,secondary_stress,True,True,225.66695903433626,226.26366927910652,-0.5967102447702644,227.36232250772974,227.9590327525,-0.5967102447702644,-0.2624490452898051,-0.03070856104698296,2.842170943040401e-14,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-19,NL90_mild,primary,True,False,349.28788908334303,341.42998063442866,7.8579084489143725,349.33439718858546,344.1558166695094,5.178580519076036,1.4824135729984869,0.25076514268145184,,False,0,0,1,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-19,NL80_stress,secondary_stress,True,False,349.28788908334303,341.42998063442866,7.8579084489143725,349.41983141661063,344.2412508975346,5.178580519076036,1.482051118301197,0.25075476888946674,,False,0,0,1,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-20,NL90_mild,primary,True,True,241.50658507294412,242.1767223430242,-0.6701372700800903,241.5579292132673,242.20362359859075,-0.645694385323452,-0.26730415657495543,-0.0329884398990853,0.02444288475660983,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-20,NL80_stress,secondary_stress,True,True,241.50658507294412,242.1767223430242,-0.6701372700800903,242.03864180964086,242.68433619496432,-0.645694385323452,-0.2667732641762547,-0.03298034007850028,0.02444288475660983,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-21,NL90_mild,primary,True,True,314.657246692698,313.57831889258387,1.0789278001141156,314.78159488564233,313.70266708552816,1.0789278001141724,0.342754410563978,0.053134521492456746,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-21,NL80_stress,secondary_stress,True,True,314.657246692698,313.57831889258387,1.0789278001141156,315.3141435170966,314.2352157169825,1.0789278001141156,0.3421755167971446,0.0531205897142745,0.0,False,0,0,0,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-22,NL90_mild,primary,True,False,449.3125617772765,358.73030071814134,90.58226105913519,449.291414022842,361.1189101389136,88.17250388392841,19.6247916456836,4.072503549532669,,False,0,0,1,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-22,NL80_stress,secondary_stress,True,False,449.3125617772765,358.73030071814134,90.58226105913519,449.43152842627114,365.8074132614991,83.62411516477204,18.606641918868068,3.86217304308797,,False,0,0,1,0,0
L-main-threeshift-100c-01,geographic,ownership_fixed,2,2025-11-23,NL90_mild,primary,True,True,203.16548378413106,202.90219919440244,0.2632845897286131,203.2194878367522,202.95620324702364,0.2632845897285563,0.12955676275498482,0.013719907145347678,0.0,False,0,0,0,0,0
