instance_id,seed,contractor,revenue_assignment,owned_customer_revenue_cny,actual_service_revenue_cny,actual_minus_owned_revenue_cny,actual_service_cost_cny,pre_settlement_profit_cny,standalone_profit_cny,pre_settlement_gain_over_standalone_cny,pre_settlement_below_standalone,customers_served,demand_served_kg,cost_fixed_cny,cost_distance_cny,cost_fuel_cny,cost_electricity_cny,cost_occupancy_cny,cost_cross_site_cny,cost_carbon_cny
cn-prd-150c-01-V2-LOCATIONS,7,D_foshan,REVENUE_TO_SERVING_CONTRACTOR,5731.5,7291.5,1560.0,913.6646241766598,6377.835375823341,4546.532044453011,1831.30333137033,False,20,4861.0,510.0,203.69988331049916,183.4809642947372,10.581676919708007,0.0,0.0,5.902099651715357
cn-prd-150c-01-V2-LOCATIONS,7,D_guangzhou,REVENUE_TO_SERVING_CONTRACTOR,23025.0,19690.5,-3334.5,2189.8887478170495,17500.61125218295,19302.272515422188,-1801.661263239239,True,49,13127.0,1360.0,438.78292686936624,342.0246004803114,37.83515715753073,0.0,0.0,11.246063309840824
cn-prd-150c-01-V2-LOCATIONS,7,D_shenzhen,REVENUE_TO_SERVING_CONTRACTOR,24165.0,23854.5,-310.5,2540.79935467387,21313.70064532613,20130.470432376038,1183.2302129500931,False,59,15903.0,1700.0,427.74172687348926,380.6983446517762,20.98095487247113,0.0,0.0,11.37832827613335
cn-prd-150c-01-V2-LOCATIONS,8,D_dongguan,REVENUE_TO_SERVING_CONTRACTOR,7395.0,7396.5,1.5,871.7229949939439,6524.777005006056,5816.605792349326,708.17121265673,False,16,4931.0,510.0,159.15112430354438,197.19371695256967,0.0,0.0,0.0,5.378153737829904
cn-prd-150c-01-V2-LOCATIONS,8,D_foshan,REVENUE_TO_SERVING_CONTRACTOR,5731.5,7188.0,1456.5,924.7311598829468,6263.2688401170535,4546.532044453011,1716.7367956640428,False,19,4792.0,510.0,211.3783156057383,185.8069844748939,11.50495491800683,0.0,0.0,6.040904884307811
cn-prd-150c-01-V2-LOCATIONS,8,D_guangzhou,REVENUE_TO_SERVING_CONTRACTOR,23025.0,21877.5,-1147.5,2547.1547275834173,19330.345272416584,19306.744138164635,23.60113425194868,False,56,14585.0,1530.0,536.5591839396259,423.1374593239867,43.74257943090732,0.0,0.0,13.715504888897401
cn-prd-150c-01-V2-LOCATIONS,8,D_shenzhen,REVENUE_TO_SERVING_CONTRACTOR,24165.0,23854.5,-310.5,2545.917695943198,21308.582304056803,20131.208604102845,1177.3736999539578,False,59,15903.0,1700.0,428.18110675705486,375.9663130766539,30.41117033557083,0.0,0.0,11.35910577391846
cn-prd-150c-01-V2-LOCATIONS,9,D_dongguan,REVENUE_TO_SERVING_CONTRACTOR,7395.0,7501.5,106.5,813.1025675497782,6688.3974324502215,5816.605792349326,871.7916401008952,False,18,5001.0,510.0,162.14294239132462,130.0678362413553,6.759614293360164,0.0,0.0,4.132174623738166
cn-prd-150c-01-V2-LOCATIONS,9,D_foshan,REVENUE_TO_SERVING_CONTRACTOR,5731.5,7291.5,1560.0,912.6907526059802,6378.80924739402,4546.532044453011,1832.277202941009,False,20,4861.0,510.0,202.9752926529677,183.44734752856164,10.383136364363976,0.0,0.0,5.884976060086873
cn-prd-150c-01-V2-LOCATIONS,9,D_guangzhou,REVENUE_TO_SERVING_CONTRACTOR,23025.0,21669.0,-1356.0,2534.242643998319,19134.757356001683,19295.785291880602,-161.02793587891938,True,53,14446.0,1530.0,541.2764056256392,399.25134710712166,50.2142965191385,0.0,0.0,13.50059474641996
cn-prd-150c-01-V2-LOCATIONS,9,D_shenzhen,REVENUE_TO_SERVING_CONTRACTOR,24165.0,23854.5,-310.5,2558.9306594402583,21295.56934055974,20119.743348536496,1175.825992023245,False,59,15903.0,1700.0,439.75209852446955,384.83938544285434,22.84636922705653,0.0,0.0,11.492806245877457
cn-prd-150c-01-V2-LOCATIONS,10,D_dongguan,REVENUE_TO_SERVING_CONTRACTOR,7395.0,7084.5,-310.5,801.5222961599719,6282.977703840028,5816.605792349326,466.3719114907017,False,17,4723.0,510.0,154.76891487413073,125.87476634753277,6.852743212588337,0.0,0.0,4.025871725720096
cn-prd-150c-01-V2-LOCATIONS,10,D_foshan,REVENUE_TO_SERVING_CONTRACTOR,5731.5,9480.0,3748.5,1267.6754337602547,8212.324566239746,4546.532044453011,3665.792521786735,False,25,6320.0,680.0,286.8770329652598,279.497413490296,12.614268247948493,0.0,0.0,8.686719056750563
cn-prd-150c-01-V2-LOCATIONS,10,D_guangzhou,REVENUE_TO_SERVING_CONTRACTOR,23025.0,19897.5,-3127.5,2206.1701693290556,17691.329830670944,19315.903302249346,-1624.573471578402,True,49,13265.0,1360.0,448.7099024082986,345.55963891544354,40.630149699419846,0.0,0.0,11.270478305893812
cn-prd-150c-01-V2-LOCATIONS,10,D_shenzhen,REVENUE_TO_SERVING_CONTRACTOR,24165.0,23854.5,-310.5,2549.711063547804,21304.788936452198,20128.799431493466,1175.9895049587321,False,59,15903.0,1700.0,429.8414286900313,386.76975248284396,21.393926909373203,0.0,0.0,11.705955465555157
cn-prd-150c-02-V2-LOCATIONS,1,D_dongguan,REVENUE_TO_SERVING_CONTRACTOR,6456.0,7084.5,628.5,777.9204342204004,6306.5795657796,4985.580370137924,1320.9991956416761,False,16,4723.0,510.0,142.4578622890257,115.10003152267625,6.6482257590297635,0.0,0.0,3.7143146496687454
cn-prd-150c-02-V2-LOCATIONS,1,D_foshan,REVENUE_TO_SERVING_CONTRACTOR,6148.5,7605.0,1456.5,939.0247584037841,6665.975241596216,4714.721064653351,1951.2541769428644,False,19,5070.0,510.0,213.66383075887498,198.71342466240264,10.348958214190022,0.0,0.0,6.298544768316408
cn-prd-150c-02-V2-LOCATIONS,1,D_guangzhou,REVENUE_TO_SERVING_CONTRACTOR,21457.5,21979.5,522.0,2492.7579276400365,19486.742072359964,18140.636272269272,1346.1058000906924,False,52,14653.0,1530.0,490.3413997345841,412.70248270441004,46.80277048182876,0.0,0.0,12.911274719213226
