active_flags,actual_evals,algorithm,best_cost,category,commit_hash,convergence_path,cv_route_count,elapsed_seconds,ev_route_count,eval_budget_backstop,evals_per_second,feasible,gate_status,instance,numpy,python,route_count,runtime_cap_seconds,seed,status,timings,violation_count
{},300,LNS,3062.7977925322516,multidepot,927af04de6079aecc2b4642481243d704eb64c14,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/goeke80_multitrip_rescue_gate_data/phase2_smoke/convergence_throughput/e2-multidepot-75c-01__LNS__seed1.csv,12,7.44821629100079,1,300,40.27809992071136,True,OK,e2-multidepot-75c-01,2.3.5,/opt/anaconda3/bin/python3.13,13,240.0,1,OK,{},0
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",300,alns_e2_throughput,3062.7977925322516,multidepot,927af04de6079aecc2b4642481243d704eb64c14,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/goeke80_multitrip_rescue_gate_data/phase2_smoke/convergence_throughput/e2-multidepot-75c-01__alns_e2_throughput__seed1.csv,12,4.870362542000294,1,300,61.59705718268517,True,OK,e2-multidepot-75c-01,2.3.5,/opt/anaconda3/bin/python3.13,13,240.0,1,OK,"{""acceptance"": {""count"": 288.0, ""seconds"": 7.249599730130285e-05}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0001935420004883781}, ""destroy:random_customer_removal"": {""count"": 48.0, ""seconds"": 0.007056878999719629}, ""destroy:route_segment_removal"": {""count"": 48.0, ""seconds"": 0.006112709001172334}, ""destroy:shaw_related_removal"": {""count"": 48.0, ""seconds"": 0.1287583750072372}, ""destroy:vehicle_type_swap"": {""count"": 48.0, ""seconds"": 0.11532145799901627}, ""destroy:whole_route_removal"": {""count"": 48.0, ""seconds"": 0.0053323780030041235}, ""destroy:worst_customer_removal"": {""count"": 48.0, ""seconds"": 0.006520628994621802}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00024325000049429946}, ""full_candidate_score"": {""count"": 288.0, ""seconds"": 0.12711416698039102}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00025149999964924064}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00046233300054154824}, ""repair:greedy_insert_repair"": {""count"": 96.0, ""seconds"": 1.0493143739950028}, ""repair:regret2_insert_repair"": {""count"": 96.0, ""seconds"": 1.2048426710080093}, ""repair:regret3_insert_repair"": {""count"": 96.0, ""seconds"": 1.0283571250001842}, ""repair_full_check"": {""count"": 576.0, ""seconds"": 0.15218037097838533}, ""repair_solution_score"": {""count"": 111.0, ""seconds"": 0.021235547013930045}, ""route_model_cost"": {""count"": 13924.0, ""seconds"": 0.31011694795779476}, ""scan_build"": {""count"": 12.0, ""seconds"": 0.008305335004479275}, ""scan_score"": {""count"": 12.0, ""seconds"": 0.0046910839973861584}}",0
{},300,LNS,4086.253616024695,threeshift,927af04de6079aecc2b4642481243d704eb64c14,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/goeke80_multitrip_rescue_gate_data/phase2_smoke/convergence_throughput/e2-threeshift-100c-01__LNS__seed1.csv,14,11.005691708998711,1,300,27.258622895524823,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,15,300.0,1,OK,{},0
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",300,alns_e2_throughput,4086.253616024695,threeshift,927af04de6079aecc2b4642481243d704eb64c14,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/goeke80_multitrip_rescue_gate_data/phase2_smoke/convergence_throughput/e2-threeshift-100c-01__alns_e2_throughput__seed1.csv,14,7.057221250001021,1,300,42.509649247564205,True,OK,e2-threeshift-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,15,300.0,1,OK,"{""acceptance"": {""count"": 288.0, ""seconds"": 7.998699948075227e-05}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0002448329996695975}, ""destroy:random_customer_removal"": {""count"": 48.0, ""seconds"": 0.00808991300436901}, ""destroy:route_segment_removal"": {""count"": 48.0, ""seconds"": 0.008948624001277494}, ""destroy:shaw_related_removal"": {""count"": 48.0, ""seconds"": 0.25744341999779863}, ""destroy:vehicle_type_swap"": {""count"": 48.0, ""seconds"": 0.2312032069930865}, ""destroy:whole_route_removal"": {""count"": 48.0, ""seconds"": 0.0075186679932812694}, ""destroy:worst_customer_removal"": {""count"": 48.0, ""seconds"": 0.00886295800228254}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0005952920000709128}, ""full_candidate_score"": {""count"": 288.0, ""seconds"": 0.1732046269971761}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.000300292000247282}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0005770410007244209}, ""repair:greedy_insert_repair"": {""count"": 96.0, ""seconds"": 1.8202790869818273}, ""repair:regret2_insert_repair"": {""count"": 96.0, ""seconds"": 1.6901149180011998}, ""repair:regret3_insert_repair"": {""count"": 96.0, ""seconds"": 1.768055541000649}, ""repair_full_check"": {""count"": 576.0, ""seconds"": 0.2184667960045772}, ""repair_solution_score"": {""count"": 124.0, ""seconds"": 0.034605123995788745}, ""route_model_cost"": {""count"": 10884.0, ""seconds"": 0.2716422089833941}, ""scan_build"": {""count"": 12.0, ""seconds"": 0.014888707000864088}, ""scan_score"": {""count"": 12.0, ""seconds"": 0.010108581998792943}}",0
{},300,LNS,5803.553350198798,threeshift,927af04de6079aecc2b4642481243d704eb64c14,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/goeke80_multitrip_rescue_gate_data/phase2_smoke/convergence_throughput/e2-threeshift-150c-01__LNS__seed1.csv,21,18.677291999998488,1,300,16.062285688954496,True,OK,e2-threeshift-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,22,900.0,1,OK,{},0
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",300,alns_e2_throughput,5803.553350198798,threeshift,927af04de6079aecc2b4642481243d704eb64c14,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/goeke80_multitrip_rescue_gate_data/phase2_smoke/convergence_throughput/e2-threeshift-150c-01__alns_e2_throughput__seed1.csv,21,14.764765042000363,1,300,20.318643686276726,True,OK,e2-threeshift-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,22,900.0,1,OK,"{""acceptance"": {""count"": 288.0, ""seconds"": 7.845100844861008e-05}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0003695420000440208}, ""destroy:random_customer_removal"": {""count"": 48.0, ""seconds"": 0.011967461001404445}, ""destroy:route_segment_removal"": {""count"": 48.0, ""seconds"": 0.013587833991550724}, ""destroy:shaw_related_removal"": {""count"": 48.0, ""seconds"": 0.7434230480012047}, ""destroy:vehicle_type_swap"": {""count"": 48.0, ""seconds"": 0.37085366901010275}, ""destroy:whole_route_removal"": {""count"": 48.0, ""seconds"": 0.012197624004329555}, ""destroy:worst_customer_removal"": {""count"": 48.0, ""seconds"": 0.01373749899903487}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00046458399992843624}, ""full_candidate_score"": {""count"": 288.0, ""seconds"": 0.24567037601445918}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0005066670000815066}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0008714169998711441}, ""repair:greedy_insert_repair"": {""count"": 96.0, ""seconds"": 4.374517451995416}, ""repair:regret2_insert_repair"": {""count"": 96.0, ""seconds"": 4.249578040004053}, ""repair:regret3_insert_repair"": {""count"": 96.0, ""seconds"": 3.6477657060040656}, ""repair_full_check"": {""count"": 576.0, ""seconds"": 0.329527414021868}, ""repair_solution_score"": {""count"": 124.0, ""seconds"": 0.04496466800264898}, ""route_model_cost"": {""count"": 17689.0, ""seconds"": 0.4546932030625612}, ""scan_build"": {""count"": 12.0, ""seconds"": 0.022158418996696128}, ""scan_score"": {""count"": 12.0, ""seconds"": 0.011503209001602954}}",0
{},300,LNS,6633.4344963179965,threeshift,927af04de6079aecc2b4642481243d704eb64c14,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/goeke80_multitrip_rescue_gate_data/phase2_smoke/convergence_throughput/e2-threeshift-200c-01__LNS__seed1.csv,26,25.440783874999397,1,300,11.792089484114102,True,OK,e2-threeshift-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,27,900.0,1,OK,{},0
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",300,alns_e2_throughput,6633.4344963179965,threeshift,927af04de6079aecc2b4642481243d704eb64c14,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/goeke80_multitrip_rescue_gate_data/phase2_smoke/convergence_throughput/e2-threeshift-200c-01__alns_e2_throughput__seed1.csv,26,25.90445941699909,1,300,11.581017583525918,True,OK,e2-threeshift-200c-01,2.3.5,/opt/anaconda3/bin/python3.13,27,900.0,1,OK,"{""acceptance"": {""count"": 288.0, ""seconds"": 8.705100481165573e-05}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00048637500003678724}, ""destroy:random_customer_removal"": {""count"": 48.0, ""seconds"": 0.017595535993677913}, ""destroy:route_segment_removal"": {""count"": 48.0, ""seconds"": 0.021343296002669376}, ""destroy:shaw_related_removal"": {""count"": 48.0, ""seconds"": 1.580358827002783}, ""destroy:vehicle_type_swap"": {""count"": 48.0, ""seconds"": 0.6126886230013042}, ""destroy:whole_route_removal"": {""count"": 48.0, ""seconds"": 0.01968016800310579}, ""destroy:worst_customer_removal"": {""count"": 48.0, ""seconds"": 0.020387876000313554}, ""final_check"": {""count"": 1.0, ""seconds"": 0.0006662499999947613}, ""full_candidate_score"": {""count"": 288.0, ""seconds"": 0.33656242100732925}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.0007792910000716802}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0011380830001144204}, ""repair:greedy_insert_repair"": {""count"": 96.0, ""seconds"": 8.21667370099749}, ""repair:regret2_insert_repair"": {""count"": 96.0, ""seconds"": 6.165072255991618}, ""repair:regret3_insert_repair"": {""count"": 96.0, ""seconds"": 7.205122703991947}, ""repair_full_check"": {""count"": 576.0, ""seconds"": 0.464876832011214}, ""repair_solution_score"": {""count"": 206.0, ""seconds"": 0.10125175101165951}, ""route_model_cost"": {""count"": 25683.0, ""seconds"": 0.7359911479070433}, ""scan_build"": {""count"": 12.0, ""seconds"": 0.0358558739972068}, ""scan_score"": {""count"": 12.0, ""seconds"": 0.0176862100015569}}",0
{},300,LNS,1783.6949728422799,threeshift,927af04de6079aecc2b4642481243d704eb64c14,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/goeke80_multitrip_rescue_gate_data/phase2_smoke/convergence_throughput/e2-threeshift-50c-01__LNS__seed1.csv,7,5.152479041000333,1,300,58.22439986903007,True,OK,e2-threeshift-50c-01,2.3.5,/opt/anaconda3/bin/python3.13,8,240.0,1,OK,{},0
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",300,alns_e2_throughput,1783.6949728422799,threeshift,927af04de6079aecc2b4642481243d704eb64c14,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/goeke80_multitrip_rescue_gate_data/phase2_smoke/convergence_throughput/e2-threeshift-50c-01__alns_e2_throughput__seed1.csv,7,3.22947666699838,1,300,92.89430794334656,True,OK,e2-threeshift-50c-01,2.3.5,/opt/anaconda3/bin/python3.13,8,240.0,1,OK,"{""acceptance"": {""count"": 288.0, ""seconds"": 7.911300963314716e-05}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00013158399997337256}, ""destroy:random_customer_removal"": {""count"": 48.0, ""seconds"": 0.0042868749933404615}, ""destroy:route_segment_removal"": {""count"": 48.0, ""seconds"": 0.0037824600040039513}, ""destroy:shaw_related_removal"": {""count"": 48.0, ""seconds"": 0.05003096098880633}, ""destroy:vehicle_type_swap"": {""count"": 48.0, ""seconds"": 0.141815876992041}, ""destroy:whole_route_removal"": {""count"": 48.0, ""seconds"": 0.0037643360046786256}, ""destroy:worst_customer_removal"": {""count"": 48.0, ""seconds"": 0.004429247997904895}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00016754200078139547}, ""full_candidate_score"": {""count"": 288.0, ""seconds"": 0.08914242201535671}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.000171125000633765}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0003485409997665556}, ""repair:greedy_insert_repair"": {""count"": 96.0, ""seconds"": 0.49470511700201314}, ""repair:regret2_insert_repair"": {""count"": 96.0, ""seconds"": 0.5178620809947461}, ""repair:regret3_insert_repair"": {""count"": 96.0, ""seconds"": 0.48965391598903807}, ""repair_full_check"": {""count"": 576.0, ""seconds"": 0.10357748600836203}, ""repair_solution_score"": {""count"": 144.0, ""seconds"": 0.019132547995468485}, ""route_model_cost"": {""count"": 3989.0, ""seconds"": 0.08988527797009738}, ""scan_build"": {""count"": 12.0, ""seconds"": 0.005719582997699035}, ""scan_score"": {""count"": 12.0, ""seconds"": 0.0037512090038944734}}",0
{},300,LNS,2732.803960039656,threeshift,927af04de6079aecc2b4642481243d704eb64c14,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/goeke80_multitrip_rescue_gate_data/phase2_smoke/convergence_throughput/e2-threeshift-75c-01__LNS__seed1.csv,11,7.600459500001307,1,300,39.47129775508289,True,OK,e2-threeshift-75c-01,2.3.5,/opt/anaconda3/bin/python3.13,12,300.0,1,OK,{},0
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",300,alns_e2_throughput,2732.803960039656,threeshift,927af04de6079aecc2b4642481243d704eb64c14,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/goeke80_multitrip_rescue_gate_data/phase2_smoke/convergence_throughput/e2-threeshift-75c-01__alns_e2_throughput__seed1.csv,11,5.067602584000269,1,300,59.199590936190916,True,OK,e2-threeshift-75c-01,2.3.5,/opt/anaconda3/bin/python3.13,12,300.0,1,OK,"{""acceptance"": {""count"": 288.0, ""seconds"": 8.227500620705541e-05}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.00018987499970535282}, ""destroy:random_customer_removal"": {""count"": 48.0, ""seconds"": 0.006237542000235408}, ""destroy:route_segment_removal"": {""count"": 48.0, ""seconds"": 0.006372453000949463}, ""destroy:shaw_related_removal"": {""count"": 48.0, ""seconds"": 0.13551125100275385}, ""destroy:vehicle_type_swap"": {""count"": 48.0, ""seconds"": 0.21301024700551352}, ""destroy:whole_route_removal"": {""count"": 48.0, ""seconds"": 0.005568874003074598}, ""destroy:worst_customer_removal"": {""count"": 48.0, ""seconds"": 0.006679498001176398}, ""final_check"": {""count"": 1.0, ""seconds"": 0.000235415998758981}, ""full_candidate_score"": {""count"": 288.0, ""seconds"": 0.13563491500462987}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00026287499895261135}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0004588750016409904}, ""repair:greedy_insert_repair"": {""count"": 96.0, ""seconds"": 0.9493671730015194}, ""repair:regret2_insert_repair"": {""count"": 96.0, ""seconds"": 1.1815610770154308}, ""repair:regret3_insert_repair"": {""count"": 96.0, ""seconds"": 1.1079032130073756}, ""repair_full_check"": {""count"": 576.0, ""seconds"": 0.16587438201713667}, ""repair_solution_score"": {""count"": 150.0, ""seconds"": 0.03166357299051015}, ""route_model_cost"": {""count"": 8178.0, ""seconds"": 0.1937925230267865}, ""scan_build"": {""count"": 12.0, ""seconds"": 0.009209249999912572}, ""scan_score"": {""count"": 12.0, ""seconds"": 0.00591458400231204}}",0
{},300,LNS,4635.703685132771,vanilla,927af04de6079aecc2b4642481243d704eb64c14,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/goeke80_multitrip_rescue_gate_data/phase2_smoke/convergence_throughput/e2-vanilla-100c-01__LNS__seed1.csv,14,11.674329374998706,1,300,25.69740756522327,True,OK,e2-vanilla-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,15,300.0,1,OK,{},0
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",300,alns_e2_throughput,4635.703685132771,vanilla,927af04de6079aecc2b4642481243d704eb64c14,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/goeke80_multitrip_rescue_gate_data/phase2_smoke/convergence_throughput/e2-vanilla-100c-01__alns_e2_throughput__seed1.csv,14,7.8339222079994215,1,300,38.29499349555223,True,OK,e2-vanilla-100c-01,2.3.5,/opt/anaconda3/bin/python3.13,15,300.0,1,OK,"{""acceptance"": {""count"": 288.0, ""seconds"": 8.40050088299904e-05}, ""checkpoint_model_cost"": {""count"": 1.0, ""seconds"": 0.0002450840001984034}, ""destroy:random_customer_removal"": {""count"": 48.0, ""seconds"": 0.008832294002786512}, ""destroy:route_segment_removal"": {""count"": 48.0, ""seconds"": 0.009232585993231623}, ""destroy:shaw_related_removal"": {""count"": 48.0, ""seconds"": 0.2670316229941818}, ""destroy:vehicle_type_swap"": {""count"": 48.0, ""seconds"": 0.0903656639966357}, ""destroy:whole_route_removal"": {""count"": 48.0, ""seconds"": 0.008387209993088618}, ""destroy:worst_customer_removal"": {""count"": 48.0, ""seconds"": 0.011216789007448824}, ""final_check"": {""count"": 1.0, ""seconds"": 0.00031474999923375435}, ""full_candidate_score"": {""count"": 288.0, ""seconds"": 0.18160004201854463}, ""history_model_cost"": {""count"": 1.0, ""seconds"": 0.00030529200012097135}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.0006531669987452915}, ""repair:greedy_insert_repair"": {""count"": 96.0, ""seconds"": 1.9504226249919157}, ""repair:regret2_insert_repair"": {""count"": 96.0, ""seconds"": 1.9824385859901668}, ""repair:regret3_insert_repair"": {""count"": 96.0, ""seconds"": 2.1022697070056893}, ""repair_full_check"": {""count"": 576.0, ""seconds"": 0.22352176903041254}, ""repair_solution_score"": {""count"": 48.0, ""seconds"": 0.01277958499849774}, ""route_model_cost"": {""count"": 16430.0, ""seconds"": 0.43181168794762925}, ""scan_build"": {""count"": 12.0, ""seconds"": 0.012115208002796862}, ""scan_score"": {""count"": 12.0, ""seconds"": 0.006202623000717722}}",0
{},300,LNS,573.7936728978657,vanilla,927af04de6079aecc2b4642481243d704eb64c14,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/goeke80_multitrip_rescue_gate_data/phase2_smoke/convergence_throughput/e2-vanilla-10c-01__LNS__seed1.csv,2,0.7258311660007166,1,300,413.31925942637713,True,OK,e2-vanilla-10c-01,2.3.5,/opt/anaconda3/bin/python3.13,3,180.0,1,OK,{},0
"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""1"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",300,alns_e2_throughput,416.01428151757784,vanilla,927af04de6079aecc2b4642481243d704eb64c14,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/goeke80_multitrip_rescue_gate_data/phase2_smoke/convergence_throughput/e2-vanilla-10c-01__alns_e2_throughput__seed1.csv,1,2.3914891660006106,1,300,125.44485012311505,True,OK,e2-vanilla-10c-01,2.3.5,/opt/anaconda3/bin/python3.13,2,180.0,1,OK,"{""acceptance"": {""count"": 289.0, ""seconds"": 0.00030496599356411025}, ""checkpoint_model_cost"": {""count"": 5.0, ""seconds"": 0.0002304600002389634}, ""destroy:random_customer_removal"": {""count"": 6.0, ""seconds"": 0.0005720839999412419}, ""destroy:route_segment_removal"": {""count"": 3.0, ""seconds"": 9.479099935560953e-05}, ""destroy:shaw_related_removal"": {""count"": 210.0, ""seconds"": 0.013154996995581314}, ""destroy:vehicle_type_swap"": {""count"": 3.0, ""seconds"": 0.0006121259993960848}, ""destroy:whole_route_removal"": {""count"": 61.0, ""seconds"": 0.0013570009941759054}, ""destroy:worst_customer_removal"": {""count"": 6.0, ""seconds"": 0.0001867079990915954}, ""final_check"": {""count"": 1.0, ""seconds"": 8.695900032762438e-05}, ""full_candidate_score"": {""count"": 289.0, ""seconds"": 0.04030853598487738}, ""history_model_cost"": {""count"": 5.0, ""seconds"": 0.00026699999943957664}, ""initial_reference_score"": {""count"": 1.0, ""seconds"": 0.00016229199900408275}, ""local_search"": {""count"": 51.0, ""seconds"": 6.220300747372676e-05}, ""repair:greedy_insert_repair"": {""count"": 9.0, ""seconds"": 0.010728751998613006}, ""repair:regret2_insert_repair"": {""count"": 214.0, ""seconds"": 0.13324420500430278}, ""repair:regret3_insert_repair"": {""count"": 66.0, ""seconds"": 0.06539995900129725}, ""repair_full_check"": {""count"": 360.0, ""seconds"": 0.03358063801351818}, ""repair_solution_score"": {""count"": 3.0, ""seconds"": 0.00010395800018159207}, ""route_model_cost"": {""count"": 404.0, ""seconds"": 0.00833866097855207}, ""scan_build"": {""count"": 11.0, ""seconds"": 0.0009600410012353677}, ""scan_score"": {""count"": 11.0, ""seconds"": 0.001031498995871516}}",0
{},300,LNS,6015.377586977482,vanilla,927af04de6079aecc2b4642481243d704eb64c14,/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/goeke80_multitrip_rescue_gate_data/phase2_smoke/convergence_throughput/e2-vanilla-150c-01__LNS__seed1.csv,20,17.655372957999134,1,300,16.99199448879831,True,OK,e2-vanilla-150c-01,2.3.5,/opt/anaconda3/bin/python3.13,21,600.0,1,OK,{},0
