instance_id,arm,seed,requested_iterations,actual_iterations,runtime_seconds,initial_cost,best_cost,cost_change_pct,feasible,customers_served,customers_total,demand_served,demand_total,total_emissions_kg,used_cv,used_ev,mechanism_calls,mechanism_improvements,decoded_candidates,rejected_candidates
cn-cy-50c-01-V2-LOCATIONS,FULL_PROBLEM_COMPONENTS_NO_CHARGE,11,100,100,31.59129191696411,2483.638643547911,2205.1732055915963,-11.211994896267326,True,50,50,13266.0,13266.0,174.07403607698706,5,2,33,22,35,32
cn-cy-50c-01-V2-LOCATIONS,FULL_PROBLEM_COMPONENTS_WITH_CHARGE,11,100,100,225.87468300003093,2483.638643547911,2205.1732055915963,-11.211994896267326,True,50,50,13266.0,13266.0,174.07403607698706,5,2,33,22,35,32
