stream_seed,arm,completed_stage_count,error_type,error
1,cooperative,3,RuntimeError,"stage search found no executable continuation (initial_feasible=False, changed=400, executable=0, accepted=0, top_rejections=[('E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_007', 94), ('E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_001', 57), ('E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_002', 40)])"
