distance_km_max,distance_km_mean,distance_km_p50,distance_km_p75,distance_km_p90,duration_h_40_max,duration_h_60_max,duration_h_90_max,duration_h_90_mean,ev_drive_kwh_max,ev_drive_kwh_mean,ev_drive_kwh_p90,instance,phase,regime_label,role,route_count,routes_gt_113kwh,routes_gt_160kwh,routes_gt_280kwh,routes_gt_80kwh,routes_gt_89kwh,share_gt_113kwh,share_gt_160kwh,share_gt_280kwh,share_gt_80kwh,share_gt_89kwh,source_seed,source_total_cost
248.06754034329404,139.0602650797278,131.28186197508518,156.45829569988464,220.9107193535025,7.074466286360129,5.007236783499344,3.6290837815921564,2.395458884027627,157.53450449123937,87.78735756325258,139.01515313837584,e2-threeshift-100c-01,route_regime,regional_cross_city_like,allcv,29,7,0,0,17,13,0.2413793103448276,0.0,0.0,0.5862068965517241,0.4482758620689655,5,4918.752359570978
285.09412748509436,128.28437941752455,113.17855339789155,154.14283594395724,222.19492083230796,8.005686520460692,5.629902124751572,4.046045860945493,2.1960069935280506,181.4996655373882,80.93970808115809,140.96448598608129,e2-threeshift-100c-01,route_regime,regional_cross_city_like,mixed,32,7,1,0,13,11,0.21875,0.03125,0.0,0.40625,0.34375,1,4874.971895490413
261.18454955629306,116.35600427027993,108.58686197547689,157.07969229617527,216.8611946336998,7.412391516685106,5.235853603715996,3.7848283284032562,2.1141755104105178,164.36749961329068,73.49096346249382,136.75845987661052,e2-threeshift-150c-01,route_regime,regional_cross_city_like,allcv,48,9,1,0,21,13,0.1875,0.020833333333333332,0.0,0.4375,0.2708333333333333,2,7439.741686861522
250.2728080327854,114.450239837765,110.08550506792588,149.35936099726794,209.74302923110585,7.097568676697902,5.0146754140948975,3.6260799056928943,2.0601471093085,158.2093598405379,72.07367526566875,131.10486979425332,e2-threeshift-150c-01,route_regime,regional_cross_city_like,mixed,50,9,0,0,21,15,0.18,0.0,0.0,0.42,0.3,2,7256.330133131847
237.45225522937056,100.57900559253427,86.03842896923615,138.42537111462508,184.49560705072832,6.814084158512042,4.835315364933953,3.516136169215228,1.9371771230711692,149.74950724299708,63.52288889557698,116.48394453599914,e2-threeshift-200c-01,route_regime,regional_cross_city_like,allcv,62,7,0,0,18,15,0.11290322580645161,0.0,0.0,0.2903225806451613,0.24193548387096775,1,8979.132837679645
237.38961768982062,98.8097984105949,83.87657370482384,130.3261458928393,185.44245084228194,6.776407108912183,4.7981602948303435,3.4793290854424517,1.8451987405098778,149.62796836212758,62.058344650478176,116.1733704785936,e2-threeshift-200c-01,route_regime,regional_cross_city_like,mixed,68,8,0,0,18,16,0.11764705882352941,0.0,0.0,0.2647058823529412,0.23529411764705882,5,9093.841324328952
