best_allcv_cost,best_allcv_seed,best_gap_pct_mixed_minus_allcv,best_mixed_cost,best_mixed_seed,classifier,instance,mean_allcv_cost,mean_gap_pct_mixed_minus_allcv,mean_mixed_cost,paired_allcv_wins,paired_mixed_wins,paired_ties,phase,status
4918.752359570978,5,-0.8900725403541938,4874.971895490413,1,MIXED_EXISTS_MEAN_ALLCV,e2-threeshift-100c-01,4944.487760524058,1.3287474923988718,5010.187517653991,3,2,0,phase0,OK
7439.741686861522,2,-2.4652946493233356,7256.330133131847,2,MIXED_EXISTS_MEAN_ALLCV,e2-threeshift-150c-01,7451.7311792108285,1.3856577139973836,7554.9866671219115,4,1,0,phase0,OK
8979.132837679645,1,1.2775007199798858,9093.841324328952,5,ALLCV_BEST_AND_MEAN,e2-threeshift-200c-01,8991.802111978697,3.448226570085188,9301.859821533428,5,0,0,phase0,OK
