battery_kwh,category,composition,eval_budget,instance,phase,queue_status,run_status,runtime_cap_seconds,seed,total_cost,variant
80.0,vanilla,infeasible,3000,e2-vanilla-75c-01,full,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
80.0,vanilla,balanced_mixed,3000,e2-vanilla-75c-01,full,terminal,OK,180.0,2,4641.973754489774,free_mixed
80.0,vanilla,all_cv,3000,e2-vanilla-75c-01,full,terminal,OK,180.0,2,4665.900910938217,cv_shell
80.0,vanilla,infeasible,3000,e2-vanilla-75c-01,full,terminal,INIT_INFEASIBLE,180.0,2,inf,ev_shell
80.0,vanilla,balanced_mixed,3000,e2-vanilla-75c-01,full,terminal,OK,180.0,3,4566.70542378081,free_mixed
80.0,vanilla,all_cv,3000,e2-vanilla-75c-01,full,terminal,OK,180.0,3,4617.983556275101,cv_shell
80.0,vanilla,infeasible,3000,e2-vanilla-75c-01,full,terminal,INIT_INFEASIBLE,180.0,3,inf,ev_shell
80.0,vanilla,balanced_mixed,3000,e2-vanilla-100c-01,full,terminal,OK,300.0,1,5594.586259835735,free_mixed
80.0,vanilla,all_cv,3000,e2-vanilla-100c-01,full,terminal,OK,300.0,1,6158.0206363550615,cv_shell
80.0,vanilla,infeasible,3000,e2-vanilla-100c-01,full,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
80.0,vanilla,balanced_mixed,3000,e2-vanilla-100c-01,full,terminal,OK,300.0,2,5833.051977119489,free_mixed
80.0,vanilla,all_cv,3000,e2-vanilla-100c-01,full,terminal,OK,300.0,2,6005.927937498446,cv_shell
80.0,vanilla,infeasible,3000,e2-vanilla-100c-01,full,terminal,INIT_INFEASIBLE,300.0,2,inf,ev_shell
80.0,vanilla,balanced_mixed,3000,e2-vanilla-100c-01,full,terminal,OK,300.0,3,5896.6189218604795,free_mixed
80.0,vanilla,all_cv,3000,e2-vanilla-100c-01,full,terminal,OK,300.0,3,5993.166340762592,cv_shell
80.0,vanilla,infeasible,3000,e2-vanilla-100c-01,full,terminal,INIT_INFEASIBLE,300.0,3,inf,ev_shell
80.0,vanilla,balanced_mixed,3000,e2-vanilla-150c-01,full,terminal,OK,900.0,1,7607.223087357779,free_mixed
80.0,vanilla,all_cv,3000,e2-vanilla-150c-01,full,terminal,OK,900.0,1,7510.521270058546,cv_shell
80.0,vanilla,infeasible,3000,e2-vanilla-150c-01,full,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
80.0,vanilla,balanced_mixed,3000,e2-vanilla-150c-01,full,terminal,OK,900.0,2,7521.18553144144,free_mixed
80.0,vanilla,all_cv,3000,e2-vanilla-150c-01,full,terminal,OK,900.0,2,7362.084484434414,cv_shell
80.0,vanilla,infeasible,3000,e2-vanilla-150c-01,full,terminal,INIT_INFEASIBLE,900.0,2,inf,ev_shell
80.0,vanilla,balanced_mixed,3000,e2-vanilla-150c-01,full,terminal,OK,900.0,3,7625.393678462308,free_mixed
80.0,vanilla,all_cv,3000,e2-vanilla-150c-01,full,terminal,OK,900.0,3,7441.420407611793,cv_shell
80.0,vanilla,infeasible,3000,e2-vanilla-150c-01,full,terminal,INIT_INFEASIBLE,900.0,3,inf,ev_shell
80.0,vanilla,balanced_mixed,3000,e2-vanilla-200c-01,full,terminal,OK,900.0,1,11359.988450515013,free_mixed
80.0,vanilla,all_cv,3000,e2-vanilla-200c-01,full,terminal,OK,900.0,1,11032.42358750122,cv_shell
80.0,vanilla,infeasible,3000,e2-vanilla-200c-01,full,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
80.0,vanilla,balanced_mixed,3000,e2-vanilla-200c-01,full,terminal,OK,900.0,2,11295.24989651222,free_mixed
80.0,vanilla,all_cv,3000,e2-vanilla-200c-01,full,terminal,OK,900.0,2,11206.68699949503,cv_shell
80.0,vanilla,infeasible,3000,e2-vanilla-200c-01,full,terminal,INIT_INFEASIBLE,900.0,2,inf,ev_shell
80.0,vanilla,balanced_mixed,3000,e2-vanilla-200c-01,full,terminal,OK,900.0,3,10988.106830214909,free_mixed
80.0,vanilla,all_cv,3000,e2-vanilla-200c-01,full,terminal,OK,900.0,3,11133.107071445103,cv_shell
80.0,vanilla,infeasible,3000,e2-vanilla-200c-01,full,terminal,INIT_INFEASIBLE,900.0,3,inf,ev_shell
80.0,multidepot,balanced_mixed,3000,e2-multidepot-25c-01,full,terminal,OK,180.0,1,956.2735898917991,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-25c-01,full,terminal,OK,180.0,1,1013.4186119137498,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-25c-01,full,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
80.0,multidepot,balanced_mixed,3000,e2-multidepot-25c-01,full,terminal,OK,180.0,2,961.3053209858919,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-25c-01,full,terminal,OK,180.0,2,1068.0916874383547,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-25c-01,full,terminal,INIT_INFEASIBLE,180.0,2,inf,ev_shell
80.0,multidepot,balanced_mixed,3000,e2-multidepot-25c-01,full,terminal,OK,180.0,3,963.3282955523349,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-25c-01,full,terminal,OK,180.0,3,1048.073247448967,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-25c-01,full,terminal,INIT_INFEASIBLE,180.0,3,inf,ev_shell
80.0,multidepot,balanced_mixed,3000,e2-multidepot-50c-01,full,terminal,OK,180.0,1,2444.949558998807,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-50c-01,full,terminal,OK,180.0,1,2423.8123321010567,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-50c-01,full,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
80.0,multidepot,balanced_mixed,3000,e2-multidepot-50c-01,full,terminal,OK,180.0,2,2548.6795805045554,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-50c-01,full,terminal,OK,180.0,2,2439.269044798069,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-50c-01,full,terminal,INIT_INFEASIBLE,180.0,2,inf,ev_shell
80.0,multidepot,balanced_mixed,3000,e2-multidepot-50c-01,full,terminal,OK,180.0,3,2305.2121016153296,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-50c-01,full,terminal,OK,180.0,3,2446.3078778500008,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-50c-01,full,terminal,INIT_INFEASIBLE,180.0,3,inf,ev_shell
80.0,multidepot,balanced_mixed,3000,e2-multidepot-75c-01,full,terminal,OK,180.0,1,3995.4784492808153,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-75c-01,full,terminal,OK,180.0,1,4155.708850382353,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-75c-01,full,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
80.0,multidepot,balanced_mixed,3000,e2-multidepot-75c-01,full,terminal,OK,180.0,2,4017.9200254814145,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-75c-01,full,terminal,OK,180.0,2,4075.521078355864,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-75c-01,full,terminal,INIT_INFEASIBLE,180.0,2,inf,ev_shell
80.0,multidepot,balanced_mixed,3000,e2-multidepot-75c-01,full,terminal,OK,180.0,3,3955.295259276167,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-75c-01,full,terminal,OK,180.0,3,4231.443420447696,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-75c-01,full,terminal,INIT_INFEASIBLE,180.0,3,inf,ev_shell
80.0,multidepot,balanced_mixed,3000,e2-multidepot-100c-01,full,terminal,OK,300.0,1,4942.858397557796,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-100c-01,full,terminal,OK,300.0,1,5078.3304438331,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-100c-01,full,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
80.0,multidepot,balanced_mixed,3000,e2-multidepot-100c-01,full,terminal,OK,300.0,2,4794.209511443274,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-100c-01,full,terminal,OK,300.0,2,5012.581954145316,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-100c-01,full,terminal,INIT_INFEASIBLE,300.0,2,inf,ev_shell
80.0,multidepot,balanced_mixed,3000,e2-multidepot-100c-01,full,terminal,OK,300.0,3,4999.533131935161,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-100c-01,full,terminal,OK,300.0,3,5125.000427549517,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-100c-01,full,terminal,INIT_INFEASIBLE,300.0,3,inf,ev_shell
80.0,multidepot,balanced_mixed,3000,e2-multidepot-150c-01,full,terminal,OK,900.0,1,7127.387967193667,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-150c-01,full,terminal,OK,900.0,1,7241.7429228148685,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-150c-01,full,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
80.0,multidepot,balanced_mixed,3000,e2-multidepot-150c-01,full,terminal,OK,900.0,2,7147.016441210768,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-150c-01,full,terminal,OK,900.0,2,7427.961521286857,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-150c-01,full,terminal,INIT_INFEASIBLE,900.0,2,inf,ev_shell
80.0,multidepot,balanced_mixed,3000,e2-multidepot-150c-01,full,terminal,OK,900.0,3,7322.976695655464,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-150c-01,full,terminal,OK,900.0,3,7326.20773177737,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-150c-01,full,terminal,INIT_INFEASIBLE,900.0,3,inf,ev_shell
80.0,multidepot,balanced_mixed,3000,e2-multidepot-200c-01,full,terminal,OK,900.0,1,10649.492665749396,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-200c-01,full,terminal,OK,900.0,1,9838.794400016606,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-200c-01,full,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
80.0,multidepot,ev_heavy_mixed,3000,e2-multidepot-200c-01,full,terminal,OK,900.0,2,9350.018577576255,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-200c-01,full,terminal,OK,900.0,2,9605.469420293539,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-200c-01,full,terminal,INIT_INFEASIBLE,900.0,2,inf,ev_shell
80.0,multidepot,balanced_mixed,3000,e2-multidepot-200c-01,full,terminal,OK,900.0,3,10675.38116607528,free_mixed
80.0,multidepot,all_cv,3000,e2-multidepot-200c-01,full,terminal,OK,900.0,3,9815.444658557279,cv_shell
80.0,multidepot,infeasible,3000,e2-multidepot-200c-01,full,terminal,INIT_INFEASIBLE,900.0,3,inf,ev_shell
80.0,threeshift,balanced_mixed,3000,e2-threeshift-50c-01,full,terminal,OK,180.0,1,2489.5060537600984,free_mixed
80.0,threeshift,all_cv,3000,e2-threeshift-50c-01,full,terminal,OK,180.0,1,2523.783984589867,cv_shell
80.0,threeshift,infeasible,3000,e2-threeshift-50c-01,full,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
80.0,threeshift,balanced_mixed,3000,e2-threeshift-50c-01,full,terminal,OK,180.0,2,2370.752403357948,free_mixed
80.0,threeshift,all_cv,3000,e2-threeshift-50c-01,full,terminal,OK,180.0,2,2453.0479974387,cv_shell
80.0,threeshift,infeasible,3000,e2-threeshift-50c-01,full,terminal,INIT_INFEASIBLE,180.0,2,inf,ev_shell
80.0,threeshift,balanced_mixed,3000,e2-threeshift-50c-01,full,terminal,OK,180.0,3,2305.182087746247,free_mixed
80.0,threeshift,all_cv,3000,e2-threeshift-50c-01,full,terminal,OK,180.0,3,2475.729953376651,cv_shell
80.0,threeshift,infeasible,3000,e2-threeshift-50c-01,full,terminal,INIT_INFEASIBLE,180.0,3,inf,ev_shell
80.0,threeshift,balanced_mixed,3000,e2-threeshift-75c-01,full,terminal,OK,180.0,1,3988.7147002951897,free_mixed
80.0,threeshift,all_cv,3000,e2-threeshift-75c-01,full,terminal,OK,180.0,1,3677.5354133584797,cv_shell
80.0,threeshift,infeasible,3000,e2-threeshift-75c-01,full,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
80.0,threeshift,balanced_mixed,3000,e2-threeshift-75c-01,full,terminal,OK,180.0,2,3874.17898539973,free_mixed
80.0,threeshift,all_cv,3000,e2-threeshift-75c-01,full,terminal,OK,180.0,2,3694.169539230952,cv_shell
80.0,threeshift,infeasible,3000,e2-threeshift-75c-01,full,terminal,INIT_INFEASIBLE,180.0,2,inf,ev_shell
80.0,threeshift,balanced_mixed,3000,e2-threeshift-75c-01,full,terminal,OK,180.0,3,3597.81827456456,free_mixed
80.0,threeshift,all_cv,3000,e2-threeshift-75c-01,full,terminal,OK,180.0,3,3651.157717661298,cv_shell
80.0,threeshift,infeasible,3000,e2-threeshift-75c-01,full,terminal,INIT_INFEASIBLE,180.0,3,inf,ev_shell
80.0,threeshift,balanced_mixed,3000,e2-threeshift-100c-01,full,terminal,OK,300.0,1,4998.301787984542,free_mixed
80.0,threeshift,all_cv,3000,e2-threeshift-100c-01,full,terminal,OK,300.0,1,5062.404501085723,cv_shell
80.0,threeshift,infeasible,3000,e2-threeshift-100c-01,full,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
80.0,threeshift,balanced_mixed,3000,e2-threeshift-100c-01,full,terminal,OK,300.0,2,5245.000772929759,free_mixed
80.0,threeshift,all_cv,3000,e2-threeshift-100c-01,full,terminal,OK,300.0,2,5134.753771532116,cv_shell
80.0,threeshift,infeasible,3000,e2-threeshift-100c-01,full,terminal,INIT_INFEASIBLE,300.0,2,inf,ev_shell
80.0,threeshift,balanced_mixed,3000,e2-threeshift-100c-01,full,terminal,OK,300.0,3,4782.670486111901,free_mixed
80.0,threeshift,all_cv,3000,e2-threeshift-100c-01,full,terminal,OK,300.0,3,4972.119063905068,cv_shell
80.0,threeshift,infeasible,3000,e2-threeshift-100c-01,full,terminal,INIT_INFEASIBLE,300.0,3,inf,ev_shell
80.0,threeshift,balanced_mixed,3000,e2-threeshift-150c-01,full,terminal,OK,900.0,1,7304.077972794335,free_mixed
80.0,threeshift,all_cv,3000,e2-threeshift-150c-01,full,terminal,OK,900.0,1,8763.891111357876,cv_shell
80.0,threeshift,infeasible,3000,e2-threeshift-150c-01,full,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
80.0,threeshift,balanced_mixed,3000,e2-threeshift-150c-01,full,terminal,OK,900.0,2,7611.780518046708,free_mixed
80.0,threeshift,all_cv,3000,e2-threeshift-150c-01,full,terminal,OK,900.0,2,7752.50558279969,cv_shell
80.0,threeshift,infeasible,3000,e2-threeshift-150c-01,full,terminal,INIT_INFEASIBLE,900.0,2,inf,ev_shell
80.0,threeshift,balanced_mixed,3000,e2-threeshift-150c-01,full,terminal,OK,900.0,3,8018.848895855059,free_mixed
80.0,threeshift,all_cv,3000,e2-threeshift-150c-01,full,terminal,OK,900.0,3,7708.740066379589,cv_shell
80.0,threeshift,infeasible,3000,e2-threeshift-150c-01,full,terminal,INIT_INFEASIBLE,900.0,3,inf,ev_shell
80.0,threeshift,balanced_mixed,3000,e2-threeshift-200c-01,full,terminal,OK,900.0,1,10676.993878094936,free_mixed
80.0,threeshift,all_cv,3000,e2-threeshift-200c-01,full,terminal,OK,900.0,1,9593.344441393387,cv_shell
80.0,threeshift,infeasible,3000,e2-threeshift-200c-01,full,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
80.0,threeshift,balanced_mixed,3000,e2-threeshift-200c-01,full,terminal,OK,900.0,2,9722.49202144789,free_mixed
80.0,threeshift,all_cv,3000,e2-threeshift-200c-01,full,terminal,OK,900.0,2,9143.676897656356,cv_shell
80.0,threeshift,infeasible,3000,e2-threeshift-200c-01,full,terminal,INIT_INFEASIBLE,900.0,2,inf,ev_shell
80.0,threeshift,balanced_mixed,3000,e2-threeshift-200c-01,full,terminal,OK,900.0,3,10651.657642938577,free_mixed
80.0,threeshift,all_cv,3000,e2-threeshift-200c-01,full,terminal,OK,900.0,3,9244.454997079307,cv_shell
80.0,threeshift,infeasible,3000,e2-threeshift-200c-01,full,terminal,INIT_INFEASIBLE,900.0,3,inf,ev_shell
100.0,vanilla,balanced_mixed,3000,e2-vanilla-25c-01,full,terminal,OK,180.0,1,1181.710343835366,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-25c-01,full,terminal,OK,180.0,1,1213.2666144034245,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-25c-01,full,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,vanilla,balanced_mixed,3000,e2-vanilla-25c-01,full,terminal,OK,180.0,2,1115.2456609229816,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-25c-01,full,terminal,OK,180.0,2,1217.3069621269772,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-25c-01,full,terminal,INIT_INFEASIBLE,180.0,2,inf,ev_shell
100.0,vanilla,ev_heavy_mixed,3000,e2-vanilla-25c-01,full,terminal,OK,180.0,3,1193.1496796989584,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-25c-01,full,terminal,OK,180.0,3,1231.7355894264756,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-25c-01,full,terminal,INIT_INFEASIBLE,180.0,3,inf,ev_shell
100.0,vanilla,ev_heavy_mixed,3000,e2-vanilla-50c-01,full,terminal,OK,180.0,1,2665.1902359738574,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-50c-01,full,terminal,OK,180.0,1,2807.8495387442276,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-50c-01,full,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,vanilla,balanced_mixed,3000,e2-vanilla-50c-01,full,terminal,OK,180.0,2,2615.382623995301,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-50c-01,full,terminal,OK,180.0,2,2799.4022778724207,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-50c-01,full,terminal,INIT_INFEASIBLE,180.0,2,inf,ev_shell
100.0,vanilla,ev_heavy_mixed,3000,e2-vanilla-50c-01,full,terminal,OK,180.0,3,2769.1508152213223,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-50c-01,full,terminal,OK,180.0,3,2827.741990979782,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-50c-01,full,terminal,INIT_INFEASIBLE,180.0,3,inf,ev_shell
100.0,vanilla,balanced_mixed,3000,e2-vanilla-75c-01,full,terminal,OK,180.0,1,4544.128160639073,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-75c-01,full,terminal,OK,180.0,1,4706.589203813759,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-75c-01,full,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,vanilla,balanced_mixed,3000,e2-vanilla-75c-01,full,terminal,OK,180.0,2,4625.646125910364,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-75c-01,full,terminal,OK,180.0,2,4665.900910938217,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-75c-01,full,terminal,INIT_INFEASIBLE,180.0,2,inf,ev_shell
100.0,vanilla,balanced_mixed,3000,e2-vanilla-75c-01,full,terminal,OK,180.0,3,4418.0195649653215,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-75c-01,full,terminal,OK,180.0,3,4617.983556275101,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-75c-01,full,terminal,INIT_INFEASIBLE,180.0,3,inf,ev_shell
100.0,vanilla,balanced_mixed,3000,e2-vanilla-100c-01,full,terminal,OK,300.0,1,5623.330710558032,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-100c-01,full,terminal,OK,300.0,1,6158.0206363550615,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-100c-01,full,terminal,INIT_INFEASIBLE,300.0,1,inf,ev_shell
100.0,vanilla,balanced_mixed,3000,e2-vanilla-100c-01,full,terminal,OK,300.0,2,5622.569213484985,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-100c-01,full,terminal,OK,300.0,2,6005.927937498446,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-100c-01,full,terminal,INIT_INFEASIBLE,300.0,2,inf,ev_shell
100.0,vanilla,balanced_mixed,3000,e2-vanilla-100c-01,full,terminal,OK,300.0,3,5839.64128332913,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-100c-01,full,terminal,OK,300.0,3,5993.166340762592,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-100c-01,full,terminal,INIT_INFEASIBLE,300.0,3,inf,ev_shell
100.0,vanilla,ev_heavy_mixed,3000,e2-vanilla-150c-01,full,terminal,OK,900.0,1,7221.285842576289,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-150c-01,full,terminal,OK,900.0,1,7510.521270058546,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-150c-01,full,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
100.0,vanilla,ev_heavy_mixed,3000,e2-vanilla-150c-01,full,terminal,OK,900.0,2,7239.685178787346,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-150c-01,full,terminal,OK,900.0,2,7362.084484434414,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-150c-01,full,terminal,INIT_INFEASIBLE,900.0,2,inf,ev_shell
100.0,vanilla,ev_heavy_mixed,3000,e2-vanilla-150c-01,full,terminal,OK,900.0,3,7288.666297354887,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-150c-01,full,terminal,OK,900.0,3,7441.420407611793,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-150c-01,full,terminal,INIT_INFEASIBLE,900.0,3,inf,ev_shell
100.0,vanilla,ev_heavy_mixed,3000,e2-vanilla-200c-01,full,terminal,OK,900.0,1,10954.126571391253,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-200c-01,full,terminal,OK,900.0,1,11032.42358750122,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-200c-01,full,terminal,INIT_INFEASIBLE,900.0,1,inf,ev_shell
100.0,vanilla,ev_heavy_mixed,3000,e2-vanilla-200c-01,full,terminal,OK,900.0,2,10886.307669456402,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-200c-01,full,terminal,OK,900.0,2,11206.68699949503,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-200c-01,full,terminal,INIT_INFEASIBLE,900.0,2,inf,ev_shell
100.0,vanilla,ev_heavy_mixed,3000,e2-vanilla-200c-01,full,terminal,OK,900.0,3,10953.245114892015,free_mixed
100.0,vanilla,all_cv,3000,e2-vanilla-200c-01,full,terminal,OK,900.0,3,11133.107071445103,cv_shell
100.0,vanilla,infeasible,3000,e2-vanilla-200c-01,full,terminal,INIT_INFEASIBLE,900.0,3,inf,ev_shell
100.0,multidepot,balanced_mixed,3000,e2-multidepot-25c-01,full,terminal,OK,180.0,1,992.7291993603927,free_mixed
100.0,multidepot,all_cv,3000,e2-multidepot-25c-01,full,terminal,OK,180.0,1,1013.4186119137498,cv_shell
100.0,multidepot,infeasible,3000,e2-multidepot-25c-01,full,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,multidepot,ev_heavy_mixed,3000,e2-multidepot-25c-01,full,terminal,OK,180.0,2,1016.5345376546675,free_mixed
100.0,multidepot,all_cv,3000,e2-multidepot-25c-01,full,terminal,OK,180.0,2,1068.0916874383547,cv_shell
100.0,multidepot,infeasible,3000,e2-multidepot-25c-01,full,terminal,INIT_INFEASIBLE,180.0,2,inf,ev_shell
100.0,multidepot,ev_heavy_mixed,3000,e2-multidepot-25c-01,full,terminal,OK,180.0,3,936.2471163869949,free_mixed
100.0,multidepot,all_cv,3000,e2-multidepot-25c-01,full,terminal,OK,180.0,3,1048.073247448967,cv_shell
100.0,multidepot,infeasible,3000,e2-multidepot-25c-01,full,terminal,INIT_INFEASIBLE,180.0,3,inf,ev_shell
100.0,multidepot,ev_heavy_mixed,3000,e2-multidepot-50c-01,full,terminal,OK,180.0,1,2254.4054519154247,free_mixed
100.0,multidepot,all_cv,3000,e2-multidepot-50c-01,full,terminal,OK,180.0,1,2423.8123321010567,cv_shell
100.0,multidepot,infeasible,3000,e2-multidepot-50c-01,full,terminal,INIT_INFEASIBLE,180.0,1,inf,ev_shell
100.0,multidepot,ev_heavy_mixed,3000,e2-multidepot-50c-01,full,terminal,OK,180.0,2,2342.8025487397936,free_mixed
100.0,multidepot,all_cv,3000,e2-multidepot-50c-01,full,terminal,OK,180.0,2,2439.269044798069,cv_shell
100.0,multidepot,infeasible,3000,e2-multidepot-50c-01,full,terminal,INIT_INFEASIBLE,180.0,2,inf,ev_shell
100.0,multidepot,ev_heavy_mixed,3000,e2-multidepot-50c-01,full,terminal,OK,180.0,3,2283.368073995747,free_mixed
