battery_kwh,category,cv_shell_composition,cv_shell_cost,cv_shell_cv_routes,cv_shell_ev_routes,free_mixed_composition,free_mixed_cost,free_mixed_cv_routes,free_mixed_ev_routes,instance,phase,seed,winner_composition,winner_cv_route_count,winner_ev_route_count,winner_ev_route_share,winner_route_count,winner_status,winner_total_cost,winner_variant
80.0,multidepot,all_cv,1068.0916874383547,7,0,balanced_mixed,961.3053209858919,2,5,e2-multidepot-25c-01,full,2,balanced_mixed,2,5,0.7142857142857143,7,OK,961.3053209858919,free_mixed
80.0,multidepot,all_cv,1048.073247448967,7,0,balanced_mixed,963.3282955523349,2,5,e2-multidepot-25c-01,full,3,balanced_mixed,2,5,0.7142857142857143,7,OK,963.3282955523349,free_mixed
80.0,multidepot,all_cv,2423.8123321010567,16,0,balanced_mixed,2444.949558998807,4,13,e2-multidepot-50c-01,full,1,all_cv,16,0,0.0,16,OK,2423.8123321010567,cv_shell
80.0,multidepot,all_cv,2439.269044798069,16,0,balanced_mixed,2548.6795805045554,8,8,e2-multidepot-50c-01,full,2,all_cv,16,0,0.0,16,OK,2439.269044798069,cv_shell
80.0,multidepot,all_cv,2446.3078778500008,16,0,balanced_mixed,2305.2121016153296,5,11,e2-multidepot-50c-01,full,3,balanced_mixed,5,11,0.6875,16,OK,2305.2121016153296,free_mixed
80.0,multidepot,all_cv,4155.708850382353,25,0,balanced_mixed,3995.4784492808153,7,20,e2-multidepot-75c-01,full,1,balanced_mixed,7,20,0.7407407407407407,27,OK,3995.4784492808153,free_mixed
80.0,multidepot,all_cv,4075.521078355864,25,0,balanced_mixed,4017.9200254814145,9,18,e2-multidepot-75c-01,full,2,balanced_mixed,9,18,0.6666666666666666,27,OK,4017.9200254814145,free_mixed
80.0,multidepot,all_cv,4231.443420447696,26,0,balanced_mixed,3955.295259276167,7,20,e2-multidepot-75c-01,full,3,balanced_mixed,7,20,0.7407407407407407,27,OK,3955.295259276167,free_mixed
80.0,threeshift,all_cv,5062.404501085723,30,0,balanced_mixed,4998.301787984542,10,22,e2-threeshift-100c-01,full,1,balanced_mixed,10,22,0.6875,32,OK,4998.301787984542,free_mixed
80.0,threeshift,all_cv,5134.753771532116,31,0,balanced_mixed,5245.000772929759,12,22,e2-threeshift-100c-01,full,2,all_cv,31,0,0.0,31,OK,5134.753771532116,cv_shell
80.0,threeshift,all_cv,4972.119063905068,30,0,balanced_mixed,4782.670486111901,10,21,e2-threeshift-100c-01,full,3,balanced_mixed,10,21,0.6774193548387096,31,OK,4782.670486111901,free_mixed
80.0,threeshift,all_cv,8763.891111357876,51,0,balanced_mixed,7304.077972794335,13,37,e2-threeshift-150c-01,full,1,balanced_mixed,13,37,0.74,50,OK,7304.077972794335,free_mixed
80.0,threeshift,all_cv,7752.50558279969,48,0,balanced_mixed,7611.780518046708,12,41,e2-threeshift-150c-01,full,2,balanced_mixed,12,41,0.7735849056603774,53,OK,7611.780518046708,free_mixed
80.0,threeshift,all_cv,7708.740066379589,48,0,balanced_mixed,8018.848895855059,19,32,e2-threeshift-150c-01,full,3,all_cv,48,0,0.0,48,OK,7708.740066379589,cv_shell
80.0,threeshift,all_cv,9593.344441393387,65,0,balanced_mixed,10676.993878094936,34,27,e2-threeshift-200c-01,full,1,all_cv,65,0,0.0,65,OK,9593.344441393387,cv_shell
80.0,threeshift,all_cv,9143.676897656356,62,0,balanced_mixed,9722.49202144789,15,58,e2-threeshift-200c-01,full,2,all_cv,62,0,0.0,62,OK,9143.676897656356,cv_shell
80.0,threeshift,all_cv,9244.454997079307,63,0,balanced_mixed,10651.657642938577,34,27,e2-threeshift-200c-01,full,3,all_cv,63,0,0.0,63,OK,9244.454997079307,cv_shell
80.0,threeshift,all_cv,2523.783984589867,15,0,balanced_mixed,2489.5060537600984,6,11,e2-threeshift-50c-01,full,1,balanced_mixed,6,11,0.6470588235294118,17,OK,2489.5060537600984,free_mixed
80.0,threeshift,all_cv,2453.0479974387,16,0,balanced_mixed,2370.752403357948,4,13,e2-threeshift-50c-01,full,2,balanced_mixed,4,13,0.7647058823529411,17,OK,2370.752403357948,free_mixed
80.0,threeshift,all_cv,2475.729953376651,16,0,balanced_mixed,2305.182087746247,5,11,e2-threeshift-50c-01,full,3,balanced_mixed,5,11,0.6875,16,OK,2305.182087746247,free_mixed
80.0,threeshift,all_cv,3677.5354133584797,24,0,balanced_mixed,3988.7147002951897,11,14,e2-threeshift-75c-01,full,1,all_cv,24,0,0.0,24,OK,3677.5354133584797,cv_shell
80.0,threeshift,all_cv,3694.169539230952,25,0,balanced_mixed,3874.17898539973,12,14,e2-threeshift-75c-01,full,2,all_cv,25,0,0.0,25,OK,3694.169539230952,cv_shell
80.0,threeshift,all_cv,3651.157717661298,24,0,balanced_mixed,3597.81827456456,8,17,e2-threeshift-75c-01,full,3,balanced_mixed,8,17,0.68,25,OK,3597.81827456456,free_mixed
80.0,vanilla,all_cv,6158.0206363550615,34,0,balanced_mixed,5594.586259835735,19,13,e2-vanilla-100c-01,full,1,balanced_mixed,19,13,0.40625,32,OK,5594.586259835735,free_mixed
80.0,vanilla,all_cv,6005.927937498446,33,0,balanced_mixed,5833.051977119489,22,11,e2-vanilla-100c-01,full,2,balanced_mixed,22,11,0.3333333333333333,33,OK,5833.051977119489,free_mixed
80.0,vanilla,all_cv,5993.166340762592,33,0,balanced_mixed,5896.6189218604795,21,13,e2-vanilla-100c-01,full,3,balanced_mixed,21,13,0.38235294117647056,34,OK,5896.6189218604795,free_mixed
80.0,vanilla,all_cv,7510.521270058546,48,0,balanced_mixed,7607.223087357779,14,39,e2-vanilla-150c-01,full,1,all_cv,48,0,0.0,48,OK,7510.521270058546,cv_shell
80.0,vanilla,all_cv,7362.084484434414,47,0,balanced_mixed,7521.18553144144,13,40,e2-vanilla-150c-01,full,2,all_cv,47,0,0.0,47,OK,7362.084484434414,cv_shell
80.0,vanilla,all_cv,7441.420407611793,48,0,balanced_mixed,7625.393678462308,14,39,e2-vanilla-150c-01,full,3,all_cv,48,0,0.0,48,OK,7441.420407611793,cv_shell
80.0,vanilla,all_cv,11032.42358750122,66,0,balanced_mixed,11359.988450515013,30,42,e2-vanilla-200c-01,full,1,all_cv,66,0,0.0,66,OK,11032.42358750122,cv_shell
80.0,vanilla,all_cv,11206.68699949503,67,0,balanced_mixed,11295.24989651222,31,41,e2-vanilla-200c-01,full,2,all_cv,67,0,0.0,67,OK,11206.68699949503,cv_shell
80.0,vanilla,all_cv,11133.107071445103,67,0,balanced_mixed,10988.106830214909,29,41,e2-vanilla-200c-01,full,3,balanced_mixed,29,41,0.5857142857142857,70,OK,10988.106830214909,free_mixed
80.0,vanilla,all_cv,1213.2666144034245,7,0,balanced_mixed,1161.7691131612228,3,4,e2-vanilla-25c-01,full,1,balanced_mixed,3,4,0.5714285714285714,7,OK,1161.7691131612228,free_mixed
80.0,vanilla,all_cv,1217.3069621269772,7,0,balanced_mixed,1184.4410913593508,4,3,e2-vanilla-25c-01,full,2,balanced_mixed,4,3,0.42857142857142855,7,OK,1184.4410913593508,free_mixed
80.0,vanilla,all_cv,1231.7355894264756,7,0,balanced_mixed,1135.8392012873894,3,4,e2-vanilla-25c-01,full,3,balanced_mixed,3,4,0.5714285714285714,7,OK,1135.8392012873894,free_mixed
80.0,vanilla,all_cv,2807.8495387442276,16,0,balanced_mixed,2681.5250748021895,9,7,e2-vanilla-50c-01,full,1,balanced_mixed,9,7,0.4375,16,OK,2681.5250748021895,free_mixed
80.0,vanilla,all_cv,2799.4022778724207,16,0,balanced_mixed,2847.1733026150837,9,7,e2-vanilla-50c-01,full,2,all_cv,16,0,0.0,16,OK,2799.4022778724207,cv_shell
80.0,vanilla,all_cv,2827.741990979782,16,0,balanced_mixed,2722.49721673469,9,7,e2-vanilla-50c-01,full,3,balanced_mixed,9,7,0.4375,16,OK,2722.49721673469,free_mixed
80.0,vanilla,all_cv,4706.589203813759,25,0,balanced_mixed,4966.581755233587,20,7,e2-vanilla-75c-01,full,1,all_cv,25,0,0.0,25,OK,4706.589203813759,cv_shell
80.0,vanilla,all_cv,4665.900910938217,25,0,balanced_mixed,4641.973754489774,17,9,e2-vanilla-75c-01,full,2,balanced_mixed,17,9,0.34615384615384615,26,OK,4641.973754489774,free_mixed
80.0,vanilla,all_cv,4617.983556275101,25,0,balanced_mixed,4566.70542378081,16,10,e2-vanilla-75c-01,full,3,balanced_mixed,16,10,0.38461538461538464,26,OK,4566.70542378081,free_mixed
100.0,multidepot,all_cv,5078.3304438331,32,0,ev_heavy_mixed,4820.793743631666,6,27,e2-multidepot-100c-01,full,1,ev_heavy_mixed,6,27,0.8181818181818182,33,OK,4820.793743631666,free_mixed
100.0,multidepot,all_cv,5012.581954145316,32,0,balanced_mixed,4879.414071157884,7,27,e2-multidepot-100c-01,full,2,balanced_mixed,7,27,0.7941176470588235,34,OK,4879.414071157884,free_mixed
100.0,multidepot,all_cv,5125.000427549517,33,0,ev_heavy_mixed,5077.992048162569,6,29,e2-multidepot-100c-01,full,3,ev_heavy_mixed,6,29,0.8285714285714286,35,OK,5077.992048162569,free_mixed
100.0,multidepot,all_cv,7241.7429228148685,48,0,ev_heavy_mixed,7245.313190313991,5,48,e2-multidepot-150c-01,full,1,all_cv,48,0,0.0,48,OK,7241.7429228148685,cv_shell
100.0,multidepot,all_cv,7427.961521286857,49,0,ev_heavy_mixed,7355.7419886035905,4,51,e2-multidepot-150c-01,full,2,ev_heavy_mixed,4,51,0.9272727272727272,55,OK,7355.7419886035905,free_mixed
100.0,multidepot,all_cv,7326.20773177737,47,0,ev_heavy_mixed,7405.683894707037,4,51,e2-multidepot-150c-01,full,3,all_cv,47,0,0.0,47,OK,7326.20773177737,cv_shell
100.0,multidepot,all_cv,9838.794400016606,67,0,ev_heavy_mixed,9620.159944188757,6,69,e2-multidepot-200c-01,full,1,ev_heavy_mixed,6,69,0.92,75,OK,9620.159944188757,free_mixed
100.0,multidepot,all_cv,9605.469420293539,66,0,ev_heavy_mixed,9351.747032478346,5,67,e2-multidepot-200c-01,full,2,ev_heavy_mixed,5,67,0.9305555555555556,72,OK,9351.747032478346,free_mixed
100.0,multidepot,all_cv,9815.444658557279,67,0,ev_heavy_mixed,9693.184475285181,7,67,e2-multidepot-200c-01,full,3,ev_heavy_mixed,7,67,0.9054054054054054,74,OK,9693.184475285181,free_mixed
100.0,multidepot,all_cv,1013.4186119137498,7,0,balanced_mixed,992.7291993603927,2,5,e2-multidepot-25c-01,full,1,balanced_mixed,2,5,0.7142857142857143,7,OK,992.7291993603927,free_mixed
100.0,multidepot,all_cv,1068.0916874383547,7,0,ev_heavy_mixed,1016.5345376546675,1,7,e2-multidepot-25c-01,full,2,ev_heavy_mixed,1,7,0.875,8,OK,1016.5345376546675,free_mixed
100.0,multidepot,all_cv,1048.073247448967,7,0,ev_heavy_mixed,936.2471163869949,1,6,e2-multidepot-25c-01,full,3,ev_heavy_mixed,1,6,0.8571428571428571,7,OK,936.2471163869949,free_mixed
100.0,multidepot,all_cv,2423.8123321010567,16,0,ev_heavy_mixed,2254.4054519154247,1,16,e2-multidepot-50c-01,full,1,ev_heavy_mixed,1,16,0.9411764705882353,17,OK,2254.4054519154247,free_mixed
100.0,multidepot,all_cv,2439.269044798069,16,0,ev_heavy_mixed,2342.8025487397936,2,15,e2-multidepot-50c-01,full,2,ev_heavy_mixed,2,15,0.8823529411764706,17,OK,2342.8025487397936,free_mixed
100.0,multidepot,all_cv,2446.3078778500008,16,0,ev_heavy_mixed,2283.368073995747,1,16,e2-multidepot-50c-01,full,3,ev_heavy_mixed,1,16,0.9411764705882353,17,OK,2283.368073995747,free_mixed
100.0,multidepot,all_cv,4155.708850382353,25,0,ev_heavy_mixed,3774.605756258607,4,22,e2-multidepot-75c-01,full,1,ev_heavy_mixed,4,22,0.8461538461538461,26,OK,3774.605756258607,free_mixed
100.0,multidepot,all_cv,4075.521078355864,25,0,balanced_mixed,4369.104451280864,10,15,e2-multidepot-75c-01,full,2,all_cv,25,0,0.0,25,OK,4075.521078355864,cv_shell
100.0,multidepot,all_cv,4231.443420447696,26,0,ev_heavy_mixed,3978.51517605382,3,25,e2-multidepot-75c-01,full,3,ev_heavy_mixed,3,25,0.8928571428571429,28,OK,3978.51517605382,free_mixed
100.0,threeshift,all_cv,5062.404501085723,30,0,ev_heavy_mixed,4923.3414881244835,6,26,e2-threeshift-100c-01,full,1,ev_heavy_mixed,6,26,0.8125,32,OK,4923.3414881244835,free_mixed
100.0,threeshift,all_cv,5134.753771532116,31,0,ev_heavy_mixed,4913.573064788433,4,30,e2-threeshift-100c-01,full,2,ev_heavy_mixed,4,30,0.8823529411764706,34,OK,4913.573064788433,free_mixed
100.0,threeshift,all_cv,4972.119063905068,30,0,balanced_mixed,4853.944401981078,7,25,e2-threeshift-100c-01,full,3,balanced_mixed,7,25,0.78125,32,OK,4853.944401981078,free_mixed
100.0,threeshift,all_cv,8763.891111357876,51,0,ev_heavy_mixed,7248.268948074358,9,42,e2-threeshift-150c-01,full,1,ev_heavy_mixed,9,42,0.8235294117647058,51,OK,7248.268948074358,free_mixed
100.0,threeshift,all_cv,7752.50558279969,48,0,balanced_mixed,8163.896241863414,13,40,e2-threeshift-150c-01,full,2,all_cv,48,0,0.0,48,OK,7752.50558279969,cv_shell
100.0,threeshift,all_cv,7708.740066379589,48,0,ev_heavy_mixed,7939.429476893536,9,46,e2-threeshift-150c-01,full,3,all_cv,48,0,0.0,48,OK,7708.740066379589,cv_shell
100.0,threeshift,all_cv,9593.344441393387,65,0,ev_heavy_mixed,9417.6023268873,5,66,e2-threeshift-200c-01,full,1,ev_heavy_mixed,5,66,0.9295774647887324,71,OK,9417.6023268873,free_mixed
100.0,threeshift,all_cv,9143.676897656356,62,0,balanced_mixed,10195.081628761624,19,43,e2-threeshift-200c-01,full,2,all_cv,62,0,0.0,62,OK,9143.676897656356,cv_shell
100.0,threeshift,all_cv,9244.454997079307,63,0,ev_heavy_mixed,8907.845662360183,7,61,e2-threeshift-200c-01,full,3,ev_heavy_mixed,7,61,0.8970588235294118,68,OK,8907.845662360183,free_mixed
100.0,threeshift,all_cv,2523.783984589867,15,0,ev_heavy_mixed,2252.64208151408,1,15,e2-threeshift-50c-01,full,1,ev_heavy_mixed,1,15,0.9375,16,OK,2252.64208151408,free_mixed
100.0,threeshift,all_cv,2453.0479974387,16,0,ev_heavy_mixed,2246.499686630966,2,14,e2-threeshift-50c-01,full,2,ev_heavy_mixed,2,14,0.875,16,OK,2246.499686630966,free_mixed
100.0,threeshift,all_cv,2475.729953376651,16,0,ev_heavy_mixed,2335.17572666932,2,15,e2-threeshift-50c-01,full,3,ev_heavy_mixed,2,15,0.8823529411764706,17,OK,2335.17572666932,free_mixed
100.0,threeshift,all_cv,3677.5354133584797,24,0,balanced_mixed,3877.8462416523976,6,19,e2-threeshift-75c-01,full,1,all_cv,24,0,0.0,24,OK,3677.5354133584797,cv_shell
100.0,threeshift,all_cv,3694.169539230952,25,0,balanced_mixed,3885.249965233271,6,18,e2-threeshift-75c-01,full,2,all_cv,25,0,0.0,25,OK,3694.169539230952,cv_shell
100.0,threeshift,all_cv,3651.157717661298,24,0,balanced_mixed,3905.497686105616,7,17,e2-threeshift-75c-01,full,3,all_cv,24,0,0.0,24,OK,3651.157717661298,cv_shell
100.0,vanilla,all_cv,6158.0206363550615,34,0,balanced_mixed,5623.330710558032,12,22,e2-vanilla-100c-01,full,1,balanced_mixed,12,22,0.6470588235294118,34,OK,5623.330710558032,free_mixed
100.0,vanilla,all_cv,6005.927937498446,33,0,balanced_mixed,5622.569213484985,11,22,e2-vanilla-100c-01,full,2,balanced_mixed,11,22,0.6666666666666666,33,OK,5622.569213484985,free_mixed
100.0,vanilla,all_cv,5993.166340762592,33,0,balanced_mixed,5839.64128332913,10,25,e2-vanilla-100c-01,full,3,balanced_mixed,10,25,0.7142857142857143,35,OK,5839.64128332913,free_mixed
100.0,vanilla,all_cv,7510.521270058546,48,0,ev_heavy_mixed,7221.285842576289,6,47,e2-vanilla-150c-01,full,1,ev_heavy_mixed,6,47,0.8867924528301887,53,OK,7221.285842576289,free_mixed
100.0,vanilla,all_cv,7362.084484434414,47,0,ev_heavy_mixed,7239.685178787346,5,47,e2-vanilla-150c-01,full,2,ev_heavy_mixed,5,47,0.9038461538461539,52,OK,7239.685178787346,free_mixed
100.0,vanilla,all_cv,7441.420407611793,48,0,ev_heavy_mixed,7288.666297354887,7,45,e2-vanilla-150c-01,full,3,ev_heavy_mixed,7,45,0.8653846153846154,52,OK,7288.666297354887,free_mixed
100.0,vanilla,all_cv,11032.42358750122,66,0,ev_heavy_mixed,10954.126571391253,11,62,e2-vanilla-200c-01,full,1,ev_heavy_mixed,11,62,0.8493150684931506,73,OK,10954.126571391253,free_mixed
100.0,vanilla,all_cv,11206.68699949503,67,0,ev_heavy_mixed,10886.307669456402,11,62,e2-vanilla-200c-01,full,2,ev_heavy_mixed,11,62,0.8493150684931506,73,OK,10886.307669456402,free_mixed
100.0,vanilla,all_cv,11133.107071445103,67,0,ev_heavy_mixed,10953.245114892015,13,61,e2-vanilla-200c-01,full,3,ev_heavy_mixed,13,61,0.8243243243243243,74,OK,10953.245114892015,free_mixed
100.0,vanilla,all_cv,1213.2666144034245,7,0,balanced_mixed,1181.710343835366,2,6,e2-vanilla-25c-01,full,1,balanced_mixed,2,6,0.75,8,OK,1181.710343835366,free_mixed
100.0,vanilla,all_cv,1217.3069621269772,7,0,balanced_mixed,1115.2456609229816,2,5,e2-vanilla-25c-01,full,2,balanced_mixed,2,5,0.7142857142857143,7,OK,1115.2456609229816,free_mixed
100.0,vanilla,all_cv,1231.7355894264756,7,0,ev_heavy_mixed,1193.1496796989584,1,7,e2-vanilla-25c-01,full,3,ev_heavy_mixed,1,7,0.875,8,OK,1193.1496796989584,free_mixed
100.0,vanilla,all_cv,2807.8495387442276,16,0,ev_heavy_mixed,2665.1902359738574,3,14,e2-vanilla-50c-01,full,1,ev_heavy_mixed,3,14,0.8235294117647058,17,OK,2665.1902359738574,free_mixed
100.0,vanilla,all_cv,2799.4022778724207,16,0,balanced_mixed,2615.382623995301,4,12,e2-vanilla-50c-01,full,2,balanced_mixed,4,12,0.75,16,OK,2615.382623995301,free_mixed
100.0,vanilla,all_cv,2827.741990979782,16,0,ev_heavy_mixed,2769.1508152213223,3,14,e2-vanilla-50c-01,full,3,ev_heavy_mixed,3,14,0.8235294117647058,17,OK,2769.1508152213223,free_mixed
100.0,vanilla,all_cv,4706.589203813759,25,0,balanced_mixed,4544.128160639073,8,19,e2-vanilla-75c-01,full,1,balanced_mixed,8,19,0.7037037037037037,27,OK,4544.128160639073,free_mixed
100.0,vanilla,all_cv,4665.900910938217,25,0,balanced_mixed,4625.646125910364,11,15,e2-vanilla-75c-01,full,2,balanced_mixed,11,15,0.5769230769230769,26,OK,4625.646125910364,free_mixed
100.0,vanilla,all_cv,4617.983556275101,25,0,balanced_mixed,4418.0195649653215,10,16,e2-vanilla-75c-01,full,3,balanced_mixed,10,16,0.6153846153846154,26,OK,4418.0195649653215,free_mixed
113.0,multidepot,all_cv,5078.3304438331,32,0,ev_heavy_mixed,4906.319220175514,3,32,e2-multidepot-100c-01,full,1,ev_heavy_mixed,3,32,0.9142857142857143,35,OK,4906.319220175514,free_mixed
113.0,multidepot,all_cv,5012.581954145316,32,0,ev_heavy_mixed,4852.848804749863,2,33,e2-multidepot-100c-01,full,2,ev_heavy_mixed,2,33,0.9428571428571428,35,OK,4852.848804749863,free_mixed
113.0,multidepot,all_cv,5125.000427549517,33,0,ev_heavy_mixed,4884.440600294537,3,32,e2-multidepot-100c-01,full,3,ev_heavy_mixed,3,32,0.9142857142857143,35,OK,4884.440600294537,free_mixed
113.0,multidepot,all_cv,7241.7429228148685,48,0,ev_heavy_mixed,7226.239597986225,1,54,e2-multidepot-150c-01,full,1,ev_heavy_mixed,1,54,0.9818181818181818,55,OK,7226.239597986225,free_mixed
113.0,multidepot,all_cv,7427.961521286857,49,0,ev_heavy_mixed,7221.745641565783,3,51,e2-multidepot-150c-01,full,2,ev_heavy_mixed,3,51,0.9444444444444444,54,OK,7221.745641565783,free_mixed
113.0,multidepot,all_cv,7326.20773177737,47,0,ev_heavy_mixed,7508.198079647621,3,54,e2-multidepot-150c-01,full,3,all_cv,47,0,0.0,47,OK,7326.20773177737,cv_shell
113.0,multidepot,all_cv,9838.794400016606,67,0,ev_heavy_mixed,9609.03136527614,3,73,e2-multidepot-200c-01,full,1,ev_heavy_mixed,3,73,0.9605263157894737,76,OK,9609.03136527614,free_mixed
113.0,multidepot,all_cv,9605.469420293539,66,0,ev_heavy_mixed,9754.695394382925,4,72,e2-multidepot-200c-01,full,2,all_cv,66,0,0.0,66,OK,9605.469420293539,cv_shell
113.0,multidepot,all_cv,9815.444658557279,67,0,ev_heavy_mixed,9564.610283847545,3,72,e2-multidepot-200c-01,full,3,ev_heavy_mixed,3,72,0.96,75,OK,9564.610283847545,free_mixed
113.0,multidepot,all_cv,1013.4186119137498,7,0,ev_heavy_mixed,929.9390264192796,1,6,e2-multidepot-25c-01,full,1,ev_heavy_mixed,1,6,0.8571428571428571,7,OK,929.9390264192796,free_mixed
113.0,multidepot,all_cv,1068.0916874383547,7,0,ev_heavy_mixed,1015.6527299398327,1,7,e2-multidepot-25c-01,full,2,ev_heavy_mixed,1,7,0.875,8,OK,1015.6527299398327,free_mixed
113.0,multidepot,all_cv,1048.073247448967,7,0,ev_heavy_mixed,995.3240103565234,1,6,e2-multidepot-25c-01,full,3,ev_heavy_mixed,1,6,0.8571428571428571,7,OK,995.3240103565234,free_mixed
113.0,multidepot,all_cv,2423.8123321010567,16,0,all_ev,2234.0307793520624,0,17,e2-multidepot-50c-01,full,1,all_ev,0,17,1.0,17,OK,2234.0307793520624,free_mixed
113.0,multidepot,all_cv,2439.269044798069,16,0,ev_heavy_mixed,2203.5688807290394,1,15,e2-multidepot-50c-01,full,2,ev_heavy_mixed,1,15,0.9375,16,OK,2203.5688807290394,free_mixed
113.0,multidepot,all_cv,2446.3078778500008,16,0,all_ev,2250.374897797341,0,17,e2-multidepot-50c-01,full,3,all_ev,0,17,1.0,17,OK,2250.374897797341,free_mixed
113.0,multidepot,all_cv,4155.708850382353,25,0,ev_heavy_mixed,3823.4732707297353,1,26,e2-multidepot-75c-01,full,1,ev_heavy_mixed,1,26,0.9629629629629629,27,OK,3823.4732707297353,free_mixed
113.0,multidepot,all_cv,4075.521078355864,25,0,ev_heavy_mixed,3687.177687858025,3,22,e2-multidepot-75c-01,full,2,ev_heavy_mixed,3,22,0.88,25,OK,3687.177687858025,free_mixed
113.0,multidepot,all_cv,4231.443420447696,26,0,ev_heavy_mixed,3864.2169165171454,3,24,e2-multidepot-75c-01,full,3,ev_heavy_mixed,3,24,0.8888888888888888,27,OK,3864.2169165171454,free_mixed
113.0,threeshift,all_cv,5062.404501085723,30,0,ev_heavy_mixed,4893.410367450225,3,30,e2-threeshift-100c-01,full,1,ev_heavy_mixed,3,30,0.9090909090909091,33,OK,4893.410367450225,free_mixed
113.0,threeshift,all_cv,5134.753771532116,31,0,ev_heavy_mixed,4844.813276130261,3,31,e2-threeshift-100c-01,full,2,ev_heavy_mixed,3,31,0.9117647058823529,34,OK,4844.813276130261,free_mixed
113.0,threeshift,all_cv,4972.119063905068,30,0,ev_heavy_mixed,5074.819516955182,5,28,e2-threeshift-100c-01,full,3,all_cv,30,0,0.0,30,OK,4972.119063905068,cv_shell
113.0,threeshift,all_cv,8763.891111357876,51,0,ev_heavy_mixed,7381.957427175787,7,46,e2-threeshift-150c-01,full,1,ev_heavy_mixed,7,46,0.8679245283018868,53,OK,7381.957427175787,free_mixed
113.0,threeshift,all_cv,7752.50558279969,48,0,ev_heavy_mixed,7604.974995718144,5,49,e2-threeshift-150c-01,full,2,ev_heavy_mixed,5,49,0.9074074074074074,54,OK,7604.974995718144,free_mixed
113.0,threeshift,all_cv,7708.740066379589,48,0,ev_heavy_mixed,7625.278357593314,5,50,e2-threeshift-150c-01,full,3,ev_heavy_mixed,5,50,0.9090909090909091,55,OK,7625.278357593314,free_mixed
113.0,threeshift,all_cv,9593.344441393387,65,0,ev_heavy_mixed,9014.054973264452,2,68,e2-threeshift-200c-01,full,1,ev_heavy_mixed,2,68,0.9714285714285714,70,OK,9014.054973264452,free_mixed
113.0,threeshift,all_cv,9143.676897656356,62,0,ev_heavy_mixed,9220.513168120491,2,70,e2-threeshift-200c-01,full,2,all_cv,62,0,0.0,62,OK,9143.676897656356,cv_shell
113.0,threeshift,all_cv,9244.454997079307,63,0,all_ev,9215.899701965382,0,73,e2-threeshift-200c-01,full,3,all_ev,0,73,1.0,73,OK,9215.899701965382,free_mixed
113.0,threeshift,all_cv,2523.783984589867,15,0,ev_heavy_mixed,2304.5210475392864,1,16,e2-threeshift-50c-01,full,1,ev_heavy_mixed,1,16,0.9411764705882353,17,OK,2304.5210475392864,free_mixed
113.0,threeshift,all_cv,2453.0479974387,16,0,ev_heavy_mixed,2218.2691017675916,1,15,e2-threeshift-50c-01,full,2,ev_heavy_mixed,1,15,0.9375,16,OK,2218.2691017675916,free_mixed
113.0,threeshift,all_cv,2475.729953376651,16,0,all_ev,2242.857621029372,0,17,e2-threeshift-50c-01,full,3,all_ev,0,17,1.0,17,OK,2242.857621029372,free_mixed
