task_id,group,instance_id,arm_id,algorithm,seed,terminal_status,feasible,objective_cny,hgs_iterations_actual,complete_search_evaluations_actual,complete_search_evaluations_max,post_search_certificate_evaluations,max_hgs_iterations,max_no_improvement_iterations,stop_reason,cpu_seconds,cpu_minutes,wall_seconds,violation_count,solution_path,solution_sha256,common_initial_solution_sha256,route_count,physical_vehicle_count,sp_status,sp_mip_gap,per_view_json,error_type,error_message,solution_structure_sha256,search_trace_path
G2__HGS_M_SP_NO_MULTIVIEW__S2026080204,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,HGS_M_SP_NO_MULTIVIEW,HGS-M-SP (-multi-view),2026080204,PASS_FEASIBLE,True,7820.1814723598745,441,37,100,1,2000,150,NO_IMPROVEMENT_150,74.60695600000003,1.2434493000000004,108.67469704104587,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080204/solution.json,28258f785bea1d1bee3026c4497133cd1cf4bebd81425fe090a0d2312609030f,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,OPTIMAL,0.0,"{""mechanism_ev"": {""complete_search_evaluations"": 35, ""hgs_iterations"": 441, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080204/search_trace.json
G2__MV_HGS_NO_SP__S2026080204,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,MV_HGS_NO_SP,MV-HGS (-timed MIP route-pool recombination),2026080204,PASS_FEASIBLE,True,7820.1814723598745,1641,96,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,267.414396,4.45690665,381.51324533403385,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_NO_SP__S2026080204/solution.json,7c5e3dee363c6d8b06ff827782c42e2ca9f37e079e386fe92219670d2eb2ee85,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,,,"{""cv_only"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 30, ""hgs_iterations"": 441, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_NO_SP__S2026080204/search_trace.json
G2__MV_HGS_SP_FULL__S2026080205,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,MV_HGS_SP_FULL,MV-HGS-SP,2026080205,PASS_FEASIBLE,True,7820.1814723598745,1833,97,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,88.45831400000003,1.4743054,127.74555179197341,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_SP_FULL__S2026080205/solution.json,a3faa0a8c82d94e2322283aa7688de753e907c3ed6ec4ba9826b4056bd2fb44d,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 599, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 34, ""hgs_iterations"": 800, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 30, ""hgs_iterations"": 434, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_SP_FULL__S2026080205/search_trace.json
G2__HGS_M_SP_NO_MULTIVIEW__S2026080205,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,HGS_M_SP_NO_MULTIVIEW,HGS-M-SP (-multi-view),2026080205,PASS_FEASIBLE,True,7820.1814723598745,1203,68,100,1,2000,150,NO_IMPROVEMENT_150,114.15665099999995,1.9026109166666667,166.24107541597914,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080205/solution.json,b61f11d51bb8444bc8810a9d976a1939a55ea9127d4c65adf5fe24729d1f0ce5,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,OPTIMAL,0.0,"{""mechanism_ev"": {""complete_search_evaluations"": 66, ""hgs_iterations"": 1203, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080205/search_trace.json
G2__MV_HGS_NO_SP__S2026080205,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,MV_HGS_NO_SP,MV-HGS (-timed MIP route-pool recombination),2026080205,PASS_FEASIBLE,True,7820.1814723598745,1833,97,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,266.247099,4.437451716666667,354.5407810420729,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_NO_SP__S2026080205/solution.json,752b0d1efbd451a1a6015b72ee7d6518f48716e3fe2346d9e237f1eee437c3d0,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,,,"{""cv_only"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 599, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 34, ""hgs_iterations"": 800, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 434, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_NO_SP__S2026080205/search_trace.json
G2__MV_HGS_SP_FULL__S2026080206,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,MV_HGS_SP_FULL,MV-HGS-SP,2026080206,PASS_FEASIBLE,True,7820.1814723598745,1830,98,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,91.59661100000005,1.5266111166666672,143.67440449993592,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_SP_FULL__S2026080206/solution.json,6a53254a9118b00ff3cfab78d133c1fce43366afdd9cc5498025f126b4322764,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 630, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_SP_FULL__S2026080206/search_trace.json
G2__HGS_M_SP_NO_MULTIVIEW__S2026080206,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,HGS_M_SP_NO_MULTIVIEW,HGS-M-SP (-multi-view),2026080206,PASS_FEASIBLE,True,7820.1814723598745,630,45,100,1,2000,150,NO_IMPROVEMENT_150,82.86561400000005,1.3810936000000007,129.69666625000536,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080206/solution.json,0c38128edf86bdfddd6e4ca831ac753363c8622f89bda48affdf8c20d32b42bb,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,OPTIMAL,0.0,"{""mechanism_ev"": {""complete_search_evaluations"": 43, ""hgs_iterations"": 630, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080206/search_trace.json
G2__MV_HGS_NO_SP__S2026080206,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,MV_HGS_NO_SP,MV-HGS (-timed MIP route-pool recombination),2026080206,PASS_FEASIBLE,True,7820.1814723598745,1830,98,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,248.5840599999999,4.143067716666667,290.0562907080166,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_NO_SP__S2026080206/solution.json,25db0d5e141d4a98825082f904d837df96fa3d0cceaab54be7b52360ca8bb0e5,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,,,"{""cv_only"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 630, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_NO_SP__S2026080206/search_trace.json
G2__MV_HGS_SP_FULL__S2026080207,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,MV_HGS_SP_FULL,MV-HGS-SP,2026080207,PASS_FEASIBLE,True,7820.1814723598745,2000,100,100,1,2000,150,MAX_ITERATIONS,83.69881199999998,1.3949802500000013,98.26229041698389,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_SP_FULL__S2026080207/solution.json,4eb538064813a76b4c307fcfda5d960d9f501af0bad6b2233fc05eb8a1d61fc8,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 34, ""hgs_iterations"": 800, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_SP_FULL__S2026080207/search_trace.json
G2__HGS_M_SP_NO_MULTIVIEW__S2026080207,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,HGS_M_SP_NO_MULTIVIEW,HGS-M-SP (-multi-view),2026080207,PASS_FEASIBLE,True,7820.1814723598745,1107,64,100,1,2000,150,NO_IMPROVEMENT_150,92.87961299999995,1.5479936999999988,108.34693179198075,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080207/solution.json,3bb2dde8e1b0cb899f7ab97d6a341c76c5e36e56756c50c0a98d54ae5988f886,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,OPTIMAL,0.0,"{""mechanism_ev"": {""complete_search_evaluations"": 62, ""hgs_iterations"": 1107, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080207/search_trace.json
G2__MV_HGS_NO_SP__S2026080207,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,MV_HGS_NO_SP,MV-HGS (-timed MIP route-pool recombination),2026080207,PASS_FEASIBLE,True,7820.1814723598745,2000,100,100,1,2000,150,MAX_ITERATIONS,257.579563,4.292992783333333,303.724818250048,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_NO_SP__S2026080207/solution.json,00dddcb51efc7dfc65886460774d16200593b7273060d549ca727e10f20ae0eb,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,,,"{""cv_only"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 34, ""hgs_iterations"": 800, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_NO_SP__S2026080207/search_trace.json
G2__MV_HGS_SP_FULL__S2026080208,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,MV_HGS_SP_FULL,MV-HGS-SP,2026080208,PASS_FEASIBLE,True,7820.1814723598745,1777,97,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,79.36886700000002,1.3228144833333337,92.34593879210297,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_SP_FULL__S2026080208/solution.json,db5a8a0021570da340feec78169844a720f3ec037fec9daac4b9f1dfc16c29d6,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 577, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_SP_FULL__S2026080208/search_trace.json
G2__HGS_M_SP_NO_MULTIVIEW__S2026080208,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,HGS_M_SP_NO_MULTIVIEW,HGS-M-SP (-multi-view),2026080208,PASS_FEASIBLE,True,7820.1814723598745,577,43,100,1,2000,150,NO_IMPROVEMENT_150,73.610184,1.2268365666666663,85.35321025003213,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080208/solution.json,d97deab511702a252dbdc1eee72b1d59978916b129e443e6ab38d3f63fb3c2f9,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,OPTIMAL,0.0,"{""mechanism_ev"": {""complete_search_evaluations"": 41, ""hgs_iterations"": 577, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080208/search_trace.json
G2__MV_HGS_NO_SP__S2026080208,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,MV_HGS_NO_SP,MV-HGS (-timed MIP route-pool recombination),2026080208,PASS_FEASIBLE,True,7820.1814723598745,1777,97,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,251.09002299999997,4.184833799999999,303.3021246669814,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_NO_SP__S2026080208/solution.json,27957757b93442469c20edb4df58ff73a31ca65d5f2dfcd27c936427142a9614,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,,,"{""cv_only"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 577, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_NO_SP__S2026080208/search_trace.json
G2__MV_HGS_SP_FULL__S2026080209,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,MV_HGS_SP_FULL,MV-HGS-SP,2026080209,PASS_FEASIBLE,True,7820.1814723598745,1740,97,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,84.63214000000005,1.4105358000000006,102.89722258399706,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_SP_FULL__S2026080209/solution.json,30494bcb21d169914df795a7d704d8c88f01f8547b4297c896f177cad937296b,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 29, ""hgs_iterations"": 340, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 34, ""hgs_iterations"": 800, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 32, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_SP_FULL__S2026080209/search_trace.json
G2__HGS_M_SP_NO_MULTIVIEW__S2026080209,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,HGS_M_SP_NO_MULTIVIEW,HGS-M-SP (-multi-view),2026080209,PASS_FEASIBLE,True,7820.1814723598745,1070,62,100,1,2000,150,NO_IMPROVEMENT_150,97.06768799999998,1.6177954666666665,117.8027155000018,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080209/solution.json,93c8e9af5f5e64bea5ea379efbfb015c240660ad7520216dd51b24e152c97fc8,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,OPTIMAL,0.0,"{""mechanism_ev"": {""complete_search_evaluations"": 60, ""hgs_iterations"": 1070, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080209/search_trace.json
G2__MV_HGS_NO_SP__S2026080209,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,MV_HGS_NO_SP,MV-HGS (-timed MIP route-pool recombination),2026080209,PASS_FEASIBLE,True,7820.1814723598745,1740,97,100,1,2000,150,MAX_ITERATIONS+NO_IMPROVEMENT_150,242.45588500000008,4.040931483333335,280.6258910000324,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_NO_SP__S2026080209/solution.json,b22ea82a1183789db9fdf20f9be3e4130490ad2b331e381c5e67223b17b18292,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,,,"{""cv_only"": {""complete_search_evaluations"": 30, ""hgs_iterations"": 340, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 34, ""hgs_iterations"": 800, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 33, ""hgs_iterations"": 600, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""MAX_ITERATIONS"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_NO_SP__S2026080209/search_trace.json
G2__MV_HGS_SP_FULL__S2026080210,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,MV_HGS_SP_FULL,MV-HGS-SP,2026080210,PASS_FEASIBLE,True,7820.1814723598745,1569,94,100,1,2000,150,NO_IMPROVEMENT_150,93.03467,1.5505778833333332,115.34849904105067,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_SP_FULL__S2026080210/solution.json,13f28714ed2372826b636632c54e26756f992e62d683ea4f7ba420e7e72c0c61,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,OPTIMAL,0.0,"{""cv_only"": {""complete_search_evaluations"": 30, ""hgs_iterations"": 443, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""mechanism_ev"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 551, ""iteration_allocation"": 800, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}, ""naive_ev"": {""complete_search_evaluations"": 31, ""hgs_iterations"": 575, ""iteration_allocation"": 600, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__MV_HGS_SP_FULL__S2026080210/search_trace.json
G2__HGS_M_SP_NO_MULTIVIEW__S2026080210,4.3_one_factor_ablation,cn-prd-200c-01-V2-LOCATIONS,HGS_M_SP_NO_MULTIVIEW,HGS-M-SP (-multi-view),2026080210,PASS_FEASIBLE,True,7820.1814723598745,551,42,100,1,2000,150,NO_IMPROVEMENT_150,79.71214600000008,1.3285358333333344,96.17164879199117,0,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080210/solution.json,bce64225c2925b0860d115705e46a45bb3f594f5a0c5099422f429524a032eba,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,35,22,OPTIMAL,0.0,"{""mechanism_ev"": {""complete_search_evaluations"": 40, ""hgs_iterations"": 551, ""iteration_allocation"": 2000, ""no_improvement_limit"": 150, ""stop_reason"": ""NO_IMPROVEMENT_150"", ""wallclock_safety_triggered"": false}}",,,df08dc61cacd21f50acd489c9dc05f0adcaecba72d6a2a43f65692c6541b5143,baselines/china_e3_e7/formal_ablation_200c_20260803/units/G2__HGS_M_SP_NO_MULTIVIEW__S2026080210/search_trace.json
