instance,seed,algorithm,time_limit_seconds,elapsed_seconds,route_count,distance_double,lexicographic_score,evaluations,feasible,independent_recompute_pass,violation_count,solution_sha256,education,status
C1_2_1,1,hgs_with_sisr_regret_offspring_education,2.0,2.0797222499968484,20,2704.5677663304737,950264.5677663304,,True,True,0,4027d19a5cf8d7dc6dea5c65c3c3b9157aa931c29505b11b7ca422c384f4ce9c,"{""education_accepted"": 1, ""education_calls"": 104, ""sequence_removed_customers"": 668}",OK
C2_2_1,1,hgs_with_sisr_regret_offspring_education,2.0,2.0598814580007456,6,1931.4425029392032,279107.4425029392,,True,True,0,d6e45943071e4b58bb4fa077290dd0cf156ebd12628aeb8e8435f657e610baed,"{""education_accepted"": 12, ""education_calls"": 118, ""sequence_removed_customers"": 779}",OK
R1_2_1,1,hgs_with_sisr_regret_offspring_education,2.0,2.0770106660202146,23,8368.181231135713,1065540.1812311357,,True,True,0,c9f7802134b3c791b1d83c9f82b605497da3da9be9a1c6b37fd94ff40ff3d1ce,"{""education_accepted"": 0, ""education_calls"": 97, ""sequence_removed_customers"": 582}",OK
R2_2_1,1,hgs_with_sisr_regret_offspring_education,2.0,2.0511982499738224,7,9496.841670301008,331244.841670301,,True,True,0,75a48f5b1ec446981f127d512890479f6b08fafa7b35ff2eb73cd7d1d55c4375,"{""education_accepted"": 0, ""education_calls"": 94, ""sequence_removed_customers"": 616}",OK
RC1_2_1,1,hgs_with_sisr_regret_offspring_education,2.0,2.101056042010896,20,6386.578383526032,925666.5783835261,,True,True,0,3068418f95a09a0b349b55aa2d1f97ae6f9dfd8574419f0cbce3f44976c81c12,"{""education_accepted"": 0, ""education_calls"": 71, ""sequence_removed_customers"": 481}",OK
RC2_2_1,1,hgs_with_sisr_regret_offspring_education,2.0,2.0640455840039067,10,8946.19641570803,468586.19641570805,,True,True,0,f1c1ea1f3693242eb466307b7e8512b182b518bed6265d0e2b8f1744fd9c8176,"{""education_accepted"": 0, ""education_calls"": 79, ""sequence_removed_customers"": 522}",OK
