instance_id,route_proxy_mode,seed,runtime_seconds,elapsed_seconds,proxy_best_exact_objective,archive_best_exact_objective,archive_minus_proxy,strict_archive_improvement,archive_not_worse,feasible,violation_count,archive_candidates_completed,population_size,hgs_iterations
cn-jjj-25c-01-V2-LOCATIONS,cv_only,1,2.0,2.636982333031483,1253.672412632888,1253.672412632888,0.0,False,True,True,0,24,95,1807
cn-jjj-25c-01-V2-LOCATIONS,naive_ev,1,2.0,2.6621581250219606,1216.9518531614328,1214.6067800693247,-2.345073092108123,True,True,True,0,24,95,1989
cn-jjj-25c-01-V2-LOCATIONS,mechanism_ev,1,2.0,2.684318333049305,1216.9518531614328,1216.9518531614328,0.0,False,True,True,0,24,117,1918
cn-prd-75c-01-V2-LOCATIONS,cv_only,1,2.0,4.26025708304951,3616.9122249931147,3587.883755035436,-29.02846995767868,True,True,True,0,24,99,547
cn-prd-75c-01-V2-LOCATIONS,naive_ev,1,2.0,5.130463874957059,3615.5630002565617,3594.046023798215,-21.516976458346562,True,True,True,0,24,70,407
cn-prd-75c-01-V2-LOCATIONS,mechanism_ev,1,2.0,4.630498499958776,3596.64786706864,3593.684024423631,-2.9638426450092084,True,True,True,0,24,77,411
cn-cy-150c-01-V2-LOCATIONS,cv_only,1,2.0,14.063237917027436,7422.230890412822,7422.230890412822,0.0,False,True,True,0,24,65,258
cn-cy-150c-01-V2-LOCATIONS,naive_ev,1,2.0,12.429866457998287,8855.898693994624,8415.881190547478,-440.01750344714674,True,True,True,0,24,74,160
cn-cy-150c-01-V2-LOCATIONS,mechanism_ev,1,2.0,13.714537207968533,8838.45526152476,8415.881190547478,-422.57407097728174,True,True,True,0,24,56,149
