instance_id,seed,n_clients,mother_cost,mother_cpu_seconds,mother_iterations,hybrid_cost,hybrid_cpu_seconds,cpu_ratio,hybrid_vs_mother,improvement_percent,epochs_run
PR22A,10,600,8041.573,240.0529036669759,7631,7955.089,480.3705532499589,2.0011028648767124,win,1.0754612312790095,4
PR22B,2,600,6509.428,240.09380970802158,8331,6442.945,480.34014420805033,2.000635271655661,win,1.0213339789609805,4
PR22B,3,600,6541.212,240.03478687489405,9803,6529.649,480.30551474995445,2.0009829450274195,win,0.17677152185252673,4
PR22B,4,600,6492.595,240.08749408391304,9061,6466.552,480.3304075419437,2.0006473447303477,win,0.4011185050045563,4
PR22B,5,600,6494.957,240.05494862503838,8442,6476.369,474.08958533301484,1.9749211088896754,win,0.2861912711662394,4
PR22B,7,600,6486.609,240.06685699999798,7952,6473.895,460.6885563330725,1.9190010736595613,win,0.19600379797826478,4
PR22B,6,600,6470.882,240.07466079096776,8387,6454.38,480.37485845794436,2.0009394447346747,win,0.25501933121326426,4
PR22B,8,600,6473.029,240.04943533299956,8740,6472.16,471.89951891603414,1.965843070038508,win,0.013424935992108124,4
PR22B,10,600,6452.051,240.05855912494007,9814,6442.852,434.26428904093336,1.80899314993771,win,0.1425748184569608,4
PR22B,9,600,6461.588,240.05987041606568,8174,6417.919,480.33078775007743,2.0008791428470754,win,0.6758245805829755,4
PR23A,1,780,10072.19,240.0597961669555,4436,9923.957,480.4716443750076,2.001466518120559,win,1.4717057561463809,4
PR23A,2,780,10143.297,240.09686358296312,4609,9981.311,480.5492995829554,2.0014809540271497,win,1.5969758156544245,4
PR23A,3,780,10029.124,240.09517200000118,4318,9892.624,480.5089774999069,2.00132711331615,win,1.3610361184087465,4
PR23A,4,780,10065.001,240.06286016700324,4490,9914.811,480.53937483311165,2.0017231091007472,win,1.4922005472230009,4
PR23A,5,780,10178.326,240.08210158301517,4240,10007.363,480.6024198330706,2.001825278369986,win,1.679676992071189,4
PR23A,6,780,10089.354,240.119560000021,4438,9900.873,480.6290034999838,2.001623705707031,win,1.868117621802147,4
PR23A,7,780,10037.329,240.09233679191675,4425,9948.14,480.567401416949,2.0015940860013672,win,0.8885730456777925,4
PR23A,8,780,10159.053,240.11449850001372,4229,10027.339,480.6358574590413,2.0016944435323794,win,1.2965184845477224,4
PR23A,9,780,10102.318,240.11117424990516,4298,9964.881,480.70323158300016,2.002002751786509,win,1.3604501461941696,4
PR23A,10,780,10025.006,240.09244629205205,4098,9919.113,480.6739360829815,2.0020368966472297,win,1.0562886446152755,4
PR23B,1,780,8509.384,240.06603724998422,4105,8450.473,480.5477117500268,2.0017313454865153,win,0.6923062820998566,4
PR23B,2,780,8607.868,240.0811543329619,4250,8504.636,480.6457893749466,2.0020138219943426,win,1.199274895944036,4
PR23B,3,780,8518.286,240.1036566249095,4401,8467.949,480.60855912498664,2.0016711360451893,win,0.5909287384809518,4
PR23B,4,780,8482.199,240.0750724580139,4520,8416.383,480.5512888330268,2.0016709103235577,win,0.775930864154457,4
PR23B,5,780,8490.133,240.07947708293796,4397,8469.622,480.6756734160008,2.002152284136917,win,0.24158632143925687,4
PR23B,6,780,8533.972,240.1217187079601,4329,8479.375,480.60887658305,2.001521891352003,win,0.6397607116592339,4
PR23B,7,780,8510.314,240.10134845902212,4593,8459.971,480.5400271669496,2.0014049494143635,win,0.5915527911191145,4
PR23B,8,780,8482.875,240.1203199159354,4712,8448.164,480.50008091598283,2.001080462845472,win,0.40918910157227745,4
PR23B,9,780,8489.679,240.08547379099764,4727,8440.222,480.5093854999868,2.0014096559556376,win,0.5825544169573471,4
PR23B,10,780,8485.41,240.08904916699976,4930,8405.473,480.504232208943,2.001358387132087,win,0.9420522991817708,4
PR24A,1,960,12098.684,240.1697865409078,3038,11963.522,480.8207781249657,2.0020036035759565,win,1.1171628253122277,4
PR24A,2,960,12134.991,240.13231458398513,2899,11939.746,480.8315686249407,2.0023609461223604,win,1.6089422728043292,4
PR24A,3,960,12278.975,240.12592745793518,2928,12011.073,480.78353599994443,2.002214176077122,win,2.1817944901752795,4
PR24A,4,960,12104.41,240.12727099994663,2984,11889.491,480.9630383749027,2.002950503589447,win,1.7755429632671058,4
PR24A,5,960,12146.421,240.11002429190557,2882,11954.771,480.6907334999414,2.0019602884865733,win,1.5778310335200767,4
PR24A,6,960,12130.54,240.11571379203815,3014,11963.495,480.8376954999985,2.002524898959538,win,1.3770615322978208,4
PR24A,7,960,12167.095,240.105316375033,2931,11988.169,480.78927229193505,2.0024099405652693,win,1.4705728853107458,4
PR24A,8,960,12173.038,240.1488297500182,3035,11931.612,480.83633708406705,2.002243098934071,win,1.9832846985280197,4
PR24A,9,960,12174.991,240.14831716695335,2923,12033.572,480.8976227079984,2.0025025716656337,win,1.1615532200393401,4
PR24A,10,960,12142.631,240.0909439579118,2957,11929.938,480.75373974989634,2.0023818134272195,win,1.7516220331491528,4
PR24B,1,960,10827.514,240.14053170802072,3197,10684.64,480.7030737500172,2.001757347378946,win,1.319545742448357,4
PR24B,2,960,10721.544,240.1265405419981,3540,10654.538,480.6409781250404,2.0016153859551244,win,0.624965956395827,4
PR24B,3,960,10763.603,240.08842345909216,3233,10689.571,480.7504954590695,2.002389321953222,win,0.6877994292431563,4
PR24B,4,960,10818.374,240.13398433302063,3213,10757.956,480.734172416036,2.0019414317856326,win,0.5584757931275038,4
PR24B,5,960,10753.644,240.0956337499665,3296,10675.547,480.6523027080111,2.0019202148780355,win,0.7262375432922994,4
PR24B,6,960,10831.019,240.1292015829822,2926,10663.342,480.74351058294997,2.00202019335336,win,1.5481184180361947,4
PR24B,7,960,10842.643,240.1454064589925,3059,10733.084,480.7331607500091,2.001841999972211,win,1.0104455159134105,4
PR24B,8,960,10807.424,240.15138512500562,2928,10690.19,480.75984166702256,2.0019032637133174,win,1.0847543318370814,4
PR24B,9,960,10818.459,240.20268783299252,3237,10641.27,480.8100256250473,2.001684618780551,win,1.6378395481278831,4
PR24B,10,960,10837.672,240.09717529197223,3434,10724.832,480.6193340419559,2.0017700477212803,win,1.0411830142119096,4
