instance,source_scale,customer_count,num_cv,num_ev,map_seed,moved_customer_count,moved_customer_share,geographic_owner_counts_json,mixed_owner_counts_json,max_owner_demand_relative_drift,median_assigned_to_nearest_distance_ratio,mean_extra_one_way_distance_km,geographic_map_sha256,mixed_map_sha256,structure_gate_pass
L-main-threeshift-10c-01,10,22,1,1,202607130010,10,0.45454545454545453,"{""D0"": 8, ""D1"": 14}","{""D0"": 8, ""D1"": 14}",0.05878300803673938,1.0,15.92767441043013,6a763f89d6874d377eb90928a7823f670854bc600dfe7849598c1393c267594f,a818596b49bc5e42d8b5957054a5842a7072c26aa20c9a8fdf92cebcc7ecdb06,False
L-main-threeshift-20c-01,20,45,2,1,202607130020,20,0.4444444444444444,"{""D0"": 27, ""D1"": 18}","{""D0"": 27, ""D1"": 18}",0.007618801652892562,1.0,13.814203355165715,682338b8a92b374546814fd252cab06a724d706b49a2d4e463dedcfe35e5ea59,dd6851a8e8244373c974af752a9863345d57c7bb9d25aa89cb43a68ae67a80e4,True
L-main-threeshift-25c-01,25,55,2,1,202607130025,24,0.43636363636363634,"{""D0"": 29, ""D1"": 26}","{""D0"": 29, ""D1"": 26}",0.02936844841029195,1.0,15.375915054051054,0e591a32964515bf03077d198c09e47378502a971e083a5215b7cbcf84725033,62b8292dd1aa58908621ae15ba5c512b8350519ec37fb26b6205ac58224bf9e9,True
L-main-threeshift-50c-01,50,114,4,3,202607130050,50,0.43859649122807015,"{""D0"": 60, ""D1"": 54}","{""D0"": 60, ""D1"": 54}",0.022513249529148963,1.0,17.23161767898191,e790d640c56a748775f5991974780b786885d89638b7e244f40d0825b022f883,1aa3c47ae91f2425483a87256a13828f242df10c2902fab19941ea97a03bb6c5,True
L-main-threeshift-75c-01,75,163,6,5,202607130075,78,0.4785276073619632,"{""D0"": 84, ""D1"": 79}","{""D0"": 84, ""D1"": 79}",0.0029423252180705638,1.0,22.487612597992484,78e60955353d9bbbf746fd3844a4b8efe8ff566b1748fdd74fdae0e6f96d042a,84b32864d1d03cd5c531bff30381dd64547ddb2e06f5cfc3158363280f5b2815,True
L-main-threeshift-100c-01,100,221,7,7,202607130100,112,0.5067873303167421,"{""D0"": 119, ""D1"": 102}","{""D0"": 119, ""D1"": 102}",0.0034595425715933117,1.0235950242132337,18.902757065926767,224661a81d2e79b34a649b124596af0764894bea836f05327e1ce99dd66d2202,20ff66c473aa6b1e0601fd9c83f0c65496154ad8d77f89cf2147eef2f3a9e65c,True
L-main-threeshift-150c-01,150,322,10,10,202607130150,150,0.4658385093167702,"{""D0"": 168, ""D1"": 154}","{""D0"": 168, ""D1"": 154}",0.00013572940984852598,1.0,2.958295788075251,e4ce0243614129af51b1d94139fe673f33aab3aa2a8f02d30e0b35f16dd0b2a5,31831d2246ef7ad7af7d184ab244425e61b9f3efb8e7bd7ac2a096127fab3032,True
L-main-threeshift-200c-01,200,449,14,14,202607130200,234,0.5211581291759465,"{""D0"": 230, ""D1"": 219}","{""D0"": 230, ""D1"": 219}",0.015987842578039615,1.0983061171580648,15.533284632874384,724f8b09ee458f161d7c5860ada72c7096c46ecdb9c1560d418494709c201c74,aae891d05d994736e6eaa583697771a640b347e3933e766985c968e81220dcee,True
