variant,instance,pair_count,mean_candidate,mean_lns,gap_fraction,worst_seed_gap_fraction,best_seed_gap_fraction
LOCAL_SEARCH_ONLY,POOLED_100C_150C,6,3328.0969594389135,3291.093844875438,-0.011243409124018998,-0.0708194957991079,0.07498145078524265
ROUTE_ELIMINATION_ONLY,POOLED_100C_150C,6,3323.8056331934704,3291.093844875438,-0.009939488164084928,-0.04677516675475149,0.040841439176828156
LOCAL_SEARCH_ROUTE_ELIMINATION_STACK,POOLED_100C_150C,3,3945.955164820597,3895.1719318922487,-0.01303748173798278,-0.06425981128603864,0.07013697668462368
LOCAL_SEARCH_ONLY,e2-threeshift-100c-01,3,2745.3297058863445,2687.0157578586277,-0.021702123576003575,-0.05775255161645537,0.010902180120816047
ROUTE_ELIMINATION_ONLY,e2-threeshift-100c-01,3,2727.047818704347,2687.0157578586277,-0.014898334975758385,-0.026152979011749535,0.0007983662841237529
LOCAL_SEARCH_ONLY,e2-threeshift-150c-01,3,3910.8642129914824,3895.1719318922487,-0.004028649151723193,-0.0708194957991079,0.07498145078524265
ROUTE_ELIMINATION_ONLY,e2-threeshift-150c-01,3,3920.5634476825935,3895.1719318922487,-0.006518715023192764,-0.04677516675475149,0.040841439176828156
LOCAL_SEARCH_ROUTE_ELIMINATION_STACK,e2-threeshift-150c-01,3,3945.955164820597,3895.1719318922487,-0.01303748173798278,-0.06425981128603864,0.07013697668462368
