all_cv_winner_count,all_ev_winner_count,balanced_winner_count,category,customer_count,cv_heavy_winner_count,ev_heavy_winner_count,instance,mean_winner_cost,mean_winner_cv_routes,mean_winner_cv_share,mean_winner_ev_routes,mean_winner_ev_share,mean_winner_route_count,ok_seed_count,seed_count
0,0,0,multidepot,100,0,3,e2-multidepot-100c-01,4758.876876992995,2.6666666666666665,0.07675070028011206,32.0,0.9232492997198879,34.666666666666664,3,3
0,3,0,multidepot,150,0,0,e2-multidepot-150c-01,6879.226831085241,0.0,0.0,53.0,1.0,53.0,3,3
0,0,0,multidepot,200,0,3,e2-multidepot-200c-01,9116.66419441717,1.6666666666666667,0.023213354199269693,70.0,0.9767866458007303,71.66666666666667,3,3
0,1,0,multidepot,25,0,2,e2-multidepot-25c-01,970.4954782524597,0.6666666666666666,0.0892857142857143,7.0,0.9107142857142857,7.666666666666667,3,3
0,1,0,multidepot,50,0,2,e2-multidepot-50c-01,2228.959182078694,0.6666666666666666,0.04044117647058824,16.0,0.9595588235294118,16.666666666666668,3,3
0,0,0,multidepot,75,0,3,e2-multidepot-75c-01,3790.5583668332642,2.3333333333333335,0.08879392212725545,24.0,0.9112060778727445,26.333333333333332,3,3
0,2,0,threeshift,100,0,1,e2-threeshift-100c-01,4582.90861580376,0.3333333333333333,0.009803921568627453,32.333333333333336,0.9901960784313726,32.666666666666664,3,3
0,0,0,threeshift,150,0,3,e2-threeshift-150c-01,7199.886501726156,1.6666666666666667,0.031101614434947817,51.666666666666664,0.9688983855650521,53.333333333333336,3,3
0,2,0,threeshift,200,0,1,e2-threeshift-200c-01,8869.887773677247,0.3333333333333333,0.004761904761904745,69.66666666666667,0.9952380952380953,70.0,3,3
0,3,0,threeshift,50,0,0,e2-threeshift-50c-01,2158.5011795274363,0.0,0.0,15.666666666666666,1.0,15.666666666666666,3,3
0,1,0,threeshift,75,0,2,e2-threeshift-75c-01,3509.709430120183,0.6666666666666666,0.026153846153846156,25.0,0.9738461538461539,25.666666666666668,3,3
0,0,0,vanilla,100,0,3,e2-vanilla-100c-01,5326.300095503832,2.3333333333333335,0.06782106782106782,32.0,0.9321789321789322,34.333333333333336,3,3
1,1,0,vanilla,150,0,1,e2-vanilla-150c-01,7110.475391551012,16.333333333333332,0.3466666666666667,34.333333333333336,0.6533333333333333,50.666666666666664,3,3
0,0,0,vanilla,200,0,3,e2-vanilla-200c-01,10440.185890745239,2.3333333333333335,0.0319685438863521,71.0,0.9680314561136479,73.33333333333333,3,3
0,2,0,vanilla,25,0,1,e2-vanilla-25c-01,1081.4948106430775,0.3333333333333333,0.04761904761904764,7.0,0.9523809523809524,7.333333333333333,3,3
0,0,0,vanilla,50,0,3,e2-vanilla-50c-01,2486.746500677172,1.6666666666666667,0.10171568627450982,14.666666666666666,0.8982843137254902,16.333333333333332,3,3
0,0,0,vanilla,75,0,3,e2-vanilla-75c-01,4332.9472755291745,3.6666666666666665,0.13770180436847104,23.0,0.8622981956315289,26.666666666666668,3,3
