B_battery_kwh,E_cv_direct,E_ev_indirect,E_total,active_flags,actual_evals,best_penalized_obj,carbon_price,category,commit_hash,composition,cost_carbon,cost_elec,cost_fix,cost_fuel,cost_km,cost_occ,cv_route_count,cv_route_share,depot_charging_kwh,elapsed_seconds,ev_drive_kwh,ev_route_count,ev_route_share,eval_budget,fuel_liters,instance,route_count,runtime_cap_seconds,seed,solver_reported_feasible,station_charging_kwh,status,subprocess_returncode,total_cost,v_speed_ms,variant,violation_count
280.0,0.0,262.9385458170583,262.9385458170583,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,9231.663379893913,0.05034,multidepot,b6930603,all_ev,13.236326396430716,847.3640315744437,5840.0,0.0,2531.063021923039,0.0,0,0.0,4572.930553558788,155.12259287497727,4543.861364156711,73,1.0,3000,0.0,e2-multidepot-200c-01,73,900.0,2,True,0.0,OK,0,9231.663379893913,25.0,free_mixed,0
280.0,3247.0072658194836,0.0,3247.0072658194836,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,9605.469420293539,0.05034,multidepot,b6930603,all_cv,163.4543457613528,0.0,5280.0,1810.0396420775871,2351.9754324545997,0.0,66,1.0,0.0,107.57131050000316,0.0,0,0.0,3000,1263.0239634900474,e2-multidepot-200c-01,66,900.0,2,True,0.0,OK,0,9605.469420293539,25.0,cv_shell,0
280.0,251.09052962294467,232.03760204722462,483.1281316701693,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,9139.849849601296,0.05034,multidepot,b6930603,ev_heavy_mixed,24.320670148276324,757.5364496130305,5760.0,139.9700632493298,2458.0226665906594,0.0,2,0.027777777777777776,4088.1621673665973,247.90285699997912,4088.1621673665973,70,0.9722222222222222,3000,97.66943217453758,e2-multidepot-200c-01,72,900.0,2,True,0.0,OK,0,9139.849849601296,25.0,ev_shell,0
280.0,114.53374515470023,244.58617037007218,359.1199155247724,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,9025.212570428954,0.05034,multidepot,b6930603,ev_heavy_mixed,18.078096547517045,794.2964860780215,5680.0,63.8466754503236,2468.9913123530914,0.0,1,0.014084507042253521,4286.543367933197,203.1942097079882,4286.543367933197,70,0.9859154929577465,3000,44.55144473541525,e2-multidepot-200c-01,71,900.0,3,True,0.0,OK,0,9025.212570428954,25.0,free_mixed,0
280.0,3344.899663859274,0.0,3344.899663859274,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,9815.444658557279,0.05034,multidepot,b6930603,all_cv,168.38224907867587,0.0,5360.0,1864.6096219403637,2422.45278753824,0.0,67,1.0,0.0,179.69709812497604,0.0,0,0.0,3000,1301.102241253481,e2-multidepot-200c-01,67,900.0,3,True,0.0,OK,0,9815.444658557279,25.0,cv_shell,0
280.0,77.10853971152711,254.57178116807344,331.6803208796006,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,9421.259278210031,0.05034,multidepot,b6930603,ev_heavy_mixed,16.696787353079095,824.508323424071,6000.0,42.98404721473675,2537.0701202181435,0.0,1,0.013333333333333334,4449.586203044097,294.64979341698927,4449.586203044097,74,0.9866666666666667,3000,29.993752853769273,e2-multidepot-200c-01,75,900.0,3,True,0.0,OK,0,9421.259278210031,25.0,ev_shell,0
280.0,110.45058467055316,15.964426614334936,126.4150112848881,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,1004.4254330743684,0.05034,multidepot,b6930603,ev_heavy_mixed,6.363731668081267,54.24309445370554,640.0,61.57052337050814,242.24808358207332,0.0,1,0.125,292.73121669565865,8.692023707990302,292.73121669565865,7,0.875,3000,42.96317310062671,e2-multidepot-25c-01,8,180.0,1,True,0.0,OK,0,1004.4254330743684,25.0,free_mixed,0
280.0,340.4617950248948,0.0,340.4617950248948,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,1013.4186119137498,0.05034,multidepot,b6930603,all_cv,17.138846761553204,0.0,560.0,189.7899496853832,246.48981546681338,0.0,7,1.0,0.0,6.3252214579842985,0.0,0,0.0,3000,132.43315168891436,e2-multidepot-25c-01,7,180.0,1,True,0.0,OK,0,1013.4186119137498,25.0,cv_shell,0
280.0,110.45058467055316,15.964426614334936,126.4150112848881,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,1004.4254330743684,0.05034,multidepot,b6930603,ev_heavy_mixed,6.363731668081267,54.243094453705545,640.0,61.57052337050814,242.24808358207332,0.0,1,0.125,292.73121669565865,8.051435041998047,292.73121669565865,7,0.875,3000,42.96317310062671,e2-multidepot-25c-01,8,180.0,1,True,0.0,OK,0,1004.4254330743684,25.0,ev_shell,0
280.0,110.45058467055316,16.377275212451618,126.82785988300478,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,929.9390264192796,0.05034,multidepot,b6930603,ev_heavy_mixed,6.384514466510461,55.4941731154476,560.0,61.57052337050814,246.48981546681338,0.0,1,0.14285714285714285,299.48285545303617,9.162396457977593,299.48285545303617,6,0.8571428571428571,3000,42.96317310062671,e2-multidepot-25c-01,7,180.0,2,True,0.0,OK,0,929.9390264192796,25.0,free_mixed,0
280.0,380.94336153712624,0.0,380.94336153712624,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,1068.0916874383547,0.05034,multidepot,b6930603,all_cv,19.176688819778935,0.0,560.0,212.35634210829838,276.5586565102774,0.0,7,1.0,0.0,6.166966666991357,0.0,0,0.0,3000,148.1797097957563,e2-multidepot-25c-01,7,180.0,2,True,0.0,OK,0,1068.0916874383547,25.0,cv_shell,0
280.0,110.45058467055316,16.377275212451618,126.82785988300478,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,929.9390264192796,0.05034,multidepot,b6930603,ev_heavy_mixed,6.384514466510461,55.4941731154476,560.0,61.57052337050814,246.48981546681338,0.0,1,0.14285714285714285,299.48285545303617,8.996496292005759,299.48285545303617,6,0.8571428571428571,3000,42.96317310062671,e2-multidepot-25c-01,7,180.0,2,True,0.0,OK,0,929.9390264192796,25.0,ev_shell,0
280.0,0.0,26.07036770843518,26.07036770843518,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,977.1219752637318,0.05034,multidepot,b6930603,all_ev,1.312382310442627,83.81808449873354,640.0,0.0,251.99150845455554,0.0,0,0.0,452.3372072246818,10.226550666993717,452.3372072246818,8,1.0,3000,0.0,e2-multidepot-25c-01,8,180.0,3,True,0.0,OK,0,977.1219752637318,25.0,free_mixed,0
280.0,366.4475089342881,0.0,366.4475089342881,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,1048.073247448967,0.05034,multidepot,b6930603,all_cv,18.446967599752064,0.0,560.0,204.2756494245915,265.35063042462355,0.0,7,1.0,0.0,5.583615457988344,0.0,0,0.0,3000,142.54109931239375,e2-multidepot-25c-01,7,180.0,3,True,0.0,OK,0,1048.073247448967,25.0,cv_shell,0
280.0,0.0,26.070367708435185,26.070367708435185,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,977.1219752637317,0.05034,multidepot,b6930603,all_ev,1.3123823104426273,83.81808449873353,640.0,0.0,251.99150845455554,0.0,0,0.0,452.3372072246818,9.744507999974303,452.3372072246818,8,1.0,3000,0.0,e2-multidepot-25c-01,8,180.0,3,True,0.0,OK,0,977.1219752637317,25.0,ev_shell,0
280.0,108.08735420985832,59.55570140546003,167.64305561531836,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,2268.9816932117255,0.05034,multidepot,b6930603,ev_heavy_mixed,8.439151419675127,192.63045924090213,1360.0,60.25314386777292,647.6589386833755,0.0,1,0.058823529411764705,1039.559952730179,21.752609667018987,1020.7602048308057,16,0.9411764705882353,3000,42.04392147636098,e2-multidepot-50c-01,17,180.0,1,True,0.0,OK,0,2268.9816932117255,25.0,free_mixed,0
280.0,858.0396147686637,0.0,858.0396147686637,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,2423.8123321010567,0.05034,multidepot,b6930603,all_cv,43.19371420745453,0.0,1280.0,478.3129787091169,622.3056391844855,0.0,16,1.0,0.0,17.962693707988365,0.0,0,0.0,3000,333.76106252816754,e2-multidepot-50c-01,16,180.0,1,True,0.0,OK,0,2423.8123321010567,25.0,cv_shell,0
280.0,95.19066817190756,59.86378140634547,155.054449578253,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,2262.471049964609,0.05034,multidepot,b6930603,ev_heavy_mixed,7.805440991769257,192.71195507436062,1360.0,53.06390434070092,648.8897495577786,0.0,1,0.058823529411764705,1039.999757551865,22.054408249998232,1039.999757551865,16,0.9411764705882353,3000,37.02735631895954,e2-multidepot-50c-01,17,180.0,1,True,0.0,OK,0,2262.471049964609,25.0,ev_shell,0
280.0,0.0,69.21451317154417,69.21451317154417,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,2248.1924134281335,0.05034,multidepot,b6930603,all_ev,3.4842585930555336,220.98332153393707,1360.0,0.0,663.7248333011406,0.0,0,0.0,1192.5705425468811,16.274053125001956,1192.5705425468811,17,1.0,3000,0.0,e2-multidepot-50c-01,17,180.0,2,True,0.0,OK,0,2248.1924134281335,25.0,free_mixed,0
280.0,869.7036092372166,0.0,869.7036092372166,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,2439.269044798069,0.05034,multidepot,b6930603,all_cv,43.78087968900149,0.0,1280.0,484.81505605132025,630.6731090577473,0.0,16,1.0,0.0,9.219559916993603,0.0,0,0.0,3000,338.29813415066656,e2-multidepot-50c-01,16,180.0,2,True,0.0,OK,0,2439.269044798069,25.0,cv_shell,0
280.0,104.18970494213396,62.92226951994238,167.11197446207635,"{""SETP_ALNS_CRUSH_ADAPTIVE_Q"": ""1"", ""SETP_ALNS_CRUSH_LOCAL_SEARCH"": ""0"", ""SETP_ALNS_CRUSH_REPAIR_STRUCTURE_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_COST_CACHE"": ""1"", ""SETP_ALNS_CRUSH_ROUTE_ELIMINATION"": ""0"", ""SETP_ALNS_CRUSH_SA_ACCEPTANCE"": ""1"", ""SETP_ALNS_CRUSH_SA_MODE"": ""lns_cooling"", ""SETP_ALNS_CRUSH_SCAN_REBUILD"": ""1"", ""SETP_ALNS_CRUSH_SCAN_RESTART"": ""1"", ""SETP_ALNS_CRUSH_TIMING_LEDGER"": ""0"", ""SETP_ALNS_CRUSH_TRUE_ACCEPTANCE"": ""0"", ""SETP_ALNS_CRUSH_TRUE_REPAIR"": ""1""}",3000,2217.3060544790897,0.05034,multidepot,b6930603,ev_heavy_mixed,8.412416794420924,198.54745585898928,1280.0,58.08040475512568,672.2657770705538,0.0,1,0.0625,1071.4919366378267,14.966166375001194,1071.4919366378267,15,0.9375,3000,40.52781017034797,e2-multidepot-50c-01,16,180.0,2,True,0.0,OK,0,2217.3060544790897,25.0,ev_shell,0
