record_type,record_id,instance_id,target_ev_share,target_ev_percent,depot_count,total_fleet_cap,target_ev_available,target_cv_available,physical_cv_used,physical_ev_used,violation_count,violations_json,status,route_search_executed,search_evaluations
fleet_authority_zero_search_certification,W2/cn-cy-100c-03-V2-LOCATIONS/ev_share_0,cn-cy-100c-03-V2-LOCATIONS,0.00,0,2,15,0,15,11,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-100c-03-V2-LOCATIONS/ev_share_25,cn-cy-100c-03-V2-LOCATIONS,0.25,25,2,15,4,11,8,3,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-100c-03-V2-LOCATIONS/ev_share_50,cn-cy-100c-03-V2-LOCATIONS,0.50,50,2,15,8,7,7,6,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-100c-03-V2-LOCATIONS/ev_share_75,cn-cy-100c-03-V2-LOCATIONS,0.75,75,2,15,11,4,3,11,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-100c-03-V2-LOCATIONS/ev_share_100,cn-cy-100c-03-V2-LOCATIONS,1.00,100,2,15,15,0,0,13,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-10c-01-V2-LOCATIONS/ev_share_0,cn-cy-10c-01-V2-LOCATIONS,0.00,0,1,2,0,2,1,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-10c-01-V2-LOCATIONS/ev_share_25,cn-cy-10c-01-V2-LOCATIONS,0.25,25,1,2,1,1,1,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-10c-01-V2-LOCATIONS/ev_share_50,cn-cy-10c-01-V2-LOCATIONS,0.50,50,1,2,1,1,1,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-10c-01-V2-LOCATIONS/ev_share_75,cn-cy-10c-01-V2-LOCATIONS,0.75,75,1,2,2,0,0,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-10c-01-V2-LOCATIONS/ev_share_100,cn-cy-10c-01-V2-LOCATIONS,1.00,100,1,2,2,0,0,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-10c-02-V2-LOCATIONS/ev_share_0,cn-cy-10c-02-V2-LOCATIONS,0.00,0,1,2,0,2,2,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-10c-02-V2-LOCATIONS/ev_share_25,cn-cy-10c-02-V2-LOCATIONS,0.25,25,1,2,1,1,1,1,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-10c-02-V2-LOCATIONS/ev_share_50,cn-cy-10c-02-V2-LOCATIONS,0.50,50,1,2,1,1,1,1,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-10c-02-V2-LOCATIONS/ev_share_75,cn-cy-10c-02-V2-LOCATIONS,0.75,75,1,2,2,0,0,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-10c-02-V2-LOCATIONS/ev_share_100,cn-cy-10c-02-V2-LOCATIONS,1.00,100,1,2,2,0,0,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-10c-03-V2-LOCATIONS/ev_share_0,cn-cy-10c-03-V2-LOCATIONS,0.00,0,1,2,0,2,2,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-10c-03-V2-LOCATIONS/ev_share_25,cn-cy-10c-03-V2-LOCATIONS,0.25,25,1,2,1,1,1,1,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-10c-03-V2-LOCATIONS/ev_share_50,cn-cy-10c-03-V2-LOCATIONS,0.50,50,1,2,1,1,1,1,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-10c-03-V2-LOCATIONS/ev_share_75,cn-cy-10c-03-V2-LOCATIONS,0.75,75,1,2,2,0,0,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-10c-03-V2-LOCATIONS/ev_share_100,cn-cy-10c-03-V2-LOCATIONS,1.00,100,1,2,2,0,0,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-150c-01-V2-LOCATIONS/ev_share_0,cn-cy-150c-01-V2-LOCATIONS,0.00,0,2,23,0,23,18,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-150c-01-V2-LOCATIONS/ev_share_25,cn-cy-150c-01-V2-LOCATIONS,0.25,25,2,23,6,17,14,4,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-150c-01-V2-LOCATIONS/ev_share_50,cn-cy-150c-01-V2-LOCATIONS,0.50,50,2,23,12,11,10,12,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-150c-01-V2-LOCATIONS/ev_share_75,cn-cy-150c-01-V2-LOCATIONS,0.75,75,2,23,17,6,6,17,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-150c-01-V2-LOCATIONS/ev_share_100,cn-cy-150c-01-V2-LOCATIONS,1.00,100,2,23,23,0,0,21,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-150c-02-V2-LOCATIONS/ev_share_0,cn-cy-150c-02-V2-LOCATIONS,0.00,0,2,24,0,24,17,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-150c-02-V2-LOCATIONS/ev_share_25,cn-cy-150c-02-V2-LOCATIONS,0.25,25,2,24,6,18,17,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-150c-02-V2-LOCATIONS/ev_share_50,cn-cy-150c-02-V2-LOCATIONS,0.50,50,2,24,12,12,11,12,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-150c-02-V2-LOCATIONS/ev_share_75,cn-cy-150c-02-V2-LOCATIONS,0.75,75,2,24,18,6,6,18,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-150c-02-V2-LOCATIONS/ev_share_100,cn-cy-150c-02-V2-LOCATIONS,1.00,100,2,24,24,0,0,22,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-150c-03-V2-LOCATIONS/ev_share_0,cn-cy-150c-03-V2-LOCATIONS,0.00,0,2,24,0,24,16,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-150c-03-V2-LOCATIONS/ev_share_25,cn-cy-150c-03-V2-LOCATIONS,0.25,25,2,24,6,18,14,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-150c-03-V2-LOCATIONS/ev_share_50,cn-cy-150c-03-V2-LOCATIONS,0.50,50,2,24,12,12,12,6,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-150c-03-V2-LOCATIONS/ev_share_75,cn-cy-150c-03-V2-LOCATIONS,0.75,75,2,24,18,6,4,18,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-150c-03-V2-LOCATIONS/ev_share_100,cn-cy-150c-03-V2-LOCATIONS,1.00,100,2,24,24,0,0,20,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-15c-01-V2-LOCATIONS/ev_share_0,cn-cy-15c-01-V2-LOCATIONS,0.00,0,1,3,0,3,2,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-15c-01-V2-LOCATIONS/ev_share_25,cn-cy-15c-01-V2-LOCATIONS,0.25,25,1,3,1,2,2,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-15c-01-V2-LOCATIONS/ev_share_50,cn-cy-15c-01-V2-LOCATIONS,0.50,50,1,3,2,1,0,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-15c-01-V2-LOCATIONS/ev_share_75,cn-cy-15c-01-V2-LOCATIONS,0.75,75,1,3,2,1,0,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-15c-01-V2-LOCATIONS/ev_share_100,cn-cy-15c-01-V2-LOCATIONS,1.00,100,1,3,3,0,0,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-15c-02-V2-LOCATIONS/ev_share_0,cn-cy-15c-02-V2-LOCATIONS,0.00,0,1,3,0,3,3,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-15c-02-V2-LOCATIONS/ev_share_25,cn-cy-15c-02-V2-LOCATIONS,0.25,25,1,3,1,2,2,1,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-15c-02-V2-LOCATIONS/ev_share_50,cn-cy-15c-02-V2-LOCATIONS,0.50,50,1,3,2,1,1,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-15c-02-V2-LOCATIONS/ev_share_75,cn-cy-15c-02-V2-LOCATIONS,0.75,75,1,3,2,1,1,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-15c-02-V2-LOCATIONS/ev_share_100,cn-cy-15c-02-V2-LOCATIONS,1.00,100,1,3,3,0,0,3,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-15c-03-V2-LOCATIONS/ev_share_0,cn-cy-15c-03-V2-LOCATIONS,0.00,0,1,3,0,3,3,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-15c-03-V2-LOCATIONS/ev_share_25,cn-cy-15c-03-V2-LOCATIONS,0.25,25,1,3,1,2,2,1,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-15c-03-V2-LOCATIONS/ev_share_50,cn-cy-15c-03-V2-LOCATIONS,0.50,50,1,3,2,1,1,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-15c-03-V2-LOCATIONS/ev_share_75,cn-cy-15c-03-V2-LOCATIONS,0.75,75,1,3,2,1,1,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-15c-03-V2-LOCATIONS/ev_share_100,cn-cy-15c-03-V2-LOCATIONS,1.00,100,1,3,3,0,0,3,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-200c-01-V2-LOCATIONS/ev_share_0,cn-cy-200c-01-V2-LOCATIONS,0.00,0,2,31,0,31,24,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-200c-01-V2-LOCATIONS/ev_share_25,cn-cy-200c-01-V2-LOCATIONS,0.25,25,2,31,8,23,17,7,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-200c-01-V2-LOCATIONS/ev_share_50,cn-cy-200c-01-V2-LOCATIONS,0.50,50,2,31,16,15,15,10,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-200c-01-V2-LOCATIONS/ev_share_75,cn-cy-200c-01-V2-LOCATIONS,0.75,75,2,31,23,8,8,23,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-200c-01-V2-LOCATIONS/ev_share_100,cn-cy-200c-01-V2-LOCATIONS,1.00,100,2,31,31,0,0,28,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-200c-02-V2-LOCATIONS/ev_share_0,cn-cy-200c-02-V2-LOCATIONS,0.00,0,2,31,0,31,24,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-200c-02-V2-LOCATIONS/ev_share_25,cn-cy-200c-02-V2-LOCATIONS,0.25,25,2,31,8,23,18,6,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-200c-02-V2-LOCATIONS/ev_share_50,cn-cy-200c-02-V2-LOCATIONS,0.50,50,2,31,16,15,13,14,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-200c-02-V2-LOCATIONS/ev_share_75,cn-cy-200c-02-V2-LOCATIONS,0.75,75,2,31,23,8,6,23,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-200c-02-V2-LOCATIONS/ev_share_100,cn-cy-200c-02-V2-LOCATIONS,1.00,100,2,31,31,0,0,27,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-200c-03-V2-LOCATIONS/ev_share_0,cn-cy-200c-03-V2-LOCATIONS,0.00,0,2,30,0,30,22,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-200c-03-V2-LOCATIONS/ev_share_25,cn-cy-200c-03-V2-LOCATIONS,0.25,25,2,30,8,22,20,3,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-200c-03-V2-LOCATIONS/ev_share_50,cn-cy-200c-03-V2-LOCATIONS,0.50,50,2,30,15,15,15,11,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-200c-03-V2-LOCATIONS/ev_share_75,cn-cy-200c-03-V2-LOCATIONS,0.75,75,2,30,23,7,6,23,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-200c-03-V2-LOCATIONS/ev_share_100,cn-cy-200c-03-V2-LOCATIONS,1.00,100,2,30,30,0,0,26,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-20c-01-V2-LOCATIONS/ev_share_0,cn-cy-20c-01-V2-LOCATIONS,0.00,0,1,4,0,4,3,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-20c-01-V2-LOCATIONS/ev_share_25,cn-cy-20c-01-V2-LOCATIONS,0.25,25,1,4,1,3,2,1,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-20c-01-V2-LOCATIONS/ev_share_50,cn-cy-20c-01-V2-LOCATIONS,0.50,50,1,4,2,2,2,1,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-20c-01-V2-LOCATIONS/ev_share_75,cn-cy-20c-01-V2-LOCATIONS,0.75,75,1,4,3,1,0,3,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-20c-01-V2-LOCATIONS/ev_share_100,cn-cy-20c-01-V2-LOCATIONS,1.00,100,1,4,4,0,0,3,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-20c-02-V2-LOCATIONS/ev_share_0,cn-cy-20c-02-V2-LOCATIONS,0.00,0,1,4,0,4,3,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-20c-02-V2-LOCATIONS/ev_share_25,cn-cy-20c-02-V2-LOCATIONS,0.25,25,1,4,1,3,2,1,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-20c-02-V2-LOCATIONS/ev_share_50,cn-cy-20c-02-V2-LOCATIONS,0.50,50,1,4,2,2,2,1,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-20c-02-V2-LOCATIONS/ev_share_75,cn-cy-20c-02-V2-LOCATIONS,0.75,75,1,4,3,1,0,3,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-20c-02-V2-LOCATIONS/ev_share_100,cn-cy-20c-02-V2-LOCATIONS,1.00,100,1,4,4,0,0,3,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-20c-03-V2-LOCATIONS/ev_share_0,cn-cy-20c-03-V2-LOCATIONS,0.00,0,1,4,0,4,2,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-20c-03-V2-LOCATIONS/ev_share_25,cn-cy-20c-03-V2-LOCATIONS,0.25,25,1,4,1,3,2,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-20c-03-V2-LOCATIONS/ev_share_50,cn-cy-20c-03-V2-LOCATIONS,0.50,50,1,4,2,2,2,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-20c-03-V2-LOCATIONS/ev_share_75,cn-cy-20c-03-V2-LOCATIONS,0.75,75,1,4,3,1,0,3,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-20c-03-V2-LOCATIONS/ev_share_100,cn-cy-20c-03-V2-LOCATIONS,1.00,100,1,4,4,0,0,3,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-25c-01-V2-LOCATIONS/ev_share_0,cn-cy-25c-01-V2-LOCATIONS,0.00,0,1,4,0,4,4,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-25c-01-V2-LOCATIONS/ev_share_25,cn-cy-25c-01-V2-LOCATIONS,0.25,25,1,4,1,3,3,1,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-25c-01-V2-LOCATIONS/ev_share_50,cn-cy-25c-01-V2-LOCATIONS,0.50,50,1,4,2,2,2,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-25c-01-V2-LOCATIONS/ev_share_75,cn-cy-25c-01-V2-LOCATIONS,0.75,75,1,4,3,1,1,3,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-25c-01-V2-LOCATIONS/ev_share_100,cn-cy-25c-01-V2-LOCATIONS,1.00,100,1,4,4,0,0,4,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-25c-02-V2-LOCATIONS/ev_share_0,cn-cy-25c-02-V2-LOCATIONS,0.00,0,1,5,0,5,3,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-25c-02-V2-LOCATIONS/ev_share_25,cn-cy-25c-02-V2-LOCATIONS,0.25,25,1,5,1,4,3,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-25c-02-V2-LOCATIONS/ev_share_50,cn-cy-25c-02-V2-LOCATIONS,0.50,50,1,5,3,2,2,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-25c-02-V2-LOCATIONS/ev_share_75,cn-cy-25c-02-V2-LOCATIONS,0.75,75,1,5,4,1,0,4,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-25c-02-V2-LOCATIONS/ev_share_100,cn-cy-25c-02-V2-LOCATIONS,1.00,100,1,5,5,0,0,4,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-25c-03-V2-LOCATIONS/ev_share_0,cn-cy-25c-03-V2-LOCATIONS,0.00,0,1,4,0,4,4,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-25c-03-V2-LOCATIONS/ev_share_25,cn-cy-25c-03-V2-LOCATIONS,0.25,25,1,4,1,3,3,1,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-25c-03-V2-LOCATIONS/ev_share_50,cn-cy-25c-03-V2-LOCATIONS,0.50,50,1,4,2,2,2,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-25c-03-V2-LOCATIONS/ev_share_75,cn-cy-25c-03-V2-LOCATIONS,0.75,75,1,4,3,1,1,3,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-25c-03-V2-LOCATIONS/ev_share_100,cn-cy-25c-03-V2-LOCATIONS,1.00,100,1,4,4,0,0,4,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-50c-01-V2-LOCATIONS/ev_share_0,cn-cy-50c-01-V2-LOCATIONS,0.00,0,2,9,0,9,7,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-50c-01-V2-LOCATIONS/ev_share_25,cn-cy-50c-01-V2-LOCATIONS,0.25,25,2,9,2,7,5,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-50c-01-V2-LOCATIONS/ev_share_50,cn-cy-50c-01-V2-LOCATIONS,0.50,50,2,9,5,4,3,4,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-50c-01-V2-LOCATIONS/ev_share_75,cn-cy-50c-01-V2-LOCATIONS,0.75,75,2,9,7,2,2,6,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-50c-01-V2-LOCATIONS/ev_share_100,cn-cy-50c-01-V2-LOCATIONS,1.00,100,2,9,9,0,0,9,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-50c-02-V2-LOCATIONS/ev_share_0,cn-cy-50c-02-V2-LOCATIONS,0.00,0,2,8,0,8,6,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-50c-02-V2-LOCATIONS/ev_share_25,cn-cy-50c-02-V2-LOCATIONS,0.25,25,2,8,2,6,5,1,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-50c-02-V2-LOCATIONS/ev_share_50,cn-cy-50c-02-V2-LOCATIONS,0.50,50,2,8,4,4,4,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-50c-02-V2-LOCATIONS/ev_share_75,cn-cy-50c-02-V2-LOCATIONS,0.75,75,2,8,6,2,1,6,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-50c-02-V2-LOCATIONS/ev_share_100,cn-cy-50c-02-V2-LOCATIONS,1.00,100,2,8,8,0,0,7,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-50c-03-V2-LOCATIONS/ev_share_0,cn-cy-50c-03-V2-LOCATIONS,0.00,0,2,8,0,8,5,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-50c-03-V2-LOCATIONS/ev_share_25,cn-cy-50c-03-V2-LOCATIONS,0.25,25,2,8,2,6,5,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-50c-03-V2-LOCATIONS/ev_share_50,cn-cy-50c-03-V2-LOCATIONS,0.50,50,2,8,4,4,4,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-50c-03-V2-LOCATIONS/ev_share_75,cn-cy-50c-03-V2-LOCATIONS,0.75,75,2,8,6,2,2,6,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-50c-03-V2-LOCATIONS/ev_share_100,cn-cy-50c-03-V2-LOCATIONS,1.00,100,2,8,8,0,0,8,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-75c-01-V2-LOCATIONS/ev_share_0,cn-cy-75c-01-V2-LOCATIONS,0.00,0,2,12,0,12,10,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-75c-01-V2-LOCATIONS/ev_share_25,cn-cy-75c-01-V2-LOCATIONS,0.25,25,2,12,3,9,8,2,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-75c-01-V2-LOCATIONS/ev_share_50,cn-cy-75c-01-V2-LOCATIONS,0.50,50,2,12,6,6,6,5,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-75c-01-V2-LOCATIONS/ev_share_75,cn-cy-75c-01-V2-LOCATIONS,0.75,75,2,12,9,3,2,9,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-75c-01-V2-LOCATIONS/ev_share_100,cn-cy-75c-01-V2-LOCATIONS,1.00,100,2,12,12,0,0,11,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-75c-02-V2-LOCATIONS/ev_share_0,cn-cy-75c-02-V2-LOCATIONS,0.00,0,2,12,0,12,9,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-75c-02-V2-LOCATIONS/ev_share_25,cn-cy-75c-02-V2-LOCATIONS,0.25,25,2,12,3,9,8,1,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-75c-02-V2-LOCATIONS/ev_share_50,cn-cy-75c-02-V2-LOCATIONS,0.50,50,2,12,6,6,6,5,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-75c-02-V2-LOCATIONS/ev_share_75,cn-cy-75c-02-V2-LOCATIONS,0.75,75,2,12,9,3,2,8,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-75c-02-V2-LOCATIONS/ev_share_100,cn-cy-75c-02-V2-LOCATIONS,1.00,100,2,12,12,0,0,10,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-75c-03-V2-LOCATIONS/ev_share_0,cn-cy-75c-03-V2-LOCATIONS,0.00,0,2,14,0,14,9,0,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-75c-03-V2-LOCATIONS/ev_share_25,cn-cy-75c-03-V2-LOCATIONS,0.25,25,2,14,4,10,8,1,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-75c-03-V2-LOCATIONS/ev_share_50,cn-cy-75c-03-V2-LOCATIONS,0.50,50,2,14,7,7,7,3,0,[],CERTIFIED,False,0
fleet_authority_zero_search_certification,W2/cn-cy-75c-03-V2-LOCATIONS/ev_share_75,cn-cy-75c-03-V2-LOCATIONS,0.75,75,2,14,11,3,1,10,0,[],CERTIFIED,False,0
