instance,lns_cost,pair_role,restart_gain_vs_lns_pct,restart_gain_vs_staged_pct,restarted_cost,seed,staged_cost,staged_gain_vs_lns_pct
L-main-threeshift-20c-01,1200.2551469360028,development,8.476904824725704,0.0,1098.5106604763662,3,1098.5106604763662,8.476904824725704
L-main-threeshift-50c-01,2619.2272945298537,development,2.5943564653712303,0.19355427059230204,2551.2752018714505,5,2556.2228804223655,2.405458061584432
L-main-threeshift-150c-01,8916.788239483838,development,13.513408483418363,0.0,7711.826221080978,3,7711.826221080978,13.513408483418363
L-main-threeshift-100c-01,6344.14729841992,development,23.88252496254872,0.0,4829.004736213922,2,4829.004736213922,23.88252496254872
L-main-threeshift-15c-01,1030.2016122091868,development,-1.5302755938446755,1.0487289727586337,1045.9665360482184,2,1057.052148183385,-2.606337988213721
L-main-threeshift-75c-01,4170.0166974391705,development,-8.334798111107244,-3.725303591728106,4517.579170370187,1,4355.329908844398,-4.443944109840846
L-main-threeshift-100c-01,6001.85500440746,guard,4.130017129765112,9.778301447529,5753.977364621767,4,6377.598135414595,-6.260449989731646
L-main-threeshift-150c-01,8648.223700170569,guard,-6.927764098442625,2.9734939772397704,9247.352236823992,4,9530.748468521346,-10.204694038307204
L-main-threeshift-75c-01,4340.203023587539,guard,16.568030799294622,0.0,3621.116849887639,5,3621.116849887639,16.568030799294622
