instance_id,n,seed,arm,status,cost,cpu_seconds,emissions_kg,joint_complete_candidate_attempts,mip_status_class,mip_gap,witness_file,witness_key,source_scope
cn-prd-50c-01-V2-LOCATIONS,50,1,HGS-F,PASS,2574.660505687653,24.902480332995765,208.5158539862176,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v2_20260723/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed1/solution_witnesses.json,HGS-F,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,1,HGS-E,PASS,2592.346706891174,24.57576649999828,211.68581214819983,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v2_20260723/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed1/solution_witnesses.json,HGS-E,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,1,HGS-M,PASS,2597.0019308512988,25.677857749993564,212.48333509508797,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v2_20260723/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed1/solution_witnesses.json,HGS-M,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,1,MV-HGS-SP,PASS,2574.660505687653,75.56924241599336,208.5158539862176,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v2_20260723/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed1/solution_witnesses.json,MV-HGS-SP,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,2,HGS-F,PASS,2574.660505687653,24.738450916993315,208.5158539862176,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v2_20260723/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed2/solution_witnesses.json,HGS-F,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,2,HGS-E,PASS,2592.346706891174,24.684910791009315,211.68581214819983,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v2_20260723/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed2/solution_witnesses.json,HGS-E,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,2,HGS-M,PASS,2597.597031380586,25.831066957995063,212.68081697274454,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v2_20260723/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed2/solution_witnesses.json,HGS-M,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,2,MV-HGS-SP,PASS,2574.660505687653,75.6481258749991,208.5158539862176,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v2_20260723/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed2/solution_witnesses.json,MV-HGS-SP,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,3,HGS-F,PASS,2574.660505687653,24.72265037499892,208.5158539862176,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v2_20260723/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed3/solution_witnesses.json,HGS-F,corrected_full_gate
cn-prd-50c-01-V2-LOCATIONS,50,3,HGS-E,PASS,2595.1567877958287,25.392585374996997,212.1895279986034,80,OPTIMAL,0.0,baselines/e2_final_campaign_20260720/corrected_china81_rerun_v2_20260723/full_gate/tasks/D6-E2__cn-prd-50c-01-V2-LOCATIONS__seed3/solution_witnesses.json,HGS-E,corrected_full_gate
