record_type,coalition,coalition_member_count,objective_cny,selected_source,solution_sha256,route_pool_records,status,violation_type,violation_location,violation_detail
COMPLETED,D_dongguan,1,1578.3942076506735,SEARCH_STRICT_IMPROVEMENT,d0b5764a58152581669b301ce270aff1c4a2cc53f827b5ae08c30da00215622a,27,PASS,,,
COMPLETED,D_foshan,1,1184.9679555469893,SEARCH_STRICT_IMPROVEMENT,5918377aff7946b394c70288635fea67f6fbc086b0479198baaf069ffd4095e8,8,PASS,,,
COMPLETED,D_guangzhou,1,3720.8346238948006,SEARCH_STRICT_IMPROVEMENT,2ebb0255e6c3a80fb879bc4ffdfcd5ac959ca356a1c90925a2a79cfcadcecbd0,134,PASS,,,
COMPLETED,D_shenzhen,1,4037.271244052,SEARCH_STRICT_IMPROVEMENT,5e5643209f09b4cea6819b8620ba830e5c06e7db9c3198d249f73d630bd56fab,169,PASS,,,
COMPLETED,D_dongguan+D_foshan,2,2236.0858893566756,SEARCH_STRICT_IMPROVEMENT,52af22bb9a54e46327257fb2491886490a4fb16b64c7e8a4a32c1df756b915ad,94,PASS,,,
COMPLETED,D_dongguan+D_guangzhou,2,4558.080027708846,SEARCH_STRICT_IMPROVEMENT,dc3a4131fd4ac0a271678b619ec7504c5b6d4fe6182465748dbd39303ee1e886,207,PASS,,,
COMPLETED,D_dongguan+D_shenzhen,2,4671.8799794646075,SEARCH_STRICT_IMPROVEMENT,fea6ba1e9bcd2236a34ea375e39162cef110f533eee343ca52e10b2e71216747,206,PASS,,,
HALT,D_foshan+D_guangzhou,2,4905.80257944179,UNION_OF_MEMBER_SINGLETON_FINALS,539a4a6db5f08adfeb228174936f7508e76ed8f46c3aeb5b546bb8d12032e096,,HALT_UNION_INCUMBENT_NOT_LEGAL,STATION_CAPACITY,S_shenzhen@slot14,"occupied vehicles=2 exceeds C_s=1"
