instance_id,seed,iterations,termination_status,initial_feasible,initial_violations,initial_cost,best_feasible,best_violations,best_cost,cost_delta,customers_served,customers_total,demand_served,demand_total,crossover_calls,crossover_changed_parent,sentinel_evaluations,actual_full_model_evaluations,restarts,best_evaluation_source,run_wall_seconds,pi0_externally_frozen,verdict
cn-jjj-10c-01-V2-LOCATIONS,11,3,STOPPED_BY_CALLER,True,0,577.531087595572,True,0,569.7442112046433,-7.786876390928683,10,10,3196.0,3196.0,3,True,168,174,1,full,12.819754541007569,False,TECHNICAL_TRIAL_COMPLETE
