run_id,layer,fee,customer_id,owner_depot,served_by_depot,distance_to_D0_m,distance_to_D1_m
E3__200c__M1__seed1__fee0__eval200,M1,0.0,C205,D0,D1,27061.159861513697,27526.28753701064
