actual_evaluations,algorithm,best_cost,best_ev_routes,best_routes,dominant_pair_share,elapsed_seconds,eval_budget,feasible,hidden_local_search_scores,instance,scale,seed,selected_pair_count,vehicle_type_attempts,violation_count
400,CHAIN_UCB,1094.819050250419,5,6,0.7777777777777778,2.054850083004567,400,True,0,L-main-threeshift-20c-01,small,1,16,48,0
400,CHAIN_UCB,1223.1334538506026,3,6,0.7835051546391752,1.918237665995548,400,True,0,L-main-threeshift-20c-01,small,2,16,15,0
400,CHAIN_UCB,1138.8320903128251,5,6,0.8871794871794871,2.0797184579932946,400,True,0,L-main-threeshift-20c-01,small,3,16,19,0
400,CHAIN_UCB,2655.9063269901835,12,16,0.48717948717948717,6.647496165998746,400,True,0,L-main-threeshift-50c-01,medium,1,16,190,0
400,CHAIN_UCB,3520.5886212714627,12,18,0.8549222797927462,3.3686515000008512,400,True,0,L-main-threeshift-50c-01,medium,2,16,330,0
400,CHAIN_UCB,2613.8660026998323,13,16,0.4194373401534527,3.3330915000042296,400,True,0,L-main-threeshift-50c-01,medium,3,16,164,0
400,CHAIN_UCB,4954.776054369559,27,30,0.4025641025641026,16.42063179199613,400,True,0,L-main-threeshift-100c-01,large,1,16,157,0
400,CHAIN_UCB,4829.004736213922,24,29,0.7391304347826086,43.933623290999094,400,True,0,L-main-threeshift-100c-01,large,2,16,81,0
400,CHAIN_UCB,6628.216369491226,26,35,0.917098445595855,9.009504916997685,400,True,0,L-main-threeshift-100c-01,large,3,16,354,0
