run_id,instance,size,seed,algorithm,scenario_type,battery_kwh,execution_commit,eval_budget,actual_evals,recorded_cost,recomputed_cost,cost_abs_diff,recorded_signature,recomputed_signature,recorded_route_structure_signature,recomputed_route_structure_signature,recomputed_violation_count,solution_file,structural_ev_status,mechanism_signal,cost_fix,cost_km,cost_fuel,cost_elec,cost_occ,cost_transship,cost_carbon,E_total,E_cv_direct,E_ev_indirect,distance_total,distance_cv,distance_ev,fuel_liters,electricity_kwh,depot_charging_kwh,station_charging_kwh,route_count_audit,cv_route_count_audit,ev_route_count_audit,ev_route_share,cv_physical_vehicle_count,ev_physical_vehicle_count,total_physical_vehicle_count,max_trips_per_physical_vehicle,reused_physical_vehicle_count,cv_customer_count,ev_customer_count,ev_customer_share,cv_demand,ev_demand,ev_demand_share,cv_distance_m,ev_distance_m,ev_distance_share,charging_action_count_audit,charging_energy_kwh_audit,depot_charging_energy_kwh_audit,public_charging_energy_kwh_audit,verification_status,verification_failures
E2_80K_PREFLIGHT__formal_goeke80__threeshift__L-main-threeshift-200c-01__LNS__seed1,L-main-threeshift-200c-01,200,1,LNS,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,200,200,13894.903728480227,13894.903728480227,0.0,ed1f878df5056e14f5d4c4a121da8f9f699efee06353ca835b3d99fe35edbc36,ed1f878df5056e14f5d4c4a121da8f9f699efee06353ca835b3d99fe35edbc36,7e9668b0aff4c1051af4fbc5c1e4c602479694e4dc38a12dc6b65e3ab5ddae36,7e9668b0aff4c1051af4fbc5c1e4c602479694e4dc38a12dc6b65e3ab5ddae36,0,solutions/E2_80K_PREFLIGHT__formal_goeke80__threeshift__L-main-threeshift-200c-01__LNS__seed1.json,EV_AVAILABLE,False,4640.0,4922.459069359128,3973.249168099189,0.38902364034920783,0.0,0.0,358.8064673815617,7127.661251123593,7127.561528387939,0.09972273565346508,14064168.769597508,14060732.741308538,3436.0282889705377,2772.4856381963496,2.099426013757193,2.099426013757193,0,58,57,1,0.017241379310344827,14,1,15,5,14,448,1,0.0022271714922048997,201312.0,320.0,0.0015870496746548167,14060732.741308536,3436.0282889705377,0.0002443107975494574,1,2.099426013757193,2.099426013757193,0.0,OK,
E2_80K_PREFLIGHT__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_aware__seed1,L-main-threeshift-200c-01,200,1,staged_hybrid_carbon_aware,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,200,200,13894.903728480227,13894.903728480227,0.0,ed1f878df5056e14f5d4c4a121da8f9f699efee06353ca835b3d99fe35edbc36,ed1f878df5056e14f5d4c4a121da8f9f699efee06353ca835b3d99fe35edbc36,7e9668b0aff4c1051af4fbc5c1e4c602479694e4dc38a12dc6b65e3ab5ddae36,7e9668b0aff4c1051af4fbc5c1e4c602479694e4dc38a12dc6b65e3ab5ddae36,0,solutions/E2_80K_PREFLIGHT__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_aware__seed1.json,EV_AVAILABLE,False,4640.0,4922.459069359128,3973.249168099189,0.38902364034920783,0.0,0.0,358.8064673815617,7127.661251123593,7127.561528387939,0.09972273565346508,14064168.769597508,14060732.741308538,3436.0282889705377,2772.4856381963496,2.099426013757193,2.099426013757193,0,58,57,1,0.017241379310344827,14,1,15,5,14,448,1,0.0022271714922048997,201312.0,320.0,0.0015870496746548167,14060732.741308536,3436.0282889705377,0.0002443107975494574,1,2.099426013757193,2.099426013757193,0.0,OK,
E2_80K_PREFLIGHT__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_naive__seed1,L-main-threeshift-200c-01,200,1,staged_hybrid_carbon_naive,formal_goeke80,80.0,40bd28835dff1a4287486e720351e531fc7a38d0,200,200,13894.906904904787,13894.906904904787,0.0,a182adfc466d7c1c38a5870a5ef7d91cdc3aadcd33158ac39e9370250bb876cc,a182adfc466d7c1c38a5870a5ef7d91cdc3aadcd33158ac39e9370250bb876cc,7e9668b0aff4c1051af4fbc5c1e4c602479694e4dc38a12dc6b65e3ab5ddae36,7e9668b0aff4c1051af4fbc5c1e4c602479694e4dc38a12dc6b65e3ab5ddae36,0,solutions/E2_80K_PREFLIGHT__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_naive__seed1.json,EV_AVAILABLE,False,4640.0,4922.459069359128,3973.249168099189,0.38902364034920783,0.0,0.0,358.8096438061224,7127.724350538783,7127.561528387939,0.16282215084472537,14064168.769597508,14060732.741308538,3436.0282889705377,2772.4856381963496,2.099426013757193,2.099426013757193,0,58,57,1,0.017241379310344827,14,1,15,5,14,448,1,0.0022271714922048997,201312.0,320.0,0.0015870496746548167,14060732.741308536,3436.0282889705377,0.0002443107975494574,1,2.099426013757193,2.099426013757193,0.0,OK,
