instance,size,rows,structural_no_ev,signal_seed_count,majority_seed_signal,mean_ev_customer_share,mean_ev_demand_share,mean_ev_distance_share,mean_charging_actions,mean_charging_energy_kwh
L-main-threeshift-15c-01,15,0,False,0,False,nan,nan,nan,nan,nan
L-main-threeshift-50c-01,50,0,False,0,False,nan,nan,nan,nan,nan
L-main-threeshift-100c-01,100,0,False,0,False,nan,nan,nan,nan,nan
L-main-threeshift-200c-01,200,1,False,0,False,0.0022271714922048997,0.0015870496746548167,0.0002443107975494574,1.0,2.099426013757193
