schema,repo_root,phase,run_id,category,instance,bundle_dir,algorithm,seed,eval_budget,runtime_cap_seconds,scenario_type,price_override,allow_under_eval,eval_closure_required,carbon_tier,components,t3_profile,checkpoint_path,head,execution_commit,orchestrator_commit
setp-e2-final-task.v1,/Volumes/移动硬盘（512G）/ReSETP/.codex/worktrees/e2-frozen-40bd2883,E2_80K_PREFLIGHT,E2_80K_PREFLIGHT__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_pair__seed1,threeshift,L-main-threeshift-200c-01,/Volumes/移动硬盘（512G）/ReSETP/models/data_bundle/generated_instances/L-main/L-main-threeshift-200c-01,staged_hybrid_carbon_pair,1,200,5400.0,formal_goeke80,,False,True,,[],{},/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/e2_80k_robustness_repair_gate_20260711/preflight/checkpoints/E2_80K_PREFLIGHT__formal_goeke80__threeshift__L-main-threeshift-200c-01__staged_hybrid_carbon_pair__seed1.json,40bd28835dff1a4287486e720351e531fc7a38d0,40bd28835dff1a4287486e720351e531fc7a38d0,971b34ed32b6854cd0ecae2ba92a38fc50f892de
setp-e2-final-task.v1,/Volumes/移动硬盘（512G）/ReSETP/.codex/worktrees/e2-frozen-40bd2883,E2_80K_PREFLIGHT,E2_80K_PREFLIGHT__formal_goeke80__threeshift__L-main-threeshift-200c-01__LNS__seed1,threeshift,L-main-threeshift-200c-01,/Volumes/移动硬盘（512G）/ReSETP/models/data_bundle/generated_instances/L-main/L-main-threeshift-200c-01,LNS,1,200,5400.0,formal_goeke80,,False,True,,[],{},/Volumes/移动硬盘（512G）/ReSETP/baselines/e2_alns/e2_80k_robustness_repair_gate_20260711/preflight/checkpoints/E2_80K_PREFLIGHT__formal_goeke80__threeshift__L-main-threeshift-200c-01__LNS__seed1.json,40bd28835dff1a4287486e720351e531fc7a38d0,40bd28835dff1a4287486e720351e531fc7a38d0,971b34ed32b6854cd0ecae2ba92a38fc50f892de
