instance_id,arm,search_mode,seed,iterations,runtime_seconds,initial_total_cost_cny,total_cost_cny,total_emissions_kg,cv_direct_emissions_kg,ev_indirect_emissions_kg,used_cv,used_ev,electricity_kwh,customers_served,customers_total,demand_served,demand_total,caps_by_depot_json,individual_fingerprint
cn-cy-50c-01-V2-LOCATIONS,BOTH_TYPES_AVAILABLE,FULL_PROBLEM_COMPONENTS,11,85,60.2597917499952,2206.5372959867027,2008.2498742890243,78.57137841265953,40.341443155315176,38.22993525734435,1,7,177.4209022979791,50,50,13266.0,13266.0,"{""D_chengdu"": {""num_cv"": 4, ""num_ev"": 4, ""total_fleet_cap"": 4}, ""D_chongqing"": {""num_cv"": 5, ""num_ev"": 5, ""total_fleet_cap"": 5}}",77c35bf5ff76c231736f37329f714ccc6d54da8324087a81c9bb7942a9ea1271
