condition,arm,operating_day,instance_count,pooled_immediate_actual_charging_kg,pooled_realized_saving_kg,pooled_charging_reduction_pct,pooled_total_operational_reduction_pct,mean_cell_charging_reduction_pct,median_cell_charging_reduction_pct,cells_improved,cells_worsened,cells_tied,two_sided_sign_p,pooled_oracle_potential_pct,pooled_forecast_capture_ratio,pooled_pre_day_saving_kg,pooled_between_trip_saving_kg
geographic,ownership_fixed,2025-11-15,9,836.9865856029495,-14.984633408069243,-1.7903074751520174,-0.12069310769992558,-1.557067640164672,-1.4151639775323064,0,9,0,0.00390625,0.39091663743392707,-4.57976791907358,-14.53202787400482,-0.45260553406440823
geographic,ownership_fixed,2025-11-16,9,1022.140709278536,3.525293295081694,0.34489315053012365,0.027977101446226123,0.32366240560058945,0.27365336749675884,7,2,0,0.1796875,1.7722785934235958,0.1946043651432233,3.5058057516119114,0.019487543469793422
geographic,ownership_fixed,2025-11-17,9,1517.1139336559795,14.836774590809897,0.9779604722933276,0.11329577718718206,0.9341302577537728,0.5510065965455715,6,3,0,0.5078125,1.6752323086355487,0.5837760334803126,15.834814238133646,-0.9980396473237196
geographic,ownership_fixed,2025-11-18,9,1411.7181224045253,-7.602663933197591,-0.5385397986000396,-0.05852608022091366,-0.5252172734469874,-0.45682537922802635,1,8,0,0.0390625,0.955772876441282,-0.563460014271628,-6.763103988794,-0.8395599444035469
geographic,ownership_fixed,2025-11-19,9,2058.5810411143357,35.079397130523,1.704057135954875,0.25723542904637064,1.9046359904098884,1.7448872427713071,7,2,0,0.1796875,6.527498257199411,0.2610582291730848,35.06000371021738,0.019393420305533482
geographic,ownership_fixed,2025-11-20,9,1450.3348689041268,-4.601580482348304,-0.3172771048265053,-0.03531844145391147,-0.3132654282828619,-0.24587680006821835,0,9,0,0.00390625,0.09791219785646693,-3.2404247047095533,-3.938305963320855,-0.6632745190274866
geographic,ownership_fixed,2025-11-21,9,1976.1557592430472,6.0259668109119575,0.30493379799273324,0.044456813159193406,0.13917894466225697,0.0,4,1,4,0.375,0.3709177876046162,0.8221061598635995,-0.07582648947837356,6.101793300390381
geographic,ownership_fixed,2025-11-22,9,2650.584947221689,567.3273633588549,21.403855173686114,3.9870973487341907,21.78822452091553,22.11220864702463,9,0,0,0.00390625,21.421353968685203,0.9991831144275627,567.7335724819543,-0.406209123099309
geographic,ownership_fixed,2025-11-23,9,1180.5373386180827,2.9688416394580437,0.2514822312128916,0.023268544289945497,0.21025221268899413,0.12861544660564508,5,4,0,1.0,0.44059640865357597,0.5707768521795248,1.2859861874982255,1.6828554519597911
geographic,ownership_fixed,2025-11-24,9,1160.01508121602,166.49619685505573,14.352933815353605,1.3070301390650532,15.826857761603513,14.76532334069901,9,0,0,0.00390625,14.743619507789413,0.9735013717473243,163.42083117903456,3.075365676021098
geographic,ownership_fixed,2025-11-25,9,1447.0344428033945,-0.5633112297769193,-0.03892866770231088,-0.00432466972075937,-0.022549691099594323,0.0,0,3,6,0.25,0.01015162844723652,-3.834721483813571,0.0,-0.5633112297769477
geographic,ownership_fixed,2025-11-26,9,1900.6721217340846,4.296335610990724,0.2260429645840729,0.03187388968812302,0.09799634967656906,0.0,3,1,5,0.625,0.26607859939789963,0.8495345551862418,0.0015983584142513034,4.294737252576525
geographic,ownership_fixed,2025-11-27,9,2206.8966264449864,601.0427905892251,27.234750526463227,4.359997191575158,27.553367178962635,27.933127877528012,9,0,0,0.00390625,27.25477138511301,0.9992654182136813,600.6522046551208,0.39058593410423487
geographic,ownership_fixed,2025-11-28,9,1049.1968737087088,7.11819719256071,0.6784424707061177,0.05636973038537726,0.4974167496649469,0.4278108757139161,7,2,0,0.1796875,1.1229560516016905,0.6041576335409068,5.703290951923406,1.4149062406373076
geographic,ownership_fixed,2025-11-29,9,1083.7242312810454,91.96157211220826,8.485698617581209,0.7262672783009066,8.656043234782507,8.571592798181607,9,0,0,0.00390625,9.435516618301637,0.8993358774994779,91.20725527850051,0.754316833707745
geographic,reassignment_allowed,2025-11-02,9,678.8003920284975,4.365508971534185,0.6431211623918613,0.03547568696693097,0.7989885885817593,0.7230589482095187,9,0,0,0.00390625,2.2933904343022995,0.2804237572341288,4.592708809406976,-0.2271998378727762
geographic,reassignment_allowed,2025-11-03,9,879.489085707574,-5.4022252053118365,-0.6142458494485571,-0.043195944920875314,-0.6365891539885266,-0.5699465356217901,0,9,0,0.00390625,0.3755915514539232,-1.6354091221455804,-5.339411021670713,-0.06281418364112905
geographic,reassignment_allowed,2025-11-04,9,825.6579957780547,3.1878044870390703,0.38609260775523147,0.025599727585950163,0.46833734507885805,0.542762109698568,8,1,0,0.0390625,3.5745625387905506,0.1080111492148814,3.244126937700162,-0.05632245066107089
geographic,reassignment_allowed,2025-11-05,9,895.7389284798109,0.557773420313851,0.06226964158635679,0.004454143279752349,0.031983004540027435,0.10313700913317776,6,3,0,0.5078125,0.3252472520428029,0.1914532442480468,0.5825045511649206,-0.02473113085107907
geographic,reassignment_allowed,2025-11-06,9,1314.9728073962206,3.831745931891544,0.2913935490026436,0.029607499622619254,0.3282192053036144,0.26929248660628163,7,2,0,0.1796875,0.5092106999039738,0.5722455342309071,3.8616447766578497,-0.029898844766319616
geographic,reassignment_allowed,2025-11-07,9,2061.7787163880294,0.32968801428955885,0.01599046549802055,0.0024084834452366925,0.006744016925310524,0.0,3,2,4,1.0,0.030139567177334365,0.5305472837063746,0.0,0.32968801428961925
geographic,reassignment_allowed,2025-11-08,9,2471.809074730318,-29.00094333838061,-1.1732679370288621,-0.2057002188142383,-1.268133267920533,-1.2463677847320243,0,9,0,0.00390625,0.46679361230895394,-2.513461851428074,-29.26671863672464,0.2657752983440105
geographic,reassignment_allowed,2025-11-09,9,2122.7540918089544,-3.6859395228912155,-0.17363949677987223,-0.026807632477349665,-0.181106916050792,-0.16775303951477505,1,8,0,0.0390625,0.4673557516902284,-0.3715360218674778,-4.695010313177652,1.0090707902863905
geographic,reassignment_allowed,2025-11-10,9,1674.7829433099064,119.39337539119596,7.128886514406249,0.8975853073010522,7.798160483120935,7.769454749934524,9,0,0,0.00390625,7.826319430315427,0.9108862189795555,119.67638369923472,-0.28300830803876664
geographic,reassignment_allowed,2025-11-11,9,1217.9303666384933,-6.785957194043888,-0.5571711963117592,-0.052830523427454756,-0.9000903582210219,-0.49707747818816306,0,9,0,0.00390625,0.37400188879909013,-1.489755033325689,-10.117408574797754,3.3314513807538333
geographic,reassignment_allowed,2025-11-12,9,1211.347386611193,332.7369537319706,27.468334633784895,2.5917760257201192,29.492828202440908,28.890370096317607,9,0,0,0.00390625,27.477777753664505,0.9996563361140677,332.78394916855143,-0.04699543658086943
geographic,reassignment_allowed,2025-11-13,9,783.3279873132404,-0.036429515131140754,-0.004650608138755697,-0.0002935458047313223,-0.008808185148150034,0.0,2,4,3,0.6875,0.021965268860683645,-0.21172552761600713,-0.06378254588162353,0.02735303075047805
geographic,reassignment_allowed,2025-11-14,9,827.0999710866197,4.708470392587913,0.5692746411781471,0.03780708751502722,0.556285286698272,0.5836960342660698,7,0,2,0.015625,0.818711113076211,0.6953302967137753,4.521328696061108,0.18714169652680587
geographic,reassignment_allowed,2025-11-15,9,824.0442263832094,-14.220309435744635,-1.7256730865233552,-0.11421127997410965,-1.8321669667142275,-1.861468368944557,0,9,0,0.00390625,0.4446425041979369,-3.881034921832744,-14.164732217788227,-0.05557721795642223
geographic,reassignment_allowed,2025-11-16,9,955.327584963514,5.2325721906064,0.547725437113411,0.041587221802070216,0.49481059145914785,0.6266386561101492,8,1,0,0.0390625,1.874296845156484,0.2922298239624267,5.096772967630937,0.13579922297548327
geographic,reassignment_allowed,2025-11-17,9,1490.0192816442207,16.280088206939936,1.0926092304641206,0.12411578931793725,0.969773074181624,0.842952988919562,8,1,0,0.0390625,1.8944604283564617,0.5767390092238629,16.581220986699034,-0.301132779759115
geographic,reassignment_allowed,2025-11-18,9,1318.045713347384,-7.366983311373524,-0.5589323068821272,-0.05691039588870584,-0.6928374212929088,-0.40688411804875285,1,8,0,0.0390625,1.0873616523796898,-0.5140261344134258,-6.066282069659881,-1.300701241713611
geographic,reassignment_allowed,2025-11-19,9,2024.3342707436161,48.176994584402614,2.379893245926491,0.35291476384047554,2.3115694818140953,2.25523776323608,8,1,0,0.0390625,6.938783242908781,0.3429842326258956,48.380219584408074,-0.2032250000055574
geographic,reassignment_allowed,2025-11-20,9,1387.9921383629276,-4.6723206366197685,-0.33662443089415145,-0.03589998009981704,-0.40067019552456856,-0.3237719580767555,0,9,0,0.00390625,0.1082441681399793,-3.109862052418706,-4.336274809184719,-0.33604582743505534
geographic,reassignment_allowed,2025-11-21,9,1846.5399107862777,2.5932287515517016,0.14043718938343852,0.01924706034311111,0.03607948344393079,0.0,2,3,4,1.0,0.2200828783188322,0.6381104720921923,-0.037805897535629164,2.631034649087251
geographic,reassignment_allowed,2025-11-22,9,2618.9930766922716,571.1759049813652,21.808988731758973,4.009425567942651,22.90889847616792,22.98851191908138,9,0,0,0.00390625,21.81500556127151,0.9997241884951331,571.2276842407787,-0.051779259413549994
geographic,reassignment_allowed,2025-11-23,9,1166.3955968705382,2.4337707784652545,0.20865740448567435,0.01902389400067939,0.14838675923472833,0.19781720766023875,7,1,1,0.0703125,0.42871565068218465,0.4867034925215646,1.4607351394824093,0.9730356389828856
geographic,reassignment_allowed,2025-11-24,9,1091.8005977703492,163.0826468302242,14.93703586197589,1.2822337383266307,17.66307033918295,17.213462622539577,9,0,0,0.00390625,15.313263206165425,0.9754312755469353,160.06286449798648,3.01978233223777
geographic,reassignment_allowed,2025-11-25,9,1394.608996655948,-0.3972356311783945,-0.028483656145263853,-0.003050626391005054,-0.015757969155678158,0.0,0,4,5,0.125,0.0046642814950540075,-6.1067618186140455,0.0,-0.39723563117838506
geographic,reassignment_allowed,2025-11-26,9,1800.3042647150382,2.532767938795833,0.14068554901727864,0.018863048484717888,0.04785472140073318,0.0,2,3,4,1.0,0.17612539058120597,0.7987806218798015,0.0017905619007857847,2.530977376894967
geographic,reassignment_allowed,2025-11-27,9,2189.4971056499526,604.4965125641161,27.608920377388266,4.375231236042458,28.808197688924857,28.528751245215915,9,0,0,0.00390625,27.62717553689353,0.9993392317835428,604.1663941281381,0.33011843597792395
geographic,reassignment_allowed,2025-11-28,9,1007.5839927333317,6.766451624246112,0.671552116056386,0.053555697373834955,0.711128812890674,0.7954135653531742,8,1,0,0.0390625,1.1942218504206679,0.5623344739671527,6.005542349380179,0.7609092748659355
geographic,reassignment_allowed,2025-11-29,9,1050.6375186160128,88.00524939865537,8.376366524068473,0.6941860357363976,9.124865712830129,8.560010256956321,9,0,0,0.00390625,9.421719317371815,0.8890486164902072,88.00658010413464,-0.0013307054793028118
mixed,ownership_fixed,2025-11-02,9,966.1745010510529,0.7575238833726239,0.07840445825764927,0.003375239312930214,-0.003714533307281912,-0.002978626676999079,4,5,0,1.0,1.691160868284769,0.04636132477282877,-2.3550216717220924,3.1125455550947043
mixed,ownership_fixed,2025-11-03,9,1296.5446243907732,-6.054236920630026,-0.46695168116367924,-0.02658406654644246,-0.438270570841424,-0.4838143687499255,0,9,0,0.00390625,0.4206233395656419,-1.1101421087233974,-6.674922945270551,0.6206860246404963
mixed,ownership_fixed,2025-11-04,9,1201.6313011830537,19.50680244414549,1.6233600460424316,0.08601255525817168,1.409521270642765,1.4222244089270337,9,0,0,0.00390625,2.626555786485128,0.6180565645684691,19.557030583957683,-0.050228139812226694
mixed,ownership_fixed,2025-11-05,9,1341.8999580085404,-0.399919158020874,-0.029802457003901987,-0.0017525489429385808,-0.035929038311598056,-0.01756328799171486,1,7,1,0.0703125,0.012801433726446551,-2.3280561881387496,-0.3682906176348825,-0.03162854038599564
mixed,ownership_fixed,2025-11-06,9,2005.215391746857,0.24637281276545292,0.012286600919755735,0.0010491717112300826,0.03250960110003889,0.0,3,0,6,0.25,0.024121331493779707,0.5093666128225196,0.24637281276545525,0.0
mixed,ownership_fixed,2025-11-07,9,3182.6567859763095,3.360977721799832,0.10560289556226281,0.01362924519741329,0.05214417095438702,0.0,4,1,4,0.375,0.15963924991240513,0.6615095950413675,0.0,3.3609777217998853
mixed,ownership_fixed,2025-11-08,9,3643.271980592187,-30.269662026556876,-0.8308372854896429,-0.12049708981134737,-0.8857146790224228,-0.8955168778109205,0,9,0,0.00390625,0.4768038007266538,-1.7425139737213473,-35.42848020444318,5.1588181778864355
mixed,ownership_fixed,2025-11-09,9,3123.689392847475,-10.026523557480298,-0.3209833724325701,-0.040756443868698464,-0.3441237460283517,-0.38782553414093873,0,9,0,0.00390625,0.1460515652484445,-2.1977400371338276,-13.046717014679857,3.0201934571995315
mixed,ownership_fixed,2025-11-10,9,2406.2164288420963,78.21570435528331,3.2505681291903468,0.32748704469741374,3.6180041915795176,3.7256255318046687,9,0,0,0.00390625,3.5710349431960458,0.9102594012370868,78.27556679567283,-0.05986244038955372
mixed,ownership_fixed,2025-11-11,9,1904.652275289929,16.131774232867087,0.8469668948055877,0.06899216363365895,0.23629561971095686,0.11159637697228626,5,4,0,1.0,0.9379128479404624,0.9030336844893635,-1.4101756031910284,17.541949836058137
mixed,ownership_fixed,2025-11-12,9,1898.881846868727,457.1308485884737,24.073685750500303,1.9555339117317563,24.377079736536224,24.52549239587232,9,0,0,0.00390625,24.073823247565734,0.9999942885239284,457.13239532066234,-0.0015467321887191097
mixed,ownership_fixed,2025-11-13,9,1308.302619951746,-0.007340243468073974,-0.000561050888084647,-3.221427068584104e-05,-0.0008967728615712103,0.0,0,1,8,1.0,0.00108381250173548,-0.517664159793554,0.0,-0.007340243468076342
mixed,ownership_fixed,2025-11-14,9,1280.339100136656,0.23481236299470964,0.018339857227639703,0.0010317918864504122,0.07692595560353004,0.0,3,0,6,0.25,0.036524521716488574,0.5021245006299531,0.32314328086734295,-0.08833091787263332
mixed,ownership_fixed,2025-11-15,9,1294.8740051477148,-2.2976761596317226,-0.17744399458923507,-0.010089802860224827,-0.37342346725806075,-0.2593360345594455,0,8,1,0.0078125,0.023164578916045616,-7.660143326254178,-2.1660329668083698,-0.1316431928233784
mixed,ownership_fixed,2025-11-16,9,1357.856257757525,-3.9244046091105895,-0.28901473088113705,-0.017185736563039074,-0.08778103698727176,-0.2855322479125656,2,7,0,0.1796875,0.24830837989677929,-1.163934664634674,-3.930651565835181,0.006246956724529203
mixed,ownership_fixed,2025-11-17,9,2321.3735880622144,0.04067014254917704,0.0017519860981586668,0.0001708918571525985,0.03783824980742412,-0.009344635544312876,4,5,0,1.0,0.13931646979746126,0.012575584930523362,0.176353928806833,-0.1356837862577045
mixed,ownership_fixed,2025-11-18,9,2054.4791652647496,3.351859253595741,0.1631488559371107,0.014243916511627841,-0.06916957759416846,-0.11223113899269452,4,5,0,1.0,0.4604305522847017,0.3543397698687675,-1.327371871678423,4.679231125274183
mixed,ownership_fixed,2025-11-19,9,3165.7289043403925,43.24071246792564,1.3659006748379556,0.1754677211773964,1.5777630516315002,1.1358952045013322,8,1,0,0.0390625,5.14546401921617,0.2654572395680709,42.07057581079787,1.1701366571276608
mixed,ownership_fixed,2025-11-20,9,2243.1848942598845,0.7496945442019817,0.03342098754856922,0.0031605248533577287,-0.0607410682004021,0.0,1,4,4,0.375,0.17348814721380276,0.19264133074971385,-0.5295570655385665,1.2792516097405702
mixed,ownership_fixed,2025-11-21,9,2851.2840894892333,25.366709798092753,0.8896591501212646,0.10426673351125353,0.5164996751898641,0.6370023500145578,6,0,3,0.03125,0.9557635106893777,0.9308360699809172,0.0,25.366709798092707
mixed,ownership_fixed,2025-11-22,9,3927.905051265115,715.8728505088818,18.22530945034709,2.8178100536426407,18.651146678238597,18.432327855019384,9,0,0,0.00390625,18.226029172074053,0.9999605113258534,715.90112049495,-0.02826998606838534
mixed,ownership_fixed,2025-11-23,9,1820.3921378873656,1.6655693580359572,0.09149508632623045,0.00714904801314489,0.061695920744752136,0.05364359334695005,5,1,3,0.21875,0.10597119743796914,0.863395795633881,0.03065321460570184,1.6349161434302513
mixed,ownership_fixed,2025-11-24,9,1540.7691762078077,137.43890099260133,8.920148657884663,0.5970891188188697,9.740561276814415,10.185151757730068,9,0,0,0.00390625,9.222164732681149,0.9672510648474741,133.91694583609507,3.521955156506246
mixed,ownership_fixed,2025-11-25,9,2413.8662030470077,-0.05552749160320521,-0.0023003549879075,-0.00023241766781362534,-0.007936413331864496,0.0,0,1,8,1.0,0.01375344297630158,-0.1672566637947471,0.0,-0.05552749160320639
mixed,ownership_fixed,2025-11-26,9,2844.279573453731,25.548138898689174,0.8982288217071001,0.10504271852218107,0.4942079773965683,0.38837192154477673,6,0,3,0.03125,0.9123313719065327,0.9845422939145871,0.0,25.548138898689302
mixed,ownership_fixed,2025-11-27,9,3324.821657491208,760.6322152328408,22.877383919797573,3.0667923604876974,23.436050206574137,23.589962084803275,9,0,0,0.00390625,22.93205026144742,0.9976161598711587,758.1153785134294,2.5168367194114976
mixed,ownership_fixed,2025-11-28,9,1515.4097897242752,2.425670396756936,0.16006696097682463,0.010549697391356966,0.1311313517955478,0.04054599903133457,5,4,0,1.0,0.6645148682289224,0.2408779225714515,-5.1245853880881755,7.550255784845117
mixed,ownership_fixed,2025-11-29,9,1545.0244651781693,85.27159417435482,5.5191096384691525,0.3703851672341594,5.69337993804512,6.410219205575624,9,0,0,0.00390625,6.09333788899506,0.9057612984891256,85.18947081454547,0.0821233598094698
mixed,reassignment_allowed,2025-11-02,9,861.6931237109521,2.779961876134628,0.32261623072521384,0.019309227074099215,0.3574358620997284,0.4722995712007808,6,3,0,0.5078125,1.862568846571373,0.1732103655223739,3.046738131387554,-0.26677625525291876
mixed,reassignment_allowed,2025-11-03,9,1086.9615512534451,-5.135094924528339,-0.4724265470666126,-0.03511816445632977,-0.5535905669582544,-0.5775914683141363,0,9,0,0.00390625,0.37216541072350706,-1.2693993946084166,-4.8714239304657125,-0.26367099406261235
mixed,reassignment_allowed,2025-11-04,9,1030.205441731387,10.642425371820016,1.0330391338191838,0.07306559503579077,0.9189433464656536,0.9570843302483966,9,0,0,0.00390625,2.912490163642999,0.35469274599267264,10.850416182571703,-0.20799081075169332
mixed,reassignment_allowed,2025-11-05,9,1136.7340332043573,0.6180651068304108,0.054372006887850224,0.004212518173899266,-0.006958259520738917,-0.08050842905657699,3,5,1,0.7265625,0.28877665229911753,0.18828394350777083,0.9844388510473958,-0.36637374421702873
mixed,reassignment_allowed,2025-11-06,9,1735.959176905904,3.8610693539641496,0.22241705941760373,0.025283123436715706,0.17698493870386692,0.05660467327905407,6,2,1,0.2890625,0.3961350501723988,0.5614677603529589,4.341214655056774,-0.48014530109261955
mixed,reassignment_allowed,2025-11-07,9,2670.825141777568,0.0992042460801675,0.0037143669395796565,0.0006121377460474426,-0.001857808644841067,0.0,1,3,5,0.625,0.03736083102557359,0.09941874518361658,0.0,0.09920424608013906
mixed,reassignment_allowed,2025-11-08,9,3069.544702559892,-24.35151669086844,-0.7933266673249663,-0.1466524526625903,-1.1185248173162763,-0.9181157553834669,0,9,0,0.00390625,0.5257478487942745,-1.508948955557963,-24.546696449191362,0.19517975832279907
mixed,reassignment_allowed,2025-11-09,9,2631.5429647542746,-5.310254721672227,-0.20179243861093799,-0.0328464332150785,-0.27994613169776433,-0.2979108022454237,1,8,0,0.0390625,0.4403421454139874,-0.4582628320103745,-6.587980824865627,1.277726103193416
mixed,reassignment_allowed,2025-11-10,9,2034.057298641417,99.88509450298764,4.910633273197499,0.6415463058681873,5.787876403744464,5.199384113732935,9,0,0,0.00390625,5.5253476146293075,0.8887464854149183,100.15136944194964,-0.2662749389619184
mixed,reassignment_allowed,2025-11-11,9,1554.70454701388,-4.259187136715095,-0.2739547616874031,-0.02822508752519582,-0.5535207123491848,-0.39280041672205807,1,8,0,0.0390625,0.3286183415773205,-0.833656333278477,-7.477313981723009,3.2181268450079457
mixed,reassignment_allowed,2025-11-12,9,1532.4506809737195,374.2977348609673,24.424781789593286,2.484086508727081,27.013873250299284,27.226231102436287,9,0,0,0.00390625,24.44739007417056,0.9990752270688739,374.50013377603915,-0.2023989150718298
mixed,reassignment_allowed,2025-11-13,9,1066.157023313391,-0.16204048781690972,-0.015198557461388013,-0.001109750180887732,-0.008140963885435958,0.0,0,4,5,0.125,0.018971146675186408,-0.8011406859906467,-0.10941549850026414,-0.05262498931665031
mixed,reassignment_allowed,2025-11-14,9,1062.0752409192935,5.710006884938909,0.5376273417311315,0.03911647725131545,0.4073447123556819,0.38017691171334983,6,0,3,0.03125,0.7395232973255219,0.7269917576301587,4.800588658717296,0.9094182262215982
mixed,reassignment_allowed,2025-11-15,9,1080.2730843618724,-10.094013260703841,-0.9343945902962556,-0.06906307339717441,-1.1326685834530688,-1.2444663510504232,0,9,0,0.00390625,0.344976443535896,-2.708575057238737,-10.04448940085082,-0.04952385985302973
mixed,reassignment_allowed,2025-11-16,9,1253.0608303755923,4.651937307130996,0.3712459279200855,0.0314565955498613,0.27287753003727094,0.43165169892323435,7,2,0,0.1796875,1.077893963642057,0.3444178559695205,4.542313243090666,0.10962406404028967
mixed,reassignment_allowed,2025-11-17,9,1866.3357179277475,17.25443372527295,0.9245085736467125,0.11202935895831038,0.6529429384972164,0.36915932311624916,7,2,0,0.1796875,1.4655808780943576,0.6308137527345594,18.105981635118827,-0.8515479098459053
mixed,reassignment_allowed,2025-11-18,9,1764.7979090647514,-3.977304695581897,-0.2253688467757567,-0.0259951679072248,-0.4624140513614779,-0.27649433695917475,1,8,0,0.0390625,0.8697153376664866,-0.25912943812217765,-1.6584809535998724,-2.3188237419820177
mixed,reassignment_allowed,2025-11-19,9,2518.499922240156,66.44874431695493,2.638425505999225,0.41391103170729815,2.0807226053200676,2.160817327647387,7,2,0,0.1796875,6.319803722778269,0.41748535583306673,66.8109955942118,-0.36225127725690714
mixed,reassignment_allowed,2025-11-20,9,1812.287383561149,-3.962113107262295,-0.21862498978924266,-0.02581574929109775,-0.293491767463954,-0.2733161505576053,0,8,1,0.0078125,0.10733788265422181,-2.0367924574543834,-3.6015904380186163,-0.36052266924369764
mixed,reassignment_allowed,2025-11-21,9,2450.0080663712856,0.3038962619566897,0.012403888220939262,0.0019010888234713935,0.0014206719455042386,0.0,2,2,5,1.0,0.13877537159043196,0.08938104851592027,-0.11340303761597663,0.41729929957258105
mixed,reassignment_allowed,2025-11-22,9,3178.98796140292,617.0052314766305,19.408857125848936,3.691468030836696,20.79990510698329,19.572429896540942,9,0,0,0.00390625,19.42481634250028,0.9991784109373314,617.3958997075014,-0.3906682308709719
mixed,reassignment_allowed,2025-11-23,9,1478.3135907244305,3.178043821808378,0.21497765032729046,0.021167646910019634,0.13949075959984564,0.06510824719942698,6,2,1,0.2890625,0.4050306182375232,0.5307688867146843,1.6315236154581545,1.5465202063502044
mixed,reassignment_allowed,2025-11-24,9,1339.216869837899,151.67901448170142,11.325948612046748,1.0197190804957716,14.301202118612842,11.478386759853898,9,0,0,0.00390625,11.597815069641493,0.9765588211260253,147.23166330948428,4.447351172217125
mixed,reassignment_allowed,2025-11-25,9,1893.398694114073,-0.9229803707511147,-0.04874728041274899,-0.005982203160677374,-0.021884039718990767,0.0,0,4,5,0.125,0.010027962916782785,-4.861134890234348,0.0,-0.9229803707510721
mixed,reassignment_allowed,2025-11-26,9,2386.9322099752203,0.010285605089753356,0.0004309131632129651,6.459872489312153e-05,-0.004431534861917671,0.0,1,3,5,0.625,0.0635527682081192,0.006780399585456824,0.0015667075023391892,0.008718897587480484
mixed,reassignment_allowed,2025-11-27,9,2649.104423499108,653.4083978509383,24.6652563807913,4.037254007918253,26.139354370091993,25.01523683367229,9,0,0,0.00390625,24.721194851838092,0.9977372262391826,653.671346740831,-0.2629488898927548
mixed,reassignment_allowed,2025-11-28,9,1273.5082391793921,4.438328290139072,0.34851194154809617,0.029970723009825388,0.2656022207489475,0.2730320572301758,7,2,0,0.1796875,0.9043530086023881,0.3853715730837188,4.102434388718332,0.3358939014207417
mixed,reassignment_allowed,2025-11-29,9,1291.6565443799616,83.40546982042645,6.457248266447166,0.562523185845315,7.360184057394599,6.49633144558125,9,0,0,0.00390625,7.385946703871076,0.8742614217704595,82.42411235263693,0.9813574677895426
