instance,condition,operating_day,reassignment_minus_fixed_reduction_percentage_points,reassignment_minus_fixed_total_reduction_percentage_points,reassignment_minus_fixed_realized_saving_kg,reassignment_minus_fixed_oracle_percentage_points
L-main-threeshift-100c-01,mixed,2025-11-07,-0.15533235123982486,-0.020306351373318914,-0.8555423918761562,-0.17030640776449907
L-main-threeshift-100c-01,mixed,2025-11-08,0.22422340721099326,0.029081084604641524,2.2549006062340595,0.13120241962748902
L-main-threeshift-100c-01,mixed,2025-11-09,0.13239017443849818,0.01607020014731701,0.7878138558745226,0.6230479865964558
L-main-threeshift-100c-01,mixed,2025-11-10,3.627337677348356,0.3845588022437193,8.084703055141423,4.174055203246468
L-main-threeshift-100c-01,mixed,2025-11-11,-1.2357045115051495,-0.10140118640403598,-3.711021820810108,-0.5180853670598854
L-main-threeshift-100c-01,mixed,2025-11-12,2.3012628276693974,0.11401030883701191,-21.954497735165923,2.3272535043668228
L-main-threeshift-100c-01,mixed,2025-11-13,-0.025478523097612275,-0.0014908566066534684,-0.038155703954089404,0.017885103270289145
L-main-threeshift-100c-01,mixed,2025-11-14,1.0321120841893803,0.059811680624429896,1.5298531710057166,1.178826517766477
L-main-threeshift-100c-01,mixed,2025-11-15,-1.219072536090666,-0.07214625039699263,-1.7458414983937018,0.5917300326139906
L-main-threeshift-100c-01,mixed,2025-11-16,0.7407559272417958,0.05399569947049747,1.4240897052812898,1.1645961311561392
L-main-threeshift-100c-01,mixed,2025-11-17,1.8622920876260374,0.1758711883073418,4.6932346249225345,2.4595179995186425
L-main-threeshift-100c-01,mixed,2025-11-18,-0.4238263589953279,-0.03887656697007101,-1.555675430412568,0.9139729816017176
L-main-threeshift-100c-01,mixed,2025-11-19,1.790330235807482,0.2026772190805185,0.3981679434085468,2.5662837633246287
L-main-threeshift-100c-01,mixed,2025-11-20,-0.5571272717057969,-0.053678582104618684,-1.9070878960664288,-0.17467832247511803
L-main-threeshift-100c-01,mixed,2025-11-21,-0.9353227838836601,-0.11200076333766576,-4.7136624741089195,-0.8834098212994248
L-main-threeshift-100c-01,mixed,2025-11-22,2.8081518615008783,0.3936077084709111,-27.27212234947622,2.823057141698669
L-main-threeshift-100c-01,mixed,2025-11-23,0.24001753877603005,0.018333934348333518,0.3815138684030046,0.5959550319036886
L-main-threeshift-100c-01,mixed,2025-11-24,5.363878449217278,0.4149497245030937,4.943943477634377,5.450149463919672
L-main-threeshift-100c-01,mixed,2025-11-25,-0.052038463063028007,-0.005054274790508045,-0.13488663845698548,-0.06665942622963676
L-main-threeshift-100c-01,mixed,2025-11-26,-0.8731091440281982,-0.10440693983750508,-4.364347100656516,-0.8184177507217578
L-main-threeshift-100c-01,mixed,2025-11-27,4.283604491425148,0.4653397403522437,-27.78451536853244,4.285248187752217
L-main-threeshift-100c-01,mixed,2025-11-28,0.757724840866939,0.052203729988395196,1.3138527014347308,0.7979030957777435
L-main-threeshift-100c-01,mixed,2025-11-29,2.911838359244269,0.20839274137934363,2.161971387818946,3.1720500727508822
L-main-threeshift-10c-01,geographic,2025-11-02,1.2168144376323173,0.0344130509056286,0.0950699097933132,2.660102007970669
L-main-threeshift-10c-01,geographic,2025-11-03,0.5628143310379636,0.12906263430765805,0.16213992947888775,0.3674243263931879
L-main-threeshift-10c-01,geographic,2025-11-04,0.9937758408778228,0.12278041516434854,0.18475499093443776,1.8374514577613086
L-main-threeshift-10c-01,geographic,2025-11-05,0.2205476668729743,0.02597641722391192,0.03976094733811841,0.6144048045419871
L-main-threeshift-10c-01,geographic,2025-11-06,0.9827052506280969,0.11314617263758062,0.18924057651987997,1.3821037865942394
L-main-threeshift-10c-01,geographic,2025-11-07,0.0,0.0,0.0,0.0
L-main-threeshift-10c-01,geographic,2025-11-08,0.7753452822097668,0.48725622963437815,0.7895516779386279,0.4617416664112353
L-main-threeshift-10c-01,geographic,2025-11-09,0.2880154477893296,0.08135567632569538,0.14917555624616816,0.3296983901311284
L-main-threeshift-10c-01,geographic,2025-11-10,2.541439680882613,-0.4042830030597604,-0.023869704500936173,2.420741505984674
L-main-threeshift-10c-01,geographic,2025-11-11,-1.7833892164132277,-0.15042103213483835,-0.3281482579359233,0.10118785735825321
L-main-threeshift-10c-01,geographic,2025-11-12,6.630646113817985,-1.6525780204825455,-0.7270652595215381,6.630646113817985
L-main-threeshift-10c-01,geographic,2025-11-13,0.0,0.0,0.0,0.0597981356199692
L-main-threeshift-10c-01,geographic,2025-11-14,1.0018327979795825,0.08792122528165316,0.14870551084118588,1.2021373826910946
L-main-threeshift-10c-01,geographic,2025-11-15,-0.6866728856750206,0.0806244290100126,0.02169940792310976,0.8689229908634108
L-main-threeshift-10c-01,geographic,2025-11-16,-0.02987178438619724,-0.00961672594336302,-0.011774174655111363,1.684685204479087
L-main-threeshift-10c-01,geographic,2025-11-17,0.1494706409513867,0.024734655989976685,0.04557552998895649,2.6304524952455153
L-main-threeshift-10c-01,geographic,2025-11-18,0.02139097860392347,0.13486753060228193,0.15632357973126726,2.7510293555807595
L-main-threeshift-10c-01,geographic,2025-11-19,4.7027993288265355,1.060772613160268,2.0592583795535666,4.0622707595829946
L-main-threeshift-10c-01,geographic,2025-11-20,-0.3388022008374406,0.02169254752625699,-0.007105075464592631,0.28902624829378576
L-main-threeshift-10c-01,geographic,2025-11-21,0.0,0.0,0.0,0.0
L-main-threeshift-10c-01,geographic,2025-11-22,3.7131915302085403,-1.6990595681194538,-1.2986826734570442,3.7131915302085403
L-main-threeshift-10c-01,geographic,2025-11-23,0.05236925678069062,0.009167108047051502,0.01487202208599688,0.3457980458237386
L-main-threeshift-10c-01,geographic,2025-11-24,8.615530271178681,-0.742411288579941,-0.08462007136519034,8.731676318728553
L-main-threeshift-10c-01,geographic,2025-11-25,0.0,0.0,0.0,0.0
L-main-threeshift-10c-01,geographic,2025-11-26,0.0,0.0,0.0,0.02570139736879422
L-main-threeshift-10c-01,geographic,2025-11-27,4.435156463412337,-1.9805828578018048,-1.1364399631604272,4.435156463412337
L-main-threeshift-10c-01,geographic,2025-11-28,1.0552789529687643,0.1004541116125125,0.18990118141632212,1.9915636826036518
L-main-threeshift-10c-01,geographic,2025-11-29,1.6161649999749894,-0.6148787417567658,-0.38271128142785926,2.388413425315818
L-main-threeshift-10c-01,mixed,2025-11-02,2.04640997486815,0.24000093668793554,0.36179714217699777,2.821708852038869
L-main-threeshift-10c-01,mixed,2025-11-03,-0.010271556530478176,0.0655914225769064,0.10162354428875278,0.21810505388745385
L-main-threeshift-10c-01,mixed,2025-11-04,-0.42897738099119237,-0.11594601183559117,-0.17721258468365875,2.9000393210930584
L-main-threeshift-10c-01,mixed,2025-11-05,0.018614339710250782,0.013967055146084609,0.021389803399979236,0.4566077411957012
L-main-threeshift-10c-01,mixed,2025-11-06,0.6026423956370881,0.0928721381607468,0.15261907501518834,0.8882941950897708
L-main-threeshift-10c-01,mixed,2025-11-07,0.0,0.0,0.0,0.0
L-main-threeshift-10c-01,mixed,2025-11-08,-1.0008456375306318,-0.15253314394073092,-0.19858761082236254,0.03842687508757342
L-main-threeshift-10c-01,mixed,2025-11-09,0.5390485166126344,0.20146888248722333,0.4144091584962979,0.2810594176811293
L-main-threeshift-10c-01,mixed,2025-11-10,6.663118893768294,1.1571410217499452,2.0114203559644848,6.80728265426504
L-main-threeshift-10c-01,mixed,2025-11-11,-1.5301277004735998,-0.23703885735552835,-0.3913331670925568,0.1733357933832847
L-main-threeshift-10c-01,mixed,2025-11-12,6.434218297530581,-1.7916098427832852,-3.2758401412591187,6.434218297530581
L-main-threeshift-10c-01,mixed,2025-11-13,0.0,0.0,0.0,0.03973983183518491
L-main-threeshift-10c-01,mixed,2025-11-14,0.7617035885691156,0.08843003361564865,0.13906966877029703,1.0065053962313757
L-main-threeshift-10c-01,mixed,2025-11-15,-1.4475626263267451,-0.13223291643873852,-0.21017802593489063,0.6159338949071452
L-main-threeshift-10c-01,mixed,2025-11-16,-0.5122817448462259,-0.05559477251957702,-0.08749323593048312,2.100623795243754
L-main-threeshift-10c-01,mixed,2025-11-17,-0.021846979160896215,-0.005742157311409272,-0.01032805883282606,2.3452522835738185
L-main-threeshift-10c-01,mixed,2025-11-18,-0.4830542113506204,-0.05210216062634794,-0.0814660849747971,1.8582511815601455
L-main-threeshift-10c-01,mixed,2025-11-19,0.6411473903626215,-0.2817672858340431,-0.7647738064264946,3.2528484835360247
L-main-threeshift-10c-01,mixed,2025-11-20,-0.6166806255681058,-0.10689704894939486,-0.17975391802770938,0.22642578105707545
L-main-threeshift-10c-01,mixed,2025-11-21,0.0,0.0,0.0,0.0
L-main-threeshift-10c-01,mixed,2025-11-22,5.872879767399301,-0.8689403201872423,-4.021963730347931,5.872879767399301
L-main-threeshift-10c-01,mixed,2025-11-23,0.06510824719942698,0.011116777936191254,0.018634938899014724,0.3009036022323062
L-main-threeshift-10c-01,mixed,2025-11-24,12.77435499346322,1.068102477544905,1.8619357297056092,12.932434083459299
L-main-threeshift-10c-01,mixed,2025-11-25,0.0,0.0,0.0,0.0
L-main-threeshift-10c-01,mixed,2025-11-26,0.0,0.0,0.0,0.02764944564839288
L-main-threeshift-10c-01,mixed,2025-11-27,8.362958354501913,-0.8757980045292424,-3.6892210772722045,8.362958354501913
L-main-threeshift-10c-01,mixed,2025-11-28,0.9982270544649235,0.1640369491941871,0.26610668450796027,1.5783391437829593
L-main-threeshift-10c-01,mixed,2025-11-29,6.296134538568803,0.46541802780374675,0.7719669559891025,6.63699887107762
L-main-threeshift-150c-01,geographic,2025-11-02,-0.02995240623691109,-0.007715341723353621,-0.08708378252923887,0.21425690235548744
L-main-threeshift-150c-01,geographic,2025-11-03,0.08796286907380635,0.016277563529309633,0.18344875740344446,-0.009106795238694176
L-main-threeshift-150c-01,geographic,2025-11-04,0.7130944386890268,0.03881501389571022,1.5589371240358885,0.261387299602331
L-main-threeshift-150c-01,geographic,2025-11-05,0.2845934386359252,0.022360415552427595,0.6906157123866119,0.006946748739012465
L-main-threeshift-150c-01,geographic,2025-11-06,0.08342671709087379,0.0030631031877266547,0.28207368322201387,0.009973001423493055
L-main-threeshift-150c-01,geographic,2025-11-07,-0.03387799324767982,-0.005851398114410588,-0.18939847935522874,-0.0361536748383077
L-main-threeshift-150c-01,geographic,2025-11-08,0.2249426629640099,0.08354818782461343,1.3895595703779318,0.07419504158120394
L-main-threeshift-150c-01,geographic,2025-11-09,-0.018609440230284602,0.0021376024790626807,-0.11479963651654168,-0.03990046480518572
L-main-threeshift-150c-01,geographic,2025-11-10,-0.8576409488855523,-0.2745006159875295,-3.462721281017629,-0.7744852238444038
L-main-threeshift-150c-01,geographic,2025-11-11,0.20137394139424264,0.02472475601939815,0.6310216432283937,-0.0989814061586764
L-main-threeshift-150c-01,geographic,2025-11-12,0.9352898143338919,-0.36915249700772934,6.3995772407099025,0.8920108876957755
L-main-threeshift-150c-01,geographic,2025-11-13,0.011451941137391753,0.0008187479208937928,0.024874337150142388,0.009450807973574678
L-main-threeshift-150c-01,geographic,2025-11-14,0.04517736635278935,-0.005225362280069652,0.12391358467870828,-0.12416679093740979
L-main-threeshift-150c-01,geographic,2025-11-15,0.4906030981780861,0.0514048153130002,1.0470148571990783,-0.03361591639055311
L-main-threeshift-150c-01,geographic,2025-11-16,-0.16766831105976202,-0.017135930255362006,-0.47390526353172885,-0.33076115611108414
L-main-threeshift-150c-01,geographic,2025-11-17,-0.23474264343664808,-0.04875196854054277,-0.7764149419716659,-0.18139438321591972
L-main-threeshift-150c-01,geographic,2025-11-18,0.19149020415954573,0.028805179365058674,0.7419305121206321,-0.0534374416003871
L-main-threeshift-150c-01,geographic,2025-11-19,0.8507991065023364,0.07238366081923009,5.068601136162007,0.07859796218724568
L-main-threeshift-150c-01,geographic,2025-11-20,0.0866247167799081,0.014699216426091507,0.31468769621689785,-0.03372392665981519
L-main-threeshift-150c-01,geographic,2025-11-21,-0.13457246888519359,-0.020380245064347807,-0.6993488726598684,-0.16916079813944657
L-main-threeshift-150c-01,geographic,2025-11-22,-0.08387810545496066,-0.6324207354857587,5.99072588399639,-0.08652683524923432
L-main-threeshift-150c-01,geographic,2025-11-23,-0.014543564779452511,-0.005384886499514255,-0.012429902279715521,-0.02241452689621204
L-main-threeshift-150c-01,geographic,2025-11-24,-0.2927321326722119,-0.3209706594806965,-2.004435768208772,-0.424186806047512
L-main-threeshift-150c-01,geographic,2025-11-25,0.047746987451124975,0.006638733892722145,0.17741754818102135,-0.006727563583432354
L-main-threeshift-150c-01,geographic,2025-11-26,0.015154325017127029,0.0024559906430046945,0.07564893571907305,-0.02261475703337702
L-main-threeshift-150c-01,geographic,2025-11-27,-0.4068535318467532,-0.7103030164588975,6.857096452181111,-0.4130948512977568
L-main-threeshift-150c-01,geographic,2025-11-28,-0.1043434173199616,-0.01577288488386985,-0.2719279322011232,-0.08499711591989112
L-main-threeshift-150c-01,geographic,2025-11-29,-0.2707560238267268,-0.16536433031097608,-0.3960036627974155,-0.3825971148462344
L-main-threeshift-150c-01,mixed,2025-11-02,-0.027670306299898972,0.008327519416898528,-0.040907019075935636,-0.5033355553173426
L-main-threeshift-150c-01,mixed,2025-11-03,0.10877196508337356,-0.0010818975022195768,0.40571278328963933,-0.3428357362163834
L-main-threeshift-150c-01,mixed,2025-11-04,-0.9467980830707767,-0.021366705684601875,-2.4429575759435997,-0.02075900888590443
L-main-threeshift-150c-01,mixed,2025-11-05,0.15933411194755936,0.011403108532763908,0.4117163362495451,0.34239864935770153
L-main-threeshift-150c-01,mixed,2025-11-06,0.31455416597641117,0.0346090233586918,1.2637745596518168,0.47325635001042743
L-main-threeshift-150c-01,mixed,2025-11-07,-0.2609757213978511,-0.031832178874831626,-1.6993454809932778,-0.24309955512631168
L-main-threeshift-150c-01,mixed,2025-11-08,-0.012830071799550646,-0.03282375702111556,0.40750276767478955,-0.10801941665450787
L-main-threeshift-150c-01,mixed,2025-11-09,0.1053433865272009,0.007505023691681274,0.767663402952318,0.1778055350511386
L-main-threeshift-150c-01,mixed,2025-11-10,1.4080366167391754,0.29627190617819565,5.049569746034592,1.7244532105227846
L-main-threeshift-150c-01,mixed,2025-11-11,-1.3576315956954037,-0.10948456681712898,-5.2080092898223525,-0.6693032249914972
L-main-threeshift-150c-01,mixed,2025-11-12,-2.3656164264528208,0.403302450664514,-18.853706634233617,-2.3537405424758084
L-main-threeshift-150c-01,mixed,2025-11-13,-0.027821627213447588,-0.0018945626947578847,-0.06606872407908781,0.020292922982082053
L-main-threeshift-150c-01,mixed,2025-11-14,0.6178216177491866,0.04233257705342737,1.4769252311465664,0.8773901070428309
L-main-threeshift-150c-01,mixed,2025-11-15,-0.9549655529982563,-0.06658960178398687,-2.2903209196564,0.42824460003733733
L-main-threeshift-150c-01,mixed,2025-11-16,0.8953480393022215,0.058048251440472876,2.4359704056872715,0.9946718121142031
L-main-threeshift-150c-01,mixed,2025-11-17,1.1242466127033541,0.12469745669308871,4.676769649550977,1.7664979280191222
L-main-threeshift-150c-01,mixed,2025-11-18,-0.46932626470621613,-0.045399747982167865,-1.9307303934111435,0.4601646697570596
L-main-threeshift-150c-01,mixed,2025-11-19,2.5113683174435804,0.38335528403169533,13.437189196159087,1.251763207109164
L-main-threeshift-150c-01,mixed,2025-11-20,-0.2356766891978359,-0.026411001093075308,-0.9666321274914177,-0.1533764569126691
L-main-threeshift-150c-01,mixed,2025-11-21,-1.3882560167176161,-0.15134392022397,-8.180652464352798,-1.3652216658770708
L-main-threeshift-150c-01,mixed,2025-11-22,0.3483686380223645,0.7301481895240252,-21.188617497241438,0.36900527482719525
L-main-threeshift-150c-01,mixed,2025-11-23,0.019551418178937685,0.006156876283116723,-0.059692619527462853,0.272444384866136
L-main-threeshift-150c-01,mixed,2025-11-24,1.2932350021238292,0.4194876219061424,4.97640088273889,1.2454780721334906
L-main-threeshift-150c-01,mixed,2025-11-25,-0.046873730205645045,-0.005418912274202626,-0.1991243558193029,0.0054262052540652835
L-main-threeshift-150c-01,mixed,2025-11-26,-1.1189245820023417,-0.11881522138916592,-6.6118863878803795,-1.1072526699150793
L-main-threeshift-150c-01,mixed,2025-11-27,1.1267542962826234,0.8031212081659129,-24.353238233378676,1.1381023627137559
L-main-threeshift-150c-01,mixed,2025-11-28,-0.2943274435879628,-0.008240630796672373,-1.0827093399867445,-0.15942809574256134
L-main-threeshift-150c-01,mixed,2025-11-29,0.06657353824118051,0.14450912569258345,-1.7225170185432148,0.6691087105000655
L-main-threeshift-15c-01,geographic,2025-11-02,0.282887870904177,0.014448767389863757,0.041074362065663436,-0.011850923293514004
L-main-threeshift-15c-01,geographic,2025-11-03,-0.12299648878273456,-0.005966581871771799,-0.014344362845915754,-0.003240651803581046
L-main-threeshift-15c-01,geographic,2025-11-04,-1.1945173208473912,-0.08555662463488198,-0.2800812965052337,-0.36081322880698563
L-main-threeshift-15c-01,geographic,2025-11-05,-0.029670342452954777,-0.002159194762960931,-0.00661883597143742,0.0
L-main-threeshift-15c-01,geographic,2025-11-06,-0.023111908503579734,-0.002221652494003091,-0.00708117711161312,0.16275830807243802
L-main-threeshift-15c-01,geographic,2025-11-07,0.0,0.0,0.0,0.0
L-main-threeshift-15c-01,geographic,2025-11-08,0.3052925310150467,0.07973729313491851,0.34642633763205544,-0.17179394046898255
L-main-threeshift-15c-01,geographic,2025-11-09,-0.18492266992956546,-0.027430058445139942,-0.08953730064966693,-0.011164017551716912
L-main-threeshift-15c-01,geographic,2025-11-10,2.0378216750870015,0.2434839129728681,0.6850329178056067,1.8998903829630018
L-main-threeshift-15c-01,geographic,2025-11-11,-1.2615712211708359,-0.11277544404389961,-0.3530106090576044,0.0
L-main-threeshift-15c-01,geographic,2025-11-12,-2.4022491850717067,-0.42210724821769174,-1.845591698705391,-2.4022491850717067
L-main-threeshift-15c-01,geographic,2025-11-13,0.0,0.0,0.0,0.0
L-main-threeshift-15c-01,geographic,2025-11-14,0.0,0.0,0.0,0.3396272551263828
L-main-threeshift-15c-01,geographic,2025-11-15,-1.2750916465907742,-0.09005651555268863,-0.27339822677543546,0.17886233242745725
L-main-threeshift-15c-01,geographic,2025-11-16,0.42749172444324646,0.03286560376908143,0.10144809487051512,1.0981509861257621
L-main-threeshift-15c-01,geographic,2025-11-17,0.11971217660849126,0.01357859050030654,0.04241528520645944,0.8284397654663456
L-main-threeshift-15c-01,geographic,2025-11-18,-1.3473335596754077,-0.12008037707800402,-0.37605919047726155,0.24818471763183209
L-main-threeshift-15c-01,geographic,2025-11-19,-0.1882861669751462,-0.02771277758869166,-0.09222559874671057,0.4624552157097366
L-main-threeshift-15c-01,geographic,2025-11-20,-0.40399320663666455,-0.04056922078495691,-0.1290694296800889,0.0
L-main-threeshift-15c-01,geographic,2025-11-21,0.0,0.0,0.0,0.0
L-main-threeshift-15c-01,geographic,2025-11-22,0.9507721371418754,-0.2569578658809011,-2.0554549834450135,0.9507721371418754
L-main-threeshift-15c-01,geographic,2025-11-23,-0.0669278819597165,-0.0060368507439005365,-0.01889113436984502,0.0
L-main-threeshift-15c-01,geographic,2025-11-24,-0.6919722598969393,0.16575161949595918,0.4186328409275015,-0.6835500305322633
L-main-threeshift-15c-01,geographic,2025-11-25,0.0,0.0,0.0,0.0
L-main-threeshift-15c-01,geographic,2025-11-26,0.0,0.0,0.0,0.0
L-main-threeshift-15c-01,geographic,2025-11-27,2.058032725357009,-0.31077601504683194,-2.377173775862339,2.058032725357009
L-main-threeshift-15c-01,geographic,2025-11-28,0.8576355018801554,0.06828281268881278,0.21656669086769278,0.5430127752110412
L-main-threeshift-15c-01,geographic,2025-11-29,-0.19982586973078398,-0.08102067261693668,-0.38283408279570796,0.6848415225356508
L-main-threeshift-15c-01,mixed,2025-11-02,-0.09091922377572781,0.00021899225640208825,-0.03407835557271237,0.32071011906312963
L-main-threeshift-15c-01,mixed,2025-11-03,-0.35148958798114677,-0.025530187824999474,-0.08354867284373788,0.06928583668316679
L-main-threeshift-15c-01,mixed,2025-11-04,-0.11276473176449753,0.011299431502320628,-0.08353570152479861,0.7285366251518268
L-main-threeshift-15c-01,mixed,2025-11-05,-0.2675780195779479,-0.01592845866022661,-0.058281424201341046,-0.18155474732723648
L-main-threeshift-15c-01,mixed,2025-11-06,-0.38226056313862244,-0.027811857328437682,-0.11921468705617737,-0.3026047348715664
L-main-threeshift-15c-01,mixed,2025-11-07,0.0,0.0,0.0,0.0
L-main-threeshift-15c-01,mixed,2025-11-08,-0.35539940850465146,-0.11155803111354501,-0.13602315640115137,-0.06165109843047878
L-main-threeshift-15c-01,mixed,2025-11-09,-0.3258295321902021,-0.06750772361589893,-0.16714444119647948,-0.05228849559597012
L-main-threeshift-15c-01,mixed,2025-11-10,1.4283282806969684,0.3557672453183346,0.2072814048493874,1.6938187125757302
L-main-threeshift-15c-01,mixed,2025-11-11,0.659218819184915,0.028176710147603076,0.27772572097836107,0.0
L-main-threeshift-15c-01,mixed,2025-11-12,6.983522504536502,1.1470353442140802,0.4021049843372708,6.983522504536502
L-main-threeshift-15c-01,mixed,2025-11-13,0.0,0.0,0.0,-0.026646266854288697
L-main-threeshift-15c-01,mixed,2025-11-14,-0.5938072451596849,-0.02919385189158305,-0.1526115585763428,-0.3799142035507577
L-main-threeshift-15c-01,mixed,2025-11-15,-0.11380908783259325,-0.017028706149236267,0.06318301276953403,-0.2804173262179175
L-main-threeshift-15c-01,mixed,2025-11-16,-0.274360561323193,-0.015490177716706119,-0.13670807292438997,0.6108225834955154
L-main-threeshift-15c-01,mixed,2025-11-17,-0.1243654426315415,-0.00968628474444234,-0.0636923875868618,-0.7892479151551597
L-main-threeshift-15c-01,mixed,2025-11-18,-0.500391905248141,-0.04106161623427753,-0.056238277530188896,-0.6189474831419601
L-main-threeshift-15c-01,mixed,2025-11-19,-0.5606791158915002,-0.07807908423702231,-0.3379315927903974,-0.4466055738707233
L-main-threeshift-15c-01,mixed,2025-11-20,0.13424014835163056,0.0050447561782570455,0.09076687848666391,0.0
L-main-threeshift-15c-01,mixed,2025-11-21,0.0,0.0,0.0,0.0
L-main-threeshift-15c-01,mixed,2025-11-22,2.464827565983086,1.590352750432209,0.8774885130733026,2.464827565983086
L-main-threeshift-15c-01,mixed,2025-11-23,0.06013594180212868,0.003346130785419896,0.02286874467522182,-0.03837421351336556
L-main-threeshift-15c-01,mixed,2025-11-24,7.763059962524364,0.5143780718571083,0.11859783797734469,8.136669532394764
L-main-threeshift-15c-01,mixed,2025-11-25,0.0,0.0,0.0,0.0
L-main-threeshift-15c-01,mixed,2025-11-26,0.0,0.0,0.0,0.0
L-main-threeshift-15c-01,mixed,2025-11-27,1.6448929432302997,1.7278640363190982,0.827250605875534,1.6448929432302997
L-main-threeshift-15c-01,mixed,2025-11-28,-0.039691432201886756,0.0031183539693097027,-0.020225398585144674,-0.7957277687417439
L-main-threeshift-15c-01,mixed,2025-11-29,2.163910040631328,0.3295753673735219,0.3660624755804909,2.403296970255731
L-main-threeshift-200c-01,geographic,2025-11-02,0.06452523585206382,0.012406395984504177,0.2847586626727623,0.16556692736514855
L-main-threeshift-200c-01,geographic,2025-11-03,0.3104988340304051,0.00550628983643256,0.6442538781904452,0.038965428775271316
L-main-threeshift-200c-01,geographic,2025-11-04,0.56890438398216,0.02114024131075829,1.2302580151141835,-0.26995833493673693
L-main-threeshift-200c-01,geographic,2025-11-05,0.05042825439420753,0.002823977972975735,0.13284247072952363,0.08931996510426492
