instance,condition,arm,operating_day,source_row_count,mean_charging_kwh,mean_immediate_actual_charging_kg,mean_forecast_actual_charging_kg,mean_direct_fuel_emissions_kg,mean_immediate_total_operational_kg,mean_forecast_total_operational_kg,mean_realized_saving_kg,charging_reduction_pct,total_operational_reduction_pct,charging_share_of_immediate_total_pct,mean_oracle_potential_kg,oracle_potential_pct,forecast_capture_ratio,mean_predicted_saving_kg,mean_pre_day_realized_saving_kg,mean_between_trip_realized_saving_kg,mean_moved_pre_day_kwh,mean_moved_between_trip_kwh
L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-02,3,2083.666222220228,111.7570973350294,111.11760539493282,1661.7813695698344,1773.5384669048638,1772.8989749647671,0.6394919400965667,0.5722159534794242,0.036057404563239755,6.301363033307372,2.600976486432254,2.3273479255057548,0.2458660981490665,11.272935569383298,0.6978771177564104,-0.058385177659846,1452.6244899721332,86.7143774602218
L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-03,3,2083.666222220228,140.6219637100402,141.09671560328832,1661.7813695698344,1802.4033332798747,1802.8780851731226,-0.4747518932481067,-0.3376086357512657,-0.026339936488254813,7.801914317043965,0.5942213120326537,0.42256650124579875,-0.7989479401607495,9.433856367540509,-0.43025812715798395,-0.04449376609012153,1452.6244899721332,66.46858462270878
L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-04,3,2083.666222220228,135.06769006724895,134.13711059406748,1661.7813695698344,1796.8490596370834,1795.918480163902,0.9305794731814766,0.688972671938159,0.05178951833435744,7.516919094725135,4.425960150620615,3.276845963988109,0.21025482415402885,3.1261618173662526,1.0763829064946009,-0.14580343331312662,1452.6244899721332,73.49642578115751
L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-05,3,2083.666222220228,147.36189358136127,147.51421768190082,1661.7813695698344,1809.1432631511957,1809.2955872517352,-0.15232410053954007,-0.10336736101686904,-0.008419681494666124,8.145396585380634,0.4161784506732431,0.2824193151694696,-0.3660066980717733,0.8789155337275171,0.09236698033704253,-0.24469108087658734,604.6769905203087,136.1989862575925
L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-06,3,2083.666222220228,222.99505055600412,222.4940416452572,1661.7813695698344,1884.7764201258385,1884.2754112150915,0.5010089107469279,0.22467265954905216,0.026581874932066353,11.831379476888602,1.1158977108103063,0.5004136674908191,0.4489738673118359,1.7566253397031442,0.5921416291594852,-0.09113271841255255,450.44648979938194,34.54643397124601
L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-07,3,2083.666222220228,339.5969504000404,339.5421858493866,1661.7813695698344,2001.3783199698748,2001.323555419221,0.0547645506537909,0.01612633758615295,0.002736341755446578,16.96815374742103,0.21770284637608484,0.064106243038883,0.2515564291666832,0.5217205083944426,0.0,0.05476455065380037,0.0,181.68895031871136
L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-08,3,2083.666222220228,397.26831581138777,402.0552626294552,1661.7813695698344,2059.049685381222,2063.83663219929,-4.786946818067444,-1.2049656686792403,-0.23248330781202917,19.2937702587704,1.7349015409306123,0.43670775440201387,-2.7592037387318795,5.954365586378022,-4.6873532538368465,-0.09959356423061176,1452.6244899721332,67.17660613283823
L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-09,3,2083.666222220228,343.2163274744909,344.7174265353308,1661.7813695698344,2004.9976970443254,2006.4987961051652,-1.5010990608399009,-0.4373623690590501,-0.07486786957674572,17.11804098231357,1.4184020886549813,0.41326766097991136,-1.058302912020764,1.858421039116024,-1.6089599477306347,0.10786088689074329,963.4397480432664,35.42909581235998
L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-10,3,2083.666222220228,269.29644194366546,251.926335087605,1661.7813695698344,1931.0778115135,1913.7077046574393,17.37010685606043,6.450180600490114,0.8995032076126674,13.945395692398428,18.81414432740066,6.9864065754483375,0.9232472417447574,26.492880616457843,17.39900763971039,-0.028900783649945083,1452.6244899721332,6.319819648319282
L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-11,3,2083.666222220228,195.71833829268778,196.17921705530546,1661.7813695698344,1857.4997078625222,1857.96058662514,-0.4608787626176725,-0.2354806231434734,-0.024811781162970885,10.536655131854983,1.2200634710081317,0.623377186650534,-0.37774982496349224,1.8679941606034351,-1.4797231978927528,1.0188444352750707,543.2097998170092,175.36913067039208
L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-12,3,2083.666222220228,199.24126090433757,148.64866078862937,1661.7813695698344,1861.022630474172,1810.4300303584637,50.592600115708244,25.39263197094474,2.718537608691932,10.706009569242728,50.5956339562159,25.39415466784692,0.9999400375038233,41.62805968395609,50.594657055770476,-0.002056940062241589,1452.6244899721332,29.109276164040704
L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-13,3,2083.666222220228,134.30338853661166,134.30338853661166,1661.7813695698344,1796.084758106446,1796.084758106446,0.0,0.0,0.0,7.4775640698718115,0.01779094846300211,0.013246835137113628,0.0,0.0,0.0,0.0,36.867849022711994,0.0
L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-14,3,2083.666222220228,136.89677089798573,136.05733211144317,1661.7813695698344,1798.6781404678202,1797.8387016812776,0.8394387865425538,0.6131910789686165,0.046669760845829994,7.61096539831079,1.3420069744113192,0.9803057921734114,0.6255100029646117,0.6509993029854352,0.6631291701636522,0.17630961637890388,248.8180870462098,144.32964186004327
L-main-threeshift-100c-01,geographic,ownership_fixed,2025-11-15,3,2083.666222220228,141.61836147103548,143.62249350814508,1661.7813695698344,1803.39973104087,1805.4038630779794,-2.004132037109585,-1.4151639775323064,-0.11113077165387278,7.852854751691544,0.6095761314456875,0.4304358030369961,-3.2877469010417624,2.914962609014547,-1.947053279971281,-0.05707875713830172,645.406889546991,35.42909581235998
