condition,arm,network_count,operating_day_count,cell_count,pooled_immediate_actual_charging_kg,pooled_realized_saving_kg,pooled_charging_reduction_pct,pooled_total_operational_reduction_pct,pooled_charging_share_of_total_pct,pooled_oracle_potential_pct,pooled_forecast_capture_ratio,network_mean_reduction_pct,network_median_reduction_pct,networks_improved,networks_worsened,networks_tied,network_two_sided_sign_p,day_mean_reduction_pct,day_median_reduction_pct,days_improved,days_worsened,days_tied,day_two_sided_sign_p,pooled_pre_day_saving_kg,pooled_between_trip_saving_kg,pre_day_share_of_positive_total_saving_pct
geographic,ownership_fixed,9,28,252,40546.05231963797,1891.1354135078711,4.664166559544253,0.5184829704467561,11.116304785166555,5.4813397414214355,0.8509172537323382,4.912056390150467,4.900418268445982,9,0,0,0.00390625,3.7925594374223253,0.23876259789848225,18,10,0,0.1849333420395851,1871.1086475750428,20.02676593282808,98.94101893551448
geographic,reassignment_allowed,9,28,252,39131.61402321151,1908.3191643995162,4.87666867834168,0.5232816116456492,10.730308867806702,5.6944634584185705,0.8563877376598351,5.3991551983720605,5.376676859684275,9,0,0,0.00390625,3.903769511253182,0.250025476744159,19,9,0,0.08715855330228806,1896.1650251128958,12.154139286620344,99.363097142587
mixed,ownership_fixed,9,28,252,59780.7251654618,2324.154112003727,3.887798459404608,0.35153335338471176,9.041964419075029,4.358758396530558,0.8919508964982277,3.9606890117309126,3.941814408298805,9,0,0,0.00390625,3.108462281968625,0.09854899094424663,20,8,0,0.03569813817739487,2218.5732004922656,105.58091151146084,95.45723276412008
mixed,reassignment_allowed,9,28,252,49709.29237377504,2041.5028397658725,4.106883727926292,0.4762081436433464,11.595364641204496,4.739477401624058,0.8665267032434847,4.6223509743655375,4.211584198113475,9,0,0,0.00390625,3.3818993324587767,0.2186973548724471,19,9,0,0.08715855330228806,2035.581942476492,5.920897289380235,99.70997359523342
