instance_id,arm,seed,iterations,runtime_seconds,initial_total_cost_cny,total_cost_cny,total_emissions_kg,cv_direct_emissions_kg,ev_indirect_emissions_kg,used_cv,used_ev,electricity_kwh,customers_served,customers_total,demand_served,demand_total,caps_by_depot_json,individual_fingerprint
cn-cy-50c-01-V2-LOCATIONS,BOTH_TYPES_AVAILABLE,11,90,59.93740529101342,2206.5372959867027,1997.6274221673461,119.98921642300708,93.04268312984185,26.94653329316523,2,5,133.9324931398864,50,50,13266.0,13266.0,"{""D_chengdu"": {""num_cv"": 4, ""num_ev"": 4, ""total_fleet_cap"": 4}, ""D_chongqing"": {""num_cv"": 5, ""num_ev"": 5, ""total_fleet_cap"": 5}}",5087439133c643d7f8d3c9e613b19972247b006cec565ef15a34356989d3cbee
