aware_minus_blind_charging_action_changes,aware_minus_blind_cost_cny,aware_minus_blind_distance_m,aware_minus_blind_emissions_kg,aware_minus_blind_remaining_charging_window_minutes,aware_minus_blind_route_arc_changes,aware_minus_blind_used_cv,aware_minus_blind_used_ev,aware_minus_blind_vehicle_count,aware_minus_blind_vehicle_type_customer_changes,aware_solution_sha256,blind_solution_sha256,event_ids,policy,same_frozen_state,stage,state_sha256_aware,state_sha256_blind,stream_seed,trigger_second
0,0.0,0.0,0.0,0,0,0,0,0,0,1c45699f2167a5ada251f6b1b2d40ab30d4ca8a2322ec0ebbe4004d0fa0f0c9b,1c45699f2167a5ada251f6b1b2d40ab30d4ca8a2322ec0ebbe4004d0fa0f0c9b,ADD_019_C095|ADD_004_C023,fixed_30_minutes,True,6,f2a836de9741d56317ef03fae049a1db4f017954686f0b2e18c569d8f78a7754,f2a836de9741d56317ef03fae049a1db4f017954686f0b2e18c569d8f78a7754,7,34200.0
0,0.0,0.0,0.0,0,0,0,0,0,0,8ced1da13e3e5048ec3cab601f1c31f7ac00ee810ed012cc24d8fed327442c3a,8ced1da13e3e5048ec3cab601f1c31f7ac00ee810ed012cc24d8fed327442c3a,ADD_010_C045,fixed_30_minutes,True,7,b1a7e44ab067c08383aaeaa4f2e51cc0510c444f57c0ad96c838d99b815433e3,b1a7e44ab067c08383aaeaa4f2e51cc0510c444f57c0ad96c838d99b815433e3,7,36000.0
0,0.0,0.0,0.0,0,0,0,0,0,0,b9c8367efadd401f23aa0ae435eb3b3650889cf3c05c0c287cbead70d6f0160f,b9c8367efadd401f23aa0ae435eb3b3650889cf3c05c0c287cbead70d6f0160f,ADD_014_C066,fixed_30_minutes,True,8,335eea70167f3591ab573bfacf89b4bb0081854ad6badba8919acf52c90948bf,335eea70167f3591ab573bfacf89b4bb0081854ad6badba8919acf52c90948bf,7,37800.0
0,0.0,0.0,0.0,0,0,0,0,0,0,c09632074c775d81aca596e8f077d7e38a548508ee7a47a8025c05a44c22a56c,c09632074c775d81aca596e8f077d7e38a548508ee7a47a8025c05a44c22a56c,ADD_018_C093|ADD_011_C054|ADD_020_C097,fixed_30_minutes,True,9,905692100f48b456daa58106542866353341c4ba014e46ee84a7bdb72ba0a69f,905692100f48b456daa58106542866353341c4ba014e46ee84a7bdb72ba0a69f,7,39600.0
0,0.0,0.0,0.0,0,0,0,0,0,0,08ec800a41c81c53a6422804be02328b7695315c1f6fdd0ce0557194e5d39af4,08ec800a41c81c53a6422804be02328b7695315c1f6fdd0ce0557194e5d39af4,ADD_003_C022|ADD_012_C057,fixed_30_minutes,True,10,ace823c838f2e1c0fad5335cc881a3849619b12673b564a619c5d7412864310b,ace823c838f2e1c0fad5335cc881a3849619b12673b564a619c5d7412864310b,7,43200.0
0,0.0,0.0,0.0,0,0,0,0,0,0,7db14a6d80106aa9f8cec7f60882dffff887cd9c0a9b69988256a8ed94aa6ff4,7db14a6d80106aa9f8cec7f60882dffff887cd9c0a9b69988256a8ed94aa6ff4,ADD_009_C037,fixed_30_minutes,True,1,edba2ad79b4a9f0d627b28bc4360938b2033d1a0c4e90c2e87fd782050d272f5,edba2ad79b4a9f0d627b28bc4360938b2033d1a0c4e90c2e87fd782050d272f5,8,23400.0
0,0.0,0.0,0.0,0,0,0,0,0,0,df3105f38bf4086d7cc837c73434aca3615a8e176a71eda636153895a59ad057,df3105f38bf4086d7cc837c73434aca3615a8e176a71eda636153895a59ad057,ADD_011_C044|ADD_005_C012,fixed_30_minutes,True,2,e031a087499f629c823e9d5835fc5ddd16d042cf775641335725fe83e164cf71,e031a087499f629c823e9d5835fc5ddd16d042cf775641335725fe83e164cf71,8,28800.0
0,0.0,0.0,0.0,0,0,0,0,0,0,0d4e6fd45634213851685025e8f3ea71601767a1e57714daacad1c8f0fe51c53,0d4e6fd45634213851685025e8f3ea71601767a1e57714daacad1c8f0fe51c53,ADD_015_C061,fixed_30_minutes,True,3,4aa059759b5c0b00691f51e7ebe9366c88da9138ca7516e51eee1d227dcdd419,4aa059759b5c0b00691f51e7ebe9366c88da9138ca7516e51eee1d227dcdd419,8,30600.0
0,0.0,0.0,0.0,0,0,0,0,0,0,0ceba26dd5bc1979e5d05d4dab575691e833e28a690e2d03a04356b4a592e286,0ceba26dd5bc1979e5d05d4dab575691e833e28a690e2d03a04356b4a592e286,ADD_001_C024|ADD_004_C031|ADD_013_C062,fixed_30_minutes,True,1,03f1668aa0b6c60e1e4d4239366bfe538c82af9b791ee838cb66fdc98c6f6410,03f1668aa0b6c60e1e4d4239366bfe538c82af9b791ee838cb66fdc98c6f6410,9,27000.0
0,0.0,0.0,0.0,0,0,0,0,0,0,fe5aea033a1faf7b20bc3024a9ddf51de65c09c60473294552cc2f215c5ba9b0,fe5aea033a1faf7b20bc3024a9ddf51de65c09c60473294552cc2f215c5ba9b0,ADD_003_C030,fixed_30_minutes,True,2,3cf6102d23964c5170cf61023950ee122271656208d671a2426f8ac86e1a0878,3cf6102d23964c5170cf61023950ee122271656208d671a2426f8ac86e1a0878,9,28800.0
0,0.0,0.0,0.0,0,0,0,0,0,0,9bdda022619f581f1350452921961b737e6bb72eb4e51fea813de9add059e92d,9bdda022619f581f1350452921961b737e6bb72eb4e51fea813de9add059e92d,ADD_014_C065,fixed_30_minutes,True,3,89213f15c8a4f8eb07b5fef5986caba6f9cb1e80ed778f8f4a02dc3c68c6a2fd,89213f15c8a4f8eb07b5fef5986caba6f9cb1e80ed778f8f4a02dc3c68c6a2fd,9,30600.0
0,0.0,0.0,0.0,0,0,0,0,0,0,c887ec681a8d7f40d47a995a8b65a59c14ec37bf2d93675e2b0108ce70b17d0c,c887ec681a8d7f40d47a995a8b65a59c14ec37bf2d93675e2b0108ce70b17d0c,ADD_012_C057,fixed_30_minutes,True,4,4a597c97c5d0e85b0148f4da8d5a880eb88612f3c80dc8f30f345f23e4a46afc,4a597c97c5d0e85b0148f4da8d5a880eb88612f3c80dc8f30f345f23e4a46afc,9,32400.0
0,0.0,0.0,0.0,0,0,0,0,0,0,95b952419f7b2387915cb35b58daf09fdb7a0001984cda360840dbd18b671f80,95b952419f7b2387915cb35b58daf09fdb7a0001984cda360840dbd18b671f80,ADD_016_C077|ADD_002_C027,fixed_30_minutes,True,5,db4724a10d079d01e52ad51fb1d5e5c566ac65c6b2e595fe78cee427fb84ebff,db4724a10d079d01e52ad51fb1d5e5c566ac65c6b2e595fe78cee427fb84ebff,9,36000.0
0,0.0,0.0,0.0,0,0,0,0,0,0,4cbb3f77151a5adb03640939af192f3759835dc6c53c2ddf9ad0b7e6f2f3a61a,4cbb3f77151a5adb03640939af192f3759835dc6c53c2ddf9ad0b7e6f2f3a61a,ADD_017_C081,fixed_30_minutes,True,6,f546cf9a52cc399a01b184788e37364f2ab1109828b31c18a1f935b1bd4b45ed,f546cf9a52cc399a01b184788e37364f2ab1109828b31c18a1f935b1bd4b45ed,9,37800.0
0,0.0,0.0,0.0,0,0,0,0,0,0,32ba86778856a525bf0e71169e3f49ea1c7623d264a43f8906f45fa563146923,32ba86778856a525bf0e71169e3f49ea1c7623d264a43f8906f45fa563146923,ADD_009_C045|ADD_005_C032,fixed_30_minutes,True,7,4e22cfeac0076776b7e3626d1ce2dbbda318dc72f88093061cba7ce23cd8d96a,4e22cfeac0076776b7e3626d1ce2dbbda318dc72f88093061cba7ce23cd8d96a,9,39600.0
0,0.0,0.0,0.0,0,0,0,0,0,0,c79fe3d659ac67dad85b0d8031880e714a83f25251ba57a0e799dcf0c32a3dca,c79fe3d659ac67dad85b0d8031880e714a83f25251ba57a0e799dcf0c32a3dca,ADD_018_C091|ADD_020_C097,fixed_30_minutes,True,8,edad8ba8d7e87cd21bcd82820f7e024991fe305f03b0f16daa1107f4fdef0d89,edad8ba8d7e87cd21bcd82820f7e024991fe305f03b0f16daa1107f4fdef0d89,9,41400.0
0,0.0,0.0,0.0,0,0,0,0,0,0,620b3fae3e667927020096908c255f2f4d2cc8564db798a2ed1f95001b899232,620b3fae3e667927020096908c255f2f4d2cc8564db798a2ed1f95001b899232,ADD_019_C092|ADD_015_C069,fixed_30_minutes,True,9,87c778a82316357c7b7291d6e4ea6f393331b58aa674f4cb1b92789be9070800,87c778a82316357c7b7291d6e4ea6f393331b58aa674f4cb1b92789be9070800,9,43200.0
0,0.0,0.0,0.0,0,0,0,0,0,0,be0c4c04065fd7cecc0dd30c14e40ea6018b54cec268a778cb3b7db9620200b7,be0c4c04065fd7cecc0dd30c14e40ea6018b54cec268a778cb3b7db9620200b7,ADD_006_C038,fixed_30_minutes,True,10,157d3f13fa4a6581033f8d03ea5f9e96d5f09199318fed3973f35abc59b26682,157d3f13fa4a6581033f8d03ea5f9e96d5f09199318fed3973f35abc59b26682,9,45000.0
0,0.0,0.0,0.0,0,0,0,0,0,0,f2fb82091873fbe55533575add39877ba676c4f478821f009c8820e8836f14e8,f2fb82091873fbe55533575add39877ba676c4f478821f009c8820e8836f14e8,ADD_010_C046,fixed_30_minutes,True,11,b6efd7b601d9ee23dbf807e74261a4dec061506e9d1706f73f4eb2138a37bb1c,b6efd7b601d9ee23dbf807e74261a4dec061506e9d1706f73f4eb2138a37bb1c,9,46800.0
0,0.0,0.0,0.0,0,0,0,0,0,0,81a5b74326d8475515d6a86433e6043270ae645ea0ad48b6c5676c4a122a3de7,81a5b74326d8475515d6a86433e6043270ae645ea0ad48b6c5676c4a122a3de7,ADD_008_C041,fixed_30_minutes,True,12,2dde28071658590f43e0a6e7890769c81ffe3ac51e16daf25f76e9e829cef0c6,2dde28071658590f43e0a6e7890769c81ffe3ac51e16daf25f76e9e829cef0c6,9,50400.0
0,0.0,0.0,0.0,0,0,0,0,0,0,79169762cf13448e744afd9370e3aa07bec0006fde90c9b454aa885b4fd05bc9,79169762cf13448e744afd9370e3aa07bec0006fde90c9b454aa885b4fd05bc9,ADD_007_C040,fixed_30_minutes,True,13,5f4478b0c962d5d66457f34774f4755ad58233bed7c375e2f3b8ccf45f98969a,5f4478b0c962d5d66457f34774f4755ad58233bed7c375e2f3b8ccf45f98969a,9,55800.0
0,0.0,0.0,0.0,0,0,0,0,0,0,64e7ba92798fd1d6f8aadfef165993c4e82b978b622f9dfdcaa55ed2aa9de670,64e7ba92798fd1d6f8aadfef165993c4e82b978b622f9dfdcaa55ed2aa9de670,ADD_011_C053,fixed_30_minutes,True,14,b329aae4b299d9292af5df9e6726ab1555159ad0e8883b7b400b139423f866e9,b329aae4b299d9292af5df9e6726ab1555159ad0e8883b7b400b139423f866e9,9,59400.0
0,1.393157564988087,0.0,-0.8610836330140614,0.0,0,0,0,0,0,288e73bf8f8bfa6f5ea318500d4388440b2d9bd1c5eda6a95f640010f8c3ce2b,1d57b790166ea4dfa46d7b247bf54afe7fd30b5bbf0ece06937885b0d8e0b254,ADD_014_C072|ADD_012_C069|ADD_015_C076|ADD_017_C082|ADD_011_C062,fixed_30_minutes,True,1,47ccaf9799a8608817bf88eac974f6a38d35522d45bfd63284a75e01b3011e7e,47ccaf9799a8608817bf88eac974f6a38d35522d45bfd63284a75e01b3011e7e,10,23400.0
0,0.0,0.0,0.0,0.0,0,0,0,0,0,f9726012dd4793d88d6f212cb53a153e3365aeea95d66877e83a2728f30bba39,f9726012dd4793d88d6f212cb53a153e3365aeea95d66877e83a2728f30bba39,ADD_013_C071|ADD_019_C097,fixed_30_minutes,True,2,455bd31d6c2e5c37ffc3da4ac388afcffba8b975c3240036120032c60e2407ed,455bd31d6c2e5c37ffc3da4ac388afcffba8b975c3240036120032c60e2407ed,10,25200.0
0,0.0,0.0,0.0,0.0,0,0,0,0,0,75be716bc0d45d3cac0e0779b972b864feb0c6eebe3ee891785abffeddb43c36,75be716bc0d45d3cac0e0779b972b864feb0c6eebe3ee891785abffeddb43c36,ADD_009_C045,fixed_30_minutes,True,3,cf28d906617118f2a3daf478009ec581e13c386832e926c2d8081d8faadef9b7,cf28d906617118f2a3daf478009ec581e13c386832e926c2d8081d8faadef9b7,10,27000.0
0,0.0,0.0,0.0,0.0,0,0,0,0,0,c69fe72696be5b609eb1ff1a76b37b7e4c5939250d8c2b8a850802f5710e7707,c69fe72696be5b609eb1ff1a76b37b7e4c5939250d8c2b8a850802f5710e7707,ADD_003_C018|ADD_020_C099,fixed_30_minutes,True,4,11f593bb2d1a17202aab841b1d24f6344188c0a992c2e7d704d760917550c270,11f593bb2d1a17202aab841b1d24f6344188c0a992c2e7d704d760917550c270,10,32400.0
0,0.0,0.0,0.0,0.0,0,0,0,0,0,840535b2b5b4b69cfc2f1f32b37bbcfd537a23ec7f5461c183cb136450110bf3,840535b2b5b4b69cfc2f1f32b37bbcfd537a23ec7f5461c183cb136450110bf3,ADD_016_C077,fixed_30_minutes,True,5,a7fff1e25307257902b9e6797c2721d77e518c5282a01442003541451b718006,a7fff1e25307257902b9e6797c2721d77e518c5282a01442003541451b718006,10,37800.0
-2,-1.5395088666991796e-05,0.0,-0.00020521311557786248,0.0,0,0,0,0,0,31b4ad840f319dda563151c2299ce2dbffdd2d536703542c589298c301d912b9,04e84d30201b70678a1fdab0706cc23792f04b476d15f62747ebaaa792c1f2ab,ADD_007_C033|ADD_010_C053,fixed_30_minutes,True,6,f75528436656071431bb07badbddcee8230eb537c9eba27bbccd80f419c18898,f75528436656071431bb07badbddcee8230eb537c9eba27bbccd80f419c18898,10,39600.0
2,-1.5395087757497095e-05,0.0,-0.00020521311546417564,0.0,0,0,0,0,0,8ffde6675dc77eee763b0097d7d1438d46dee9a13b6f902e9252f6009829ac04,a56d747c89c19bc82a635c679baaa01adcbac66d03a5e7e2d3decd57f05edcc7,ADD_001_C002|ADD_006_C026|ADD_002_C009,fixed_30_minutes,True,7,1e2524119dc422ece988374650d0a0904e813ef4410beeaf471bf6c7655415ba,1e2524119dc422ece988374650d0a0904e813ef4410beeaf471bf6c7655415ba,10,41400.0
0,0.0,0.0,0.0,0.0,0,0,0,0,0,71d6ee49492b450b520a6907a4ed57d684bf467c18b707a6a935f1304952ac83,71d6ee49492b450b520a6907a4ed57d684bf467c18b707a6a935f1304952ac83,ADD_018_C090,fixed_30_minutes,True,8,452447480b173bf5efb0522304402fc389d060af608d8d38a6dd384180062553,452447480b173bf5efb0522304402fc389d060af608d8d38a6dd384180062553,10,43200.0
0,0.0,0.0,0.0,0.0,0,0,0,0,0,d6c657e5ea07b84677e98528b6cdb3ee28b3c9007403876bd2a1b5e27f46e72e,d6c657e5ea07b84677e98528b6cdb3ee28b3c9007403876bd2a1b5e27f46e72e,ADD_004_C021,fixed_30_minutes,True,9,fd3c7bee2ab234abae11c26405de5a35456cd03fcad65fd0ca2d8fd5ebd736bf,fd3c7bee2ab234abae11c26405de5a35456cd03fcad65fd0ca2d8fd5ebd736bf,10,48600.0
0,0.0,0.0,0.0,0.0,0,0,0,0,0,2b2673661dc9dc661cd44ebf82badae6d0e56a5d08e103592f70c1b7ed17c6c4,2b2673661dc9dc661cd44ebf82badae6d0e56a5d08e103592f70c1b7ed17c6c4,ADD_008_C040,fixed_30_minutes,True,10,8577e3d12d46dd243727db978c95610517efbcf636a879efa48829063a7c8942,8577e3d12d46dd243727db978c95610517efbcf636a879efa48829063a7c8942,10,50400.0
0,0.0,0.0,0.0,0.0,0,0,0,0,0,ad0f2ca070a63dc5b8a8fe8000d351c916273b2fead59761ad35544b703a09dc,ad0f2ca070a63dc5b8a8fe8000d351c916273b2fead59761ad35544b703a09dc,ADD_005_C025,fixed_30_minutes,True,11,a2ccbacbaee8c9c1062d4518ed98bb6bb211c986a3c340abfd6d6b5bf6a8428c,a2ccbacbaee8c9c1062d4518ed98bb6bb211c986a3c340abfd6d6b5bf6a8428c,10,59400.0
0,0.0,0.0,0.0,0,0,0,0,0,0,ff97b4fbaa6a06a2fc6ea238cada493f7885c8525221efdb0e81b6871dfa7e04,ff97b4fbaa6a06a2fc6ea238cada493f7885c8525221efdb0e81b6871dfa7e04,ADD_016_C076|ADD_011_C037,hybrid_500kg_or_30_minutes,True,1,46d623eac8a8c2fece0835aa56d9670399901aa6b617f56191ee7e3bee0dc9f8,46d623eac8a8c2fece0835aa56d9670399901aa6b617f56191ee7e3bee0dc9f8,1,22099.405912435628
0,0.0,0.0,0.0,0,0,0,0,0,0,5c83a9fd4c71116bf118420d07afe5a70bcc849f7fe1536e7a2df656b7a43b31,5c83a9fd4c71116bf118420d07afe5a70bcc849f7fe1536e7a2df656b7a43b31,ADD_001_C004|ADD_013_C056,hybrid_500kg_or_30_minutes,True,2,bb2d4b4e805b00ed7785efa8dbc01b197142914e85d95b431907b9d6c4c4e57b,bb2d4b4e805b00ed7785efa8dbc01b197142914e85d95b431907b9d6c4c4e57b,1,23899.405912435628
0,0.0,0.0,0.0,0,0,0,0,0,0,9922fcabeef9644639cb02ad8084da02dfcc544f337344ef16674d0a20579a99,9922fcabeef9644639cb02ad8084da02dfcc544f337344ef16674d0a20579a99,ADD_002_C007,hybrid_500kg_or_30_minutes,True,3,6244acaa31dddf3ecda5ac4621bad31397a382c1ed66fc276d7d1fe834994b7a,6244acaa31dddf3ecda5ac4621bad31397a382c1ed66fc276d7d1fe834994b7a,1,25699.405912435628
0,0.0,0.0,0.0,0,0,0,0,0,0,528811a4297635648d09c972097156243210d24697a659ee0ded6c02cfd84141,528811a4297635648d09c972097156243210d24697a659ee0ded6c02cfd84141,ADD_019_C087,hybrid_500kg_or_30_minutes,True,4,b14d6eddb43319364b43ac94d55065db82cc0169fd7afd1e9a18476688191632,b14d6eddb43319364b43ac94d55065db82cc0169fd7afd1e9a18476688191632,1,31099.405912435628
0,0.0,0.0,0.0,0,0,0,0,0,0,553c067cde48f7fae1fa5d89ed1f82798d7e313416dd680adb308af9071ad805,553c067cde48f7fae1fa5d89ed1f82798d7e313416dd680adb308af9071ad805,ADD_008_C028,hybrid_500kg_or_30_minutes,True,5,c71da542f48b7aaf1372e7b1502790b1545ff54d908c1018d43741ef433f0472,c71da542f48b7aaf1372e7b1502790b1545ff54d908c1018d43741ef433f0472,1,32899.40591243563
0,0.0,0.0,0.0,0,0,0,0,0,0,f09018a737af70cbe1dc863df0de50abf37a66bcc7b6ba3cf5104899a2df368f,f09018a737af70cbe1dc863df0de50abf37a66bcc7b6ba3cf5104899a2df368f,ADD_004_C011|ADD_003_C008,hybrid_500kg_or_30_minutes,True,6,46a96ce743cb0649af72cf2910d185e2204eeaad2c368ba7d796e52f4ece6786,46a96ce743cb0649af72cf2910d185e2204eeaad2c368ba7d796e52f4ece6786,1,34699.40591243563
0,0.0,0.0,0.0,0,0,0,0,0,0,bdef77884252d6548a8f7d0d7e642ebba945cfd57d9f75ca6210b7797a49fb47,bdef77884252d6548a8f7d0d7e642ebba945cfd57d9f75ca6210b7797a49fb47,ADD_018_C086|ADD_009_C030|ADD_015_C064,hybrid_500kg_or_30_minutes,True,7,4e9938771d71f4b5c6481fec8607d12b93a6159b490b69af08d9e1e79f0827a1,4e9938771d71f4b5c6481fec8607d12b93a6159b490b69af08d9e1e79f0827a1,1,37969.577158989814
0,0.0,0.0,0.0,0,0,0,0,0,0,cae0fc8c66aada6ebc4399ae2a7ceb993a37241fcd1eafac889bbca891f0f171,cae0fc8c66aada6ebc4399ae2a7ceb993a37241fcd1eafac889bbca891f0f171,ADD_014_C062|ADD_012_C041,hybrid_500kg_or_30_minutes,True,8,850abf44b4d1224e83f0840cf43b0e6d281b9ce1ddf798099fc6367f473d8d0b,850abf44b4d1224e83f0840cf43b0e6d281b9ce1ddf798099fc6367f473d8d0b,1,39573.789145671275
0,0.0,0.0,0.0,0,0,0,0,0,0,8c347e0719a48acdfcc7b669aeffd3cb46c68555ebafecda9653898d614f6354,8c347e0719a48acdfcc7b669aeffd3cb46c68555ebafecda9653898d614f6354,ADD_017_C082,hybrid_500kg_or_30_minutes,True,9,406c17821fc0673737b7a85cba013c2b7b08bc7b7d326e0c0338bea4cfdf9839,406c17821fc0673737b7a85cba013c2b7b08bc7b7d326e0c0338bea4cfdf9839,1,41373.789145671275
0,0.0,0.0,0.0,0,0,0,0,0,0,90021d668382ae5af9b5857c9b3558c570890ba24749c84c8bbece559161c11d,90021d668382ae5af9b5857c9b3558c570890ba24749c84c8bbece559161c11d,ADD_008_C050,hybrid_500kg_or_30_minutes,True,1,d55ca49940f1ac593178a2c44867bed7d53d8046795378e4c0f0841addf02b33,d55ca49940f1ac593178a2c44867bed7d53d8046795378e4c0f0841addf02b33,2,25200.0
0,0.0,0.0,0.0,0,0,0,0,0,0,1811d63becb943682f59b671c7118cd1c6a7f6ba3f77e42d9b4577392a2c93e6,1811d63becb943682f59b671c7118cd1c6a7f6ba3f77e42d9b4577392a2c93e6,ADD_011_C071|ADD_018_C089,hybrid_500kg_or_30_minutes,True,2,9f727f4eea67a2014730265f061fd65935d2085d81a102e5fad664f1c4b306d1,9f727f4eea67a2014730265f061fd65935d2085d81a102e5fad664f1c4b306d1,2,27000.0
0,0.0,0.0,0.0,0,0,0,0,0,0,894b242eb48280ca488f0a2d4deb0eb6545d122c1048bbe9eb040c801719a7f0,894b242eb48280ca488f0a2d4deb0eb6545d122c1048bbe9eb040c801719a7f0,ADD_019_C097,hybrid_500kg_or_30_minutes,True,3,c3b784848e2c6b600d39badd4bf23241b8361cec843f9220a43b6f9cfcf43962,c3b784848e2c6b600d39badd4bf23241b8361cec843f9220a43b6f9cfcf43962,2,30600.0
0,0.0,0.0,0.0,0,0,0,0,0,0,090ea84c3b03ea43011ec51c40b0fbe2d722c89408e07047dcbd667c4488c18d,090ea84c3b03ea43011ec51c40b0fbe2d722c89408e07047dcbd667c4488c18d,ADD_007_C048,hybrid_500kg_or_30_minutes,True,4,57d2a6bb1352f16215efd990842f7a95ee4fd34fb1a21be54a38c275f14a0e5d,57d2a6bb1352f16215efd990842f7a95ee4fd34fb1a21be54a38c275f14a0e5d,2,32400.0
0,0.0,0.0,0.0,0,0,0,0,0,0,db886e920463875740341ca249b9975a979be04b6dbed32a3ef4b305553ff783,db886e920463875740341ca249b9975a979be04b6dbed32a3ef4b305553ff783,ADD_013_C076|ADD_002_C023,hybrid_500kg_or_30_minutes,True,5,33fd7fa7ace1753d308c036397df7e54a62ae8c72e3a851a3846d6fa7d1831e6,33fd7fa7ace1753d308c036397df7e54a62ae8c72e3a851a3846d6fa7d1831e6,2,32666.601078424173
0,0.0,0.0,0.0,0,0,0,0,0,0,f7009f575b68d9a58556d256268cbfe5f904e6e9f62ee377d9cf182ff9b29679,f7009f575b68d9a58556d256268cbfe5f904e6e9f62ee377d9cf182ff9b29679,ADD_012_C073|ADD_006_C046,hybrid_500kg_or_30_minutes,True,6,870d32d6bbadd735f4c7c7b9ce73163f3aabb247b24056ab1f71defc6903db0a,870d32d6bbadd735f4c7c7b9ce73163f3aabb247b24056ab1f71defc6903db0a,2,35268.755293911956
0,0.0,0.0,0.0,0,0,0,0,0,0,e8b49470f593d6300b79f225c8f81bdff266a6ce8ddeca1b1b2fcdf6ba97d30d,e8b49470f593d6300b79f225c8f81bdff266a6ce8ddeca1b1b2fcdf6ba97d30d,ADD_005_C042|ADD_014_C077|ADD_009_C056,hybrid_500kg_or_30_minutes,True,7,d2ad042e0de19c588e1848b827c15fb75770cd7ef3b2d6ea93641a216f845135,d2ad042e0de19c588e1848b827c15fb75770cd7ef3b2d6ea93641a216f845135,2,36456.042313125254
0,0.0,0.0,0.0,0,0,0,0,0,0,c6c0b51dab9e1eddc29f5bbd9b03e397b17509b738fb9e7ea07bc85776dcb4ce,c6c0b51dab9e1eddc29f5bbd9b03e397b17509b738fb9e7ea07bc85776dcb4ce,ADD_010_C066,hybrid_500kg_or_30_minutes,True,8,c221d49372643887ece0f13d1955634e93d28e0595890c057b395b0780249a38,c221d49372643887ece0f13d1955634e93d28e0595890c057b395b0780249a38,2,38256.042313125254
0,0.0,0.0,0.0,0,0,0,0,0,0,dae270c0f63e2fe16719f7cbb45bc222e4709c40bc13f97db4c15d3e59ea1d4b,dae270c0f63e2fe16719f7cbb45bc222e4709c40bc13f97db4c15d3e59ea1d4b,ADD_003_C032|ADD_001_C005|ADD_015_C079,hybrid_500kg_or_30_minutes,True,9,16423e1524a8c6eac1e8dadbf906c2023b38992a98db2e2ae41a733ae7601d77,16423e1524a8c6eac1e8dadbf906c2023b38992a98db2e2ae41a733ae7601d77,2,41065.97903214577
0,0.0,0.0,0.0,0,0,0,0,0,0,93f491b3889db7aa9e3c07bb25fa7cec8136d8ed21c72b80a430e565ec136c8c,93f491b3889db7aa9e3c07bb25fa7cec8136d8ed21c72b80a430e565ec136c8c,ADD_020_C098|ADD_016_C082,hybrid_500kg_or_30_minutes,True,10,6b7cc8cb8e566b024c9de62e093a897ffa14801d3f67597d6995581546aeb64f,6b7cc8cb8e566b024c9de62e093a897ffa14801d3f67597d6995581546aeb64f,2,42865.97903214577
0,0.0,0.0,0.0,0,0,0,0,0,0,86659d9747ce56d374a2489f0f1dc043377c9a3525d07a69f2b45b62763cd79a,86659d9747ce56d374a2489f0f1dc043377c9a3525d07a69f2b45b62763cd79a,ADD_004_C036,hybrid_500kg_or_30_minutes,True,11,3339d607f15a9602644eccb53164a4b5cfbb3791a696df019192d212cd2cb33d,3339d607f15a9602644eccb53164a4b5cfbb3791a696df019192d212cd2cb33d,2,44665.97903214577
0,0.0,0.0,0.0,0.0,0,0,0,0,0,8334dad3e1f4dcdd613fc0b051e33d372f0d3af02be968f510860cbcfd703129,8334dad3e1f4dcdd613fc0b051e33d372f0d3af02be968f510860cbcfd703129,ADD_017_C085,hybrid_500kg_or_30_minutes,True,12,f50e980129d01e2d7d63ff860f27af5d0949a37e8dfbd3cee10ee7915b672edb,f50e980129d01e2d7d63ff860f27af5d0949a37e8dfbd3cee10ee7915b672edb,2,57265.97903214577
0,0.0,0.0,0.0,0,0,0,0,0,0,67467737fe7a95da52f327c58e3c58a965fa4a6556378defe9c7688ec9bb8018,67467737fe7a95da52f327c58e3c58a965fa4a6556378defe9c7688ec9bb8018,ADD_016_C071|ADD_015_C069,hybrid_500kg_or_30_minutes,True,1,6f56a9b3437ba9598506a2885567ef0bcbd968a7f2e8b9cdd2e3c703373065e5,6f56a9b3437ba9598506a2885567ef0bcbd968a7f2e8b9cdd2e3c703373065e5,3,22856.219674503824
0,0.0,0.0,0.0,0,0,0,0,0,0,2df1192ae4565186e282fcadf966a2161a1e18124b1367ab7589e4cbd79265ec,2df1192ae4565186e282fcadf966a2161a1e18124b1367ab7589e4cbd79265ec,ADD_006_C043|ADD_005_C026,hybrid_500kg_or_30_minutes,True,2,62a48cea24c689b6120ed7ce46bd8ed81c33210d303e0842743b4a5390f558f1,62a48cea24c689b6120ed7ce46bd8ed81c33210d303e0842743b4a5390f558f1,3,24656.219674503824
0,0.0,0.0,0.0,0,0,0,0,0,0,5ca860f587033b46c09e170ac656445c44e0c1d6579cc06ce393906a4c1098ee,5ca860f587033b46c09e170ac656445c44e0c1d6579cc06ce393906a4c1098ee,ADD_014_C068|ADD_004_C024,hybrid_500kg_or_30_minutes,True,3,ecfd3825ae2169085196b2069a7d46611f07b613f96d7a4e4afab6cac11fb0aa,ecfd3825ae2169085196b2069a7d46611f07b613f96d7a4e4afab6cac11fb0aa,3,27638.33355856911
0,0.0,0.0,0.0,0,0,0,0,0,0,3a28d2518c7d3bb0456179ca07136885d6ee9881ef16f7bbfb8203b5172e93ed,3a28d2518c7d3bb0456179ca07136885d6ee9881ef16f7bbfb8203b5172e93ed,ADD_018_C080,hybrid_500kg_or_30_minutes,True,4,2bed022288bd2294d6668032be61e5039c1021e19ff4ac65e23a79bbc3faf618,2bed022288bd2294d6668032be61e5039c1021e19ff4ac65e23a79bbc3faf618,3,31238.33355856911
