actual_adjustment_count,all_solution_sha256,arm,attempted_trigger_count,charging_action_change_count,distance_m,failure_classification,failure_reason,final_solution_sha256,generated_dynamic_orders,policy,policy_label,response_rate_pct,route_arc_change_count,scheduled_trigger_count,served_dynamic_orders,status,stream_seed,total_cost_cny,total_emissions_kg,used_cv,used_ev,vehicle_count,vehicle_type_customer_change_count
6,"[""17fb16661f7ef06aec499f7a2651db8aa40e655acc27d32ae41ef64343be54ce"",""d6329c9e9a7af02fc6716c979e0536deb06d5020670da4b230069252ae6afc0e"",""bbc464ec713e27f3f8a5133393af3dae58d8cb92ccd89c28bc3688f2b4f82e3d"",""b3510d882b30a166b477264a8edc45ee1e135b72c3700267481405ee7e8402b8"",""da5e2790637d0d74d7c04485398ec70a5e62020007c69159ceb00f2ac3a63f18"",""3c316a681b034b38c2f71a02b48fde83c56eea2509209c91aa3c5ba865dce91d"",""a778c922c55b267e33c9e939e6d641d6e9bfafb9c4fc385b2f3479fcc6c070a5""]",carbon_aware,7,5,1664504.7120908669,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S7_OPEN_020 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S7_OPEN_020 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010""}",a778c922c55b267e33c9e939e6d641d6e9bfafb9c4fc385b2f3479fcc6c070a5,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,45.0,18,15,9,SEARCH_NOT_FOUND,5,4728.923486269551,475.7965811695756,9,4,13,9
6,"[""d99874199ca2922ef64748abd37b43452ec5abf5367d1c7c2be32247d9267d65"",""d6329c9e9a7af02fc6716c979e0536deb06d5020670da4b230069252ae6afc0e"",""bbc464ec713e27f3f8a5133393af3dae58d8cb92ccd89c28bc3688f2b4f82e3d"",""b3510d882b30a166b477264a8edc45ee1e135b72c3700267481405ee7e8402b8"",""da5e2790637d0d74d7c04485398ec70a5e62020007c69159ceb00f2ac3a63f18"",""3c316a681b034b38c2f71a02b48fde83c56eea2509209c91aa3c5ba865dce91d"",""a778c922c55b267e33c9e939e6d641d6e9bfafb9c4fc385b2f3479fcc6c070a5""]",carbon_blind,7,5,1664504.7120908669,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S7_OPEN_020 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S7_OPEN_020 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010""}",a778c922c55b267e33c9e939e6d641d6e9bfafb9c4fc385b2f3479fcc6c070a5,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,45.0,18,15,9,SEARCH_NOT_FOUND,5,4728.923486269551,475.7965811695756,9,4,13,9
3,"[""c03fcbe39edf518a5d2debef6e64b92e7171f0bef93fbe39f93a684fb321f862"",""7ccfb7910be9ecdcd30d04c773e179993a7616e0cabb5ee007063828c97767b6"",""cdd3f8e8ddc599d7fa8925b1b2b8deb27435c861e3699db3b270e336f99f1067"",""4c89bc4ce78ef63dc178675b73323162972b26647967a27bfab5c8347329b8b0""]",carbon_aware,4,6,1501316.144987648,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_007 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0016 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0011"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_007 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0016 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0011""}",4c89bc4ce78ef63dc178675b73323162972b26647967a27bfab5c8347329b8b0,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,30.0,12,13,6,SEARCH_NOT_FOUND,6,4531.4643397491445,399.8713754294322,10,4,14,6
3,"[""1db2de0c2fe8323480689e69cd395b73834ca0e540903dff7b15b3c872b07b8e"",""7ccfb7910be9ecdcd30d04c773e179993a7616e0cabb5ee007063828c97767b6"",""cdd3f8e8ddc599d7fa8925b1b2b8deb27435c861e3699db3b270e336f99f1067"",""4c89bc4ce78ef63dc178675b73323162972b26647967a27bfab5c8347329b8b0""]",carbon_blind,4,6,1501316.144987648,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_007 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0016 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0011"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_007 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0016 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0011""}",4c89bc4ce78ef63dc178675b73323162972b26647967a27bfab5c8347329b8b0,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,30.0,12,13,6,SEARCH_NOT_FOUND,6,4531.4643397491445,399.8713754294322,10,4,14,6
12,"[""2cdbc6ffd87e9d4b6c2791eb74c4ba724e8db012e528a3083ebe6b623a672ccc"",""d6d1fbbad79f2d3b57197925b9bd22478203a01adae9d8d670f070c96e2677f8"",""903df241ba9db50e182f74c7eef04d32a11a8c9ea178715bcc574d4f86f76a75"",""2247cbfa311be9e51305c17465db9f619b3541eed7b36df899ea7c159cb63fdb"",""21241d9725aea995490fb5a27e17bf9b3f30757b9948945764eda0f5c22b4dea"",""60071acca9eb143d85a56cad3baa95088ff928d41c16efb277ebc935f744f877"",""237bcfec996b4b85888c7c3e26f6212116d09dba910be7d249dcd47c22a789fe"",""8ced1da13e3e5048ec3cab601f1c31f7ac00ee810ed012cc24d8fed327442c3a"",""b9c8367efadd401f23aa0ae435eb3b3650889cf3c05c0c287cbead70d6f0160f"",""359ce1f304262827cef2328a01a7aec01cea4096e6507ebea3032a53449fabbd"",""c09632074c775d81aca596e8f077d7e38a548508ee7a47a8025c05a44c22a56c"",""f90128085a518e9f55c854f1a13d0c945d8a2d8003d0c32a13c9251743647e66"",""08ec800a41c81c53a6422804be02328b7695315c1f6fdd0ce0557194e5d39af4""]",carbon_aware,13,7,2135112.229608143,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S13_ADD_ADD_009_C044 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0003 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0001"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S13_ADD_ADD_009_C044 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0003 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0001""}",08ec800a41c81c53a6422804be02328b7695315c1f6fdd0ce0557194e5d39af4,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,90.0,36,13,18,SEARCH_NOT_FOUND,7,5889.934749589404,595.055247426286,12,4,16,18
12,"[""ecfc51ad54e235cd98c6223e022c49137487485a6dc23c8ab01fd8094904d58d"",""d6d1fbbad79f2d3b57197925b9bd22478203a01adae9d8d670f070c96e2677f8"",""903df241ba9db50e182f74c7eef04d32a11a8c9ea178715bcc574d4f86f76a75"",""2247cbfa311be9e51305c17465db9f619b3541eed7b36df899ea7c159cb63fdb"",""21241d9725aea995490fb5a27e17bf9b3f30757b9948945764eda0f5c22b4dea"",""60071acca9eb143d85a56cad3baa95088ff928d41c16efb277ebc935f744f877"",""237bcfec996b4b85888c7c3e26f6212116d09dba910be7d249dcd47c22a789fe"",""8ced1da13e3e5048ec3cab601f1c31f7ac00ee810ed012cc24d8fed327442c3a"",""b9c8367efadd401f23aa0ae435eb3b3650889cf3c05c0c287cbead70d6f0160f"",""359ce1f304262827cef2328a01a7aec01cea4096e6507ebea3032a53449fabbd"",""c09632074c775d81aca596e8f077d7e38a548508ee7a47a8025c05a44c22a56c"",""f90128085a518e9f55c854f1a13d0c945d8a2d8003d0c32a13c9251743647e66"",""08ec800a41c81c53a6422804be02328b7695315c1f6fdd0ce0557194e5d39af4""]",carbon_blind,13,7,2135112.229608143,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S13_ADD_ADD_009_C044 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0003 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0001"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S13_ADD_ADD_009_C044 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0003 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0001""}",08ec800a41c81c53a6422804be02328b7695315c1f6fdd0ce0557194e5d39af4,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,90.0,36,13,18,SEARCH_NOT_FOUND,7,5889.934749589404,595.055247426286,12,4,16,18
3,"[""487caed61455bc9d803adf1e9befa5d58dbf83cc68ec24fea8112797463ab174"",""7db14a6d80106aa9f8cec7f60882dffff887cd9c0a9b69988256a8ed94aa6ff4"",""df3105f38bf4086d7cc837c73434aca3615a8e176a71eda636153895a59ad057"",""0d4e6fd45634213851685025e8f3ea71601767a1e57714daacad1c8f0fe51c53""]",carbon_aware,4,6,1396473.898942957,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_005 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0015 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0011"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_005 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0015 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0011""}",0d4e6fd45634213851685025e8f3ea71601767a1e57714daacad1c8f0fe51c53,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,20.0,8,13,4,SEARCH_NOT_FOUND,8,4173.31219342516,364.1802362884841,9,4,13,4
3,"[""57d48607067eab23d6a862113a063175bd41eabb0cb039ff48cfb4c183d967b4"",""7db14a6d80106aa9f8cec7f60882dffff887cd9c0a9b69988256a8ed94aa6ff4"",""df3105f38bf4086d7cc837c73434aca3615a8e176a71eda636153895a59ad057"",""0d4e6fd45634213851685025e8f3ea71601767a1e57714daacad1c8f0fe51c53""]",carbon_blind,4,6,1396473.898942957,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_005 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0015 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0011"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_005 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0015 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0011""}",0d4e6fd45634213851685025e8f3ea71601767a1e57714daacad1c8f0fe51c53,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,20.0,8,13,4,SEARCH_NOT_FOUND,8,4173.31219342516,364.1802362884841,9,4,13,4
15,"[""7816f1ab3ed742ac35f73d71aed240aaaa613c91a39f9bf3b46ccd84e41c888d"",""ba31c522615c099f0b477fe198f65b33b5dbde8f3765b29a0dda1934ee855ad7"",""0ceba26dd5bc1979e5d05d4dab575691e833e28a690e2d03a04356b4a592e286"",""fe5aea033a1faf7b20bc3024a9ddf51de65c09c60473294552cc2f215c5ba9b0"",""9bdda022619f581f1350452921961b737e6bb72eb4e51fea813de9add059e92d"",""c887ec681a8d7f40d47a995a8b65a59c14ec37bf2d93675e2b0108ce70b17d0c"",""95b952419f7b2387915cb35b58daf09fdb7a0001984cda360840dbd18b671f80"",""4cbb3f77151a5adb03640939af192f3759835dc6c53c2ddf9ad0b7e6f2f3a61a"",""32ba86778856a525bf0e71169e3f49ea1c7623d264a43f8906f45fa563146923"",""c79fe3d659ac67dad85b0d8031880e714a83f25251ba57a0e799dcf0c32a3dca"",""620b3fae3e667927020096908c255f2f4d2cc8564db798a2ed1f95001b899232"",""be0c4c04065fd7cecc0dd30c14e40ea6018b54cec268a778cb3b7db9620200b7"",""f2fb82091873fbe55533575add39877ba676c4f478821f009c8820e8836f14e8"",""81a5b74326d8475515d6a86433e6043270ae645ea0ad48b6c5676c4a122a3de7"",""b37a9086c4250fa3b28a418d40048431165a3726983055c4ec68059499ce3029"",""626652ea152d6f08c808e9154ac3f81e9ab3b9be51689398507f8812b5d6adb9""]",carbon_aware,15,6,2047005.112213295,PASS,,626652ea152d6f08c808e9154ac3f81e9ab3b9be51689398507f8812b5d6adb9,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,100.0,66,15,20,PASS,9,6079.465594236902,613.5907070135092,13,4,17,25
15,"[""da3f2759cd9a43d25dd69ffef506f622812cc1b1c283f97ec31ea46c479b436f"",""ba31c522615c099f0b477fe198f65b33b5dbde8f3765b29a0dda1934ee855ad7"",""0ceba26dd5bc1979e5d05d4dab575691e833e28a690e2d03a04356b4a592e286"",""fe5aea033a1faf7b20bc3024a9ddf51de65c09c60473294552cc2f215c5ba9b0"",""9bdda022619f581f1350452921961b737e6bb72eb4e51fea813de9add059e92d"",""c887ec681a8d7f40d47a995a8b65a59c14ec37bf2d93675e2b0108ce70b17d0c"",""95b952419f7b2387915cb35b58daf09fdb7a0001984cda360840dbd18b671f80"",""4cbb3f77151a5adb03640939af192f3759835dc6c53c2ddf9ad0b7e6f2f3a61a"",""32ba86778856a525bf0e71169e3f49ea1c7623d264a43f8906f45fa563146923"",""c79fe3d659ac67dad85b0d8031880e714a83f25251ba57a0e799dcf0c32a3dca"",""620b3fae3e667927020096908c255f2f4d2cc8564db798a2ed1f95001b899232"",""be0c4c04065fd7cecc0dd30c14e40ea6018b54cec268a778cb3b7db9620200b7"",""f2fb82091873fbe55533575add39877ba676c4f478821f009c8820e8836f14e8"",""81a5b74326d8475515d6a86433e6043270ae645ea0ad48b6c5676c4a122a3de7"",""b37a9086c4250fa3b28a418d40048431165a3726983055c4ec68059499ce3029"",""626652ea152d6f08c808e9154ac3f81e9ab3b9be51689398507f8812b5d6adb9""]",carbon_blind,15,6,2047005.112213295,PASS,,626652ea152d6f08c808e9154ac3f81e9ab3b9be51689398507f8812b5d6adb9,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,100.0,66,15,20,PASS,9,6079.465594236902,613.5907070135092,13,4,17,25
13,"[""27fe799363666b095e08064c1768cde0c42dd2d8ae6f2f00c11d87254bd85648"",""306618f3367a3f439de2dd2e36d8a8269351a0b470b09caef3a3c33e52405ce8"",""053b18b32b7f03b62869106dfb479109ffbcbfdc8754d2b5927e5e5c80179552"",""5d9916f7fafbe80229128d5d8ce1f812c000dda6ccb6c46e4e6bf09851b67423"",""50848252253a2dd6c97705707709d40e4cf81e4be101a0e4022509f9276b7c1e"",""0383390d10dc4a618eb18bd5f40f3a172cf4ae067d3dddac0d4ed1e6ab19f5f3"",""47e0a14445cefa1d4768dcc01c8acefe78d0d43faf26a3ba03744ab2c69bc8cf"",""42f2f1622ec2696fce1ebd1d072023c37db284634b6942397d169a44ce78fe78"",""fe889afb3182977b1fb2ca9ac0522964750facc577054de52c67ad83baba9176"",""a8581c158d5ae7f55dd5ec422a90cb09ebea68a7d9d5c5abdfaa09eb7bda34c3"",""385e42ead0f5405d47a04b6efedf70d2dad2dd52847bafd9bf864e0fc8c0a894"",""edba8d445357c018edb1097d8dc76006354bea77cec69a07e4f1cab01156ae36"",""b636289695b3a1938b22b8713299bbcc2aa0b793e9ef2502793427e0df3aac01"",""9123d9e56f7f0860ef26604280b15ce5fd992caaa37e98d44abe81c0712f7091""]",carbon_aware,13,21,2250259.1578860832,PASS,,9123d9e56f7f0860ef26604280b15ce5fd992caaa37e98d44abe81c0712f7091,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,100.0,41,13,20,PASS,10,6229.41116730208,612.413592168679,13,4,17,20
13,"[""46b2a70d68ac3eb20973341971076de19e6d9368634574c3c45fdd473c43ac53"",""121310a09e57d0c55778f837a9405a907f913ba612a269415b8ef12c9bc95d9c"",""053b18b32b7f03b62869106dfb479109ffbcbfdc8754d2b5927e5e5c80179552"",""5d9916f7fafbe80229128d5d8ce1f812c000dda6ccb6c46e4e6bf09851b67423"",""50848252253a2dd6c97705707709d40e4cf81e4be101a0e4022509f9276b7c1e"",""83d6b0b54da44c8890f7968beffc17e774a2c2304a9997cec279a6d2a52edcdb"",""47e0a14445cefa1d4768dcc01c8acefe78d0d43faf26a3ba03744ab2c69bc8cf"",""42f2f1622ec2696fce1ebd1d072023c37db284634b6942397d169a44ce78fe78"",""b79142643b5bf1ac0cd33708ac9612840a52d8476be3cf1b6e368e6ed617aae5"",""c624572e9fc2257e5af1be5887e687bb4b4556c88c9e43b912a25b608823b34c"",""2fb625f988bc77801ce67f57fdb20a05898226471280eabfe4c193dcaca65229"",""edba8d445357c018edb1097d8dc76006354bea77cec69a07e4f1cab01156ae36"",""b636289695b3a1938b22b8713299bbcc2aa0b793e9ef2502793427e0df3aac01"",""9123d9e56f7f0860ef26604280b15ce5fd992caaa37e98d44abe81c0712f7091""]",carbon_blind,13,21,2250259.1578860832,PASS,,9123d9e56f7f0860ef26604280b15ce5fd992caaa37e98d44abe81c0712f7091,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,100.0,41,13,20,PASS,10,6229.41116730208,612.413592168679,13,4,17,20
15,"[""9f5741ec6fbbd751f6147e000cce9706029d4ae55a8e1d480e3053c2b2bc28c6"",""46add4b187ac71c73e7fb22a11c2546b0757fdb9957820a6d2840391413bc24e"",""ff97b4fbaa6a06a2fc6ea238cada493f7885c8525221efdb0e81b6871dfa7e04"",""361574545cb1cf0503f7858395756914a82146de301a2cb3e737db522cfe710a"",""5c83a9fd4c71116bf118420d07afe5a70bcc849f7fe1536e7a2df656b7a43b31"",""9922fcabeef9644639cb02ad8084da02dfcc544f337344ef16674d0a20579a99"",""528811a4297635648d09c972097156243210d24697a659ee0ded6c02cfd84141"",""553c067cde48f7fae1fa5d89ed1f82798d7e313416dd680adb308af9071ad805"",""deb06ab899b9a4110930ae52e4b4e0a89780521f2cc0746310d80b64e40836f9"",""f09018a737af70cbe1dc863df0de50abf37a66bcc7b6ba3cf5104899a2df368f"",""8f35305638881f1b88e58e25ce7ee43d836d94b55d1ec08c8f2876a69b57b383"",""86eaaf5e11946f03bef0d3415fdd1f2aa1c2114762acd14e404dc479571271f6"",""bdef77884252d6548a8f7d0d7e642ebba945cfd57d9f75ca6210b7797a49fb47"",""edcfcecbe4cf07c8dc6f3942693389ea518066d577fa2b49c87da434f90fc216"",""cae0fc8c66aada6ebc4399ae2a7ceb993a37241fcd1eafac889bbca891f0f171"",""8c347e0719a48acdfcc7b669aeffd3cb46c68555ebafecda9653898d614f6354""]",carbon_aware,16,8,2050154.1154582251,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S16_OPEN_010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0009"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S16_OPEN_010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0009""}",8c347e0719a48acdfcc7b669aeffd3cb46c68555ebafecda9653898d614f6354,20,per_order,continuous_per_order,75.0,30,20,15,SEARCH_NOT_FOUND,1,5712.314077744818,559.7369822317039,12,4,16,15
15,"[""d72ec9bc788ec70cae066190fb32c72666332dc06155c68eac83b431f61cc601"",""46add4b187ac71c73e7fb22a11c2546b0757fdb9957820a6d2840391413bc24e"",""ff97b4fbaa6a06a2fc6ea238cada493f7885c8525221efdb0e81b6871dfa7e04"",""361574545cb1cf0503f7858395756914a82146de301a2cb3e737db522cfe710a"",""5c83a9fd4c71116bf118420d07afe5a70bcc849f7fe1536e7a2df656b7a43b31"",""9922fcabeef9644639cb02ad8084da02dfcc544f337344ef16674d0a20579a99"",""528811a4297635648d09c972097156243210d24697a659ee0ded6c02cfd84141"",""553c067cde48f7fae1fa5d89ed1f82798d7e313416dd680adb308af9071ad805"",""deb06ab899b9a4110930ae52e4b4e0a89780521f2cc0746310d80b64e40836f9"",""f09018a737af70cbe1dc863df0de50abf37a66bcc7b6ba3cf5104899a2df368f"",""8f35305638881f1b88e58e25ce7ee43d836d94b55d1ec08c8f2876a69b57b383"",""86eaaf5e11946f03bef0d3415fdd1f2aa1c2114762acd14e404dc479571271f6"",""bdef77884252d6548a8f7d0d7e642ebba945cfd57d9f75ca6210b7797a49fb47"",""edcfcecbe4cf07c8dc6f3942693389ea518066d577fa2b49c87da434f90fc216"",""cae0fc8c66aada6ebc4399ae2a7ceb993a37241fcd1eafac889bbca891f0f171"",""8c347e0719a48acdfcc7b669aeffd3cb46c68555ebafecda9653898d614f6354""]",carbon_blind,16,8,2050154.1154582251,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S16_OPEN_010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0009"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S16_OPEN_010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0009""}",8c347e0719a48acdfcc7b669aeffd3cb46c68555ebafecda9653898d614f6354,20,per_order,continuous_per_order,75.0,30,20,15,SEARCH_NOT_FOUND,1,5712.314077744818,559.7369822317039,12,4,16,15
20,"[""21b0c6f232e4aa8c9322d2100c9e73591188c08477851a2cd282bb9317c2abe0"",""90021d668382ae5af9b5857c9b3558c570890ba24749c84c8bbece559161c11d"",""6f11d118c7d98271998378deea203dc01db11790dae9f2efada157480c80afa4"",""1811d63becb943682f59b671c7118cd1c6a7f6ba3f77e42d9b4577392a2c93e6"",""894b242eb48280ca488f0a2d4deb0eb6545d122c1048bbe9eb040c801719a7f0"",""090ea84c3b03ea43011ec51c40b0fbe2d722c89408e07047dcbd667c4488c18d"",""b9988907e633ebc717b3871e3405a1c550151ac2038aae6832fc5d66ab5fb505"",""db886e920463875740341ca249b9975a979be04b6dbed32a3ef4b305553ff783"",""a62dbeffc99e411ac008dccf3ed30371fa242be7b673303a20880ad4d1d9cb6e"",""f7009f575b68d9a58556d256268cbfe5f904e6e9f62ee377d9cf182ff9b29679"",""7b9e6dc85747a8ef4189892ac7efb02895199f6563a83a825a91e1c96f19b716"",""a922da0ae593e0c8a1a997b91ba93f16ea98d9fdf829cf797d3f62e43cd35080"",""e8b49470f593d6300b79f225c8f81bdff266a6ce8ddeca1b1b2fcdf6ba97d30d"",""c6c0b51dab9e1eddc29f5bbd9b03e397b17509b738fb9e7ea07bc85776dcb4ce"",""3faef5007bc40d2fd50f2c21c64d6a2d4bd3b75fd2fbf09f759ab0b3e1e69658"",""d17bdc9adc1310e9c5788be8f88d036b7cdf2a618f09d87de0725ce957cd9545"",""dae270c0f63e2fe16719f7cbb45bc222e4709c40bc13f97db4c15d3e59ea1d4b"",""d132bc9c31ff34040041aa7db6b504ba9d180c0681de521bd52ae1a4fecc8e0e"",""93f491b3889db7aa9e3c07bb25fa7cec8136d8ed21c72b80a430e565ec136c8c"",""86659d9747ce56d374a2489f0f1dc043377c9a3525d07a69f2b45b62763cd79a"",""59e69536199d6df72b6ac9acf5bc46e800bbbb0ef4dfe5c81d0dc96e3c15d8d0""]",carbon_aware,20,9,2098188.320878433,PASS,,59e69536199d6df72b6ac9acf5bc46e800bbbb0ef4dfe5c81d0dc96e3c15d8d0,20,per_order,continuous_per_order,100.0,56,20,20,PASS,2,5743.812853327885,560.2598166455606,12,4,16,23
