actual_adjustment_count,all_solution_sha256,arm,attempted_trigger_count,charging_action_change_count,distance_m,failure_classification,failure_reason,final_solution_sha256,generated_dynamic_orders,policy,policy_label,response_rate_pct,route_arc_change_count,scheduled_trigger_count,served_dynamic_orders,status,stream_seed,total_cost_cny,total_emissions_kg,used_cv,used_ev,vehicle_count,vehicle_type_customer_change_count
3,"[""c03fcbe39edf518a5d2debef6e64b92e7171f0bef93fbe39f93a684fb321f862"",""7ccfb7910be9ecdcd30d04c773e179993a7616e0cabb5ee007063828c97767b6"",""cdd3f8e8ddc599d7fa8925b1b2b8deb27435c861e3699db3b270e336f99f1067"",""4c89bc4ce78ef63dc178675b73323162972b26647967a27bfab5c8347329b8b0""]",carbon_aware,4,6,1501316.144987648,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_007 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0013 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0013"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_007 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0013 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0013""}",4c89bc4ce78ef63dc178675b73323162972b26647967a27bfab5c8347329b8b0,20,fixed_30_minutes,periodic_30_minutes,30.0,12,13,6,SEARCH_NOT_FOUND,6,4531.4643397491445,399.8713754294322,10,4,14,6
3,"[""1db2de0c2fe8323480689e69cd395b73834ca0e540903dff7b15b3c872b07b8e"",""7ccfb7910be9ecdcd30d04c773e179993a7616e0cabb5ee007063828c97767b6"",""cdd3f8e8ddc599d7fa8925b1b2b8deb27435c861e3699db3b270e336f99f1067"",""4c89bc4ce78ef63dc178675b73323162972b26647967a27bfab5c8347329b8b0""]",carbon_blind,4,6,1501316.144987648,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_007 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0013 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0013"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_007 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0013 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0013""}",4c89bc4ce78ef63dc178675b73323162972b26647967a27bfab5c8347329b8b0,20,fixed_30_minutes,periodic_30_minutes,30.0,12,13,6,SEARCH_NOT_FOUND,6,4531.4643397491445,399.8713754294322,10,4,14,6
10,"[""2cdbc6ffd87e9d4b6c2791eb74c4ba724e8db012e528a3083ebe6b623a672ccc"",""d6d1fbbad79f2d3b57197925b9bd22478203a01adae9d8d670f070c96e2677f8"",""903df241ba9db50e182f74c7eef04d32a11a8c9ea178715bcc574d4f86f76a75"",""2247cbfa311be9e51305c17465db9f619b3541eed7b36df899ea7c159cb63fdb"",""21241d9725aea995490fb5a27e17bf9b3f30757b9948945764eda0f5c22b4dea"",""60071acca9eb143d85a56cad3baa95088ff928d41c16efb277ebc935f744f877"",""1c45699f2167a5ada251f6b1b2d40ab30d4ca8a2322ec0ebbe4004d0fa0f0c9b"",""8ced1da13e3e5048ec3cab601f1c31f7ac00ee810ed012cc24d8fed327442c3a"",""b9c8367efadd401f23aa0ae435eb3b3650889cf3c05c0c287cbead70d6f0160f"",""c09632074c775d81aca596e8f077d7e38a548508ee7a47a8025c05a44c22a56c"",""08ec800a41c81c53a6422804be02328b7695315c1f6fdd0ce0557194e5d39af4""]",carbon_aware,11,7,2135112.229608143,HARD_INFEASIBLE,"[{""best_asset"":""CV_D_guangzhou_5"",""constraint"":""HARD_TIME_WINDOW_NECESSARY_CONDITION"",""customer_id"":""C044"",""due_second"":50888.0016,""earliest_direct_arrival_second"":51086.882739999994}]",08ec800a41c81c53a6422804be02328b7695315c1f6fdd0ce0557194e5d39af4,20,fixed_30_minutes,periodic_30_minutes,90.0,36,11,18,HARD_INFEASIBLE,7,5889.934749589404,595.055247426286,12,4,16,18
10,"[""ecfc51ad54e235cd98c6223e022c49137487485a6dc23c8ab01fd8094904d58d"",""d6d1fbbad79f2d3b57197925b9bd22478203a01adae9d8d670f070c96e2677f8"",""903df241ba9db50e182f74c7eef04d32a11a8c9ea178715bcc574d4f86f76a75"",""2247cbfa311be9e51305c17465db9f619b3541eed7b36df899ea7c159cb63fdb"",""21241d9725aea995490fb5a27e17bf9b3f30757b9948945764eda0f5c22b4dea"",""60071acca9eb143d85a56cad3baa95088ff928d41c16efb277ebc935f744f877"",""1c45699f2167a5ada251f6b1b2d40ab30d4ca8a2322ec0ebbe4004d0fa0f0c9b"",""8ced1da13e3e5048ec3cab601f1c31f7ac00ee810ed012cc24d8fed327442c3a"",""b9c8367efadd401f23aa0ae435eb3b3650889cf3c05c0c287cbead70d6f0160f"",""c09632074c775d81aca596e8f077d7e38a548508ee7a47a8025c05a44c22a56c"",""08ec800a41c81c53a6422804be02328b7695315c1f6fdd0ce0557194e5d39af4""]",carbon_blind,11,7,2135112.229608143,HARD_INFEASIBLE,"[{""best_asset"":""CV_D_guangzhou_5"",""constraint"":""HARD_TIME_WINDOW_NECESSARY_CONDITION"",""customer_id"":""C044"",""due_second"":50888.0016,""earliest_direct_arrival_second"":51086.882739999994}]",08ec800a41c81c53a6422804be02328b7695315c1f6fdd0ce0557194e5d39af4,20,fixed_30_minutes,periodic_30_minutes,90.0,36,11,18,HARD_INFEASIBLE,7,5889.934749589404,595.055247426286,12,4,16,18
3,"[""487caed61455bc9d803adf1e9befa5d58dbf83cc68ec24fea8112797463ab174"",""7db14a6d80106aa9f8cec7f60882dffff887cd9c0a9b69988256a8ed94aa6ff4"",""df3105f38bf4086d7cc837c73434aca3615a8e176a71eda636153895a59ad057"",""0d4e6fd45634213851685025e8f3ea71601767a1e57714daacad1c8f0fe51c53""]",carbon_aware,4,6,1396473.898942957,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_005 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_005 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010""}",0d4e6fd45634213851685025e8f3ea71601767a1e57714daacad1c8f0fe51c53,20,fixed_30_minutes,periodic_30_minutes,20.0,8,11,4,SEARCH_NOT_FOUND,8,4173.31219342516,364.1802362884841,9,4,13,4
3,"[""57d48607067eab23d6a862113a063175bd41eabb0cb039ff48cfb4c183d967b4"",""7db14a6d80106aa9f8cec7f60882dffff887cd9c0a9b69988256a8ed94aa6ff4"",""df3105f38bf4086d7cc837c73434aca3615a8e176a71eda636153895a59ad057"",""0d4e6fd45634213851685025e8f3ea71601767a1e57714daacad1c8f0fe51c53""]",carbon_blind,4,6,1396473.898942957,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_005 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S4_OPEN_005 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0010""}",0d4e6fd45634213851685025e8f3ea71601767a1e57714daacad1c8f0fe51c53,20,fixed_30_minutes,periodic_30_minutes,20.0,8,11,4,SEARCH_NOT_FOUND,8,4173.31219342516,364.1802362884841,9,4,13,4
14,"[""7816f1ab3ed742ac35f73d71aed240aaaa613c91a39f9bf3b46ccd84e41c888d"",""0ceba26dd5bc1979e5d05d4dab575691e833e28a690e2d03a04356b4a592e286"",""fe5aea033a1faf7b20bc3024a9ddf51de65c09c60473294552cc2f215c5ba9b0"",""9bdda022619f581f1350452921961b737e6bb72eb4e51fea813de9add059e92d"",""c887ec681a8d7f40d47a995a8b65a59c14ec37bf2d93675e2b0108ce70b17d0c"",""95b952419f7b2387915cb35b58daf09fdb7a0001984cda360840dbd18b671f80"",""4cbb3f77151a5adb03640939af192f3759835dc6c53c2ddf9ad0b7e6f2f3a61a"",""32ba86778856a525bf0e71169e3f49ea1c7623d264a43f8906f45fa563146923"",""c79fe3d659ac67dad85b0d8031880e714a83f25251ba57a0e799dcf0c32a3dca"",""620b3fae3e667927020096908c255f2f4d2cc8564db798a2ed1f95001b899232"",""be0c4c04065fd7cecc0dd30c14e40ea6018b54cec268a778cb3b7db9620200b7"",""f2fb82091873fbe55533575add39877ba676c4f478821f009c8820e8836f14e8"",""81a5b74326d8475515d6a86433e6043270ae645ea0ad48b6c5676c4a122a3de7"",""79169762cf13448e744afd9370e3aa07bec0006fde90c9b454aa885b4fd05bc9"",""64e7ba92798fd1d6f8aadfef165993c4e82b978b622f9dfdcaa55ed2aa9de670""]",carbon_aware,14,6,2283765.287029761,PASS,,64e7ba92798fd1d6f8aadfef165993c4e82b978b622f9dfdcaa55ed2aa9de670,20,fixed_30_minutes,periodic_30_minutes,100.0,40,14,20,PASS,9,6405.509854794678,666.6182107488603,13,4,17,20
14,"[""da3f2759cd9a43d25dd69ffef506f622812cc1b1c283f97ec31ea46c479b436f"",""0ceba26dd5bc1979e5d05d4dab575691e833e28a690e2d03a04356b4a592e286"",""fe5aea033a1faf7b20bc3024a9ddf51de65c09c60473294552cc2f215c5ba9b0"",""9bdda022619f581f1350452921961b737e6bb72eb4e51fea813de9add059e92d"",""c887ec681a8d7f40d47a995a8b65a59c14ec37bf2d93675e2b0108ce70b17d0c"",""95b952419f7b2387915cb35b58daf09fdb7a0001984cda360840dbd18b671f80"",""4cbb3f77151a5adb03640939af192f3759835dc6c53c2ddf9ad0b7e6f2f3a61a"",""32ba86778856a525bf0e71169e3f49ea1c7623d264a43f8906f45fa563146923"",""c79fe3d659ac67dad85b0d8031880e714a83f25251ba57a0e799dcf0c32a3dca"",""620b3fae3e667927020096908c255f2f4d2cc8564db798a2ed1f95001b899232"",""be0c4c04065fd7cecc0dd30c14e40ea6018b54cec268a778cb3b7db9620200b7"",""f2fb82091873fbe55533575add39877ba676c4f478821f009c8820e8836f14e8"",""81a5b74326d8475515d6a86433e6043270ae645ea0ad48b6c5676c4a122a3de7"",""79169762cf13448e744afd9370e3aa07bec0006fde90c9b454aa885b4fd05bc9"",""64e7ba92798fd1d6f8aadfef165993c4e82b978b622f9dfdcaa55ed2aa9de670""]",carbon_blind,14,6,2283765.287029761,PASS,,64e7ba92798fd1d6f8aadfef165993c4e82b978b622f9dfdcaa55ed2aa9de670,20,fixed_30_minutes,periodic_30_minutes,100.0,40,14,20,PASS,9,6405.509854794678,666.6182107488603,13,4,17,20
11,"[""27fe799363666b095e08064c1768cde0c42dd2d8ae6f2f00c11d87254bd85648"",""288e73bf8f8bfa6f5ea318500d4388440b2d9bd1c5eda6a95f640010f8c3ce2b"",""f9726012dd4793d88d6f212cb53a153e3365aeea95d66877e83a2728f30bba39"",""75be716bc0d45d3cac0e0779b972b864feb0c6eebe3ee891785abffeddb43c36"",""c69fe72696be5b609eb1ff1a76b37b7e4c5939250d8c2b8a850802f5710e7707"",""840535b2b5b4b69cfc2f1f32b37bbcfd537a23ec7f5461c183cb136450110bf3"",""31b4ad840f319dda563151c2299ce2dbffdd2d536703542c589298c301d912b9"",""8ffde6675dc77eee763b0097d7d1438d46dee9a13b6f902e9252f6009829ac04"",""71d6ee49492b450b520a6907a4ed57d684bf467c18b707a6a935f1304952ac83"",""d6c657e5ea07b84677e98528b6cdb3ee28b3c9007403876bd2a1b5e27f46e72e"",""2b2673661dc9dc661cd44ebf82badae6d0e56a5d08e103592f70c1b7ed17c6c4"",""ad0f2ca070a63dc5b8a8fe8000d351c916273b2fead59761ad35544b703a09dc""]",carbon_aware,11,17,2250259.1578860832,PASS,,ad0f2ca070a63dc5b8a8fe8000d351c916273b2fead59761ad35544b703a09dc,20,fixed_30_minutes,periodic_30_minutes,100.0,41,11,20,PASS,10,6229.41116730208,612.413592168679,13,4,17,20
11,"[""46b2a70d68ac3eb20973341971076de19e6d9368634574c3c45fdd473c43ac53"",""1d57b790166ea4dfa46d7b247bf54afe7fd30b5bbf0ece06937885b0d8e0b254"",""f9726012dd4793d88d6f212cb53a153e3365aeea95d66877e83a2728f30bba39"",""75be716bc0d45d3cac0e0779b972b864feb0c6eebe3ee891785abffeddb43c36"",""c69fe72696be5b609eb1ff1a76b37b7e4c5939250d8c2b8a850802f5710e7707"",""840535b2b5b4b69cfc2f1f32b37bbcfd537a23ec7f5461c183cb136450110bf3"",""04e84d30201b70678a1fdab0706cc23792f04b476d15f62747ebaaa792c1f2ab"",""a56d747c89c19bc82a635c679baaa01adcbac66d03a5e7e2d3decd57f05edcc7"",""71d6ee49492b450b520a6907a4ed57d684bf467c18b707a6a935f1304952ac83"",""d6c657e5ea07b84677e98528b6cdb3ee28b3c9007403876bd2a1b5e27f46e72e"",""2b2673661dc9dc661cd44ebf82badae6d0e56a5d08e103592f70c1b7ed17c6c4"",""ad0f2ca070a63dc5b8a8fe8000d351c916273b2fead59761ad35544b703a09dc""]",carbon_blind,11,17,2250259.1578860832,PASS,,ad0f2ca070a63dc5b8a8fe8000d351c916273b2fead59761ad35544b703a09dc,20,fixed_30_minutes,periodic_30_minutes,100.0,41,11,20,PASS,10,6229.41116730208,612.413592168679,13,4,17,20
9,"[""9f5741ec6fbbd751f6147e000cce9706029d4ae55a8e1d480e3053c2b2bc28c6"",""ff97b4fbaa6a06a2fc6ea238cada493f7885c8525221efdb0e81b6871dfa7e04"",""5c83a9fd4c71116bf118420d07afe5a70bcc849f7fe1536e7a2df656b7a43b31"",""9922fcabeef9644639cb02ad8084da02dfcc544f337344ef16674d0a20579a99"",""528811a4297635648d09c972097156243210d24697a659ee0ded6c02cfd84141"",""553c067cde48f7fae1fa5d89ed1f82798d7e313416dd680adb308af9071ad805"",""f09018a737af70cbe1dc863df0de50abf37a66bcc7b6ba3cf5104899a2df368f"",""bdef77884252d6548a8f7d0d7e642ebba945cfd57d9f75ca6210b7797a49fb47"",""cae0fc8c66aada6ebc4399ae2a7ceb993a37241fcd1eafac889bbca891f0f171"",""8c347e0719a48acdfcc7b669aeffd3cb46c68555ebafecda9653898d614f6354""]",carbon_aware,10,8,2050154.1154582251,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S10_OPEN_010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0001 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0002"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S10_OPEN_010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0001 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0002""}",8c347e0719a48acdfcc7b669aeffd3cb46c68555ebafecda9653898d614f6354,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,75.0,30,14,15,SEARCH_NOT_FOUND,1,5712.314077744818,559.7369822317039,12,4,16,15
9,"[""d72ec9bc788ec70cae066190fb32c72666332dc06155c68eac83b431f61cc601"",""ff97b4fbaa6a06a2fc6ea238cada493f7885c8525221efdb0e81b6871dfa7e04"",""5c83a9fd4c71116bf118420d07afe5a70bcc849f7fe1536e7a2df656b7a43b31"",""9922fcabeef9644639cb02ad8084da02dfcc544f337344ef16674d0a20579a99"",""528811a4297635648d09c972097156243210d24697a659ee0ded6c02cfd84141"",""553c067cde48f7fae1fa5d89ed1f82798d7e313416dd680adb308af9071ad805"",""f09018a737af70cbe1dc863df0de50abf37a66bcc7b6ba3cf5104899a2df368f"",""bdef77884252d6548a8f7d0d7e642ebba945cfd57d9f75ca6210b7797a49fb47"",""cae0fc8c66aada6ebc4399ae2a7ceb993a37241fcd1eafac889bbca891f0f171"",""8c347e0719a48acdfcc7b669aeffd3cb46c68555ebafecda9653898d614f6354""]",carbon_blind,10,8,2050154.1154582251,SEARCH_NOT_FOUND,"{""carbon_aware"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S10_OPEN_010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0001 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0002"",""carbon_blind"":""full HGS population produced no executable continuation; ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route S10_OPEN_010 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0001 | ValueError: E7_DYNAMIC_MULTITRIP_V1: no inherited asset can serve open route PYVRP-0002""}",8c347e0719a48acdfcc7b669aeffd3cb46c68555ebafecda9653898d614f6354,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,75.0,30,14,15,SEARCH_NOT_FOUND,1,5712.314077744818,559.7369822317039,12,4,16,15
12,"[""21b0c6f232e4aa8c9322d2100c9e73591188c08477851a2cd282bb9317c2abe0"",""90021d668382ae5af9b5857c9b3558c570890ba24749c84c8bbece559161c11d"",""1811d63becb943682f59b671c7118cd1c6a7f6ba3f77e42d9b4577392a2c93e6"",""894b242eb48280ca488f0a2d4deb0eb6545d122c1048bbe9eb040c801719a7f0"",""090ea84c3b03ea43011ec51c40b0fbe2d722c89408e07047dcbd667c4488c18d"",""db886e920463875740341ca249b9975a979be04b6dbed32a3ef4b305553ff783"",""f7009f575b68d9a58556d256268cbfe5f904e6e9f62ee377d9cf182ff9b29679"",""e8b49470f593d6300b79f225c8f81bdff266a6ce8ddeca1b1b2fcdf6ba97d30d"",""c6c0b51dab9e1eddc29f5bbd9b03e397b17509b738fb9e7ea07bc85776dcb4ce"",""dae270c0f63e2fe16719f7cbb45bc222e4709c40bc13f97db4c15d3e59ea1d4b"",""93f491b3889db7aa9e3c07bb25fa7cec8136d8ed21c72b80a430e565ec136c8c"",""86659d9747ce56d374a2489f0f1dc043377c9a3525d07a69f2b45b62763cd79a"",""8334dad3e1f4dcdd613fc0b051e33d372f0d3af02be968f510860cbcfd703129""]",carbon_aware,12,9,2098188.320878433,PASS,,8334dad3e1f4dcdd613fc0b051e33d372f0d3af02be968f510860cbcfd703129,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,100.0,56,12,20,PASS,2,5743.820935991107,560.367556757832,12,4,16,23
12,"[""503dbd06d77d2674dfcb713c6ccc5684119d8d755e2bf21b56f0d72f23facb89"",""90021d668382ae5af9b5857c9b3558c570890ba24749c84c8bbece559161c11d"",""1811d63becb943682f59b671c7118cd1c6a7f6ba3f77e42d9b4577392a2c93e6"",""894b242eb48280ca488f0a2d4deb0eb6545d122c1048bbe9eb040c801719a7f0"",""090ea84c3b03ea43011ec51c40b0fbe2d722c89408e07047dcbd667c4488c18d"",""db886e920463875740341ca249b9975a979be04b6dbed32a3ef4b305553ff783"",""f7009f575b68d9a58556d256268cbfe5f904e6e9f62ee377d9cf182ff9b29679"",""e8b49470f593d6300b79f225c8f81bdff266a6ce8ddeca1b1b2fcdf6ba97d30d"",""c6c0b51dab9e1eddc29f5bbd9b03e397b17509b738fb9e7ea07bc85776dcb4ce"",""dae270c0f63e2fe16719f7cbb45bc222e4709c40bc13f97db4c15d3e59ea1d4b"",""93f491b3889db7aa9e3c07bb25fa7cec8136d8ed21c72b80a430e565ec136c8c"",""86659d9747ce56d374a2489f0f1dc043377c9a3525d07a69f2b45b62763cd79a"",""8334dad3e1f4dcdd613fc0b051e33d372f0d3af02be968f510860cbcfd703129""]",carbon_blind,12,9,2098188.320878433,PASS,,8334dad3e1f4dcdd613fc0b051e33d372f0d3af02be968f510860cbcfd703129,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,100.0,56,12,20,PASS,2,5743.820935991107,560.367556757832,12,4,16,23
14,"[""209df823fc60bef0459b837d609d70c72ef58a09b88d17c0f297d772af38a2ab"",""67467737fe7a95da52f327c58e3c58a965fa4a6556378defe9c7688ec9bb8018"",""2df1192ae4565186e282fcadf966a2161a1e18124b1367ab7589e4cbd79265ec"",""5ca860f587033b46c09e170ac656445c44e0c1d6579cc06ce393906a4c1098ee"",""3a28d2518c7d3bb0456179ca07136885d6ee9881ef16f7bbfb8203b5172e93ed"",""2839286aaf29db8c2549c3cf67d5d0a056aca733bdad0c896d0d1354d1abfa21"",""fc183b31c02326ed11c1292097fb22a07716ea6ff132ad7bc4b0b82fc02ed820"",""19bc3754a1a04d9ee00dfd0322f225faca32bd33e28ccde9efeb860a7c8b5f23"",""df0d5bd9dd82bd2260316b93188fbb67c7499f0576eacbd692cfeeb36c867cd1"",""6249fccd84a672bdf0c905c0334faa7a28db886ac92503244ffbd3d818d92f88"",""9248c5cf8d1692bcf5190525cead476f9d682a9f39e51cb59c4986aa038dea2b"",""bf94e6b0eeedf749fcba37d24153dabc7e1930a255fa5bfd7960d57063e4af28"",""dd365f9d1ffc477bad64d60b347ef66ba6de608e91b36186b39fde5b7ab10ebd"",""1d4641339a18e2941fe6a80fd65d9e17a794c04540d043de99191129a2279c6c"",""4130ff90b87b60a8745a01ec025b16bc53244b2245f9f2eafde77060701e8cb9""]",carbon_aware,14,11,2061868.473112535,PASS,,4130ff90b87b60a8745a01ec025b16bc53244b2245f9f2eafde77060701e8cb9,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,100.0,74,14,20,PASS,3,6022.901327251516,592.7411394441691,13,4,17,32
14,"[""4fdcf1bf4790d2d1a739b0e1a916c8061b692aa008a8ffe2abb53d5b74f21cd6"",""67467737fe7a95da52f327c58e3c58a965fa4a6556378defe9c7688ec9bb8018"",""2df1192ae4565186e282fcadf966a2161a1e18124b1367ab7589e4cbd79265ec"",""5ca860f587033b46c09e170ac656445c44e0c1d6579cc06ce393906a4c1098ee"",""3a28d2518c7d3bb0456179ca07136885d6ee9881ef16f7bbfb8203b5172e93ed"",""2839286aaf29db8c2549c3cf67d5d0a056aca733bdad0c896d0d1354d1abfa21"",""fc183b31c02326ed11c1292097fb22a07716ea6ff132ad7bc4b0b82fc02ed820"",""19bc3754a1a04d9ee00dfd0322f225faca32bd33e28ccde9efeb860a7c8b5f23"",""df0d5bd9dd82bd2260316b93188fbb67c7499f0576eacbd692cfeeb36c867cd1"",""6249fccd84a672bdf0c905c0334faa7a28db886ac92503244ffbd3d818d92f88"",""9248c5cf8d1692bcf5190525cead476f9d682a9f39e51cb59c4986aa038dea2b"",""bf94e6b0eeedf749fcba37d24153dabc7e1930a255fa5bfd7960d57063e4af28"",""dd365f9d1ffc477bad64d60b347ef66ba6de608e91b36186b39fde5b7ab10ebd"",""1d4641339a18e2941fe6a80fd65d9e17a794c04540d043de99191129a2279c6c"",""4130ff90b87b60a8745a01ec025b16bc53244b2245f9f2eafde77060701e8cb9""]",carbon_blind,14,11,2061868.473112535,PASS,,4130ff90b87b60a8745a01ec025b16bc53244b2245f9f2eafde77060701e8cb9,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,100.0,74,14,20,PASS,3,6022.901327251516,592.7411394441691,13,4,17,32
14,"[""d8490282a79015925c0f6e94bfebc067d4c9e7e895f70b994cdfa808d67b47f8"",""d4a380484d9aae7cf60fda2bdbb26e0904667106d14e93b878fda7b7751b0c8e"",""747bdd2e25c45b9142fce5500a73b232f948bb3f058947e89af510893d0cafda"",""655df45bc986b5cc5fcb11f78b2032a4e0aa3d32d53de189623b585e4a982cb8"",""a4c72041b44ef3ca74bcbf907bd9a6bae9402ae66f5a20ffe7780199c436577c"",""0797441bee92bdd852425112b947b286b293bba8c9e0355835d5fb9581f7181a"",""be9c8fbca811afdca7533a29032b3941726d175c5b7dd0ca61db8e598ce270cc"",""d837e171a0f98d49d5d9a51c3b6dc5aa0a09e65a27628bf83cbb5f1e54d74efd"",""959700975075758df5a930e59e9cdeb9bf4aa60890a4659fdf8b5d203abe3ec1"",""fac051f9ba04dcfa5dd3cc4575e75636bf5313325b47816e5c782b25d1671d7f"",""00ecab9271575f66969e08eb38570b22650c441c754cfb29d42c603b10e2926c"",""def14da59438c42dafb33a80a425c687d4639c5951f1c53084d0c96c51884b81"",""a609895f1b6e776e5457e25862b4ebdf6a07ce9f35775136eec0f75b650a73c3"",""ed074c4ec8038c2ccb3510d4f326205dc35a1c71dd521b50af82391d48f3fab6"",""c003ab1465cf2ab5f427cb7f8648fb2442d55996834c4dbf71a25570f8d07229""]",carbon_aware,14,7,2182466.199240292,PASS,,c003ab1465cf2ab5f427cb7f8648fb2442d55996834c4dbf71a25570f8d07229,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,100.0,40,14,20,PASS,4,6152.850073905602,615.0326082727169,13,4,17,20
14,"[""dc009266dd6991d8af7ee3eb9efbb6f0c9175bb1fe7e5b6197ac68bcfdce28bc"",""d4a380484d9aae7cf60fda2bdbb26e0904667106d14e93b878fda7b7751b0c8e"",""747bdd2e25c45b9142fce5500a73b232f948bb3f058947e89af510893d0cafda"",""655df45bc986b5cc5fcb11f78b2032a4e0aa3d32d53de189623b585e4a982cb8"",""a4c72041b44ef3ca74bcbf907bd9a6bae9402ae66f5a20ffe7780199c436577c"",""0797441bee92bdd852425112b947b286b293bba8c9e0355835d5fb9581f7181a"",""be9c8fbca811afdca7533a29032b3941726d175c5b7dd0ca61db8e598ce270cc"",""d837e171a0f98d49d5d9a51c3b6dc5aa0a09e65a27628bf83cbb5f1e54d74efd"",""959700975075758df5a930e59e9cdeb9bf4aa60890a4659fdf8b5d203abe3ec1"",""fac051f9ba04dcfa5dd3cc4575e75636bf5313325b47816e5c782b25d1671d7f"",""00ecab9271575f66969e08eb38570b22650c441c754cfb29d42c603b10e2926c"",""def14da59438c42dafb33a80a425c687d4639c5951f1c53084d0c96c51884b81"",""a609895f1b6e776e5457e25862b4ebdf6a07ce9f35775136eec0f75b650a73c3"",""ed074c4ec8038c2ccb3510d4f326205dc35a1c71dd521b50af82391d48f3fab6"",""c003ab1465cf2ab5f427cb7f8648fb2442d55996834c4dbf71a25570f8d07229""]",carbon_blind,14,7,2182466.199240292,PASS,,c003ab1465cf2ab5f427cb7f8648fb2442d55996834c4dbf71a25570f8d07229,20,hybrid_500kg_or_30_minutes,proposed_500kg_or_30_minutes,100.0,40,14,20,PASS,4,6152.850073905602,615.0326082727169,13,4,17,20
