phase,instance,config,seed,runtime_budget_seconds,objective,bks,gap_percent,iterations,solver_runtime_seconds,end_to_end_seconds,complete,feasible,independent_valid,route_calls,route_improvements,route_gain,route_seconds
screen,PR11A,race_01,5,12.0,6912992,6655548,3.868111235919266,19481,12.000252709025517,12.23421862500254,True,True,True,27,8,57098,0.01694720797240734
screen,PR11A,race_05,5,12.0,6810876,6655548,2.333812332207656,7677,12.001756915997248,12.245098542014603,True,True,True,16,3,6952,0.012247290986124426
screen,PR11A,foundation,5,12.0,6817765,6655548,2.4373199622330124,10397,12.00054329104023,12.272849667002447,True,True,True,33,0,0,0.023140791861806065
screen,PR11A,race_02,5,12.0,7065916,6655548,6.165803326788418,3745,12.002581165987067,12.291969332960434,True,True,True,3,0,0,0.0020244590123184025
screen,PR11A,race_04,5,12.0,6987936,6655548,4.994149242105984,9346,12.002084458013996,12.301004084001761,True,True,True,16,0,0,0.010471210058312863
screen,PR11A,race_03,5,12.0,6981848,6655548,4.902676684173866,6745,12.002615417004563,12.305401500023436,True,True,True,12,1,2440,0.005880540877114981
screen,PR11A,race_06,5,12.0,6852836,6655548,2.964263799164246,14610,12.000072417024057,12.334772500034887,True,True,True,29,4,31407,0.018749333103187382
screen,PR11A,race_10,5,12.0,6843081,6655548,2.817694350637994,14853,12.000129459018353,12.290725457947701,True,True,True,27,1,422,0.015480790927540511
screen,PR11A,race_11,5,12.0,7093990,6655548,6.587616827344646,5730,12.005406874988694,12.295356124988757,True,True,True,7,0,0,0.005645502009429038
screen,PR11A,race_07,5,12.0,6948376,6655548,4.399757916252726,14063,12.000623500032816,12.364666041976307,True,True,True,22,0,0,0.014861498842947185
screen,PR11A,race_08,5,12.0,6769001,6655548,1.7046379952484754,7483,12.002425417013,12.34422920801444,True,True,True,19,0,0,0.011203459929674864
screen,PR11A,race_09,5,12.0,7002426,6655548,5.211862344017352,10475,12.001461457984988,12.33047520800028,True,True,True,7,0,0,0.00923387601505965
screen,PR17A,foundation,5,12.0,6439935,6292594,2.341498593425859,10765,12.000394790957216,12.238034792011604,True,True,True,20,1,4178,0.01390779297798872
screen,PR11A,race_14,5,12.0,6834800,6655548,2.6932718387727053,7187,12.002462874981575,12.25974958302686,True,True,True,15,0,0,0.008079627004917711
screen,PR11A,race_12,5,12.0,6782727,6655548,1.910871952241949,7147,12.001924375013914,12.304568124993239,True,True,True,19,0,0,0.010943294037133455
screen,PR11A,race_13,5,12.0,6742708,6655548,1.3095841244026787,35139,12.000103625003248,12.28322358301375,True,True,True,40,9,23481,0.026931292028166354
screen,PR11A,race_16,5,12.0,7147339,6655548,7.38918868889534,3518,12.000434375018813,12.301853084005415,True,True,True,7,0,0,0.003953873063437641
screen,PR11A,race_15,5,12.0,7223605,6655548,8.535089822806476,4473,12.001873292028904,12.311127415974624,True,True,True,5,0,0,0.005210331990383565
screen,PR17A,race_06,5,12.0,6496361,6292594,3.238203513527172,13375,12.004515541018918,12.217089166981168,True,True,True,27,6,43456,0.019985668186564
screen,PR17A,race_01,5,12.0,6533216,6292594,3.8238920229081996,18397,12.000368833018001,12.281468125001993,True,True,True,19,2,9071,0.015616581949871033
screen,PR17A,race_05,5,12.0,6435285,6292594,2.267602200300862,7367,12.001343916985206,12.252568875032011,True,True,True,28,2,73260,0.01643816794967279
screen,PR17A,race_03,5,12.0,6503554,6292594,3.3525124932579473,6159,12.001120000029914,12.301384374964982,True,True,True,13,0,0,0.010088334034662694
screen,PR17A,race_04,5,12.0,6765203,6292594,7.510559238368152,8513,12.003460083971731,12.321887708036229,True,True,True,18,0,0,0.011785458133090287
screen,PR17A,race_02,5,12.0,6705866,6292594,6.567593587000846,3331,12.000558333005756,12.345253084029537,True,True,True,4,0,0,0.0021418739925138652
screen,PR17A,race_12,5,12.0,6424620,6292594,2.098117247036755,7206,12.001132250006776,12.291971750033554,True,True,True,26,0,0,0.016622917959466577
screen,PR17A,race_11,5,12.0,6640755,6292594,5.532869274578974,5863,12.00219291698886,12.30529975000536,True,True,True,13,1,995,0.011298748664557934
screen,PR17A,race_08,5,12.0,6434423,6292594,2.2539035571022064,7685,12.001277083007153,12.369949791987892,True,True,True,20,0,0,0.011595790972933173
screen,PR17A,race_09,5,12.0,6637787,6292594,5.485702716558545,10584,12.000436875037849,12.34186620899709,True,True,True,13,3,5145,0.010941709973849356
screen,PR17A,race_10,5,12.0,6523840,6292594,3.674891467652291,15168,12.000221583002713,12.338160082988907,True,True,True,29,1,3190,0.022443460999056697
screen,PR17A,race_07,5,12.0,6561449,6292594,4.272562316907781,14450,12.00009308400331,12.392461500014178,True,True,True,8,1,264,0.005119832989294082
screen,PR17A,race_13,5,12.0,6422908,6292594,2.0709106610087984,32862,12.000222583999857,12.337017124984413,True,True,True,45,1,18765,0.035287833074107766
screen,PR21A,race_01,5,12.0,6628735,6230046,6.399455156510883,18250,12.001325459044892,12.31210495904088,True,True,True,20,2,22501,0.017394373891875148
screen,PR17A,race_14,5,12.0,6383575,6292594,1.4458425253559979,7056,12.000263708992861,12.350763791007921,True,True,True,20,0,0,0.01148479210678488
screen,PR21A,foundation,5,12.0,6431500,6230046,3.2335876813750652,11087,12.001534792012535,12.342452500015497,True,True,True,17,3,13151,0.014822998957242817
screen,PR17A,race_16,5,12.0,6739808,6292594,7.106989581720988,3376,12.001624582975637,12.360080749960616,True,True,True,5,0,0,0.0026287490036338568
screen,PR17A,race_15,5,12.0,6737612,6292594,7.072091414129054,4388,12.000644750020001,12.377698707976379,True,True,True,8,0,0,0.007593499904032797
screen,PR21A,race_06,5,12.0,6466940,6230046,3.8024438342830855,13962,12.000381249992643,12.282215458049905,True,True,True,27,1,14011,0.027579205110669136
screen,PR21A,race_07,5,12.0,6495188,6230046,4.255859427041148,14093,12.00030858302489,12.301095083996188,True,True,True,18,1,989,0.020604419114533812
screen,PR21A,race_05,5,12.0,6421364,6230046,3.0708922534440357,7727,12.001105041999836,12.33771979197627,True,True,True,22,0,0,0.02209028898505494
screen,PR21A,race_03,5,12.0,6491477,6230046,4.196293253693472,6520,12.001920124981552,12.3560041669989,True,True,True,12,1,8888,0.008904833986889571
screen,PR21A,race_04,5,12.0,6580898,6230046,5.631611708806003,8639,12.000555875012651,12.368605875002686,True,True,True,22,1,6070,0.023666621942538768
screen,PR21A,race_02,5,12.0,6630861,6230046,6.4335801051870245,3571,12.000787916011177,12.406627791991923,True,True,True,8,1,6070,0.009478668100200593
screen,PR21A,race_11,5,12.0,6748198,6230046,8.316985139435568,5950,12.002101000049151,12.260907375020906,True,True,True,12,1,11228,0.01439308311091736
screen,PR21A,race_08,5,12.0,6361658,6230046,2.1125365687508566,7472,12.000917458964977,12.321570041996893,True,True,True,20,0,0,0.013498666870873421
screen,PR21A,race_13,5,12.0,6380625,6230046,2.4169805487792546,31350,12.000501833972521,12.236950707971118,True,True,True,37,5,29312,0.040671959053725004
screen,PR21A,race_09,5,12.0,6749016,6230046,8.330115058540498,10584,12.000023750006221,12.292619124986231,True,True,True,5,1,6462,0.003955457010306418
screen,PR21A,race_10,5,12.0,6641686,6230046,6.6073348415083935,14065,12.000128041021526,12.29257625003811,True,True,True,19,2,13374,0.019636334909591824
screen,PR21A,race_12,5,12.0,6295036,6230046,1.0431704677621962,7259,12.000213125022128,12.270226209016982,True,True,True,24,3,15794,0.021062543091829866
screen,PR21A,race_14,5,12.0,6285227,6230046,0.8857237972239691,9842,12.000563334033359,12.320829791016877,True,True,True,31,0,0,0.016050917911343277
screen,PR21A,race_15,5,12.0,6809988,6230046,9.308791620479207,6414,12.000899084028788,12.347911833028775,True,True,True,12,2,15268,0.006701459176838398
screen,PR21A,race_16,5,12.0,6733731,6230046,8.08477176573014,4669,12.000802541035227,12.353580875031184,True,True,True,7,1,10508,0.004346083907876164
replay,PR11A,race_13,6,30.0,6775606,6655548,1.803878508576604,91033,30.000397042022087,30.257982459035702,True,True,True,44,9,12323,0.027690422837622464
replay,PR11A,race_14,6,30.0,6772330,6655548,1.7546564159705558,19966,30.003957208013162,30.27160791697679,True,True,True,20,1,1840,0.012164378131274134
replay,PR11A,race_08,6,30.0,6772298,6655548,1.754175614089178,20106,30.000134959002025,30.269983166013844,True,True,True,34,0,0,0.01721083390293643
replay,PR17A,foundation,6,30.0,6365280,6292594,1.15510392057711,28367,30.001422124973033,30.271969208028167,True,True,True,53,1,8191,0.03902487608138472
replay,PR11A,foundation,6,30.0,6735846,6655548,1.206482170964735,28708,30.003149416006636,30.28043083404191,True,True,True,51,0,0,0.03613808297086507
replay,PR11A,race_12,6,30.0,6751330,6655548,1.4391301813163995,18850,30.001821290992666,30.287363334035035,True,True,True,28,0,0,0.017924500978551805
replay,PR17A,race_13,6,30.0,6348535,6292594,0.8889974468398882,88642,30.000849167001434,30.301866540976334,True,True,True,66,0,0,0.04615529463626444
replay,PR17A,race_14,6,30.0,6356642,6292594,1.0178314380365237,19074,30.002392499998678,30.342646042001434,True,True,True,44,2,19694,0.027628456766251475
replay,PR21A,race_14,6,30.0,6350488,6230046,1.9332441526113933,20070,30.00028191599995,30.316526958020404,True,True,True,26,3,1800,0.023019790882244706
replay,PR17A,race_12,6,30.0,6362652,6292594,1.113340539688402,18810,30.000519666005857,30.33984462497756,True,True,True,38,1,5713,0.02324383397353813
replay,PR17A,race_08,6,30.0,6346148,6292594,0.8510639650357229,20146,30.00135020801099,30.34150729200337,True,True,True,37,1,5117,0.027121374907437712
replay,PR21A,foundation,6,30.0,6314641,6230046,1.3578551426426064,29783,30.001034540997352,30.343064874992706,True,True,True,42,3,15852,0.041259498975705355
replay,PR21A,race_13,6,30.0,6366526,6230046,2.1906740335464616,110964,30.000117957999464,30.357677792024333,True,True,True,91,3,15927,0.05615554208634421
replay,PR21A,race_12,6,30.0,6283927,6230046,0.8648571776195553,24988,30.00081183295697,30.384898000047542,True,True,True,31,2,2764,0.018182713189162314
replay,PR21A,race_08,6,30.0,6267785,6230046,0.6057579671161336,27421,30.001029124949127,30.35538154101232,True,True,True,46,1,15499,0.02656716707861051
confirmation,PR20A,race_08,1,60.0,11946214,11686369,2.2234878943151632,26917,60.00057904201094,60.786380125035066,True,True,True,64,17,60931,0.4234345408040099
confirmation,PR20A,foundation,1,60.0,11958916,11686369,2.332178626226846,39342,60.00222829199629,60.83106533298269,True,True,True,61,25,159474,0.37114242190727964
confirmation,PR16A,foundation,2,60.0,14426133,13992681,3.0977051502853525,36285,60.002118707983755,60.87162554101087,True,True,True,43,27,120506,0.3598587531596422
confirmation,PR16A,foundation,1,60.0,14524647,13992681,3.801744640644634,35575,60.00176395801827,60.883138666977175,True,True,True,39,18,89750,0.2971084628952667
confirmation,PR16A,race_08,1,60.0,14315421,13992681,2.3064915150999297,24586,60.002789542020764,60.912913708016276,True,True,True,63,21,90601,0.4585450425511226
confirmation,PR16A,race_08,2,60.0,14444607,13992681,3.2297313145350772,24362,60.002122042002156,60.93587420799304,True,True,True,80,19,76331,0.5809232488973066
confirmation,PR24A,foundation,2,60.0,11964774,11638608,2.8024485402378017,37522,60.00526574999094,60.60815312498016,True,True,True,29,23,187064,0.22560645983321592
confirmation,PR20A,foundation,2,60.0,12018907,11686369,2.8455202809358493,39459,60.00136358302552,60.75504258304136,True,True,True,36,19,190525,0.21963800105731934
confirmation,PR24A,race_08,1,60.0,11896535,11638608,2.2161327196516973,26292,60.00094379100483,60.67488691600738,True,True,True,55,26,148331,0.45584795804461464
confirmation,PR24A,foundation,1,60.0,12039031,11638608,3.440471575294915,36776,60.001872749999166,60.69367120799143,True,True,True,30,27,352952,0.2546723731793463
confirmation,PR20A,race_08,2,60.0,12005757,11686369,2.7329960229734316,26837,60.00129525002558,60.74479991698172,True,True,True,65,22,81950,0.39376953907776624
confirmation,PR24A,race_08,2,60.0,11983423,11638608,2.9626824788668884,26136,60.00075037503848,60.67631295800675,True,True,True,67,37,312937,0.5353986680856906
