instance_id,seed,capacity_kwh,public_charge_power_kw,approximation,curve_id,optimization_status,error_type,error_message,optimization_legal,optimization_violation_count,optimization_violation_types,total_cost_cny,route_count,ev_route_count,public_charging_session_count,public_charging_minutes_total,max_public_charge_end_soc_pct,complete_candidate_evaluations,elapsed_seconds,route_hash,action_hash,fixed_pl_execution_legal,fixed_pl_violation_count,fixed_pl_violation_types,fixed_pl_battery_violation_count,fixed_pl_time_window_violation_count,fixed_pl_station_capacity_conflict_count,fixed_pl_total_cost_cny,fixed_pl_charging_minutes_total,fixed_pl_duration_change_minutes,fixed_pl_route_hash_unchanged,fixed_pl_action_hash_unchanged,fixed_pl_only_duration_and_curve_changed,own_cost_minus_pl_cny,own_cost_minus_pl_pct,fixed_pl_cost_minus_pl_cny,fixed_pl_cost_minus_pl_pct,route_differs_from_pl,route_count_minus_pl
cn-prd-100c-02-V2-LOCATIONS,1,28.0,22.0,L2,M17_L2_ENDPOINT_LINEAR,SUCCESS,,,True,0,,4730.832687449053,18,5,1,8.310736079416438,59.311756973110526,14,2.9535135000478476,93c9bb413a7af4e0f3a8481122f457f1f4c27c286889a7d212516fb3a123626d,7d28fc36aada8f2dbb0f791ca2a579ae73297f138761ce2e7503693bcd400c3b,True,0,,0,0,0,4729.678284097311,6.001929375932665,-2.308806703483773,True,True,True,1.1544033517420758,0.024407650635002987,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,1,28.0,22.0,PL,M17_22KW_NORMAL_PWL,SUCCESS,,,True,0,,4729.678284097311,18,5,1,6.001929375932665,59.311756973110526,14,2.977857541060075,93c9bb413a7af4e0f3a8481122f457f1f4c27c286889a7d212516fb3a123626d,3cfa69e5410c3abf7f4bd0dbe3f7a47b31e12bed457ffb70d6a1d0b92b574f88,True,0,,0,0,0,4729.678284097311,6.001929375932665,0.0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,1,32.0,22.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,SUCCESS,,,True,0,,4722.041090194343,18,5,0,0,0.0,14,3.115859500016086,18c96d374e917365b55afe28a97be8bf1fd202f4b9e3931b9872fe0cb69b3326,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,True,0,,0,0,0,4722.041090194343,0,0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,1,32.0,22.0,L2,M17_L2_ENDPOINT_LINEAR,SUCCESS,,,True,0,,4722.041090194343,18,5,0,0,0.0,14,3.086042167036794,18c96d374e917365b55afe28a97be8bf1fd202f4b9e3931b9872fe0cb69b3326,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,True,0,,0,0,0,4722.041090194343,0,0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,1,32.0,22.0,PL,M17_22KW_NORMAL_PWL,SUCCESS,,,True,0,,4722.041090194343,18,5,0,0,0.0,14,3.2333828340051696,18c96d374e917365b55afe28a97be8bf1fd202f4b9e3931b9872fe0cb69b3326,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,True,0,,0,0,0,4722.041090194343,0,0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,2,16.0,22.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,SUCCESS,,,True,0,,4849.872811444975,18,5,3,75.57702731602026,94.64123911673607,14,3.8253835410578176,95c23145ede378a7c4030612e6a950a4c0063eb1e428717c92b61826079f8a66,e04700c0bfad244719996d7d48d0202ba9825626f77613c88de8f030d8b4bc52,True,0,,0,0,0,4852.10163907608,80.03468257822884,4.457655262208576,True,True,True,-2.22882763110465,-0.0459353038517358,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,2,16.0,22.0,L2,M17_L2_ENDPOINT_LINEAR,SUCCESS,,,True,0,,4865.78313796312,18,5,3,104.6498031464571,94.64123911673607,14,3.8796565840020776,c53877f4bdb3016533c063be527cc7e32297e0ae3872e3a3f32b3cb7db9fb9bc,868750ba8dd2238ed50ba47c04b1229763e4b2d03951e64464c1ccedaf09a59e,True,0,,0,0,0,4854.330174140726,80.03468257822884,-24.615120568228264,True,True,True,13.681498887040107,0.281970574912468,2.2285350646461666,0.04592927416645205,True,0
cn-prd-100c-02-V2-LOCATIONS,2,16.0,22.0,PL,M17_22KW_NORMAL_PWL,SUCCESS,,,True,0,,4852.10163907608,18,5,3,80.03468257822884,94.64123911673607,14,3.911145333899185,95c23145ede378a7c4030612e6a950a4c0063eb1e428717c92b61826079f8a66,85b11ad9f2bd4f0b7f46a8b404123e35359782209f2a05b348a3fc7b26318d8d,True,0,,0,0,0,4852.10163907608,80.03468257822884,0.0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,2,20.0,22.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,SUCCESS,,,True,0,,4786.359775798894,18,5,2,49.828179400432845,79.95622781019622,14,3.54490020906087,14d56eb1e947112f65d6ddeff2caaa61fc497cf5849bca68db7ba43bb7c48cbb,d5b3cac9e88315d2180a4a636fec8b4aa85ef88a3d275cc9322d6caac80f71be,True,0,,0,0,0,4786.359775798894,49.828179400432845,0.0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,2,20.0,22.0,L2,M17_L2_ENDPOINT_LINEAR,SUCCESS,,,True,0,,4795.8754400518455,18,5,2,58.898110648787785,82.3848332701796,14,3.49915854097344,2b08c96cf4ae6e54735962e92733fffde72bcc2f89e541c817f1fe3b4609ef51,7d95c71c32a99ce878769dc0c4ce887dcb40af311ee48b1a39eeca2a1e4c7079,True,0,,0,0,0,4787.6982391963875,42.53561863977686,-16.36249200901093,True,True,True,9.515664252951865,0.19880796051031496,1.338463397493797,0.027964120128650242,True,0
cn-prd-100c-02-V2-LOCATIONS,2,20.0,22.0,PL,M17_22KW_NORMAL_PWL,SUCCESS,,,True,0,,4786.359775798894,18,5,2,49.828179400432845,79.95622781019622,14,3.49319058295805,14d56eb1e947112f65d6ddeff2caaa61fc497cf5849bca68db7ba43bb7c48cbb,f2663ae84daa2d34b0f11ee579925d91c08892743e20594bfa027b5f759a4a40,True,0,,0,0,0,4786.359775798894,49.828179400432845,0.0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,2,24.0,22.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,SUCCESS,,,True,0,,4749.999630897925,18,5,1,16.835576945383643,68.65402772514966,14,3.222545332973823,bbc503a08582f027b58c360fd3febf803b2b373c476cf59a9199c1779f274736,c8b6fc7903faa7398658642b9a0e3fdae919b3cd4c4b08d0b49dbfc69c57a6f2,True,0,,0,0,0,4749.999630897925,16.835576945383643,0.0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,2,24.0,22.0,L2,M17_L2_ENDPOINT_LINEAR,SUCCESS,,,True,0,,4753.2377640442755,18,5,1,23.311843238083632,68.65402772514966,14,3.1957419159589335,bbc503a08582f027b58c360fd3febf803b2b373c476cf59a9199c1779f274736,e7aa6fd24f5c03c9d477df85d2c23a886fd1aba607597dea48ef29d2cf62ef29,True,0,,0,0,0,4749.999630897925,16.835576945383643,-6.476266292699989,True,True,True,3.2381331463502647,0.06817122943098289,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,2,24.0,22.0,PL,M17_22KW_NORMAL_PWL,SUCCESS,,,True,0,,4749.999630897925,18,5,1,16.835576945383643,68.65402772514966,14,3.1911652089329436,bbc503a08582f027b58c360fd3febf803b2b373c476cf59a9199c1779f274736,fd2213ceca779c5e35d6e5b276f430f817d65f028cfc452215d69a53f83ea17a,True,0,,0,0,0,4749.999630897925,16.835576945383643,0.0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,2,28.0,22.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,SUCCESS,,,True,0,,4731.022472496602,18,5,0,0,0.0,14,3.1624581669457257,8272fd5e8fb97d6c8f48fe7cfc1a71d221bd8bacd450ee044df8eead117eadd2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,True,0,,0,0,0,4731.022472496602,0,0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,2,28.0,22.0,L2,M17_L2_ENDPOINT_LINEAR,SUCCESS,,,True,0,,4731.022472496602,18,5,0,0,0.0,14,3.083117917063646,8272fd5e8fb97d6c8f48fe7cfc1a71d221bd8bacd450ee044df8eead117eadd2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,True,0,,0,0,0,4731.022472496602,0,0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,2,28.0,22.0,PL,M17_22KW_NORMAL_PWL,SUCCESS,,,True,0,,4731.022472496602,18,5,0,0,0.0,14,3.1406280420487747,8272fd5e8fb97d6c8f48fe7cfc1a71d221bd8bacd450ee044df8eead117eadd2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,True,0,,0,0,0,4731.022472496602,0,0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,2,32.0,22.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,SUCCESS,,,True,0,,4725.573065194572,18,5,0,0,0.0,14,3.1735766660422087,55895e8dd04189ee2185967f98ab9b7e81357790938113f05799a04fc4cc35e8,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,True,0,,0,0,0,4725.573065194572,0,0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,2,32.0,22.0,L2,M17_L2_ENDPOINT_LINEAR,SUCCESS,,,True,0,,4725.573065194572,18,5,0,0,0.0,14,3.097861791960895,55895e8dd04189ee2185967f98ab9b7e81357790938113f05799a04fc4cc35e8,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,True,0,,0,0,0,4725.573065194572,0,0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,2,32.0,22.0,PL,M17_22KW_NORMAL_PWL,SUCCESS,,,True,0,,4725.573065194572,18,5,0,0,0.0,14,3.243197583942674,55895e8dd04189ee2185967f98ab9b7e81357790938113f05799a04fc4cc35e8,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,True,0,,0,0,0,4725.573065194572,0,0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,3,16.0,22.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,SUCCESS,,,True,0,,4819.659950294673,18,5,3,68.02194760856445,85.08125928318915,14,3.652059000101872,6022d7ca1421ae08bb11cf0f046c081bbd09dfb8860cc5b2f49d1f787d24a717,49f3502a5bf361d3b01b200001b4273741c8020580d4ca4e0d472fd94db23ff4,True,0,,0,0,0,4819.678735528963,68.05951807714483,0.03757046858038393,True,True,True,-0.01878523429058987,-0.00038976112976393595,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,3,16.0,22.0,L2,M17_L2_ENDPOINT_LINEAR,SUCCESS,,,True,0,,4832.738840265729,18,5,3,94.18845487411704,85.08125928318915,14,3.8806982079986483,6022d7ca1421ae08bb11cf0f046c081bbd09dfb8860cc5b2f49d1f787d24a717,e04a3877d30c35ad866d07548d7ed94423d6221dd67e6552cab02f631fef2066,True,0,,0,0,0,4819.678735528963,68.05951807714483,-26.128936796972212,True,True,True,13.060104736765425,0.27097459090978326,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,3,16.0,22.0,PL,M17_22KW_NORMAL_PWL,SUCCESS,,,True,0,,4819.678735528963,18,5,3,68.05951807714483,85.08125928318915,14,3.925435582990758,6022d7ca1421ae08bb11cf0f046c081bbd09dfb8860cc5b2f49d1f787d24a717,8f79653b8c4ff7430c019e0db2fd60b99bc2fb22118439c0849ef4c325b8bfbc,True,0,,0,0,0,4819.678735528963,68.05951807714483,0.0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,3,20.0,22.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,SUCCESS,,,True,0,,4764.407615413246,18,5,2,46.16288699250434,79.99407823073534,14,3.678148875012994,5be91b624264c17de212d0dc27840d8ee6e928bce0d76d530e1c9dd3afacac3f,3981bb4caf2c6850a2c45e150b8306243792d9198ea0c1aae65686e7d7597187,True,0,,0,0,0,4764.407615413246,46.16288699250434,0.0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,3,20.0,22.0,L2,M17_L2_ENDPOINT_LINEAR,SUCCESS,,,True,0,,4773.556948403878,18,5,2,63.920707230749954,79.99407823073534,14,3.6267200420843437,5746ce024d78453e1cc43725f7f2d30acd336b9a9247ec14fe34f913658b34f7,5fcdd14b92b11bd9fecbb18a4b075cc631c97918b542d3751dfd92388cc91f05,True,0,,0,0,0,4764.786661757535,46.16288699250434,-17.757820238245614,True,True,True,9.149332990631592,0.1920350593226481,0.3790463442883265,0.007955791672024046,True,0
cn-prd-100c-02-V2-LOCATIONS,3,20.0,22.0,PL,M17_22KW_NORMAL_PWL,SUCCESS,,,True,0,,4764.407615413246,18,5,2,46.16288699250434,79.99407823073534,14,3.711525790975429,5be91b624264c17de212d0dc27840d8ee6e928bce0d76d530e1c9dd3afacac3f,2309ec3adb6d672ee71b18cefae7d0c3792424553b80473e5a89aa8ced493506,True,0,,0,0,0,4764.407615413246,46.16288699250434,0.0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,3,24.0,22.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,SUCCESS,,,True,0,,4733.084598170633,18,5,1,15.527693306158252,66.66173185894611,14,3.592789457994513,c984d825078c6d6fb70bc0153744903de6a2891533497fb3fe408f353ff42703,ab57c17e37146e455917aabb9781de4a6e4ca85a4720013afea562a182f5f934,True,0,,0,0,0,4733.084598170633,15.527693306158252,0.0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,3,24.0,22.0,L2,M17_L2_ENDPOINT_LINEAR,SUCCESS,,,True,0,,4736.071174665407,18,5,1,21.500846295704605,66.66173185894611,14,3.4694978749612346,c984d825078c6d6fb70bc0153744903de6a2891533497fb3fe408f353ff42703,2509794efd371b416cb1f23d38f64b9c8e4c14958d5b53b51fd223af203c9972,True,0,,0,0,0,4733.084598170633,15.527693306158252,-5.973152989546353,True,True,True,2.9865764947735443,0.0631000023943767,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,3,24.0,22.0,PL,M17_22KW_NORMAL_PWL,SUCCESS,,,True,0,,4733.084598170633,18,5,1,15.527693306158252,66.66173185894611,14,3.500013792072423,c984d825078c6d6fb70bc0153744903de6a2891533497fb3fe408f353ff42703,aa4f983343d3276b5c3b352a9feb773d2ddbb1c81e127db225194fc06211a855,True,0,,0,0,0,4733.084598170633,15.527693306158252,0.0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,3,28.0,22.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,SUCCESS,,,True,0,,4715.880392030143,18,5,1,4.586516835570015,57.1386273076681,14,3.164237165939994,12cf87d4cb4222442c9d7921335ae5426115ba4471b8568424ab75df27b8b9fd,7a38a2d83dd023dabe04daf884193a60b3c62ce9fd95da1c695c6b094f588452,True,0,,0,0,0,4715.880392030143,4.586516835570015,0.0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,3,28.0,22.0,L2,M17_L2_ENDPOINT_LINEAR,SUCCESS,,,True,0,,4716.762556760211,18,5,1,6.350846295704605,57.1386273076681,14,3.094499290920794,12cf87d4cb4222442c9d7921335ae5426115ba4471b8568424ab75df27b8b9fd,7c0554105ce5c15ea3db5ec9baf5a0f21fdcb9d68d0e1b9d2611036a60409d78,True,0,,0,0,0,4715.880392030143,4.586516835570015,-1.7643294601345891,True,True,True,0.8821647300674158,0.018706257511498334,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,3,28.0,22.0,PL,M17_22KW_NORMAL_PWL,SUCCESS,,,True,0,,4715.880392030143,18,5,1,4.586516835570015,57.1386273076681,14,3.1479882079875097,12cf87d4cb4222442c9d7921335ae5426115ba4471b8568424ab75df27b8b9fd,3a9d3a6df7e8a9d0e26c3f2138fbd17729c95982063db0d98ab8dd7a48e1e516,True,0,,0,0,0,4715.880392030143,4.586516835570015,0.0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,3,32.0,22.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,SUCCESS,,,True,0,,4709.334866912515,18,5,0,0,0.0,14,2.44496433401946,3ae5222b51991046450ba03f84ed17f90619f681e702aaa6ad67a95dc60e91d2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,True,0,,0,0,0,4709.334866912515,0,0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,3,32.0,22.0,L2,M17_L2_ENDPOINT_LINEAR,SUCCESS,,,True,0,,4709.334866912515,18,5,0,0,0.0,14,2.35151416703593,3ae5222b51991046450ba03f84ed17f90619f681e702aaa6ad67a95dc60e91d2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,True,0,,0,0,0,4709.334866912515,0,0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-100c-02-V2-LOCATIONS,3,32.0,22.0,PL,M17_22KW_NORMAL_PWL,SUCCESS,,,True,0,,4709.334866912515,18,5,0,0,0.0,14,2.2986239169258624,3ae5222b51991046450ba03f84ed17f90619f681e702aaa6ad67a95dc60e91d2,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,True,0,,0,0,0,4709.334866912515,0,0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-50c-01-V2-LOCATIONS,1,16.0,22.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,SUCCESS,,,True,0,,2398.1472990071265,9,3,1,29.14887556848802,81.6769760740705,14,1.9260290409438312,d6da009bf6f88267c53edd1e597123e97df22c0af12b643c2026440c76b50407,ed0deb17cbcdc03fef3a4459fb77eb0c899b192d1343ca46b239315b1d460e2c,True,0,,0,0,0,2398.1472990071265,29.14887556848802,0.0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-50c-01-V2-LOCATIONS,1,16.0,22.0,L2,M17_L2_ENDPOINT_LINEAR,SUCCESS,,,True,0,,2403.749392460797,9,3,1,40.3617897992693,81.6769760740705,14,2.0216763749485835,d6da009bf6f88267c53edd1e597123e97df22c0af12b643c2026440c76b50407,92940e4f25419bd4da367fbaef41192b0f466ca04794614e45b8322c40adb7d7,True,0,,0,0,0,2398.1472990071265,29.14887556848802,-11.212914230781283,True,True,True,5.602093453670477,0.2336008908205863,0.0,0.0,False,0
cn-prd-50c-01-V2-LOCATIONS,1,16.0,22.0,PL,M17_22KW_NORMAL_PWL,SUCCESS,,,True,0,,2398.1472990071265,9,3,1,29.14887556848802,81.6769760740705,14,2.1261722079943866,d6da009bf6f88267c53edd1e597123e97df22c0af12b643c2026440c76b50407,007a5cd92907b3fdad7297f5f2bd6f2b64555d608ed9b61c7c90aa3120505aea,True,0,,0,0,0,2398.1472990071265,29.14887556848802,0.0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-50c-01-V2-LOCATIONS,1,20.0,22.0,L1,M17_L1_FIRST_SEGMENT_LINEAR,SUCCESS,,,True,0,,2378.45998666689,9,3,1,18.207699097899784,65.3415808592564,14,1.8018513330025598,845e81acca022252b4952bca7537c23d03ee185e3a951c062aeb505f3bc5078a,e446c376b20bfdb09e93e905d648389a442d83efada36303ea9e3a7af3314ebe,True,0,,0,0,0,2378.45998666689,18.207699097899784,0.0,True,True,True,0.0,0.0,0.0,0.0,False,0
cn-prd-50c-01-V2-LOCATIONS,1,20.0,22.0,L2,M17_L2_ENDPOINT_LINEAR,SUCCESS,,,True,0,,2381.962032017575,9,3,1,25.211789799269297,65.3415808592564,14,1.6840147910406813,845e81acca022252b4952bca7537c23d03ee185e3a951c062aeb505f3bc5078a,e41859d50dc34824ff2d6148bbb7e1073f2cdabe3172115a32caad196db79f36,True,0,,0,0,0,2378.45998666689,18.207699097899784,-7.004090701369513,True,True,True,3.5020453506849663,0.147240036423427,0.0,0.0,False,0
cn-prd-50c-01-V2-LOCATIONS,1,20.0,22.0,PL,M17_22KW_NORMAL_PWL,SUCCESS,,,True,0,,2378.45998666689,9,3,1,18.207699097899784,65.3415808592564,14,2.1372448339825496,845e81acca022252b4952bca7537c23d03ee185e3a951c062aeb505f3bc5078a,8b6fbba3f3bb68ef277c91d9f4f4f6ffa5053d4a9f90e007a9718f0e8869457e,True,0,,0,0,0,2378.45998666689,18.207699097899784,0.0,True,True,True,0.0,0.0,0.0,0.0,False,0
