arm,arm_code,instance_id,seed,point_index,elapsed_seconds,elapsed_minutes,observed_cost_cny,best_so_far_cost_cny,phase,source
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,1,1.699627958005,0.028327132633,4419.946296738089,4419.946296738089,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,2,3.274375875015,0.054572931250,4406.775274070750,4406.775274070750,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,3,4.406985915994,0.073449765267,4338.874582948184,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,4,5.456673541019,0.090944559017,4402.278806601459,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,5,6.496557958017,0.108275965967,4390.174469185165,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,6,7.503834083007,0.125063901383,4390.174469185165,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,7,8.505676458008,0.141761274300,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,8,9.508542291005,0.158475704850,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,9,10.554408875003,0.175906814583,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,10,11.588664915995,0.193144415267,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,11,13.195815707993,0.219930261800,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,12,14.219539125013,0.236992318750,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,13,15.340926041012,0.255682100684,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,14,16.292980375001,0.271549672917,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,15,17.235302874993,0.287255047917,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,16,18.247145375004,0.304119089583,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,17,19.251888750005,0.320864812500,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,18,20.217385333002,0.336956422217,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,19,21.222278833011,0.353704647217,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,20,22.173628416000,0.369560473600,4387.090664667165,4338.874582948184,stage_1,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,21,35.125718417024,0.585428640284,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,22,38.712242083013,0.645204034717,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,23,42.330131500028,0.705502191667,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,24,47.092208792019,0.784870146534,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,25,50.874692875019,0.847911547917,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,26,54.419308292010,0.906988471534,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,27,57.944009750034,0.965733495834,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,28,61.500628083013,1.025010468050,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,29,65.030662583013,1.083844376384,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,30,68.830238875031,1.147170647917,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,31,73.467353583022,1.224455893050,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,32,78.540939583007,1.309015659717,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,33,82.393588917010,1.373226481950,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,34,86.061775542010,1.434362925700,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,35,89.691990417021,1.494866506950,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,36,93.488375208020,1.558139586800,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,37,97.203730667010,1.620062177783,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,38,100.859582667006,1.680993044450,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,39,104.554533542017,1.742575559034,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,40,109.063087708026,1.817718128467,4387.090664667165,4338.874582948184,stage_2,online_complete_checkpoint
HGS-F,F,cn-prd-100c-01-V2-LOCATIONS,1,41,116.221541542007,1.937025692367,4338.874582948184,4338.874582948184,final,returned_single_view_solution
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,1,2.312325042003,0.038538750700,4468.351192261714,4468.351192261714,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,2,4.490052707988,0.074834211800,4453.884895672323,4453.884895672323,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,3,6.350817792001,0.105846963200,4453.492641326914,4453.492641326914,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,4,7.977347332984,0.132955788883,4452.501247555731,4452.501247555731,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,5,9.527054208011,0.158784236800,4380.673148937362,4380.673148937362,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,6,11.098640457989,0.184977340966,4354.095118903410,4354.095118903410,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,7,12.542489624990,0.209041493750,4348.965789372115,4348.965789372115,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,8,13.914065082994,0.231901084717,4338.649405013833,4338.649405013833,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,9,15.266923541989,0.254448725700,4329.884121040349,4329.884121040349,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,10,16.548192916991,0.275803215283,4325.490499966128,4325.490499966128,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,11,17.762774917006,0.296046248617,4325.490499966128,4325.490499966128,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,12,19.026843458007,0.317114057633,4322.425336151944,4322.425336151944,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,13,20.219858917000,0.336997648617,4322.425336151944,4322.425336151944,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,14,21.400910875003,0.356681847917,4322.425336151944,4322.425336151944,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,15,22.591214291984,0.376520238200,4322.425336151944,4322.425336151944,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,16,23.736688083009,0.395611468050,4322.425336151944,4322.425336151944,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,17,24.913332374999,0.415222206250,4321.561117025029,4321.561117025029,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,18,26.133947249997,0.435565787500,4321.561117025029,4321.561117025029,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,19,27.260033125000,0.454333885417,4316.218012792649,4316.218012792649,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,20,28.400989041984,0.473349817366,4312.626170601234,4312.626170601234,stage_1,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,21,44.177937542001,0.736298959033,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,22,48.539290374989,0.808988172916,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,23,52.856899959006,0.880948332650,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,24,56.918882917002,0.948648048617,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,25,62.026220250002,1.033770337500,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,26,66.373082292004,1.106218038200,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,27,70.530206291995,1.175503438200,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,28,74.719156417006,1.245319273617,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,29,79.034049624985,1.317234160416,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,30,83.350823291985,1.389180388200,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,31,87.415479624993,1.456924660417,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,32,92.405282624997,1.540088043750,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,33,96.652391084004,1.610873184733,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,34,101.006765708997,1.683446095150,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,35,105.253363541997,1.754222725700,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,36,109.627367124980,1.827122785416,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,37,113.937075666996,1.898951261117,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,38,118.037508292007,1.967291804867,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,39,123.015786834003,2.050263113900,4312.448489640502,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,40,127.478237500007,2.124637291667,4312.568682805785,4312.448489640502,stage_2,online_complete_checkpoint
HGS-E,E,cn-prd-100c-01-V2-LOCATIONS,1,41,137.908252458990,2.298470874317,4312.448489640502,4312.448489640502,final,returned_single_view_solution
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,1,1.817761790997,0.030296029850,4476.590773570801,4476.590773570801,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,2,3.402260290983,0.056704338183,4460.990109205880,4460.990109205880,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,3,5.026471499994,0.083774525000,4360.827353102921,4360.827353102921,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,4,6.872532749985,0.114542212500,4342.073359089085,4342.073359089085,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,5,8.233852707985,0.137230878466,4334.860416536306,4334.860416536306,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,6,9.489201707998,0.158153361800,4330.651467558766,4330.651467558766,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,7,10.731434624991,0.178857243750,4327.892955339755,4327.892955339755,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,8,11.884016916010,0.198066948600,4325.844242701730,4325.844242701730,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,9,13.125927540998,0.218765459017,4324.768599271715,4324.768599271715,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,10,14.386351791007,0.239772529850,4323.668324778809,4323.668324778809,stage_1,online_complete_checkpoint
HGS-M,M,cn-prd-100c-01-V2-LOCATIONS,1,11,15.640554624988,0.260675910416,4323.668324778809,4323.668324778809,stage_1,online_complete_checkpoint
