task_id,instance_id,region,tier,seed,HGS-F_cost,HGS-F_cpu_seconds,HGS-E_cost,HGS-E_cpu_seconds,HGS-M_cost,HGS-M_cpu_seconds,MV-HGS-SP_cost,MV-HGS-SP_cpu_seconds,HGS-F_emissions_kg,HGS-E_emissions_kg,HGS-M_emissions_kg,MV-HGS-SP_emissions_kg,protected_stage_1_cost,improvement_over_protected_stage_1,best_current_single_view_cost,route_fusion_incremental_improvement,selected_source,base_source,stage_1_iterations_per_view,stage_2_iterations_per_view,total_iterations_per_view,search_complete_candidate_attempts,budget_padding_rechecks,budget_padding_reference_arm,complete_candidate_attempts,historical_population_snapshot_count,historical_population_candidate_references,historical_quality_selected_count,historical_diversity_selected_count,historical_selected_count,historical_capacity_exhausted_stage_count,historical_archive_selection_complete,base_route_pool_size,expanded_route_pool_size,base_mip_status,base_mip_incumbent_available,base_mip_objective,base_mip_dual_bound,base_mip_gap,expanded_mip_status,expanded_mip_incumbent_available,expanded_mip_objective,expanded_mip_dual_bound,expanded_mip_gap,mip_time_limit_seconds_per_stage,HGS-F_curve_points,HGS-F_strict_decreases,HGS-E_curve_points,HGS-E_strict_decreases,HGS-M_curve_points,HGS-M_strict_decreases,MV-HGS-SP_curve_points,MV-HGS-SP_strict_decreases,wallclock_safety_triggered,all_charging_on_registered_date,all_depot_charging_finishes_before_departure,all_depot_fleet_caps_respected,warm_route_types_preserved,history_archive_ledger_complete,all_independently_feasible,witness_sha256,trajectory_sha256,input_manifest_sha256,responsibility_map_sha256,status
D6-E2-STAGED__cn-prd-15c-01-V2-LOCATIONS__seed1,cn-prd-15c-01-V2-LOCATIONS,prd,15,1,787.2819935020146,30.392063250998035,787.2819935020146,30.361797875986667,787.2819935020146,29.565904082963243,787.2819935020146,90.44378362499992,52.973676337092336,52.973676337092336,52.973676337092336,52.973676337092336,787.2819935020146,0.0,787.2819935020146,0.0,protected_stage_1,stage_1_parent,5000,20000,25000,280,0,HGS-F,280,120,5386,72,72,144,0,True,53,53,OPTIMAL,True,787.2819935020145,787.2819935020145,0.0,OPTIMAL,True,787.2819935020145,787.2819935020145,0.0,30.0,3,2,2,1,2,1,3,2,False,True,True,True,True,True,True,90366c8dad26fe11cff3bf517ca3a9da9d9cca34259df2c8a751eaf678102e5c,b57158675573eacea56f250e37d6e2740c95472669b926d03d7d4e0846cdf453,1468916433c28999256d9ead0081cc228dd05f2e279ae4b6b9122be5e69addad,a8db8845cf28e33e735b9cda5740adc6adf7f20938065cb292cc78650e93e1c3,PASS
