scale,bundle_id,seed_count,mean_headroom_pct,min_headroom_pct,max_headroom_pct,mean_late_gain_after_dr_stop_pct,mean_dr_eval_fraction,dr_early_stop_seed_count,capped_seed_count,verdict
50,e2-threeshift-50c-03,3,0.0,0.0,0.0,0.0,0.4000000000000001,3,0,VERDICT_NO_HEADROOM
75,e2-threeshift-75c-03,3,0.0,0.0,0.0,0.0,0.4000000000000001,3,0,VERDICT_NO_HEADROOM
100,e2-threeshift-100c-03,3,0.0,0.0,0.0,0.0,0.4000000000000001,3,0,VERDICT_NO_HEADROOM
150,e2-threeshift-150c-03,3,0.0,0.0,0.0,0.0,0.4000000000000001,3,0,VERDICT_NO_HEADROOM
200,e2-threeshift-200c-03,3,0.0,0.0,0.0,0.0,0.4000000000000001,3,0,VERDICT_NO_HEADROOM
