action_id,focus_customer_ids,focus_distance_advantage_km,status,evaluated,complete_model_feasible,violation_count,violations_json,cross_site_service_count,after_cost_cny,cost_change_cny,after_emissions_kg,minimum_participation_margin_cny,penalized_change_cny,improves_initial_penalized,maximum_charge_end_soc,charging_actions_entering_taper_region,wall_seconds,error_type,error
relocate:CV_D_guangzhou_4#T1:C043->CV_D_dongguan_1#T1@0,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0015040830185171217,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_dongguan_1#T1 misses C018's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_dongguan_1#T1@1,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0014480410027317703,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_dongguan_1#T1 misses C016's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_dongguan_1#T1@2,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0014403750246856362,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_dongguan_1#T1 misses C012's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_dongguan_1#T1@3,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0013828749943058938,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_dongguan_1#T1 misses C009's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_dongguan_1#T1@4,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0018781250109896064,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_dongguan_1#T1 misses C043's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_dongguan_1#T1@5,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0013326250191312283,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_dongguan_1#T1 misses C043's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_dongguan_1#T1@6,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0013040410121902823,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_dongguan_1#T1 misses C043's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_dongguan_1#T2@0,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0013197920052334666,ValueError,E3_STRICT_MULTITRIP_V2: CV_D_dongguan_1 has overlap or incomplete recharge
relocate:CV_D_guangzhou_4#T1:C043->CV_D_dongguan_1#T2@1,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0012772080081049353,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_dongguan_1#T2 misses C043's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_dongguan_1#T2@2,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0012694999750237912,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_dongguan_1#T2 misses C043's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_dongguan_2#T1@0,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0012628329859580845,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_dongguan_2#T1 misses C004's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_dongguan_2#T1@1,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0013365000195335597,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_dongguan_2#T1 misses C043's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_dongguan_2#T1@2,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.001337041991064325,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_dongguan_2#T1 misses C043's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_dongguan_2#T1@3,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.001366416981909424,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_dongguan_2#T1 misses C043's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_dongguan_2#T1@4,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0013489589910022914,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_dongguan_2#T1 misses C043's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_dongguan_2#T1@5,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0017828329873736948,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_dongguan_2#T1 misses C043's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_foshan_1#T1@0,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0017137080139946193,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_1#T1 misses C036's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_foshan_1#T1@1,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0013481670175679028,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_1#T1 misses C023's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_foshan_1#T1@2,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0016270410269498825,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_1#T1 misses C022's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_foshan_1#T1@3,C043,C043:0.596492980437,EVALUATED,True,False,2,"[{""detail"": ""initial load 1874.000000 exceeds Q=1735.000000"", ""location"": ""D_foshan"", ""severity"": ""hard"", ""type"": ""CAPACITY"", ""vehicle_id"": ""CV_D_foshan_1#T1""}, {""detail"": ""profit Pi=18435.197463 below theta*Pi0=18714.448447 (theta=1.000000, Pi0=18714.448447)"", ""location"": ""D_guangzhou"", ""severity"": ""hard"", ""type"": ""PROFIT_FAIRNESS"", ""vehicle_id"": """"}]",1,6552.652186412266,35.03919887433767,670.643659473403,-279.2509842383661,41860.13762271094,False,0.5096570926348705,0,0.01732583300326951,,
relocate:CV_D_guangzhou_4#T1:C043->CV_D_foshan_1#T1@4,C043,C043:0.596492980437,EVALUATED,True,False,2,"[{""detail"": ""initial load 1874.000000 exceeds Q=1735.000000"", ""location"": ""D_foshan"", ""severity"": ""hard"", ""type"": ""CAPACITY"", ""vehicle_id"": ""CV_D_foshan_1#T1""}, {""detail"": ""profit Pi=18435.197463 below theta*Pi0=18714.448447 (theta=1.000000, Pi0=18714.448447)"", ""location"": ""D_guangzhou"", ""severity"": ""hard"", ""type"": ""PROFIT_FAIRNESS"", ""vehicle_id"": """"}]",1,6550.818513712896,33.20552617496742,670.1805862884781,-279.2509842383661,41858.30395001158,False,0.5096570926348705,0,0.013040707999607548,,
relocate:CV_D_guangzhou_4#T1:C043->CV_D_foshan_1#T1@5,C043,C043:0.596492980437,EVALUATED,True,False,2,"[{""detail"": ""initial load 1874.000000 exceeds Q=1735.000000"", ""location"": ""D_foshan"", ""severity"": ""hard"", ""type"": ""CAPACITY"", ""vehicle_id"": ""CV_D_foshan_1#T1""}, {""detail"": ""profit Pi=18435.197463 below theta*Pi0=18714.448447 (theta=1.000000, Pi0=18714.448447)"", ""location"": ""D_guangzhou"", ""severity"": ""hard"", ""type"": ""PROFIT_FAIRNESS"", ""vehicle_id"": """"}]",1,6550.906991578976,33.29400404104763,670.082219884827,-279.2509842383661,41858.392427877654,False,0.5096570926348705,0,0.013264834007713944,,
relocate:CV_D_guangzhou_4#T1:C043->CV_D_foshan_1#T1@6,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.001979833992663771,ValueError,E3_STRICT_MULTITRIP_V2: route CV_D_foshan_1#T1 misses C043's time window
relocate:CV_D_guangzhou_4#T1:C043->CV_D_foshan_1#T2@0,C043,C043:0.596492980437,REJECTED_INTERFACE,False,,,[],,,,,,,,,,0.0014704169880133122,ValueError,E3_STRICT_MULTITRIP_V2: CV_D_foshan_1 has overlap or incomplete recharge
