instance_id,verdict,focus_customer_count,focus_customers_json,all_generated_move_count,all_cross_depot_move_count,focused_cross_depot_move_count,evaluated_count,complete_model_feasible_count,improving_feasible_count,status_counts_json,initial_cost_cny,initial_emissions_kg,initial_minimum_participation_margin_cny,initial_maximum_charge_end_soc,initial_charging_actions_entering_taper_region,best_feasible_action_id,best_feasible_penalized_change_cny,best_feasible_improves_initial,incremental_evaluations,sentinel_evaluations,wall_seconds,peak_rss_mb,failure_reason
cn-prd-150c-02-V2-LOCATIONS,CROSS_DEPOT_FOCUS_PROBE_COMPLETE,2,"{""C043"": -0.596492980437004, ""C068"": -0.6086782684350001}",37104,26363,436,8,0,0,"{""EVALUATED"": 8, ""REJECTED_CHARGING"": 173, ""REJECTED_INTERFACE"": 255}",6517.612987537928,663.919067084583,0.0,0.5096570926348705,0,,,False,8,8,2.1550305830023717,62.40625,
