source,client_size,n,median_seconds,mean_seconds,max_seconds,median_seconds_per_evaluation,boundary
E3_HIGH_4000,10,12.000000000000,8.356958707998,8.458121538162,10.028688958031,0.002089239677,M1 historical static-search runtime anchor
E3_HIGH_4000,15,12.000000000000,15.788600437518,16.023329659836,21.514200249978,0.003947150109,M1 historical static-search runtime anchor
E3_HIGH_4000,20,12.000000000000,16.435817083518,17.463425135512,26.986393416999,0.004108954271,M1 historical static-search runtime anchor
E3_HIGH_4000,25,12.000000000000,22.462579625484,21.132529809081,34.382942416007,0.005615644906,M1 historical static-search runtime anchor
E3_HIGH_4000,50,12.000000000000,26.404047625489,26.448288534913,42.775438166980,0.006601011906,M1 historical static-search runtime anchor
E3_HIGH_4000,75,12.000000000000,34.162102187489,35.477245024245,45.747158833023,0.008540525547,M1 historical static-search runtime anchor
E3_HIGH_4000,100,12.000000000000,45.061773687514,48.329153559001,59.860147374973,0.011265443422,M1 historical static-search runtime anchor
E3_HIGH_4000,150,12.000000000000,72.261760938010,77.009110951665,95.375624625012,0.018065440235,M1 historical static-search runtime anchor
E3_HIGH_4000,200,12.000000000000,119.346436645486,130.863736479077,181.897841207974,0.029836609161,M1 historical static-search runtime anchor
E3_MEDIUM_4000,10,6.000000000000,12.513125895501,12.819711625000,15.589081500002,0.003128281474,M1 historical static-search runtime anchor
E3_MEDIUM_4000,15,6.000000000000,24.297157478999,23.920259416500,29.783489249996,0.006074289370,M1 historical static-search runtime anchor
E3_MEDIUM_4000,20,6.000000000000,21.561509749998,23.618640256997,34.308043999998,0.005390377437,M1 historical static-search runtime anchor
E3_MEDIUM_4000,25,6.000000000000,26.269554333499,28.372623347334,40.447229416997,0.006567388583,M1 historical static-search runtime anchor
E3_MEDIUM_4000,50,6.000000000000,37.627504583001,38.477801923334,49.855144000001,0.009406876146,M1 historical static-search runtime anchor
E3_MEDIUM_4000,75,6.000000000000,50.223474166498,50.302666721999,59.971950874999,0.012555868542,M1 historical static-search runtime anchor
E3_MEDIUM_4000,100,6.000000000000,64.905858541999,66.780036465330,80.883956207996,0.016226464635,M1 historical static-search runtime anchor
E3_MEDIUM_4000,150,6.000000000000,105.860404521001,107.925795354167,128.420902416001,0.026465101130,M1 historical static-search runtime anchor
E3_MEDIUM_4000,200,6.000000000000,156.107668166500,154.647161409668,163.228237458003,0.039026917042,M1 historical static-search runtime anchor
E6_4000,10,18.000000000000,9.589832354482,8.682419122607,14.243221124983,0.002397458089,M1 historical static-search runtime anchor
E6_4000,15,18.000000000000,17.162803271000,16.140987745331,23.117151583021,0.004290700818,M1 historical static-search runtime anchor
E6_4000,20,18.000000000000,17.236456833518,16.815700585673,22.727557083010,0.004309114208,M1 historical static-search runtime anchor
E6_4000,25,18.000000000000,18.591296979488,19.498562402603,26.600337208016,0.004647824245,M1 historical static-search runtime anchor
E6_4000,50,18.000000000000,29.048742854007,30.560743680609,46.396231374994,0.007262185714,M1 historical static-search runtime anchor
E6_4000,75,18.000000000000,36.026201750501,37.971008298783,81.465629333979,0.009006550438,M1 historical static-search runtime anchor
E6_4000,100,18.000000000000,55.723727229488,55.977973148169,127.617216415994,0.013930931807,M1 historical static-search runtime anchor
E6_4000,150,18.000000000000,82.517642729043,72.494643965332,127.598380582989,0.020629410682,M1 historical static-search runtime anchor
E6_4000,200,18.000000000000,128.858667958499,115.792485877396,182.319683000038,0.032214666990,M1 historical static-search runtime anchor
E6_FRONTIER_4000,10,30.000000000000,13.846837749999,13.727085179267,17.468867667005,0.003461709437,M1 historical static-search runtime anchor
E6_FRONTIER_4000,15,22.000000000000,25.721644770998,25.893710369272,32.708643083002,0.006430411193,M1 historical static-search runtime anchor
E6_FRONTIER_4000,20,18.000000000000,33.392278542000,34.653078361111,46.555882832996,0.008348069635,M1 historical static-search runtime anchor
E6_FRONTIER_4000,25,22.000000000000,39.358967062002,39.372046401456,54.106289042000,0.009839741766,M1 historical static-search runtime anchor
E6_FRONTIER_4000,50,18.000000000000,54.141638166500,54.317051698944,73.182738582997,0.013535409542,M1 historical static-search runtime anchor
E6_FRONTIER_4000,75,18.000000000000,66.811583124498,70.453124342444,116.310599583005,0.016702895781,M1 historical static-search runtime anchor
E6_FRONTIER_4000,100,14.000000000000,86.853995292000,98.926739250214,185.488320958000,0.021713498823,M1 historical static-search runtime anchor
E6_FRONTIER_4000,150,18.000000000000,130.050825125003,135.178975194390,164.018482749998,0.032512706281,M1 historical static-search runtime anchor
E6_FRONTIER_4000,200,14.000000000000,219.455270645500,220.561692431358,319.980102958005,0.054863817661,M1 historical static-search runtime anchor
E7_OLD_4_ARM_DYNAMIC,50,38.000000000000,3.193416728493,3.792035489025,14.704049665990,,old UK dynamic task runtime; China task is not yet measurable
E7_OLD_4_ARM_DYNAMIC,100,40.000000000000,148.296221269993,434.104729731201,2606.641067374992,,old UK dynamic task runtime; China task is not yet measurable
E7_OLD_4_ARM_DYNAMIC,150,40.000000000000,5611.440786020503,10159.846066758128,37158.947585040994,,old UK dynamic task runtime; China task is not yet measurable
