variance_proxy,seeds_per_map,historical_cells,historical_seed_rows,within_seed_variance,between_cell_variance,predictive_unit_sd_percent,proposed_material_threshold_percent,standardized_threshold_d,conservative_holm_alpha,target_power,conservative_mde_d,conservative_mde_percent,threshold_reaches_conservative_80pct_power_proxy,boundary
E3_HIGH_UK_PROXY,1,18,54,50.712181569858,91.444050446663,11.922928835505,5.0,0.419360047265,0.01,0.8,0.643584055439,7.673406892670,False,variance-only UK historical proxy; not China effect forecast
E3_HIGH_UK_PROXY,2,18,54,50.712181569858,91.444050446663,10.807411402903,5.0,0.462645476664,0.01,0.8,0.643584055439,6.955477659482,False,variance-only UK historical proxy; not China effect forecast
E3_HIGH_UK_PROXY,3,18,54,50.712181569858,91.444050446663,10.409039867824,5.0,0.480351700396,0.01,0.8,0.643584055439,6.699092091364,False,variance-only UK historical proxy; not China effect forecast
E3_HIGH_UK_PROXY,4,18,54,50.712181569858,91.444050446663,10.204023512278,5.0,0.490002790956,0.01,0.8,0.643584055439,6.567146833831,False,variance-only UK historical proxy; not China effect forecast
E3_HIGH_UK_PROXY,5,18,54,50.712181569858,91.444050446663,10.079012191710,5.0,0.496080360346,0.01,0.8,0.643584055439,6.486691541164,False,variance-only UK historical proxy; not China effect forecast
E3_HIGH_UK_PROXY,6,18,54,50.712181569858,91.444050446663,9.994802684811,5.0,0.500260000890,0.01,0.8,0.643584055439,6.432495645207,False,variance-only UK historical proxy; not China effect forecast
E3_HIGH_UK_PROXY,7,18,54,50.712181569858,91.444050446663,9.934216014049,5.0,0.503310980245,0.01,0.8,0.643584055439,6.393503029932,False,variance-only UK historical proxy; not China effect forecast
E3_HIGH_UK_PROXY,8,18,54,50.712181569858,91.444050446663,9.888532405918,5.0,0.505636205127,0.01,0.8,0.643584055439,6.364101788145,False,variance-only UK historical proxy; not China effect forecast
E3_HIGH_UK_PROXY,9,18,54,50.712181569858,91.444050446663,9.852854271111,5.0,0.507467162552,0.01,0.8,0.643584055439,6.341139909455,False,variance-only UK historical proxy; not China effect forecast
E3_HIGH_UK_PROXY,10,18,54,50.712181569858,91.444050446663,9.824218472919,5.0,0.508946336422,0.01,0.8,0.643584055439,6.322710366324,False,variance-only UK historical proxy; not China effect forecast
E3_MEDIUM_UK_PROXY,1,9,27,45.504429659602,51.893984928353,9.869063511193,5.0,0.506633683564,0.01,0.8,0.643584055439,6.351571917922,False,variance-only UK historical proxy; not China effect forecast
E3_MEDIUM_UK_PROXY,2,9,27,45.504429659602,51.893984928353,8.639803224504,5.0,0.578716883947,0.01,0.8,0.643584055439,5.560439597425,False,variance-only UK historical proxy; not China effect forecast
E3_MEDIUM_UK_PROXY,3,9,27,45.504429659602,51.893984928353,8.189146973172,5.0,0.610564203620,0.01,0.8,0.643584055439,5.270404419584,False,variance-only UK historical proxy; not China effect forecast
E3_MEDIUM_UK_PROXY,4,9,27,45.504429659602,51.893984928353,7.954249954789,5.0,0.628594779950,0.01,0.8,0.643584055439,5.119228443881,False,variance-only UK historical proxy; not China effect forecast
E3_MEDIUM_UK_PROXY,5,9,27,45.504429659602,51.893984928353,7.809921309480,5.0,0.640211316077,0.01,0.8,0.643584055439,5.026340829018,False,variance-only UK historical proxy; not China effect forecast
E3_MEDIUM_UK_PROXY,6,9,27,45.504429659602,51.893984928353,7.712201795745,5.0,0.648323284637,0.01,0.8,0.643584055439,4.963450108072,True,variance-only UK historical proxy; not China effect forecast
E3_MEDIUM_UK_PROXY,7,9,27,45.504429659602,51.893984928353,7.641637111043,5.0,0.654310055207,0.01,0.8,0.643584055439,4.918035802121,True,variance-only UK historical proxy; not China effect forecast
E3_MEDIUM_UK_PROXY,8,9,27,45.504429659602,51.893984928353,7.588282983377,5.0,0.658910587672,0.01,0.8,0.643584055439,4.883697936263,True,variance-only UK historical proxy; not China effect forecast
E3_MEDIUM_UK_PROXY,9,9,27,45.504429659602,51.893984928353,7.546524542351,5.0,0.662556647360,0.01,0.8,0.643584055439,4.856822869439,True,variance-only UK historical proxy; not China effect forecast
E3_MEDIUM_UK_PROXY,10,9,27,45.504429659602,51.893984928353,7.512950678283,5.0,0.665517479631,0.01,0.8,0.643584055439,4.835215265845,True,variance-only UK historical proxy; not China effect forecast
E4_UK_PROXY,1,36,108,0.230513867527,0.308251593131,0.734006444561,3.0,4.087157575017,0.01,0.8,0.643584055439,0.472394844309,True,variance-only UK historical proxy; not China effect forecast
E4_UK_PROXY,2,36,108,0.230513867527,0.308251593131,0.650775327509,3.0,4.609885890241,0.01,0.8,0.643584055439,0.418828624458,True,variance-only UK historical proxy; not China effect forecast
E4_UK_PROXY,3,36,108,0.230513867527,0.308251593131,0.620555838723,3.0,4.834375591685,0.01,0.8,0.643584055439,0.399379843312,True,variance-only UK historical proxy; not China effect forecast
E4_UK_PROXY,4,36,108,0.230513867527,0.308251593131,0.604880203026,3.0,4.959659755755,0.01,0.8,0.643584055439,0.389291254118,True,variance-only UK historical proxy; not China effect forecast
E4_UK_PROXY,5,36,108,0.230513867527,0.308251593131,0.595276714341,3.0,5.039673025549,0.01,0.8,0.643584055439,0.383110601924,True,variance-only UK historical proxy; not China effect forecast
E4_UK_PROXY,6,36,108,0.230513867527,0.308251593131,0.588787373380,3.0,5.095217960903,0.01,0.8,0.643584055439,0.378934165552,True,variance-only UK historical proxy; not China effect forecast
E4_UK_PROXY,7,36,108,0.230513867527,0.308251593131,0.584107991415,3.0,5.136036561892,0.01,0.8,0.643584055439,0.375922589929,True,variance-only UK historical proxy; not China effect forecast
E4_UK_PROXY,8,36,108,0.230513867527,0.308251593131,0.580573704685,3.0,5.167302576384,0.01,0.8,0.643584055439,0.373647979343,True,variance-only UK historical proxy; not China effect forecast
E4_UK_PROXY,9,36,108,0.230513867527,0.308251593131,0.577809869315,3.0,5.192019311740,0.01,0.8,0.643584055439,0.371869218967,True,variance-only UK historical proxy; not China effect forecast
E4_UK_PROXY,10,36,108,0.230513867527,0.308251593131,0.575589245803,3.0,5.212050124072,0.01,0.8,0.643584055439,0.370440061081,True,variance-only UK historical proxy; not China effect forecast
E6_UK_PROXY,1,18,54,47.724526601097,29.896139386697,8.810259132840,2.0,0.227008078859,0.01,0.8,0.643584055439,5.670142302185,False,variance-only UK historical proxy; not China effect forecast
E6_UK_PROXY,2,18,54,47.724526601097,29.896139386697,7.332012185427,2.0,0.272776415180,0.01,0.8,0.643584055439,4.718766136828,False,variance-only UK historical proxy; not China effect forecast
E6_UK_PROXY,3,18,54,47.724526601097,29.896139386697,6.767888512704,2.0,0.295513142134,0.01,0.8,0.643584055439,4.355705135768,False,variance-only UK historical proxy; not China effect forecast
E6_UK_PROXY,4,18,54,47.724526601097,29.896139386697,6.467400639899,2.0,0.309243251092,0.01,0.8,0.643584055439,4.162315931978,False,variance-only UK historical proxy; not China effect forecast
E6_UK_PROXY,5,18,54,47.724526601097,29.896139386697,6.280210562307,2.0,0.318460659903,0.01,0.8,0.643584055439,4.041843382703,False,variance-only UK historical proxy; not China effect forecast
E6_UK_PROXY,6,18,54,47.724526601097,29.896139386697,6.152253827139,2.0,0.325084116520,0.01,0.8,0.643584055439,3.959492468163,False,variance-only UK historical proxy; not China effect forecast
E6_UK_PROXY,7,18,54,47.724526601097,29.896139386697,6.059202002008,2.0,0.330076468706,0.01,0.8,0.643584055439,3.899605797179,False,variance-only UK historical proxy; not China effect forecast
E6_UK_PROXY,8,18,54,47.724526601097,29.896139386697,5.988464345042,2.0,0.333975437569,0.01,0.8,0.643584055439,3.854080169036,False,variance-only UK historical proxy; not China effect forecast
E6_UK_PROXY,9,18,54,47.724526601097,29.896139386697,5.932863100106,2.0,0.337105368227,0.01,0.8,0.643584055439,3.818296094333,False,variance-only UK historical proxy; not China effect forecast
E6_UK_PROXY,10,18,54,47.724526601097,29.896139386697,5.888004080060,2.0,0.339673677668,0.01,0.8,0.643584055439,3.789425544289,False,variance-only UK historical proxy; not China effect forecast
