run_id,phase,algorithm,seed,step,eval,operator,channel,best_cost,best_cost_before,route_count,signature,reference_cost,reference_lift,reference_signature,is_reference,time_seconds
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,36,526,random_customer_removal+greedy_insert_repair,native_random_customer_removal+greedy_insert_repair,4053.178457884932,,,,,,,,62.715065124997636
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,37,590,worst_customer_removal+regret3_insert_repair,native_worst_customer_removal+regret3_insert_repair,3981.1339662763753,,,,,,,,70.14481679099845
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,38,592,worst_customer_removal+regret3_insert_repair,native_worst_customer_removal+regret3_insert_repair,3949.804772585685,,,,,,,,70.28108024999528
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,39,626,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3902.521807708382,,,,,,,,73.21595708299719
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,40,627,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3875.30132452063,,,,,,,,73.22920045800129
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,41,628,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3831.6982484883374,,,,,,,,73.24314649999724
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,42,629,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3794.1999358851817,,,,,,,,73.25699874999555
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,43,630,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3767.2918238615525,,,,,,,,73.27060554099444
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,44,631,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3740.9299640146914,,,,,,,,73.2844777499995
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,45,632,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3716.9181602312897,,,,,,,,73.29865083299956
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,46,633,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3693.5312935082616,,,,,,,,73.31237574999977
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,47,634,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3676.904936323059,,,,,,,,73.3260294579959
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,48,635,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3667.444491285387,,,,,,,,73.33960195799591
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,49,636,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3658.2493757498037,,,,,,,,73.35297462499875
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,50,3360,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,3657.301960742046,,,,,,,,228.87239416599914
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,51,3543,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,3657.1424350027905,,,,,,,,229.8550586659985
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,52,3558,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,3654.8444778403687,,,,,,,,229.9406963750007
G0_ALNS_seed1,E_G0_REAUDIT,ALNS,1,53,4980,route_segment_removal+greedy_insert_repair,native_route_segment_removal+greedy_insert_repair,3653.2992695785156,,,,,,,,237.60784529100056
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,0,0,shared_warm_start,shared_warm_start,5803.553350198798,,22,458cd55f326d1abe7f92786b009298cb4dec22823df0cd1835ebe6c894b46a60,,,,,0.0
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,1,0,reference_flip_closure,reference_flip_closure,5803.553350198798,,22,458cd55f326d1abe7f92786b009298cb4dec22823df0cd1835ebe6c894b46a60,5174.345121253789,629.2082289450091,7cc6d853424cabb63602f8e9157561513fd038792153be3eb53eab56e86f09d2,True,0.5760921659966698
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,2,7,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,5694.679881798666,,,,,,,,0.6785982080036774
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,3,8,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,5645.453202488715,,,,,,,,0.7429417500025011
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,4,9,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,5388.02602854352,,,,,,,,0.9751684160000877
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,5,10,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,5251.992465242536,,,,,,,,1.2688664160014014
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,6,12,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,5058.105603574481,,,,,,,,1.5009490410011495
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,7,13,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,5003.780205871223,,,,,,,,1.6008887909993064
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,8,14,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4987.098434784315,,,,,,,,1.635678958002245
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,9,15,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4807.551962158823,,,,,,,,1.8902907500014408
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,10,16,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4668.323167882671,,,,,,,,2.031966041002306
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,11,18,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4657.843381753425,,,,,,,,2.3970881659988663
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,12,19,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4620.907930532863,,,,,,,,2.5477830829986488
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,13,20,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4419.776073064389,,,,,,,,2.8021802500006743
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,14,21,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4418.909220546572,,,,,,,,2.902214624999033
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,15,24,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4296.080152914028,,,,,,,,3.2232530410037725
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,16,26,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4161.656511747518,,,,,,,,3.663598291001108
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,17,29,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4147.581020833109,,,,,,,,4.075069666003401
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,18,30,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4038.241967762784,,,,,,,,4.112032500001078
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,19,31,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4020.7606294449524,,,,,,,,4.238665333003155
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,20,32,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4018.8875240125194,,,,,,,,4.292529750004178
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,21,34,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3892.9094123854184,,,,,,,,4.652111208000861
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,22,35,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3891.9029232205576,,,,,,,,4.708642083001905
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,23,117,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3850.7499772862966,,,,,,,,15.13233795799897
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,24,121,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3843.5786796919865,,,,,,,,15.54799279099825
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,25,127,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3825.0523229006867,,,,,,,,16.199625958004617
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,26,130,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3824.926035904903,,,,,,,,16.413023916000384
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,27,133,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3823.071109657312,,,,,,,,16.783166958004585
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,28,153,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3821.5229761012506,,,,,,,,19.127650916001585
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,29,261,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3819.393220153841,,,,,,,,32.578231958003016
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,30,271,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3815.245969927565,,,,,,,,34.18274475000362
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,31,272,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3814.155302901808,,,,,,,,34.209226958002546
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,32,310,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3811.1194995684273,,,,,,,,37.61295770799916
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,33,385,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3810.2274220400523,,,,,,,,46.36945458300033
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,34,432,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3809.1336974727947,,,,,,,,51.692036749998806
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,35,454,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3808.9469907107327,,,,,,,,54.75695654100127
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,36,475,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3801.8291062334856,,,,,,,,57.24774320800498
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,37,509,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3800.0936012012307,,,,,,,,61.51354812500358
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,38,543,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3797.5433468920555,,,,,,,,65.12664887500432
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,39,698,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3770.5896294140175,,,,,,,,83.7274077080001
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,40,699,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3748.4424628202546,,,,,,,,83.73930241600465
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,41,700,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3692.26609200241,,,,,,,,83.7507669580009
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,42,701,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3672.078650587904,,,,,,,,83.76307924999855
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,43,702,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3652.441530414298,,,,,,,,83.77504575000057
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,44,703,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3638.897305612509,,,,,,,,83.78732825000043
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,45,704,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3625.519674191926,,,,,,,,83.79943025000102
G0_ALNS_seed2,E_G0_REAUDIT,ALNS,2,46,705,vehicle_type_swap+greedy_insert_repair,native_vehicle_type_swap+greedy_insert_repair,3622.2776996989915,,,,,,,,83.81097250000312
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,0,0,shared_warm_start,shared_warm_start,5803.553350198798,,22,458cd55f326d1abe7f92786b009298cb4dec22823df0cd1835ebe6c894b46a60,,,,,0.0
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,1,0,reference_flip_closure,reference_flip_closure,5803.553350198798,,22,458cd55f326d1abe7f92786b009298cb4dec22823df0cd1835ebe6c894b46a60,5174.345121253789,629.2082289450091,7cc6d853424cabb63602f8e9157561513fd038792153be3eb53eab56e86f09d2,True,0.5740245829947526
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,2,6,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,5497.259609317656,,,,,,,,0.7468691250032862
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,3,9,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,5292.338750555892,,,,,,,,1.0535827910061926
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,4,10,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,5231.7816081378805,,,,,,,,1.1037803330036695
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,5,11,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,5157.627387174178,,,,,,,,1.1959583330026362
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,6,12,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4812.297995705197,,,,,,,,1.4048021660055383
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,7,14,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4633.433293566637,,,,,,,,1.7852744160045404
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,8,15,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4607.930425731017,,,,,,,,1.8237352910000482
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,9,17,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4595.227213857609,,,,,,,,2.025199875002727
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,10,18,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4497.530201383956,,,,,,,,2.0569140410007094
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,11,19,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4478.65979962457,,,,,,,,2.134841666003922
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,12,22,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4467.150041698035,,,,,,,,2.637028041004669
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,13,28,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4431.386620195094,,,,,,,,3.4476502079996862
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,14,29,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4409.544648625569,,,,,,,,3.7155822910062852
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,15,30,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4381.365028739428,,,,,,,,3.7803008330010925
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,16,35,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4378.67160617408,,,,,,,,4.310703500006639
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,17,36,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4372.395371608911,,,,,,,,4.540720625001995
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,18,37,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4354.1899908409805,,,,,,,,4.58843295800034
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,19,40,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4320.319106171456,,,,,,,,5.002388500004599
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,20,41,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4311.137388063321,,,,,,,,5.0657600830018055
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,21,42,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4296.176668252385,,,,,,,,5.130031291002524
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,22,43,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4287.986699231912,,,,,,,,5.311316750005062
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,23,47,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4263.694977362432,,,,,,,,5.948073083003692
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,24,48,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4262.419510336063,,,,,,,,6.040040166000836
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,25,49,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4245.485511437139,,,,,,,,6.19804166600079
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,26,52,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4226.542389016461,,,,,,,,6.721818958001677
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,27,55,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4210.221442805772,,,,,,,,7.110731375003525
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,28,61,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4153.4143857325425,,,,,,,,8.25110025000322
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,29,64,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4049.2263760229707,,,,,,,,8.591550416000246
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,30,71,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4038.310395683017,,,,,,,,9.676039041005424
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,31,84,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,4011.708959409546,,,,,,,,11.20819562500401
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,32,85,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3949.671919080619,,,,,,,,11.26780566600064
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,33,87,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3947.007150998599,,,,,,,,11.384719375004352
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,34,89,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3936.8881637643985,,,,,,,,11.689067083003465
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,35,96,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3926.7930767202715,,,,,,,,12.231928250002966
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,36,98,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3905.339938342765,,,,,,,,12.448870041000191
G0_ALNS_seed3,E_G0_REAUDIT,ALNS,3,37,123,random_customer_removal+regret2_insert_repair,native_random_customer_removal+regret2_insert_repair,3901.0430967872367,,,,,,,,15.963462375002564
