scope,algorithm,seed,run_id,verdict,flags,native_best_updates,route_count_unique
run,GA,1,G0_GA_seed1,BASELINE_LIVENESS_OK,,2,26
run,GA,2,G0_GA_seed2,BASELINE_LIVENESS_OK,,8,26
run,GA,3,G0_GA_seed3,BASELINE_LIVENESS_OK,,8,26
run,LNS,1,G0_LNS_seed1,BASELINE_LIVENESS_OK,,50,14
run,LNS,2,G0_LNS_seed2,BASELINE_LIVENESS_OK,,60,14
run,LNS,3,G0_LNS_seed3,BASELINE_LIVENESS_OK,,27,14
run,PSO,1,G0_PSO_seed1,BASELINE_LIVENESS_OK,,2,13
run,PSO,2,G0_PSO_seed2,BASELINE_LIVENESS_OK,,1,12
run,PSO,3,G0_PSO_seed3,BASELINE_LIVENESS_OK,,2,12
run,VNS,1,G0_VNS_seed1,BASELINE_LIVENESS_OK,,1,8
run,VNS,2,G0_VNS_seed2,BASELINE_LIVENESS_OK,,8,12
run,VNS,3,G0_VNS_seed3,BASELINE_LIVENESS_OK,,3,9
algorithm_seed_group,GA,1|2|3,,SEED_VARIATION_OK,,18,26|26|26
algorithm_seed_group,LNS,1|2|3,,SEED_VARIATION_OK,,137,14|14|14
algorithm_seed_group,PSO,1|2|3,,SEED_VARIATION_OK,,5,13|12|12
algorithm_seed_group,VNS,1|2|3,,SEED_VARIATION_OK,,12,8|12|9
