case,binding,mode,source_cost,candidate_present,candidate_cost,terminal_cost,feasible,route_membership_changed,selected_segment_length,selected_distance_delta,selected_local_model_delta,distance_worse_model_better_candidates,complete_candidate_evaluations,activity_json
DEV-fullsource-donor02-25c,True,mechanism,1698.390605863105,True,1562.9365523235904,1562.9365523235904,True,True,3,53044.93116646237,-17.132094288575672,6,0,"{""completion"": [{""carbon_updates"": 1, ""completed_local_model_delta"": -11.247629320852923, ""customers"": [""C016"", ""C024"", ""C047""], ""distance_delta"": 115881.30010169168, ""joint_updates"": 1, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 0.2824912319258601, ""return_customers"": [], ""shortlist_index"": 0}, {""carbon_updates"": 1, ""completed_local_model_delta"": 10.167881422407106, ""customers"": [""C024"", ""C047""], ""distance_delta"": 72952.46946367709, ""joint_updates"": 0, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 10.30482335869607, ""return_customers"": [], ""shortlist_index"": 1}, {""carbon_updates"": 1, ""completed_local_model_delta"": -17.132094288575672, ""customers"": [""C034"", ""C045"", ""C053""], ""distance_delta"": 53044.93116646237, ""joint_updates"": 1, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 13.594040219814133, ""return_customers"": [], ""shortlist_index"": 2}, {""carbon_updates"": 1, ""completed_local_model_delta"": -2.937996380269908, ""customers"": [""C010"", ""C016"", ""C024""], ""distance_delta"": 132362.06234586763, ""joint_updates"": 1, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 14.400281370278321, ""return_customers"": [], ""shortlist_index"": 3}, {""carbon_updates"": 1, ""completed_local_model_delta"": 17.25388619074772, ""customers"": [""C024"", ""C047"", ""C042""], ""distance_delta"": 94662.85489401146, ""joint_updates"": 0, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 17.50626055714156, ""return_customers"": [], ""shortlist_index"": 4}, {""carbon_updates"": 1, ""completed_local_model_delta"": 0.35202068152250376, ""customers"": [""C010"", ""C016"", ""C024""], ""distance_delta"": 142089.0961215343, ""joint_updates"": 1, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 17.6598043098856, ""return_customers"": [], ""shortlist_index"": 5}, {""carbon_updates"": 1, ""completed_local_model_delta"": -15.929287047506477, ""customers"": [""C045"", ""C053""], ""distance_delta"": 55217.827414217754, ""joint_updates"": 1, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 17.82014824797716, ""return_customers"": [], ""shortlist_index"": 6}, {""carbon_updates"": 1, ""completed_local_model_delta"": -0.861817398626954, ""customers"": [""C016"", ""C024""], ""distance_delta"": 137140.98269957764, ""joint_updates"": 1, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 18.637101563515785, ""return_customers"": [], ""shortlist_index"": 7}, {""carbon_updates"": 1, ""completed_local_model_delta"": 3.826462687141941, ""customers"": [""C016"", ""C024""], ""distance_delta"": 149750.51490637677, ""joint_updates"": 1, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 23.322987153793918, ""return_customers"": [], ""shortlist_index"": 8}, {""carbon_updates"": 1, ""completed_local_model_delta"": -1.0182237447653506, ""customers"": [""C059"", ""C052""], ""distance_delta"": 97085.29102459823, ""joint_updates"": 1, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 27.405565674215552, ""return_customers"": [], ""shortlist_index"": 9}, {""carbon_updates"": 1, ""completed_local_model_delta"": 3.756199009737145, ""customers"": [""C020"", ""C031""], ""distance_delta"": 98611.67541974346, ""joint_updates"": 1, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 27.524460775892635, ""return_customers"": [], ""shortlist_index"": 10}, {""carbon_updates"": 1, ""completed_local_model_delta"": 27.803354377008645, ""customers"": [""C003"", ""C002""], ""distance_delta"": 70682.40885760746, ""joint_updates"": 0, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 27.805900576984072, ""return_customers"": [], ""shortlist_index"": 11}], ""ledger"": {""candidate_build_attempts"": 3246, ""complete_candidate_evaluations_before_submission"": 0, ""completion_candidates_screened"": 12, ""distance_worse_model_better_candidates"": 6, ""feasible_candidates"": 100, ""full_feasibility_checks"": 3315, ""insertion_positions_scanned"": 3246, ""reciprocal_pairs_scanned"": 0, ""reciprocal_pairs_shortlisted"": 0, ""route_local_completion_calls"": 13, ""route_local_exact_evaluations"": 122, ""route_local_schedule_evaluations"": 2590, ""route_proxy_evaluations"": 204, ""source_segments_eligible"": 423, ""source_segments_scanned"": 423, ""source_segments_shortlisted"": 423}, ""mode"": ""mechanism"", ""selected"": {""customers"": [""C034"", ""C045"", ""C053""], ""distance_delta"": 53044.93116646237, ""kind"": ""relocate_segment"", ""local_model_delta"": -17.132094288575672, ""responsibility_relief"": -3, ""return_customers"": [], ""return_start"": null, ""segment_length"": 3, ""segment_start"": 5, ""source_route_index"": 1, ""target_position"": 1, ""target_route_index"": 8}, ""source_completion"": {""carbon_updates"": 1, ""complete_evaluations"": 0, ""joint_updates"": 1, ""label"": ""source"", ""route_local_schedule_evaluations"": 248, ""route_proxy_evaluations"": 15}, ""stop_reason"": ""proposal_generated""}"
DEV-fullsource-donor02-25c,True,distance,1698.390605863105,False,,,True,False,,,,0,0,"{""ledger"": {""candidate_build_attempts"": 16, ""complete_candidate_evaluations_before_submission"": 0, ""completion_candidates_screened"": 0, ""distance_worse_model_better_candidates"": 0, ""feasible_candidates"": 0, ""full_feasibility_checks"": 35, ""insertion_positions_scanned"": 3246, ""reciprocal_pairs_scanned"": 0, ""reciprocal_pairs_shortlisted"": 0, ""route_local_completion_calls"": 1, ""route_local_exact_evaluations"": 0, ""route_local_schedule_evaluations"": 248, ""route_proxy_evaluations"": 15, ""source_segments_eligible"": 423, ""source_segments_scanned"": 423, ""source_segments_shortlisted"": 423}, ""mode"": ""distance"", ""selected"": null, ""source_completion"": {""carbon_updates"": 1, ""complete_evaluations"": 0, ""joint_updates"": 1, ""label"": ""source"", ""route_local_schedule_evaluations"": 248, ""route_proxy_evaluations"": 15}, ""stop_reason"": ""no_improving_generated_candidate""}"
DEV-fullsource-donor02-50c,True,mechanism,3713.42556562954,True,3291.799117433724,3156.3432549227136,True,True,2,82799.75872422807,-23.52443697462445,4,0,"{""completion"": [{""carbon_updates"": 1, ""completed_local_model_delta"": -17.72717817335024, ""customers"": [""C030"", ""C035"", ""C034""], ""distance_delta"": 2658.1357388467295, ""joint_updates"": 0, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": -17.597480162437535, ""return_customers"": [], ""shortlist_index"": 0}, {""carbon_updates"": 1, ""completed_local_model_delta"": -4.348929640182973, ""customers"": [""C025"", ""C036"", ""C054""], ""distance_delta"": -9046.87746184261, ""joint_updates"": 0, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": -4.019085699930031, ""return_customers"": [], ""shortlist_index"": 1}, {""carbon_updates"": 1, ""completed_local_model_delta"": -1.8677860593274431, ""customers"": [""C027"", ""C069""], ""distance_delta"": -2553.514872958127, ""joint_updates"": 0, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": -1.594611487473344, ""return_customers"": [], ""shortlist_index"": 2}, {""carbon_updates"": 1, ""completed_local_model_delta"": -1.4720008984431274, ""customers"": [""C039"", ""C068""], ""distance_delta"": -1463.7976521613891, ""joint_updates"": 0, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": -1.1092663349122631, ""return_customers"": [], ""shortlist_index"": 3}, {""carbon_updates"": 1, ""completed_local_model_delta"": -0.40138917127779905, ""customers"": [""C034"", ""C005"", ""C091""], ""distance_delta"": 35380.89417714637, ""joint_updates"": 0, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": -0.26858386127776157, ""return_customers"": [], ""shortlist_index"": 4}, {""carbon_updates"": 1, ""completed_local_model_delta"": -0.1748914706554956, ""customers"": [""C035"", ""C034""], ""distance_delta"": 26729.517828450073, ""joint_updates"": 0, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": -0.04746155306338551, ""return_customers"": [], ""shortlist_index"": 5}, {""carbon_updates"": 1, ""completed_local_model_delta"": 0.36296566645449957, ""customers"": [""C034"", ""C005""], ""distance_delta"": 32939.18109298585, ""joint_updates"": 0, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 0.4948088641252184, ""return_customers"": [], ""shortlist_index"": 6}, {""carbon_updates"": 1, ""completed_local_model_delta"": 2.663596982804563, ""customers"": [""C029"", ""C030""], ""distance_delta"": 55329.32730199862, ""joint_updates"": 0, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 2.790254431194228, ""return_customers"": [], ""shortlist_index"": 7}, {""carbon_updates"": 1, ""completed_local_model_delta"": -23.52443697462445, ""customers"": [""C002"", ""C066""], ""distance_delta"": 82799.75872422807, ""joint_updates"": 1, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 6.904854475730076, ""return_customers"": [], ""shortlist_index"": 8}, {""carbon_updates"": 1, ""completed_local_model_delta"": 8.834261709497184, ""customers"": [""C052"", ""C062""], ""distance_delta"": 20371.982516435557, ""joint_updates"": 0, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 8.964808990523977, ""return_customers"": [], ""shortlist_index"": 9}, {""carbon_updates"": 1, ""completed_local_model_delta"": 9.67808493210498, ""customers"": [""C066"", ""C070""], ""distance_delta"": 85918.44637880236, ""joint_updates"": 0, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 9.686464599567444, ""return_customers"": [], ""shortlist_index"": 10}, {""carbon_updates"": 1, ""completed_local_model_delta"": 10.25741724399029, ""customers"": [""C036"", ""C054""], ""distance_delta"": 21726.716833167244, ""joint_updates"": 0, ""kind"": ""relocate_segment"", ""precompletion_local_model_delta"": 10.517398241275714, ""return_customers"": [], ""shortlist_index"": 11}], ""ledger"": {""candidate_build_attempts"": 11018, ""complete_candidate_evaluations_before_submission"": 0, ""completion_candidates_screened"": 12, ""distance_worse_model_better_candidates"": 4, ""feasible_candidates"": 247, ""full_feasibility_checks"": 11075, ""insertion_positions_scanned"": 11018, ""reciprocal_pairs_scanned"": 0, ""reciprocal_pairs_shortlisted"": 0, ""route_local_completion_calls"": 13, ""route_local_exact_evaluations"": 281, ""route_local_schedule_evaluations"": 3274, ""route_proxy_evaluations"": 352, ""source_segments_eligible"": 1390, ""source_segments_scanned"": 1390, ""source_segments_shortlisted"": 1390}, ""mode"": ""mechanism"", ""selected"": {""customers"": [""C002"", ""C066""], ""distance_delta"": 82799.75872422807, ""kind"": ""relocate_segment"", ""local_model_delta"": -23.52443697462445, ""responsibility_relief"": -2, ""return_customers"": [], ""return_start"": null, ""segment_length"": 2, ""segment_start"": 0, ""source_route_index"": 5, ""target_position"": 0, ""target_route_index"": 15}, ""source_completion"": {""carbon_updates"": 1, ""complete_evaluations"": 0, ""joint_updates"": 1, ""label"": ""source"", ""route_local_schedule_evaluations"": 290, ""route_proxy_evaluations"": 27}, ""stop_reason"": ""proposal_generated""}"
DEV-fullsource-donor02-50c,True,distance,3713.42556562954,True,3310.974624768165,3180.907744384928,True,True,3,-9046.87746184261,,0,0,"{""completion"": {""carbon_updates"": 1, ""complete_evaluations"": 0, ""joint_updates"": 0, ""label"": ""distance_selected"", ""route_local_schedule_evaluations"": 258, ""route_proxy_evaluations"": 27}, ""ledger"": {""candidate_build_attempts"": 188, ""complete_candidate_evaluations_before_submission"": 0, ""completion_candidates_screened"": 0, ""distance_worse_model_better_candidates"": 0, ""feasible_candidates"": 4, ""full_feasibility_checks"": 221, ""insertion_positions_scanned"": 11018, ""reciprocal_pairs_scanned"": 0, ""reciprocal_pairs_shortlisted"": 0, ""route_local_completion_calls"": 2, ""route_local_exact_evaluations"": 0, ""route_local_schedule_evaluations"": 548, ""route_proxy_evaluations"": 54, ""source_segments_eligible"": 1390, ""source_segments_scanned"": 1390, ""source_segments_shortlisted"": 1390}, ""mode"": ""distance"", ""selected"": {""customers"": [""C025"", ""C036"", ""C054""], ""distance_delta"": -9046.87746184261, ""kind"": ""relocate_segment"", ""local_model_delta"": null, ""responsibility_relief"": -3, ""return_customers"": [], ""return_start"": null, ""segment_length"": 3, ""segment_start"": 2, ""source_route_index"": 1, ""target_position"": 0, ""target_route_index"": 15}, ""source_completion"": {""carbon_updates"": 1, ""complete_evaluations"": 0, ""joint_updates"": 1, ""label"": ""source"", ""route_local_schedule_evaluations"": 290, ""route_proxy_evaluations"": 27}, ""stop_reason"": ""proposal_generated""}"
L-main-vanilla-100c-01,False,mechanism,4556.7751615383,False,,,True,False,,,,0,0,"{""ledger"": {""candidate_build_attempts"": 0, ""complete_candidate_evaluations_before_submission"": 0, ""completion_candidates_screened"": 0, ""distance_worse_model_better_candidates"": 0, ""feasible_candidates"": 0, ""full_feasibility_checks"": 1, ""insertion_positions_scanned"": 0, ""reciprocal_pairs_scanned"": 0, ""reciprocal_pairs_shortlisted"": 0, ""route_local_completion_calls"": 1, ""route_local_exact_evaluations"": 0, ""route_local_schedule_evaluations"": 0, ""route_proxy_evaluations"": 14, ""source_segments_eligible"": 0, ""source_segments_scanned"": 0, ""source_segments_shortlisted"": 0}, ""mode"": ""mechanism"", ""selected"": null, ""source_completion"": {""carbon_updates"": 0, ""complete_evaluations"": 0, ""joint_updates"": 0, ""label"": ""source"", ""route_local_schedule_evaluations"": 0, ""route_proxy_evaluations"": 14}, ""stop_reason"": ""no_improving_generated_candidate""}"
